week,state,update_dts,percent_positive,total_pcr_tests,antigen_detections,pcr_detections,epi_week,epi_year
2021-07-03,IN,2022-10-25,9.334,197,0,17.8,26,2021
2021-07-03,KS,2022-10-25,3.207,86.667,0,3.4,26,2021
2021-07-03,KY,2022-10-25,8.135,497.333,0,42.2,26,2021
2021-07-03,LA,2022-10-25,40.124,188.667,60.8,72.8,26,2021
2021-07-03,MA,2022-10-25,4.029,154.333,0,6.8,26,2021
2021-07-03,MD,2022-10-25,3.418,208.333,0,6.6,26,2021
2021-07-03,ME,2022-10-25,3.888,0,0,0,26,2021
2021-07-03,MI,2022-10-25,1.215,269,0.8,5.4,26,2021
2021-07-03,MN,2022-10-25,11.463,750.667,0,83.6,26,2021
2021-07-03,MO,2022-10-25,6.251,726.333,8.6,42.4,26,2021
2021-07-03,MS,2022-10-25,0,0.333,0,0,26,2021
2021-07-03,MT,2022-10-25,0.612,109,0,0.8,26,2021
2021-07-03,NC,2022-10-25,0,1,0,0,26,2021
2021-07-03,ND,2022-10-25,0,17.667,0,0.8,26,2021
2021-07-03,NE,2022-10-25,3.124,163.667,0,5.6,26,2021
2021-07-03,NH,2022-10-25,0,0,0,0,26,2021
2021-07-03,NJ,2022-10-25,1.659,598.667,1.2,11.8,26,2021
2021-07-03,NM,2022-10-25,0,261.333,0,9,26,2021
2021-07-03,NV,2022-10-25,0.265,216,0,1.8,26,2021
2021-07-03,NY,2022-10-25,0.764,2058.333,2.8,20.8,26,2021
2021-07-03,OH,2022-10-25,7.403,562.333,7.8,48.4,26,2021
2021-07-03,OK,2022-10-25,10.197,649.667,0,67,26,2021
2021-07-03,OR,2022-10-25,0.319,1137.333,0.6,4,26,2021
2021-07-03,PA,2022-10-25,8.4,416.333,0.2,33.8,26,2021
2021-07-03,RI,2022-10-25,0,0,0,0,26,2021
2021-07-03,SC,2022-10-25,9.585,99.333,29.6,14.8,26,2021
2021-07-03,SD,2022-10-25,18.633,47.333,0,11.6,26,2021
2021-07-03,TN,2022-10-25,20,5.333,14.4,2,26,2021
2021-07-03,TX,2022-10-25,25.508,2877,106,737.4,26,2021
2021-07-03,UT,2022-10-25,0,0,0,0,26,2021
2021-07-03,VA,2022-10-25,3.528,235,2.4,9.2,26,2021
2021-07-03,VT,2022-10-25,15.272,31.333,0,3.6,26,2021
2021-07-03,WA,2022-10-25,1.741,292.667,0,5.4,26,2021
2021-07-03,WI,2022-10-25,3.034,1210.333,3.6,39,26,2021
2021-07-03,WV,2022-10-25,1.6,83.667,0,3,26,2021
2021-07-03,WY,2022-10-25,0,12,0,0,26,2021
2021-07-10,AL,2022-10-25,7.655,119,11.8,9,27,2021
2021-07-10,AR,2022-10-25,53.757,266,0,143.2,27,2021
2021-07-10,AZ,2022-10-25,5.116,237.333,0,17.2,27,2021
2021-07-10,CA,2022-10-25,2.119,336.333,3.2,7.8,27,2021
2021-07-10,CO,2022-10-25,3.59,484.667,0,19,27,2021
2021-07-10,CT,2022-10-25,8.076,289,0,27.2,27,2021
2021-07-10,DE,2022-10-25,0,0,0,0,27,2021
2021-07-10,GA,2022-10-25,24.954,362.333,74.8,94.8,27,2021
2021-07-10,HI,2022-10-25,1.48,61.333,0,0.8,27,2021
2021-07-10,IA,2022-10-25,13.043,392,2,67.6,27,2021
2021-07-10,ID,2022-10-25,0,0,0.2,0.2,27,2021
2021-07-10,IL,2022-10-25,3.3,140.333,1.6,5,27,2021
2021-07-10,IN,2022-10-25,8.891,199.667,0,22.4,27,2021
2021-07-10,KS,2022-10-25,3.065,99.667,0,4.2,27,2021
2021-07-10,KY,2022-10-25,13.002,411.333,0,52.8,27,2021
2021-07-10,LA,2022-10-25,39.488,190,66.6,75.4,27,2021
2021-07-10,MA,2022-10-25,4.373,179.667,0,8.4,27,2021
2021-07-10,MD,2022-10-25,4.183,182.667,0,8.8,27,2021
2021-07-10,ME,2022-10-25,3.453,0,0,0,27,2021
2021-07-10,MI,2022-10-25,2.482,295.333,1.4,8.4,27,2021
2021-07-10,MN,2022-10-25,14.256,753.667,0,109.2,27,2021
2021-07-10,MO,2022-10-25,6.425,742.667,18,53.6,27,2021
2021-07-10,MS,2022-10-25,0,0,0,0,27,2021
2021-07-10,MT,2022-10-25,0.549,119,0,0.8,27,2021
2021-07-10,NC,2022-10-25,0,1,0,0,27,2021
2021-07-10,ND,2022-10-25,0,17.667,0,0.8,27,2021
2021-07-10,NE,2022-10-25,2.626,214.667,0,6.6,27,2021
2021-07-10,NH,2022-10-25,0,0,0,0,27,2021
2021-07-10,NJ,2022-10-25,2.563,582,1.2,17,27,2021
2021-07-10,NM,2022-10-25,3.173,426,0,12.6,27,2021
2021-07-10,NV,2022-10-25,0.411,440.667,0,1.6,27,2021
2021-07-10,NY,2022-10-25,1.166,2023,2.8,25.6,27,2021
2021-07-10,OH,2022-10-25,10.204,597.333,8.4,66.8,27,2021
2021-07-10,OK,2022-10-25,11.456,684,0,71.6,27,2021
2021-07-10,OR,2022-10-25,0.315,1148,0.8,4.8,27,2021
2021-07-10,PA,2022-10-25,10.76,418.333,0,42.6,27,2021
2021-07-10,RI,2022-10-25,0,0,0,0,27,2021
2021-07-10,SC,2022-10-25,17.15,104.667,39.8,16,27,2021
2021-07-10,SD,2022-10-25,25.653,54.667,0,14.8,27,2021
2021-07-10,TN,2022-10-25,15.152,7.333,30,2,27,2021
2021-07-10,TX,2022-10-25,27.91,3145.333,127.2,881.4,27,2021
2021-07-10,UT,2022-10-25,0,0,0,0,27,2021
2021-07-10,VA,2022-10-25,3.943,204.667,2.8,12.6,27,2021
2021-07-10,VT,2022-10-25,16.053,32.667,0,3.6,27,2021
2021-07-10,WA,2022-10-25,2.385,322.333,0,8,27,2021
2021-07-10,WI,2022-10-25,4.107,1302.667,5,59.6,27,2021
2021-07-10,WV,2022-10-25,3.057,86.667,0,5.4,27,2021
2021-07-10,WY,2022-10-25,0,15.333,0,0,27,2021
2021-07-17,AL,2022-10-25,3.382,121,9.6,6.2,28,2021
2021-07-17,AR,2022-10-25,52.073,288,0,141.2,28,2021
2021-07-17,AZ,2022-10-25,11.46,229.333,0,27.4,28,2021
2021-07-17,CA,2022-10-25,2.631,384,4.4,11.2,28,2021
2021-07-17,CO,2022-10-25,4.548,531.667,0,27.6,28,2021
2021-07-17,CT,2022-10-25,11.059,351.333,0,41.2,28,2021
2021-07-17,DE,2022-10-25,0,0,0,0,28,2021
2021-07-17,GA,2022-10-25,25.079,392.667,94.6,105,28,2021
2021-07-17,HI,2022-10-25,1.936,70,0,1.2,28,2021
2021-07-17,IA,2022-10-25,17.283,444.667,4.4,88,28,2021
2021-07-17,ID,2022-10-25,0,1.667,0.2,0.6,28,2021
2021-07-17,IL,2022-10-25,3.302,131.333,1.8,6.4,28,2021
2021-07-17,IN,2022-10-25,11.013,226.667,0,26.2,28,2021
2021-07-17,KS,2022-10-25,4.287,113.667,0,4.6,28,2021
2021-07-17,KY,2022-10-25,18.138,385,0,77.4,28,2021
2021-07-17,LA,2022-10-25,37.838,196.667,74.2,73,28,2021
2021-07-17,MA,2022-10-25,5.465,195.333,0,12.4,28,2021
2021-07-17,MD,2022-10-25,4.986,192.333,0,11.4,28,2021
2021-07-17,ME,2022-10-25,2.003,0,0,0,28,2021
2021-07-17,MI,2022-10-25,4.212,312.667,1.8,14.8,28,2021
2021-07-17,MN,2022-10-25,17.996,749.333,0,137.6,28,2021
2021-07-17,MO,2022-10-25,9.395,699.333,30.6,62,28,2021
2021-07-17,MS,2022-10-25,0,0,0,0,28,2021
2021-07-17,MT,2022-10-25,0.475,130,0,0.6,28,2021
2021-07-17,NC,2022-10-25,0,1.667,0,0,28,2021
2021-07-17,ND,2022-10-25,0,17.667,0,0.8,28,2021
2021-07-17,NE,2022-10-25,3.395,230,0,10,28,2021
2021-07-17,NH,2022-10-25,0,0,0,0,28,2021
2021-07-17,NJ,2022-10-25,4.164,565.333,1.6,23.8,28,2021
2021-07-17,NM,2022-10-25,3.698,505,0,18.8,28,2021
2021-07-17,NV,2022-10-25,0.411,442.667,0,1.6,28,2021
2021-07-17,NY,2022-10-25,1.607,2118.667,2.8,32.6,28,2021
2021-07-17,OH,2022-10-25,13.478,655.333,12.4,90.4,28,2021
2021-07-17,OK,2022-10-25,11.048,744.333,0,76,28,2021
2021-07-17,OR,2022-10-25,0.397,1431,1,6,28,2021
2021-07-17,PA,2022-10-25,12.42,418.333,0,53.4,28,2021
2021-07-17,RI,2022-10-25,0,0,0,0,28,2021
2021-07-17,SC,2022-10-25,18.369,107.667,51.2,23,28,2021
2021-07-17,SD,2022-10-25,27.429,68.667,0,15.8,28,2021
2021-07-17,TN,2022-10-25,21.818,8.333,46.4,1.6,28,2021
2021-07-17,TX,2022-10-25,28.78,3577.333,142.2,1023.8,28,2021
2021-07-17,UT,2022-10-25,0,0,0,0,28,2021
2021-07-17,VA,2022-10-25,7.032,226,4.6,14.6,28,2021
2021-07-17,VT,2022-10-25,8.21,34,0,3.2,28,2021
2021-07-17,WA,2022-10-25,3.126,337,0,11,28,2021
2021-07-17,WI,2022-10-25,6.018,1391.667,6.4,91.2,28,2021
2021-07-17,WV,2022-10-25,6.13,133.333,0.2,8.4,28,2021
2021-07-17,WY,2022-10-25,0,14.667,0,0.6,28,2021
2021-07-24,AL,2022-10-25,1.956,141,7,5.8,29,2021
2021-07-24,AR,2022-10-25,49.716,298.333,0,130.8,29,2021
2021-07-24,AZ,2022-10-25,14.999,272.667,0,43,29,2021
2021-07-24,CA,2022-10-25,3.153,426.333,4.8,16.8,29,2021
2021-07-24,CO,2022-10-25,6.316,575.333,0,36,29,2021
2021-07-24,CT,2022-10-25,13.945,407.667,0,58,29,2021
2021-07-24,DE,2022-10-25,0,0,0,0,29,2021
2021-07-24,GA,2022-10-25,26.556,439.667,117.8,88,29,2021
2021-07-24,HI,2022-10-25,1.852,72,0,2.6,29,2021
2021-07-24,IA,2022-10-25,19.345,526.333,6.4,120.4,29,2021
2021-07-24,ID,2022-10-25,0,3.333,0.2,0.6,29,2021
2021-07-24,IL,2022-10-25,6.114,116,1.8,11,29,2021
2021-07-24,IN,2022-10-25,12.177,256,0,31.8,29,2021
2021-07-24,KS,2022-10-25,5.265,127.333,0,6,29,2021
2021-07-24,KY,2022-10-25,22.627,442.667,0,102,29,2021
2021-07-24,LA,2022-10-25,33.884,213.667,69.2,63.4,29,2021
2021-07-24,MA,2022-10-25,7.016,221.667,0,19.8,29,2021
2021-07-24,MD,2022-10-25,5.952,214.333,0,14.2,29,2021
2021-07-24,ME,2022-10-25,7.024,0,0,0,29,2021
2021-07-24,MI,2022-10-25,6.393,333.667,3,23.4,29,2021
2021-07-24,MN,2022-10-25,21.211,769,0,144,29,2021
2021-07-24,MO,2022-10-25,16.286,545.667,47,70,29,2021
2021-07-24,MS,2022-10-25,0,0,0,0,29,2021
2021-07-24,MT,2022-10-25,0.475,145,0,1,29,2021
2021-07-24,NC,2022-10-25,0,1,0,0,29,2021
2021-07-24,ND,2022-10-25,0,0.667,0,0.8,29,2021
2021-07-24,NE,2022-10-25,5.524,254,0,14,29,2021
2021-07-24,NH,2022-10-25,0,0,0,0,29,2021
2021-07-24,NJ,2022-10-25,6.221,529,2,28.6,29,2021
2021-07-24,NM,2022-10-25,4.047,589.333,0,17.4,29,2021
2021-07-24,NV,2022-10-25,0.145,235.667,0,2.8,29,2021
2021-07-24,NY,2022-10-25,1.956,2211.333,2.8,48.2,29,2021
2021-07-24,OH,2022-10-25,17.869,667.667,27.2,136,29,2021
2021-07-24,OK,2022-10-25,10.418,745,0,78.6,29,2021
2021-07-24,OR,2022-10-25,0.522,1507.667,1.6,9.2,29,2021
2021-07-24,PA,2022-10-25,12.859,474.333,0,58.8,29,2021
2021-07-24,RI,2022-10-25,0,0,0,0,29,2021
2021-07-24,SC,2022-10-25,21.379,148,57.8,26.6,29,2021
2021-07-24,SD,2022-10-25,30.157,70.333,0,17,29,2021
2021-07-24,TN,2022-10-25,26.58,9.333,64.6,1.8,29,2021
2021-07-24,TX,2022-10-25,29.507,3935.333,148.8,1123.8,29,2021
2021-07-24,UT,2022-10-25,0,0,0,0,29,2021
2021-07-24,VA,2022-10-25,8.16,233.333,6,20.4,29,2021
2021-07-24,VT,2022-10-25,3.448,36.667,0,3.8,29,2021
2021-07-24,WA,2022-10-25,3.13,460,0.2,17.8,29,2021
2021-07-24,WI,2022-10-25,7.363,1580.667,7.2,135.4,29,2021
2021-07-24,WV,2022-10-25,8.477,147,0.4,13,29,2021
2021-07-24,WY,2022-10-25,5,17.667,0,0.8,29,2021
2021-07-31,AL,2022-10-25,3.069,201.667,5.2,6.4,30,2021
2021-07-31,AR,2022-10-25,41.75,289.667,0,121.4,30,2021
2021-07-31,AZ,2022-10-25,19.472,320.333,0,60.2,30,2021
2021-07-31,CA,2022-10-25,5.062,442.667,5.2,22,30,2021
2021-07-31,CO,2022-10-25,7.933,590,0,48.2,30,2021
2021-07-31,CT,2022-10-25,16.646,443.333,0,78,30,2021
2021-07-31,DE,2022-10-25,0,0,0,0,30,2021
2021-07-31,GA,2022-10-25,19.414,356.667,127.6,101.8,30,2021
2021-07-31,HI,2022-10-25,3.919,79,0,4.2,30,2021
2021-07-31,IA,2022-10-25,22.501,733.333,14.2,159.4,30,2021
2021-07-31,ID,2022-10-25,0,3.333,0.2,0.6,30,2021
2021-07-31,IL,2022-10-25,9.049,155.667,2,16.4,30,2021
2021-07-31,IN,2022-10-25,13.856,291.333,0,39.2,30,2021
2021-07-31,KS,2022-10-25,4.831,145.333,0,7.8,30,2021
2021-07-31,KY,2022-10-25,24.688,510.333,0,124.8,30,2021
2021-07-31,LA,2022-10-25,26.058,213.333,56.4,60.6,30,2021
2021-07-31,MA,2022-10-25,10.772,239,0,25.4,30,2021
2021-07-31,MD,2022-10-25,7.804,248.333,0,20.4,30,2021
2021-07-31,ME,2022-10-25,13.041,0,0,0,30,2021
2021-07-31,MI,2022-10-25,8.885,352.667,2.8,30.8,30,2021
2021-07-31,MN,2022-10-25,18.753,877.333,0,141,30,2021
2021-07-31,MO,2022-10-25,21.802,400.667,64.2,70.2,30,2021
2021-07-31,MS,2022-10-25,0,0,0,0,30,2021
2021-07-31,MT,2022-10-25,0.839,153.333,0,1.8,30,2021
2021-07-31,NC,2022-10-25,0,1,0,0.2,30,2021
2021-07-31,ND,2022-10-25,0,0.667,0,0,30,2021
2021-07-31,NE,2022-10-25,6.582,288.667,0,20,30,2021
2021-07-31,NH,2022-10-25,0,0,0,0,30,2021
2021-07-31,NJ,2022-10-25,6.347,572,2.4,34.6,30,2021
2021-07-31,NM,2022-10-25,0,424.667,0,27.8,30,2021
2021-07-31,NV,2022-10-25,0.201,338.667,0,3,30,2021
2021-07-31,NY,2022-10-25,2.525,2361.333,0,65.4,30,2021
2021-07-31,OH,2022-10-25,22.542,757,34.2,166,30,2021
2021-07-31,OK,2022-10-25,9.42,761,0,69.4,30,2021
2021-07-31,OR,2022-10-25,0.667,1703,1.8,12,30,2021
2021-07-31,PA,2022-10-25,13.514,490.333,0.2,66.8,30,2021
2021-07-31,RI,2022-10-25,0,0,0,0,30,2021
2021-07-31,SC,2022-10-25,16.663,192.667,52.6,30.6,30,2021
2021-07-31,SD,2022-10-25,21.214,74.333,0,16.4,30,2021
2021-07-31,TN,2022-10-25,14.762,9,75,2.4,30,2021
2021-07-31,TX,2022-10-25,28.443,4356,139.6,1161.6,30,2021
2021-07-31,UT,2022-10-25,0,0,0,0,30,2021
2021-07-31,VA,2022-10-25,10.764,247.667,7.2,25,30,2021
2021-07-31,VT,2022-10-25,6.79,45,0,5,30,2021
2021-07-31,WA,2022-10-25,4.238,557,0.8,21.6,30,2021
2021-07-31,WI,2022-10-25,10.835,1665.333,12.6,190.6,30,2021
2021-07-31,WV,2022-10-25,10.631,164,0.6,19.4,30,2021
2021-07-31,WY,2022-10-25,5.709,27,0,0.8,30,2021
2021-08-07,AL,2022-10-25,4.223,225,4.2,6.4,31,2021
2021-08-07,AR,2022-10-25,35.926,264,0,95.8,31,2021
2021-08-07,AZ,2022-10-25,19.928,393,0,80.2,31,2021
2021-08-07,CA,2022-10-25,6.632,453,6,29,31,2021
2021-08-07,CO,2022-10-25,9.374,642,0,62.8,31,2021
2021-08-07,CT,2022-10-25,20.395,479.667,0,90,31,2021
2021-08-07,DE,2022-10-25,0,0,0,0,31,2021
2021-08-07,GA,2022-10-25,19.793,398.667,127.6,83.6,31,2021
2021-08-07,HI,2022-10-25,6.492,91.333,0,5.2,31,2021
2021-08-07,IA,2022-10-25,23.182,887,20.6,213.4,31,2021
2021-08-07,ID,2022-10-25,0,1.667,0,0.6,31,2021
2021-08-07,IL,2022-10-25,12.478,193.667,1.8,21.6,31,2021
2021-08-07,IN,2022-10-25,14.466,318.667,0,43.4,31,2021
2021-08-07,KS,2022-10-25,5.848,150.667,0,10.4,31,2021
2021-08-07,KY,2022-10-25,26.65,584.333,0,160.2,31,2021
2021-08-07,LA,2022-10-25,24.074,208.667,43.2,53.8,31,2021
2021-08-07,MA,2022-10-25,13.436,258,0,35,31,2021
2021-08-07,MD,2022-10-25,10.095,260.333,0,28.4,31,2021
2021-08-07,ME,2022-10-25,18.446,0,0,0,31,2021
2021-08-07,MI,2022-10-25,10.782,375,4.4,38.2,31,2021
2021-08-07,MN,2022-10-25,14.857,990.667,0,203,31,2021
2021-08-07,MO,2022-10-25,23.273,315.667,83.2,69,31,2021
2021-08-07,MS,2022-10-25,0,0.667,0,0,31,2021
2021-08-07,MT,2022-10-25,1.308,169.667,0,2.8,31,2021
2021-08-07,NC,2022-10-25,0,1.333,0,0.2,31,2021
2021-08-07,ND,2022-10-25,0,0.667,0,0.2,31,2021
2021-08-07,NE,2022-10-25,8.166,316.333,0,24,31,2021
2021-08-07,NH,2022-10-25,0,0,0,0,31,2021
2021-08-07,NJ,2022-10-25,6.711,601,3.4,41.8,31,2021
2021-08-07,NM,2022-10-25,0,568.667,0,24,31,2021
2021-08-07,NV,2022-10-25,0.463,588.667,0,4.2,31,2021
2021-08-07,NY,2022-10-25,3.193,2524,0,80.2,31,2021
2021-08-07,OH,2022-10-25,25.405,806,63.2,207,31,2021
2021-08-07,OK,2022-10-25,8.357,757,0,66,31,2021
2021-08-07,OR,2022-10-25,0.876,1814.333,1.8,16.2,31,2021
2021-08-07,PA,2022-10-25,14.919,499,0.4,70.4,31,2021
2021-08-07,RI,2022-10-25,0,0,0,0,31,2021
2021-08-07,SC,2022-10-25,15.646,219.667,45.6,32.4,31,2021
2021-08-07,SD,2022-10-25,17.464,63.667,0,12.6,31,2021
2021-08-07,TN,2022-10-25,16.429,9.667,77.6,2.2,31,2021
2021-08-07,TX,2022-10-25,26.461,4573.333,120.4,1150.4,31,2021
2021-08-07,UT,2022-10-25,0,0,0,0,31,2021
2021-08-07,VA,2022-10-25,11.727,245.333,10.2,37.8,31,2021
2021-08-07,VT,2022-10-25,12.801,52.667,0,5.4,31,2021
2021-08-07,WA,2022-10-25,4.083,674.333,1,27.2,31,2021
2021-08-07,WI,2022-10-25,12.938,1969,16,250.2,31,2021
2021-08-07,WV,2022-10-25,12.798,193.333,1,28,31,2021
2021-08-07,WY,2022-10-25,5.709,43.333,0,1.4,31,2021
2021-08-14,AL,2022-10-25,3.857,194.667,2.8,7.2,32,2021
2021-08-14,AR,2022-10-25,24.86,271.667,0,75.2,32,2021
2021-08-14,AZ,2022-10-25,22.446,446,0,98.4,32,2021
2021-08-14,CA,2022-10-25,7.882,464.667,5.6,33.8,32,2021
2021-08-14,CO,2022-10-25,10.294,732.667,0,76.2,32,2021
2021-08-14,CT,2022-10-25,21.731,487.333,0,98.4,32,2021
2021-08-14,DE,2022-10-25,0,0,0,0,32,2021
2021-08-14,GA,2022-10-25,12.413,261.333,119.6,83.4,32,2021
2021-08-14,HI,2022-10-25,7.07,111.667,0,6,32,2021
2021-08-14,IA,2022-10-25,25.032,1034.667,28.2,250.6,32,2021
2021-08-14,ID,2022-10-25,0,0.333,0,0.6,32,2021
2021-08-14,IL,2022-10-25,13.587,218.333,1.4,30,32,2021
2021-08-14,IN,2022-10-25,13.695,336.667,0,47.6,32,2021
2021-08-14,KS,2022-10-25,8.661,153,0,15.8,32,2021
2021-08-14,KY,2022-10-25,27.502,678.667,0,170.8,32,2021
2021-08-14,LA,2022-10-25,20.878,205.333,30,44,32,2021
2021-08-14,MA,2022-10-25,17.487,260.333,0,44.6,32,2021
2021-08-14,MD,2022-10-25,14.482,250.333,0,32.8,32,2021
2021-08-14,ME,2022-10-25,20.852,0,0,0,32,2021
2021-08-14,MI,2022-10-25,12.717,371.333,5.2,43.8,32,2021
2021-08-14,MN,2022-10-25,15.421,1260.333,0,252,32,2021
2021-08-14,MO,2022-10-25,19.242,307.333,90.2,63.8,32,2021
2021-08-14,MS,2022-10-25,0,1.333,0,0,32,2021
2021-08-14,MT,2022-10-25,2.288,186.333,0,3.6,32,2021
2021-08-14,NC,2022-10-25,11.111,2.333,0,0.6,32,2021
2021-08-14,ND,2022-10-25,0,1.333,0,0.2,32,2021
2021-08-14,NE,2022-10-25,8.575,337.667,0,32.4,32,2021
2021-08-14,NH,2022-10-25,0,0,0,0,32,2021
2021-08-14,NJ,2022-10-25,7.078,637.333,5,44.6,32,2021
2021-08-14,NM,2022-10-25,0,343.667,0,36.2,32,2021
2021-08-14,NV,2022-10-25,0.854,842,0,5.6,32,2021
2021-08-14,NY,2022-10-25,3.818,2691,0,101.4,32,2021
2021-08-14,OH,2022-10-25,28.231,905.333,103.6,245.8,32,2021
2021-08-14,OK,2022-10-25,7.872,788.333,0,63,32,2021
2021-08-14,OR,2022-10-25,1.076,1942,2.4,21,32,2021
2021-08-14,PA,2022-10-25,14.737,493.667,0.4,78.8,32,2021
2021-08-14,RI,2022-10-25,0,0,0,0,32,2021
2021-08-14,SC,2022-10-25,14.262,233.333,34.8,30.8,32,2021
2021-08-14,SD,2022-10-25,13.483,71.333,0,10.4,32,2021
2021-08-14,TN,2022-10-25,22.778,11.333,68.6,2.6,32,2021
2021-08-14,TX,2022-10-25,22.891,4785.667,103.4,1091.8,32,2021
2021-08-14,UT,2022-10-25,0,0,0,0,32,2021
2021-08-14,VA,2022-10-25,15.685,286.333,12,46.4,32,2021
2021-08-14,VT,2022-10-25,15.946,56,0,6.6,32,2021
2021-08-14,WA,2022-10-25,4.746,734.667,3,38,32,2021
2021-08-14,WI,2022-10-25,16.095,1994.333,20.4,312,32,2021
2021-08-14,WV,2022-10-25,16.104,222.333,1.8,36,32,2021
2021-08-14,WY,2022-10-25,2.464,55.667,0,1.4,32,2021
2021-08-21,AL,2022-10-25,3.221,196.333,3.2,6.8,33,2021
2021-08-21,AR,2022-10-25,19.869,287.667,0,58.4,33,2021
2021-08-21,AZ,2022-10-25,23.791,492,0,106.4,33,2021
2021-08-21,CA,2022-10-25,7.941,483.667,6.2,41.2,33,2021
2021-08-21,CO,2022-10-25,10.633,864.667,0,84.2,33,2021
2021-08-21,CT,2022-10-25,22.782,469.333,0,97.4,33,2021
2021-08-21,DE,2022-10-25,0,0,0,0,33,2021
2021-08-21,GA,2022-10-25,13.497,648,109.8,76.4,33,2021
2021-08-21,HI,2022-10-25,5.9,121.667,0,6.2,33,2021
2021-08-21,IA,2022-10-25,25.783,1160.667,29.6,293.2,33,2021
2021-08-21,ID,2022-10-25,0,1,0,0.2,33,2021
2021-08-21,IL,2022-10-25,14.067,253,2.2,39.4,33,2021
2021-08-21,IN,2022-10-25,14.134,365.333,0,49.8,33,2021
2021-08-21,KS,2022-10-25,14.534,145.333,0,20.6,33,2021
2021-08-21,KY,2022-10-25,26.287,694,0,163.2,33,2021
2021-08-21,LA,2022-10-25,20.176,205.333,16.2,31.6,33,2021
2021-08-21,MA,2022-10-25,19.73,262.333,0,57.8,33,2021
2021-08-21,MD,2022-10-25,17.232,240,0,34.4,33,2021
2021-08-21,ME,2022-10-25,27.482,0,0,0,33,2021
2021-08-21,MI,2022-10-25,13.102,364.333,7.8,50.8,33,2021
2021-08-21,MN,2022-10-25,19.556,1506.667,0.8,282.8,33,2021
2021-08-21,MO,2022-10-25,17.138,304.667,93.2,60.2,33,2021
2021-08-21,MS,2022-10-25,0,1.333,0,0,33,2021
2021-08-21,MT,2022-10-25,2.43,205.667,0,5.2,33,2021
2021-08-21,NC,2022-10-25,44.444,2.667,0,0.6,33,2021
2021-08-21,ND,2022-10-25,11.111,1.667,0,0.4,33,2021
2021-08-21,NE,2022-10-25,9.504,401,0,37.6,33,2021
2021-08-21,NH,2022-10-25,0,0,0,0,33,2021
2021-08-21,NJ,2022-10-25,8.247,602,4.6,48,33,2021
2021-08-21,NM,2022-10-25,10.089,730.667,0,45.2,33,2021
2021-08-21,NV,2022-10-25,0.902,822.333,0,8.8,33,2021
2021-08-21,NY,2022-10-25,4.193,2918.333,0,119.2,33,2021
2021-08-21,OH,2022-10-25,27.665,979,110,267,33,2021
2021-08-21,OK,2022-10-25,6.984,795.333,0,57.8,33,2021
2021-08-21,OR,2022-10-25,1.315,1925.667,2.6,24,33,2021
2021-08-21,PA,2022-10-25,15.907,535,0.6,85.8,33,2021
2021-08-21,RI,2022-10-25,0,0,0,0,33,2021
2021-08-21,SC,2022-10-25,11.568,226.667,22,27,33,2021
2021-08-21,SD,2022-10-25,10.202,85.333,0,16.6,33,2021
2021-08-21,TN,2022-10-25,28.333,13,61.4,2.8,33,2021
2021-08-21,TX,2022-10-25,19.671,5006.333,87.2,987,33,2021
2021-08-21,UT,2022-10-25,0,0,0,0,33,2021
2021-08-21,VA,2022-10-25,17.828,328.667,11.6,54.2,33,2021
2021-08-21,VT,2022-10-25,12.281,59.333,0,8.8,33,2021
2021-08-21,WA,2022-10-25,5.542,786.333,3.4,51.4,33,2021
2021-08-21,WI,2022-10-25,18.108,2121,30.6,403.8,33,2021
2021-08-21,WV,2022-10-25,18.479,251,1.8,46.6,33,2021
2021-08-21,WY,2022-10-25,1.754,59,0,0.8,33,2021
2021-08-28,AL,2022-10-25,1.786,170.667,2.2,4.4,34,2021
2021-08-28,AR,2022-10-25,14.605,295,0,47,34,2021
2021-08-28,AZ,2022-10-25,23.286,500.333,0,113.8,34,2021
2021-08-28,CA,2022-10-25,8.824,515.333,7.2,49.4,34,2021
2021-08-28,CO,2022-10-25,10.033,969,0,91.2,34,2021
2021-08-28,CT,2022-10-25,21.682,414.333,0,96,34,2021
2021-08-28,DE,2022-10-25,0,0,0,0,34,2021
2021-08-28,GA,2022-10-25,9.086,723.667,103.8,95,34,2021
2021-08-28,HI,2022-10-25,3.739,123.333,0,6.4,34,2021
2021-08-28,IA,2022-10-25,25.049,1331.333,33.8,315.4,34,2021
2021-08-28,ID,2022-10-25,16.667,1.333,0.2,0.2,34,2021
2021-08-28,IL,2022-10-25,12.741,385,2.6,42.4,34,2021
2021-08-28,IN,2022-10-25,13.188,374,0,50,34,2021
2021-08-28,KS,2022-10-25,18.675,150,0,23.4,34,2021
2021-08-28,KY,2022-10-25,23.555,687.333,0,155.6,34,2021
2021-08-28,LA,2022-10-25,13.018,151.667,9.6,26.2,34,2021
2021-08-28,MA,2022-10-25,23.856,290.333,0,69.8,34,2021
2021-08-28,MD,2022-10-25,16.192,226,0,37.4,34,2021
2021-08-28,ME,2022-10-25,30.316,0,0,0,34,2021
2021-08-28,MI,2022-10-25,15.262,358.667,11,56.8,34,2021
2021-08-28,MN,2022-10-25,24.534,1636.667,2.4,319,34,2021
2021-08-28,MO,2022-10-25,16.793,330,93,63.6,34,2021
2021-08-28,MS,2022-10-25,0,1,0,0,34,2021
2021-08-28,MT,2022-10-25,2.973,214,0,6.8,34,2021
2021-08-28,NC,2022-10-25,33.333,2,0,0.6,34,2021
