week,state,percent_positive,total_pcr_tests,update_dts
2020-10-24,AL,0,86.667,2022-10-25
2020-10-31,AL,0.417,83,2022-10-25
2020-11-07,AL,0.417,82.667,2022-10-25
2020-11-14,AL,0.417,81,2022-10-25
2020-11-21,AL,0,75.333,2022-10-25
2020-11-28,AL,0,78.667,2022-10-25
2020-12-05,AL,0,87.333,2022-10-25
2020-12-12,AL,0,99.333,2022-10-25
2020-12-19,AL,0,92,2022-10-25
2020-12-26,AL,0,83,2022-10-25
2021-01-02,AL,0,85.333,2022-10-25
2021-01-09,AL,0,84.667,2022-10-25
2021-01-16,AL,0.383,89,2022-10-25
2021-01-23,AL,0.73,85.667,2022-10-25
2021-01-30,AL,0.73,87,2022-10-25
2021-02-06,AL,0.347,88,2022-10-25
2021-02-13,AL,0,79,2022-10-25
2021-02-20,AL,0,77.667,2022-10-25
2021-02-27,AL,0.37,77.667,2022-10-25
2021-03-06,AL,0.37,82.667,2022-10-25
2021-03-13,AL,2.275,81.333,2022-10-25
2021-03-20,AL,2.338,77,2022-10-25
2021-03-27,AL,3.787,72,2022-10-25
2021-04-03,AL,2.304,75,2022-10-25
2021-04-10,AL,2.238,79.667,2022-10-25
2021-04-17,AL,2.615,81,2022-10-25
2021-04-24,AL,4.729,85.333,2022-10-25
2021-05-01,AL,6.832,91,2022-10-25
2021-05-08,AL,8.13,98.667,2022-10-25
2021-05-15,AL,9.271,113.333,2022-10-25
2021-05-22,AL,11.094,121.333,2022-10-25
2021-05-29,AL,14.052,135,2022-10-25
2021-06-05,AL,17.605,145,2022-10-25
2021-06-12,AL,20.065,152,2022-10-25
2021-06-19,AL,19.155,145,2022-10-25
2021-06-26,AL,17.189,121.333,2022-10-25
2021-07-03,AL,12.586,111.667,2022-10-25
2021-07-10,AL,7.655,119,2022-10-25
2021-07-17,AL,3.382,121,2022-10-25
2021-07-24,AL,1.956,141,2022-10-25
2021-07-31,AL,3.069,201.667,2022-10-25
2021-08-07,AL,4.223,225,2022-10-25
2021-08-14,AL,3.857,194.667,2022-10-25
2021-08-21,AL,3.221,196.333,2022-10-25
2021-08-28,AL,1.786,170.667,2022-10-25
2021-09-04,AL,2.056,157.333,2022-10-25
2021-09-11,AL,2.328,82.667,2022-10-25
2021-09-18,AL,2.452,64.667,2022-10-25
2021-09-25,AL,2.587,90.667,2022-10-25
2021-10-02,AL,1.955,88,2022-10-25
2021-10-09,AL,1.492,104.667,2022-10-25
2021-10-16,AL,1.14,88,2022-10-25
2021-10-23,AL,1.156,86.667,2022-10-25
2021-10-30,AL,0.786,85,2022-10-25
2021-11-06,AL,1.016,75.333,2022-10-25
2021-11-13,AL,2.123,60.667,2022-10-25
2021-11-20,AL,2.123,47,2022-10-25
2021-11-27,AL,2.507,51.333,2022-10-25
2021-12-04,AL,2.386,52.667,2022-10-25
2021-12-11,AL,3.053,54.667,2022-10-25
2021-12-18,AL,3.138,43,2022-10-25
2021-12-25,AL,1.95,91,2022-10-25
2022-01-01,AL,1.439,217.333,2022-10-25
2022-01-08,AL,0.328,307,2022-10-25
2022-01-15,AL,0.155,256,2022-10-25
2022-01-22,AL,1.042,123.667,2022-10-25
2022-01-29,AL,3.002,29.667,2022-10-25
2022-02-05,AL,3.002,30.333,2022-10-25
2022-02-12,AL,2.199,66.333,2022-10-25
2022-02-19,AL,2.246,88.333,2022-10-25
2022-02-26,AL,2.926,107,2022-10-25
2022-03-05,AL,4.138,106.333,2022-10-25
2022-03-12,AL,2.484,110,2022-10-25
2022-03-19,AL,2.162,108.333,2022-10-25
2022-03-26,AL,0.713,83.667,2022-10-25
2022-04-02,AL,0.358,70.667,2022-10-25
2022-04-09,AL,0,54,2022-10-25
2022-04-16,AL,0,48.667,2022-10-25
2022-04-23,AL,0.617,48.333,2022-10-25
2022-04-30,AL,0.617,55.333,2022-10-25
2022-05-07,AL,1.258,56.667,2022-10-25
2022-05-14,AL,3.362,55,2022-10-25
2022-05-21,AL,5.445,49.667,2022-10-25
2022-05-28,AL,4.804,45.333,2022-10-25
2022-06-04,AL,2.824,44,2022-10-25
2022-06-11,AL,2.291,42.333,2022-10-25
2022-06-18,AL,4.76,38.333,2022-10-25
2022-06-25,AL,4.02,34.667,2022-10-25
2022-07-02,AL,4.62,30.667,2022-10-25
2022-07-09,AL,4.111,38.667,2022-10-25
2022-07-16,AL,4.111,36.333,2022-10-25
2022-07-23,AL,4.739,38,2022-10-25
2022-07-30,AL,2.778,30.333,2022-10-25
2022-08-06,AL,4.63,33.333,2022-10-25
2022-08-13,AL,4.416,30,2022-10-25
2022-08-20,AL,8.583,31.333,2022-10-25
2022-08-27,AL,8.533,31.667,2022-10-25
2022-09-03,AL,12.379,31.667,2022-10-25
2022-09-10,AL,10.064,33,2022-10-25
2022-09-17,AL,11.161,28.333,2022-10-25
2022-09-24,AL,6.711,31,2022-10-25
2022-10-01,AL,4.859,29.667,2022-10-25
2022-10-08,AL,3.243,30.667,2022-10-25
2022-10-15,AL,1.923,29,2022-10-25
2022-10-22,AL,3.659,40.333,2022-11-14
2022-10-29,AL,2.923,52,2022-11-14
2022-11-05,AL,1.682,59.5,2022-11-14
2022-11-12,AL,1.763,57,2022-11-19
2022-11-19,AL,2.193,46.5,2022-11-26
2022-11-26,AL,5.795,31,2022-12-03
2022-12-03,AL,11.688,28.5,2022-12-10
2022-12-10,AL,10,35,2022-12-17
2022-12-17,AL,5.13,39.5,2022-12-24
2022-12-24,AL,2.273,35,2022-12-31
2022-12-31,AL,0.82,43.5,2023-01-07
2023-01-07,AL,0.781,49,2023-01-14
2023-01-14,AL,0,43,2023-01-21
2023-01-21,AL,0,42.5,2023-01-28
2023-01-28,AL,0,40.5,2023-02-04
2023-02-04,AL,0,47,2023-02-11
2023-02-11,AL,1.163,46.5,2023-02-18
2023-02-18,AL,1.163,36,2023-02-25
2023-02-25,AL,1.351,33,2023-03-04
2023-03-04,AL,1.351,29,2023-03-11
2023-03-11,AL,0,23,2023-03-18
2023-03-18,AL,0,25,2023-03-25
2023-03-25,AL,1.667,27.5,2023-04-01
2023-04-01,AL,1.667,23.5,2023-04-08
2023-04-08,AL,0,19,2023-04-15
2023-04-15,AL,1.724,25,2023-04-22
2023-04-22,AL,1.724,33.5,2023-04-29
2023-04-29,AL,0,29.333,2023-05-20
2023-05-06,AL,0,25,2023-05-20
2023-05-13,AL,0,22.5,2023-05-20
2023-05-20,AL,0,22,2023-05-27
2023-05-27,AL,0,23,2023-06-03
2023-06-03,AL,0,24.5,2023-06-10
2023-06-10,AL,0,20,2023-06-17
2023-06-17,AL,0,20.5,2023-06-24
2023-06-24,AL,0,23,2023-07-01
2023-07-01,AL,0,23,2023-07-08
2023-07-08,AL,0,21,2023-07-20
2023-07-15,AL,0,20,2023-07-20
2023-07-22,AL,1.724,24,2023-07-29
2023-07-29,AL,1.149,26.333,2023-08-18
2023-08-05,AL,0,24,2023-08-18
2023-08-12,AL,0,21.5,2023-08-18
2023-08-19,AL,0,22,2023-08-26
2023-08-26,AL,0,19,2023-09-02
2023-09-02,AL,2.174,19.5,2023-09-09
2023-09-09,AL,2.174,19.5,2023-09-16
2023-09-16,AL,0,19.5,2023-09-23
2023-09-23,AL,0,0,2023-09-30
2023-09-30,AL,2.5,19,2023-10-07
2023-10-07,AL,9.167,18.667,2023-10-24
2023-10-14,AL,11.25,18,2023-10-24
2023-10-21,AL,11.513,17.5,2023-10-28
2023-10-28,AL,8.842,22.333,2023-11-11
2023-11-04,AL,8,24,2023-11-11
2023-11-11,AL,13.556,21.5,2023-11-18
2023-11-18,AL,15.556,19,2023-11-25
2023-11-25,AL,13.81,15.333,2023-12-11
2023-12-02,AL,10.714,13,2023-12-11
2023-12-09,AL,6.667,13.5,2023-12-16
2023-12-16,AL,17.46,19.5,2023-12-23
2023-12-23,AL,13.297,19.333,2024-01-06
2023-12-30,AL,8.041,18.5,2024-01-06
2024-01-06,AL,5.159,19.5,2024-01-13
2024-01-13,AL,4.762,21,2024-01-20
2024-01-20,AL,2.381,15,2024-01-27
2024-01-27,AL,0,12,2024-02-03
2024-02-03,AL,0,14.5,2024-02-10
2024-02-10,AL,0,16,2024-02-17
2024-02-17,AL,3.571,16,2024-02-24
2024-02-24,AL,3.571,12.5,2024-03-02
2024-03-02,AL,2.273,16.5,2024-03-09
2024-03-09,AL,1.515,17.667,2024-03-23
2024-03-16,AL,0,15.5,2024-03-23
2024-03-23,AL,0,17,2024-03-30
2020-10-24,AR,0.358,87.333,2022-10-25
2020-10-31,AR,0.358,88.667,2022-10-25
2020-11-07,AR,0.358,96.333,2022-10-25
2020-11-14,AR,0,107.667,2022-10-25
2020-11-21,AR,0,107,2022-10-25
2020-11-28,AR,0,102.333,2022-10-25
2020-12-05,AR,0,88.667,2022-10-25
2020-12-12,AR,0,93.333,2022-10-25
2020-12-19,AR,0,84.667,2022-10-25
2020-12-26,AR,0,85.667,2022-10-25
2021-01-02,AR,0,78.333,2022-10-25
2021-01-09,AR,0,89.667,2022-10-25
2021-01-16,AR,0,102,2022-10-25
2021-01-23,AR,0.351,106,2022-10-25
2021-01-30,AR,0.351,107.333,2022-10-25
2021-02-06,AR,0.351,91.333,2022-10-25
2021-02-13,AR,0,76,2022-10-25
2021-02-20,AR,0,70.667,2022-10-25
2021-02-27,AR,0,71.667,2022-10-25
2021-03-06,AR,0,91.667,2022-10-25
2021-03-13,AR,0,104.667,2022-10-25
2021-03-20,AR,0,114.667,2022-10-25
2021-03-27,AR,0,128,2022-10-25
2021-04-03,AR,0,126.333,2022-10-25
2021-04-10,AR,0,140.333,2022-10-25
2021-04-17,AR,0.447,140.333,2022-10-25
2021-04-24,AR,0.447,155,2022-10-25
2021-05-01,AR,1.119,153.667,2022-10-25
2021-05-08,AR,1.526,156,2022-10-25
2021-05-15,AR,3.156,163,2022-10-25
2021-05-22,AR,5.391,178.333,2022-10-25
2021-05-29,AR,10.186,185.333,2022-10-25
2021-06-05,AR,15.032,182.333,2022-10-25
2021-06-12,AR,24.553,193.333,2022-10-25
2021-06-19,AR,36.3,218,2022-10-25
2021-06-26,AR,46.984,249.667,2022-10-25
2021-07-03,AR,52.794,248,2022-10-25
2021-07-10,AR,53.757,266,2022-10-25
2021-07-17,AR,52.073,288,2022-10-25
2021-07-24,AR,49.716,298.333,2022-10-25
2021-07-31,AR,41.75,289.667,2022-10-25
2021-08-07,AR,35.926,264,2022-10-25
2021-08-14,AR,24.86,271.667,2022-10-25
2021-08-21,AR,19.869,287.667,2022-10-25
2021-08-28,AR,14.605,295,2022-10-25
2021-09-04,AR,13.873,284.333,2022-10-25
2021-09-11,AR,12.449,256.333,2022-10-25
2021-09-18,AR,11.828,239.333,2022-10-25
2021-09-25,AR,11.318,232.333,2022-10-25
2021-10-02,AR,9.927,224.333,2022-10-25
2021-10-09,AR,8.326,214.333,2022-10-25
2021-10-16,AR,7.838,215.333,2022-10-25
2021-10-23,AR,7.491,221.667,2022-10-25
2021-10-30,AR,7.259,229.667,2022-10-25
2021-11-06,AR,5.261,256.333,2022-10-25
2021-11-13,AR,4.845,292.667,2022-10-25
2021-11-20,AR,4.334,327.333,2022-10-25
2021-11-27,AR,4.442,327.333,2022-10-25
2021-12-04,AR,5.014,313.667,2022-10-25
2021-12-11,AR,5.501,320.667,2022-10-25
2021-12-18,AR,6.907,312.333,2022-10-25
2021-12-25,AR,6.665,318.667,2022-10-25
2022-01-01,AR,6.365,292,2022-10-25
2022-01-08,AR,4.86,289.333,2022-10-25
2022-01-15,AR,3.425,227.333,2022-10-25
2022-01-22,AR,2.59,166.333,2022-10-25
2022-01-29,AR,2.069,94.333,2022-10-25
2022-02-05,AR,2.474,77.667,2022-10-25
2022-02-12,AR,2.299,86,2022-10-25
2022-02-19,AR,1.838,164.333,2022-10-25
2022-02-26,AR,0.938,234,2022-10-25
2022-03-05,AR,0.755,330,2022-10-25
2022-03-12,AR,0.885,369.333,2022-10-25
2022-03-19,AR,0.926,395.667,2022-10-25
2022-03-26,AR,0.79,381,2022-10-25
2022-04-02,AR,0.72,372.333,2022-10-25
2022-04-09,AR,0.702,381.333,2022-10-25
2022-04-16,AR,0.864,413.333,2022-10-25
2022-04-23,AR,0.944,416.667,2022-10-25
2022-04-30,AR,1.853,397.333,2022-10-25
2022-05-07,AR,2.565,372,2022-10-25
2022-05-14,AR,3.395,373.667,2022-10-25
2022-05-21,AR,3.874,401,2022-10-25
2022-05-28,AR,4.68,412,2022-10-25
2022-06-04,AR,5.971,400.333,2022-10-25
2022-06-11,AR,6.45,389,2022-10-25
2022-06-18,AR,7.425,370.333,2022-10-25
2022-06-25,AR,7.615,383,2022-10-25
2022-07-02,AR,9.396,354.333,2022-10-25
2022-07-09,AR,9.938,368,2022-10-25
2022-07-16,AR,10.87,376.667,2022-10-25
2022-07-23,AR,11.671,420.667,2022-10-25
2022-07-30,AR,0,289.667,2022-10-25
2022-08-06,AR,0,146.667,2022-10-25
2022-08-13,AR,0,0,2022-10-25
2022-08-20,AR,0,0,2022-10-25
2022-08-27,AR,0,0,2022-10-25
2022-09-03,AR,0,0,2022-10-25
2022-09-10,AR,0,0,2022-10-25
2022-09-17,AR,0,0,2022-10-25
2022-09-24,AR,0,0,2022-10-25
2022-10-01,AR,0,0,2022-10-25
2022-10-08,AR,0,0,2022-10-25
2022-10-15,AR,0,0,2022-10-25
2022-10-22,AR,0,0,2022-11-14
2022-10-29,AR,0,0,2022-11-14
2022-11-05,AR,0,0,2022-11-14
2022-11-12,AR,0,0,2022-11-19
2022-11-19,AR,0,0,2022-11-26
2022-11-26,AR,0,0,2022-12-03
2022-12-03,AR,0,0,2022-12-10
2022-12-10,AR,0,0,2022-12-17
2022-12-17,AR,0,0,2022-12-24
2022-12-24,AR,0,0,2023-01-07
2022-12-31,AR,0,0,2023-01-07
2023-01-07,AR,0,0,2023-01-14
2023-01-14,AR,0,0,2023-01-21
2023-01-21,AR,0,0,2023-02-04
2023-01-28,AR,0,0,2023-02-11
2023-02-04,AR,0,0,2023-02-18
2023-02-11,AR,0,0,2023-02-18
2023-02-18,AR,0,0,2023-02-25
2023-02-25,AR,0,0,2023-03-04
2023-03-04,AR,0,0,2023-03-11
2023-03-11,AR,0,0,2023-03-18
2023-03-18,AR,0,0,2023-03-25
2023-03-25,AR,0,0,2023-04-01
2023-04-01,AR,0,0,2023-04-08
2023-04-08,AR,0,0,2023-04-15
2023-04-15,AR,0,0,2023-04-22
2023-04-22,AR,0,0,2023-04-29
2023-04-29,AR,0,0,2023-05-20
2023-05-06,AR,0,0,2023-05-20
2023-05-13,AR,0,0,2023-05-20
2023-05-20,AR,0,0,2023-05-27
2023-05-27,AR,0,0,2023-06-10
2023-06-03,AR,0,0,2023-06-10
2023-06-10,AR,0,0,2023-06-17
2023-06-17,AR,0,0,2023-06-24
2023-06-24,AR,0,0,2023-07-01
2023-07-01,AR,0,0,2023-07-08
2023-07-08,AR,0,0,2023-07-20
2023-07-15,AR,0,0,2023-07-20
2023-07-22,AR,0,0,2023-07-29
2023-07-29,AR,0,0,2023-08-18
2023-08-05,AR,0,0,2023-08-18
2023-08-12,AR,0,0,2023-08-18
2023-08-19,AR,0,0,2023-08-26
2023-08-26,AR,0,0,2023-09-02
2023-09-02,AR,0,0,2023-09-09
2023-09-09,AR,0,0,2023-09-16
2023-09-16,AR,0,0,2023-09-23
2023-09-23,AR,0,0,2023-09-30
2023-09-30,AR,0,0,2023-10-07
2023-10-07,AR,0,0,2023-10-24
2023-10-14,AR,0,0,2023-10-24
2023-10-21,AR,0,0,2023-10-28
2023-10-28,AR,16.667,0,2023-11-11
2023-11-04,AR,25,0,2023-11-11
2023-11-11,AR,25,0,2023-11-18
2023-11-18,AR,0,0,2023-11-25
2023-11-25,AR,0,0,2023-12-11
2023-12-02,AR,0,0,2023-12-11
2023-12-09,AR,10.069,0,2023-12-16
2023-12-16,AR,9.796,0,2023-12-23
2023-12-23,AR,0,0,2024-01-06
2023-12-30,AR,0,0,2024-01-06
2024-01-06,AR,0,0,2024-01-13
2024-01-13,AR,0,0,2024-01-20
2024-01-20,AR,0,0,2024-01-27
2024-01-27,AR,2.465,0,2024-02-03
2024-02-03,AR,1.707,0,2024-02-10
2024-02-10,AR,2.762,0,2024-02-17
2024-02-17,AR,0,0,2024-02-24
2024-02-24,AR,1.064,0,2024-03-02
2024-03-02,AR,0.98,0,2024-03-09
2024-03-09,AR,2.703,0,2024-03-23
2024-03-16,AR,3.128,0,2024-03-23
2024-03-23,AR,1.299,0,2024-03-30
2020-10-24,AZ,0,144,2022-10-25
2020-10-31,AZ,0,157.667,2022-10-25
2020-11-07,AZ,0,159,2022-10-25
2020-11-14,AZ,0,170,2022-10-25
2020-11-21,AZ,0,166,2022-10-25
2020-11-28,AZ,0,165,2022-10-25
2020-12-05,AZ,0,162.333,2022-10-25
2020-12-12,AZ,0,160,2022-10-25
2020-12-19,AZ,0,162.667,2022-10-25
2020-12-26,AZ,0,155,2022-10-25
2021-01-02,AZ,0,163.667,2022-10-25
2021-01-09,AZ,0.215,163.667,2022-10-25
2021-01-16,AZ,0.215,149.333,2022-10-25
2021-01-23,AZ,0.215,145,2022-10-25
2021-01-30,AZ,0,145.667,2022-10-25
2021-02-06,AZ,0,175.667,2022-10-25
2021-02-13,AZ,0,183.667,2022-10-25
2021-02-20,AZ,0.175,194.667,2022-10-25
2021-02-27,AZ,0.175,196,2022-10-25
2021-03-06,AZ,0.175,180.667,2022-10-25
2021-03-13,AZ,0,175.333,2022-10-25
2021-03-20,AZ,0,178.333,2022-10-25
2021-03-27,AZ,0,199,2022-10-25
2021-04-03,AZ,0,217.333,2022-10-25
2021-04-10,AZ,0.154,216.667,2022-10-25
2021-04-17,AZ,0.154,217,2022-10-25
2021-04-24,AZ,0.305,214.333,2022-10-25
2021-05-01,AZ,0.151,222.333,2022-10-25
2021-05-08,AZ,0.278,241.333,2022-10-25
2021-05-15,AZ,0.127,251.667,2022-10-25
2021-05-22,AZ,0.127,251.333,2022-10-25
2021-05-29,AZ,0.575,241,2022-10-25
2021-06-05,AZ,0.575,227,2022-10-25
2021-06-12,AZ,1.049,217.667,2022-10-25
2021-06-19,AZ,1.329,205.333,2022-10-25
2021-06-26,AZ,2.21,211,2022-10-25
2021-07-03,AZ,3.283,219.667,2022-10-25
2021-07-10,AZ,5.116,237.333,2022-10-25
2021-07-17,AZ,11.46,229.333,2022-10-25
2021-07-24,AZ,14.999,272.667,2022-10-25
2021-07-31,AZ,19.472,320.333,2022-10-25
2021-08-07,AZ,19.928,393,2022-10-25
2021-08-14,AZ,22.446,446,2022-10-25
2021-08-21,AZ,23.791,492,2022-10-25
2021-08-28,AZ,23.286,500.333,2022-10-25
2021-09-04,AZ,24.975,469.667,2022-10-25
2021-09-11,AZ,26.194,435,2022-10-25
2021-09-18,AZ,27.631,436,2022-10-25
2021-09-25,AZ,24.765,440,2022-10-25
2021-10-02,AZ,21.223,454.667,2022-10-25
2021-10-09,AZ,17.829,447.667,2022-10-25
2021-10-16,AZ,14.884,433,2022-10-25
2021-10-23,AZ,12.681,433,2022-10-25
2021-10-30,AZ,11.505,436,2022-10-25
2021-11-06,AZ,12.21,437.333,2022-10-25
2021-11-13,AZ,11.128,434.333,2022-10-25
2021-11-20,AZ,10.459,456.667,2022-10-25
2021-11-27,AZ,9.049,489.333,2022-10-25
2021-12-04,AZ,8.875,507.333,2022-10-25
2021-12-11,AZ,8.52,516,2022-10-25
2021-12-18,AZ,9.514,513,2022-10-25
2021-12-25,AZ,11.275,525,2022-10-25
2022-01-01,AZ,11.993,571.333,2022-10-25
2022-01-08,AZ,9.644,601.667,2022-10-25
2022-01-15,AZ,7.14,609,2022-10-25
2022-01-22,AZ,5.299,526.667,2022-10-25
2022-01-29,AZ,5.564,469.667,2022-10-25
2022-02-05,AZ,5.292,396,2022-10-25
2022-02-12,AZ,4.75,362,2022-10-25
2022-02-19,AZ,4.159,345.333,2022-10-25
2022-02-26,AZ,3.37,337,2022-10-25
2022-03-05,AZ,3.397,343,2022-10-25
2022-03-12,AZ,3.106,318,2022-10-25
2022-03-19,AZ,2.835,329,2022-10-25
2022-03-26,AZ,2.843,320.333,2022-10-25
2022-04-02,AZ,3.154,323.333,2022-10-25
2022-04-09,AZ,3.05,305.333,2022-10-25
2022-04-16,AZ,1.865,310.667,2022-10-25
2022-04-23,AZ,1.566,306.333,2022-10-25
2022-04-30,AZ,1.283,331,2022-10-25
2022-05-07,AZ,2.105,330,2022-10-25
2022-05-14,AZ,1.646,359.333,2022-10-25
2022-05-21,AZ,1.967,347,2022-10-25
2022-05-28,AZ,2.125,360.667,2022-10-25
2022-06-04,AZ,2.15,352.667,2022-10-25
2022-06-11,AZ,2.245,336.667,2022-10-25
2022-06-18,AZ,1.544,306.667,2022-10-25
2022-06-25,AZ,2.013,242.333,2022-10-25
2022-07-02,AZ,1.703,234.333,2022-10-25
2022-07-09,AZ,1.708,233.333,2022-10-25
2022-07-16,AZ,1.142,259.333,2022-10-25
2022-07-23,AZ,1.175,252,2022-10-25
2022-07-30,AZ,0.811,250.333,2022-10-25
2022-08-06,AZ,1.315,299,2022-10-25
2022-08-13,AZ,1.067,359.333,2022-10-25
2022-08-20,AZ,1.874,377.333,2022-10-25
2022-08-27,AZ,2.627,373,2022-10-25
2022-09-03,AZ,3.467,341.667,2022-10-25
2022-09-10,AZ,4.132,338.667,2022-10-25
2022-09-17,AZ,4.991,308.667,2022-10-25
2022-09-24,AZ,8.834,300.333,2022-10-25
2022-10-01,AZ,13.713,324.667,2022-10-25
2022-10-08,AZ,21.716,320.667,2022-10-25
2022-10-15,AZ,25.317,326,2022-10-25
2022-10-22,AZ,26.488,348.667,2022-11-14
2022-10-29,AZ,28.822,317.333,2022-11-14
2022-11-05,AZ,29.544,344.5,2022-11-14
2022-11-12,AZ,32.262,334,2022-11-19
2022-11-19,AZ,30.368,473,2022-11-26
2022-11-26,AZ,27.09,488,2022-12-03
2022-12-03,AZ,21.782,499,2022-12-10
2022-12-10,AZ,10.105,191.5,2022-12-17
2022-12-17,AZ,16.635,482.667,2022-12-31
2022-12-24,AZ,15.594,427.5,2022-12-31
2022-12-31,AZ,15.778,393.5,2023-01-07
2023-01-07,AZ,12.982,385.5,2023-01-14
2023-01-14,AZ,13.25,343.5,2023-01-21
2023-01-21,AZ,55.967,122,2023-01-28
2023-01-28,AZ,12.5,3.5,2023-02-04
2023-02-04,AZ,0,2.5,2023-02-11
2023-02-11,AZ,7.534,143.5,2023-02-18
2023-02-18,AZ,4.957,282,2023-02-25
2023-02-25,AZ,5.913,296,2023-03-04
2023-03-04,AZ,2.913,156,2023-03-11
2023-03-11,AZ,25.926,136,2023-03-18
2023-03-18,AZ,1.237,142,2023-03-25
2023-03-25,AZ,1.712,275,2023-04-01
2023-04-01,AZ,1.805,219.5,2023-04-08
2023-04-08,AZ,1.927,228.5,2023-04-15
2023-04-15,AZ,0,124,2023-04-22
2023-04-22,AZ,0.463,216.5,2023-04-29
2023-04-29,AZ,1.135,218.333,2023-05-20
2023-05-06,AZ,1.3,212.667,2023-05-20
2023-05-13,AZ,0.892,224.5,2023-05-20
2023-05-20,AZ,0.678,223,2023-05-27
2023-05-27,AZ,0.444,225.5,2023-06-03
2023-06-03,AZ,0.689,215,2023-06-10
2023-06-10,AZ,0.535,189.5,2023-06-17
2023-06-17,AZ,0.298,165.5,2023-06-24
2023-06-24,AZ,0,171.5,2023-07-01
2023-07-01,AZ,0.365,158,2023-07-08
2023-07-08,AZ,1.07,127,2023-07-20
2023-07-15,AZ,1.24,122,2023-07-20
2023-07-22,AZ,1.764,117.5,2023-07-29
2023-07-29,AZ,1.176,118,2023-08-18
2023-08-05,AZ,0.524,125.667,2023-08-18
2023-08-12,AZ,0.786,127.5,2023-08-18
2023-08-19,AZ,0.373,151.5,2023-08-26
2023-08-26,AZ,1.323,181,2023-09-02
2023-09-02,AZ,0,94.5,2023-09-09
2023-09-09,AZ,0.913,173,2023-09-16
2023-09-16,AZ,1.574,158,2023-09-23
2023-09-23,AZ,0.92,82,2023-09-30
2023-09-30,AZ,0.929,157.5,2023-10-07
2023-10-07,AZ,2.299,164,2023-10-24
2023-10-14,AZ,3.094,175.5,2023-10-24
2023-10-21,AZ,4.146,168,2023-10-28
2023-10-28,AZ,5.798,171.333,2023-11-11
2023-11-04,AZ,5.755,172,2023-11-11
2023-11-11,AZ,6.095,197,2023-11-18
2023-11-18,AZ,7.262,206,2023-11-25
2023-11-25,AZ,10.794,192.667,2023-12-11
2023-12-02,AZ,11.905,184,2023-12-11
2023-12-09,AZ,14.742,217.5,2023-12-16
2023-12-16,AZ,19.569,236,2023-12-23
2023-12-23,AZ,23.556,268,2024-01-06
2023-12-30,AZ,24.127,286,2024-01-06
2024-01-06,AZ,0,142.5,2024-01-13
2024-01-13,AZ,21.507,390,2024-01-20
2024-01-20,AZ,18.895,600,2024-01-27
2024-01-27,AZ,18.238,730,2024-02-03
2024-02-03,AZ,19.394,793.5,2024-02-10
2024-02-10,AZ,18.719,738.5,2024-02-17
2024-02-17,AZ,0,337,2024-02-24
2024-02-24,AZ,11.068,660.5,2024-03-02
2024-03-02,AZ,10.058,651.5,2024-03-09
2024-03-09,AZ,5.708,596,2024-03-23
2024-03-16,AZ,4.44,566.5,2024-03-23
2024-03-23,AZ,25.721,278.5,2024-03-30
2020-10-24,CA,0.067,463,2022-10-25
2020-10-31,CA,0.067,476,2022-10-25
2020-11-07,CA,0.067,728.667,2022-10-25
2020-11-14,CA,0,994.667,2022-10-25
2020-11-21,CA,0,1221.667,2022-10-25
2020-11-28,CA,0,1286.333,2022-10-25
2020-12-05,CA,0,1421.333,2022-10-25
2020-12-12,CA,0,1701.333,2022-10-25
2020-12-19,CA,0,1778,2022-10-25
2020-12-26,CA,0,1718.333,2022-10-25
2021-01-02,CA,0.019,1628.667,2022-10-25
2021-01-09,CA,0.019,1605.667,2022-10-25
2021-01-16,CA,0.043,1573,2022-10-25
2021-01-23,CA,0.023,1468.667,2022-10-25
2021-01-30,CA,0.023,1456,2022-10-25
2021-02-06,CA,0,1516.667,2022-10-25
2021-02-13,CA,0,1580.333,2022-10-25
2021-02-20,CA,0.02,1612,2022-10-25
2021-02-27,CA,0.04,1639,2022-10-25
2021-03-06,CA,0.059,1683.667,2022-10-25
2021-03-13,CA,0.039,1704,2022-10-25
2021-03-20,CA,0.04,1686.333,2022-10-25
2021-03-27,CA,0.02,1530.333,2022-10-25
2021-04-03,CA,0.02,1222.667,2022-10-25
2021-04-10,CA,0,898.333,2022-10-25
2021-04-17,CA,0.052,691,2022-10-25
2021-04-24,CA,0.204,653.667,2022-10-25
2021-05-01,CA,0.204,631.333,2022-10-25
2021-05-08,CA,0.152,516,2022-10-25
2021-05-15,CA,0.114,394.333,2022-10-25
2021-05-22,CA,0.477,288.667,2022-10-25
2021-05-29,CA,0.92,289.667,2022-10-25
2021-06-05,CA,1.052,282.667,2022-10-25
2021-06-12,CA,1.105,297.667,2022-10-25
2021-06-19,CA,1.073,305.333,2022-10-25
2021-06-26,CA,1.443,305,2022-10-25
2021-07-03,CA,2.043,307.667,2022-10-25
2021-07-10,CA,2.119,336.333,2022-10-25
2021-07-17,CA,2.631,384,2022-10-25
2021-07-24,CA,3.153,426.333,2022-10-25
2021-07-31,CA,5.062,442.667,2022-10-25
2021-08-07,CA,6.632,453,2022-10-25
2021-08-14,CA,7.882,464.667,2022-10-25
2021-08-21,CA,7.941,483.667,2022-10-25
2021-08-28,CA,8.824,515.333,2022-10-25
2021-09-04,CA,10.126,553,2022-10-25
2021-09-11,CA,11.322,569.667,2022-10-25
2021-09-18,CA,11.94,609.333,2022-10-25
2021-09-25,CA,11.765,729,2022-10-25
2021-10-02,CA,11.696,977.667,2022-10-25
