week,state,percent_positive,total_pcr_tests,update_dts
2022-03-26,GA,1.056,824,2022-10-25
2022-04-02,GA,1.265,842,2022-10-25
2022-04-09,GA,1.527,837,2022-10-25
2022-04-16,GA,1.774,831.333,2022-10-25
2022-04-23,GA,2.687,831.333,2022-10-25
2022-04-30,GA,3.637,868,2022-10-25
2022-05-07,GA,5.032,927.667,2022-10-25
2022-05-14,GA,5.727,1009.333,2022-10-25
2022-05-21,GA,6.904,1119.667,2022-10-25
2022-05-28,GA,8.204,1205,2022-10-25
2022-06-04,GA,9.581,1216.667,2022-10-25
2022-06-11,GA,10.463,1212,2022-10-25
2022-06-18,GA,8.502,1206.333,2022-10-25
2022-06-25,GA,7.92,1256.333,2022-10-25
2022-07-02,GA,7.683,1229.667,2022-10-25
2022-07-09,GA,7.563,1097.667,2022-10-25
2022-07-16,GA,7.493,1178,2022-10-25
2022-07-23,GA,4.386,1088.333,2022-10-25
2022-07-30,GA,6.003,1317.333,2022-10-25
2022-08-06,GA,6.342,1276.667,2022-10-25
2022-08-13,GA,7.454,1262.333,2022-10-25
2022-08-20,GA,8.041,1322,2022-10-25
2022-08-27,GA,8.521,1386.667,2022-10-25
2022-09-03,GA,12.414,1670.667,2022-10-25
2022-09-10,GA,14.818,1642,2022-10-25
2022-09-17,GA,17.668,1677,2022-10-25
2022-09-24,GA,17.657,1705,2022-10-25
2022-10-01,GA,17.039,1781.333,2022-10-25
2022-10-08,GA,12.393,1553.667,2022-10-25
2022-10-15,GA,10.522,1450.5,2022-10-25
2022-10-22,GA,6.745,1286,2022-11-14
2022-10-29,GA,7.27,1519,2022-11-14
2022-11-05,GA,5.914,1251.5,2022-11-14
2022-11-12,GA,6.232,2531.5,2022-11-19
2022-11-19,GA,4.243,1474.5,2022-11-26
2022-11-26,GA,5.687,1497.5,2022-12-03
2022-12-03,GA,5.362,1242.5,2022-12-10
2022-12-10,GA,6.259,635,2022-12-17
2022-12-17,GA,3.038,868.5,2022-12-24
2022-12-24,GA,2.897,700,2022-12-31
2022-12-31,GA,2.396,476,2023-01-07
2023-01-07,GA,2.009,1146.5,2023-01-14
2023-01-14,GA,2.567,1120.5,2023-01-21
2023-01-21,GA,2.311,1069,2023-01-28
2023-01-28,GA,1.835,1089.5,2023-02-04
2023-02-04,GA,1.535,1234.5,2023-02-11
2023-02-11,GA,2.183,1558.5,2023-02-18
2023-02-18,GA,1.94,1316.5,2023-02-25
2023-02-25,GA,1.042,1340.5,2023-03-04
2023-03-04,GA,0.747,998.5,2023-03-11
2023-03-11,GA,0.369,475,2023-03-18
2023-03-18,GA,1.245,656,2023-03-25
2023-03-25,GA,1.153,1389.5,2023-04-01
2023-04-01,GA,0.901,959,2023-04-08
2023-04-08,GA,0.805,598.5,2023-04-15
2023-04-15,GA,0.858,1050,2023-04-22
2023-04-22,GA,0.668,845,2023-04-29
2023-04-29,GA,0.38,826.667,2023-05-20
2023-05-06,GA,0.462,717.667,2023-05-20
2023-05-13,GA,0.344,503.5,2023-05-20
2023-05-20,GA,0.529,787,2023-05-27
2023-05-27,GA,0.371,659.5,2023-06-03
2023-06-03,GA,1.814,384,2023-06-10
2023-06-10,GA,1.158,484,2023-06-17
2023-06-17,GA,0.268,415.5,2023-06-24
2023-06-24,GA,1.199,774.5,2023-07-01
2023-07-01,GA,1.408,663.5,2023-07-08
2023-07-08,GA,0.736,361.333,2023-07-20
2023-07-15,GA,0.584,302,2023-07-20
2023-07-22,GA,0.853,387,2023-07-29
2023-07-29,GA,2.114,858.667,2023-08-18
2023-08-05,GA,2.223,942,2023-08-18
2023-08-12,GA,2.117,940.5,2023-08-18
2023-08-19,GA,0.36,628,2023-08-26
2023-08-26,GA,3.219,1198.5,2023-09-02
2023-09-02,GA,2.797,1600,2023-09-09
2023-09-09,GA,2.45,1050.5,2023-09-16
2023-09-16,GA,3.828,785.5,2023-09-23
2023-09-23,GA,8.325,1434,2023-09-30
2023-09-30,GA,10.181,1410,2023-10-07
2023-10-07,GA,14.591,1175.333,2023-10-24
2023-10-14,GA,17.882,1263.5,2023-10-24
2023-10-21,GA,16.672,1405,2023-10-28
2023-10-28,GA,15.333,1284.333,2023-11-11
2023-11-04,GA,11.752,1048.5,2023-11-11
2023-11-11,GA,12.156,1128,2023-11-18
2023-11-18,GA,11.565,1016,2023-11-25
2023-11-25,GA,12.411,1522.667,2023-12-11
2023-12-02,GA,11.626,1651,2023-12-11
2023-12-09,GA,7.313,991.5,2023-12-16
2023-12-16,GA,7.96,2155,2023-12-23
2023-12-23,GA,4.75,1902.667,2024-01-06
2023-12-30,GA,3.886,1696.5,2024-01-06
2024-01-06,GA,4.468,2978,2024-01-13
2024-01-13,GA,3.34,2783,2024-01-20
2024-01-20,GA,2.591,1952.5,2024-01-27
2024-01-27,GA,2.542,2154,2024-02-03
2024-02-03,GA,2.269,2211.5,2024-02-10
2024-02-10,GA,2.054,2361.5,2024-02-17
2024-02-17,GA,1.702,1982,2024-02-24
2024-02-24,GA,1.745,1113.5,2024-03-02
2024-03-02,GA,2.371,838.5,2024-03-09
2024-03-09,GA,1.354,1004,2024-03-23
2024-03-16,GA,1.178,861,2024-03-23
2024-03-23,GA,1.27,818,2024-03-30
2020-10-24,HI,0,24.667,2022-10-25
2020-10-31,HI,0,22.333,2022-10-25
2020-11-07,HI,0,22.667,2022-10-25
2020-11-14,HI,0,29.667,2022-10-25
2020-11-21,HI,0,33.333,2022-10-25
2020-11-28,HI,0,32.667,2022-10-25
2020-12-05,HI,0,26.333,2022-10-25
2020-12-12,HI,0,26.333,2022-10-25
2020-12-19,HI,0,24.667,2022-10-25
2020-12-26,HI,0,23.667,2022-10-25
2021-01-02,HI,0,24,2022-10-25
2021-01-09,HI,0,28.667,2022-10-25
2021-01-16,HI,0,28.333,2022-10-25
2021-01-23,HI,0,28.333,2022-10-25
2021-01-30,HI,0,27.667,2022-10-25
2021-02-06,HI,0,31.667,2022-10-25
2021-02-13,HI,0,31.333,2022-10-25
2021-02-20,HI,0,29.667,2022-10-25
2021-02-27,HI,0,27,2022-10-25
2021-03-06,HI,0,24.333,2022-10-25
2021-03-13,HI,0,22.333,2022-10-25
2021-03-20,HI,0,21.333,2022-10-25
2021-03-27,HI,0,23,2022-10-25
2021-04-03,HI,0,27,2022-10-25
2021-04-10,HI,0,26.667,2022-10-25
2021-04-17,HI,0,30.667,2022-10-25
2021-04-24,HI,0,28.667,2022-10-25
2021-05-01,HI,0,28,2022-10-25
2021-05-08,HI,0,26.667,2022-10-25
2021-05-15,HI,0,26.667,2022-10-25
2021-05-22,HI,0,30,2022-10-25
2021-05-29,HI,0,32,2022-10-25
2021-06-05,HI,0,34.667,2022-10-25
2021-06-12,HI,0,33,2022-10-25
2021-06-19,HI,0,31.333,2022-10-25
2021-06-26,HI,0,35.667,2022-10-25
2021-07-03,HI,1.01,48.667,2022-10-25
2021-07-10,HI,1.48,61.333,2022-10-25
2021-07-17,HI,1.936,70,2022-10-25
2021-07-24,HI,1.852,72,2022-10-25
2021-07-31,HI,3.919,79,2022-10-25
2021-08-07,HI,6.492,91.333,2022-10-25
2021-08-14,HI,7.07,111.667,2022-10-25
2021-08-21,HI,5.9,121.667,2022-10-25
2021-08-28,HI,3.739,123.333,2022-10-25
2021-09-04,HI,5.134,109.667,2022-10-25
2021-09-11,HI,6.653,103.667,2022-10-25
2021-09-18,HI,13.23,96.667,2022-10-25
2021-09-25,HI,16.949,111.333,2022-10-25
2021-10-02,HI,22.035,122.667,2022-10-25
2021-10-09,HI,21.681,138.333,2022-10-25
2021-10-16,HI,21.886,150,2022-10-25
2021-10-23,HI,21.104,155,2022-10-25
2021-10-30,HI,19.169,168.333,2022-10-25
2021-11-06,HI,17.22,182,2022-10-25
2021-11-13,HI,17.004,196.333,2022-10-25
2021-11-20,HI,17.982,190.333,2022-10-25
2021-11-27,HI,25.108,153,2022-10-25
2021-12-04,HI,25.483,149.667,2022-10-25
2021-12-11,HI,26.582,173.667,2022-10-25
2021-12-18,HI,19.691,231.667,2022-10-25
2021-12-25,HI,14.489,641,2022-10-25
2022-01-01,HI,8.656,1117.667,2022-10-25
2022-01-08,HI,4.426,1506.333,2022-10-25
2022-01-15,HI,3.313,1358,2022-10-25
2022-01-22,HI,2.66,996,2022-10-25
2022-01-29,HI,2.244,683.667,2022-10-25
2022-02-05,HI,1.655,536.333,2022-10-25
2022-02-12,HI,1.913,531,2022-10-25
2022-02-19,HI,1.914,554.667,2022-10-25
2022-02-26,HI,2.392,548,2022-10-25
2022-03-05,HI,1.852,527,2022-10-25
2022-03-12,HI,1.951,532.667,2022-10-25
2022-03-19,HI,1.342,542,2022-10-25
2022-03-26,HI,0.993,564.333,2022-10-25
2022-04-02,HI,1.051,581.667,2022-10-25
2022-04-09,HI,0.977,637.333,2022-10-25
2022-04-16,HI,1.271,691.333,2022-10-25
2022-04-23,HI,0.885,759,2022-10-25
2022-04-30,HI,0.871,823.333,2022-10-25
2022-05-07,HI,0.787,919.667,2022-10-25
2022-05-14,HI,0.909,979,2022-10-25
2022-05-21,HI,1.064,1004,2022-10-25
2022-05-28,HI,1.235,998.667,2022-10-25
2022-06-04,HI,1.168,962.667,2022-10-25
2022-06-11,HI,1.196,940.333,2022-10-25
2022-06-18,HI,0.975,926.333,2022-10-25
2022-06-25,HI,0.983,917.667,2022-10-25
2022-07-02,HI,0.986,916,2022-10-25
2022-07-09,HI,1.397,902.333,2022-10-25
2022-07-16,HI,2.018,895.333,2022-10-25
2022-07-23,HI,2.413,872.667,2022-10-25
2022-07-30,HI,2.739,840,2022-10-25
2022-08-06,HI,3.419,828,2022-10-25
2022-08-13,HI,4.208,858.333,2022-10-25
2022-08-20,HI,4.724,904,2022-10-25
2022-08-27,HI,5.938,950,2022-10-25
2022-09-03,HI,7.458,975,2022-10-25
2022-09-10,HI,9.566,997.667,2022-10-25
2022-09-17,HI,12.081,1093,2022-10-25
2022-09-24,HI,15.99,1193,2022-10-25
2022-10-01,HI,20.036,1261.667,2022-10-25
2022-10-08,HI,22.658,1411.333,2022-10-25
2022-10-15,HI,23.454,1469,2022-10-25
2022-10-22,HI,22.935,1857.667,2022-11-14
2022-10-29,HI,21.598,2020,2022-11-14
2022-11-05,HI,21.134,2171,2022-11-14
2022-11-12,HI,18.083,2143.5,2022-11-19
2022-11-19,HI,14.587,2176.5,2022-11-26
2022-11-26,HI,10.385,2017.5,2022-12-03
2022-12-03,HI,9.794,1287.5,2022-12-10
2022-12-10,HI,6.051,2133.5,2022-12-17
2022-12-17,HI,5.694,1451.5,2022-12-24
2022-12-24,HI,4.008,1999.5,2022-12-31
2022-12-31,HI,3.979,1345.5,2023-01-07
2023-01-07,HI,3.074,1888.5,2023-01-14
2023-01-14,HI,2.936,1747.5,2023-01-21
2023-01-21,HI,2.738,1122,2023-01-28
2023-01-28,HI,2.695,1112.5,2023-02-04
2023-02-04,HI,3.023,1079,2023-02-11
2023-02-11,HI,1.752,1486.5,2023-02-18
2023-02-18,HI,1.344,1383,2023-02-25
2023-02-25,HI,2.703,887,2023-03-04
2023-03-04,HI,1.907,1299,2023-03-11
2023-03-11,HI,1.593,832.5,2023-03-18
2023-03-18,HI,1.284,851.5,2023-03-25
2023-03-25,HI,1.069,818,2023-04-01
2023-04-01,HI,1.293,1217,2023-04-08
2023-04-08,HI,1.336,1211,2023-04-15
2023-04-15,HI,1.595,786,2023-04-22
2023-04-22,HI,1.167,1242.5,2023-04-29
2023-04-29,HI,0.938,1203.667,2023-05-20
2023-05-06,HI,0.958,1103,2023-05-20
2023-05-13,HI,1.071,1041,2023-05-20
2023-05-20,HI,1.31,991.5,2023-05-27
2023-05-27,HI,1.101,987,2023-06-03
2023-06-03,HI,0.717,976.5,2023-06-10
2023-06-10,HI,0.483,688,2023-06-17
2023-06-17,HI,0.527,874,2023-06-24
2023-06-24,HI,0.778,835.5,2023-07-01
2023-07-01,HI,1.204,804,2023-07-08
2023-07-08,HI,0.831,676.667,2023-07-20
2023-07-15,HI,0.399,631.5,2023-07-20
2023-07-22,HI,1.281,594.5,2023-07-29
2023-07-29,HI,1.545,869,2023-08-18
2023-08-05,HI,1.485,880.333,2023-08-18
2023-08-12,HI,1.836,874,2023-08-18
2023-08-19,HI,1.793,945,2023-08-26
2023-08-26,HI,2.041,1096,2023-09-02
2023-09-02,HI,1.957,1286,2023-09-09
2023-09-09,HI,2.171,1285,2023-09-16
2023-09-16,HI,3.267,1244.5,2023-09-23
2023-09-23,HI,3.827,1293.5,2023-09-30
2023-09-30,HI,5.044,1273.5,2023-10-07
2023-10-07,HI,7.366,1242.667,2023-10-24
2023-10-14,HI,7.864,1236,2023-10-24
2023-10-21,HI,10.529,1335,2023-10-28
2023-10-28,HI,11.986,1525.333,2023-11-11
2023-11-04,HI,11.884,1562,2023-11-11
2023-11-11,HI,12.138,1673.5,2023-11-18
2023-11-18,HI,14.284,1636,2023-11-25
2023-11-25,HI,13.882,1267.667,2023-12-11
2023-12-02,HI,12.908,1124.5,2023-12-11
2023-12-09,HI,11.07,1807.5,2023-12-16
2023-12-16,HI,11.732,1803,2023-12-23
2023-12-23,HI,10.957,1883.667,2024-01-06
2023-12-30,HI,10.296,1913.5,2024-01-06
2024-01-06,HI,9.227,1957,2024-01-13
2024-01-13,HI,7.639,1832.5,2024-01-20
2024-01-20,HI,6.151,1701,2024-01-27
2024-01-27,HI,5.488,1611,2024-02-03
2024-02-03,HI,4.844,1589,2024-02-10
2024-02-10,HI,3.686,1317,2024-02-17
2024-02-17,HI,3.869,1713,2024-02-24
2024-02-24,HI,3.024,1687,2024-03-02
2024-03-02,HI,2.414,1623.5,2024-03-09
2024-03-09,HI,1.931,1463.333,2024-03-23
2024-03-16,HI,1.898,1419,2024-03-23
2024-03-23,HI,1.536,1328,2024-03-30
2020-10-24,IA,0,452.667,2022-10-25
2020-10-31,IA,0,598.667,2022-10-25
2020-11-07,IA,0,655.333,2022-10-25
2020-11-14,IA,0,689.667,2022-10-25
2020-11-21,IA,0,583,2022-10-25
2020-11-28,IA,0,537,2022-10-25
2020-12-05,IA,0,491,2022-10-25
2020-12-12,IA,0,507.667,2022-10-25
2020-12-19,IA,0,466.667,2022-10-25
2020-12-26,IA,0,433.667,2022-10-25
2021-01-02,IA,0,437.667,2022-10-25
2021-01-09,IA,0,521.333,2022-10-25
2021-01-16,IA,0,612.333,2022-10-25
2021-01-23,IA,0,623,2022-10-25
2021-01-30,IA,0,573.667,2022-10-25
2021-02-06,IA,0,527,2022-10-25
2021-02-13,IA,0,518,2022-10-25
2021-02-20,IA,0,552,2022-10-25
2021-02-27,IA,0,586.333,2022-10-25
2021-03-06,IA,0,594.333,2022-10-25
2021-03-13,IA,0,596.333,2022-10-25
2021-03-20,IA,0.16,589.667,2022-10-25
2021-03-27,IA,0.27,607.667,2022-10-25
2021-04-03,IA,0.473,629.333,2022-10-25
2021-04-10,IA,0.833,634.333,2022-10-25
2021-04-17,IA,1.328,653.333,2022-10-25
2021-04-24,IA,1.876,656,2022-10-25
2021-05-01,IA,1.949,648.333,2022-10-25
2021-05-08,IA,2.067,597,2022-10-25
2021-05-15,IA,2.778,534.667,2022-10-25
2021-05-22,IA,3.684,484.333,2022-10-25
2021-05-29,IA,4.843,457,2022-10-25
2021-06-05,IA,5.499,460,2022-10-25
2021-06-12,IA,6.51,463.667,2022-10-25
2021-06-19,IA,8.435,465,2022-10-25
2021-06-26,IA,10.04,436.667,2022-10-25
2021-07-03,IA,12.658,429,2022-10-25
2021-07-10,IA,13.043,392,2022-10-25
2021-07-17,IA,17.283,444.667,2022-10-25
2021-07-24,IA,19.345,526.333,2022-10-25
2021-07-31,IA,22.501,733.333,2022-10-25
2021-08-07,IA,23.182,887,2022-10-25
2021-08-14,IA,25.032,1034.667,2022-10-25
2021-08-21,IA,25.783,1160.667,2022-10-25
2021-08-28,IA,25.049,1331.333,2022-10-25
2021-09-04,IA,21.53,1590.333,2022-10-25
2021-09-11,IA,17.97,1971.333,2022-10-25
2021-09-18,IA,15.39,1918.667,2022-10-25
2021-09-25,IA,14.453,1780.333,2022-10-25
2021-10-02,IA,13.454,1654,2022-10-25
2021-10-09,IA,11.618,1729.667,2022-10-25
2021-10-16,IA,9.965,1910.333,2022-10-25
2021-10-23,IA,9.014,1894.667,2022-10-25
2021-10-30,IA,7.373,2170,2022-10-25
2021-11-06,IA,6.169,2279,2022-10-25
2021-11-13,IA,5.775,2218.333,2022-10-25
2021-11-20,IA,5.44,2243.333,2022-10-25
2021-11-27,IA,5.311,2481.333,2022-10-25
2021-12-04,IA,4.052,2978.333,2022-10-25
2021-12-11,IA,3.647,3252.667,2022-10-25
2021-12-18,IA,3.001,3203.667,2022-10-25
2021-12-25,IA,3.017,3232.333,2022-10-25
2022-01-01,IA,2.739,3216,2022-10-25
2022-01-08,IA,2.303,3463,2022-10-25
2022-01-15,IA,1.893,3240.333,2022-10-25
2022-01-22,IA,1.543,2630.333,2022-10-25
2022-01-29,IA,1.369,1922,2022-10-25
2022-02-05,IA,1.253,1496,2022-10-25
2022-02-12,IA,1.068,1460.333,2022-10-25
2022-02-19,IA,1.146,1284.333,2022-10-25
2022-02-26,IA,1.083,1156.333,2022-10-25
2022-03-05,IA,1.221,1040.333,2022-10-25
2022-03-12,IA,1.361,994.667,2022-10-25
2022-03-19,IA,1.183,867.333,2022-10-25
2022-03-26,IA,0.992,807.667,2022-10-25
2022-04-02,IA,0.653,811,2022-10-25
2022-04-09,IA,0.718,882,2022-10-25
2022-04-16,IA,0.583,913,2022-10-25
2022-04-23,IA,0.524,952.667,2022-10-25
2022-04-30,IA,0.366,1002,2022-10-25
2022-05-07,IA,0.499,1065.667,2022-10-25
2022-05-14,IA,0.731,1118.333,2022-10-25
2022-05-21,IA,0.726,1140,2022-10-25
2022-05-28,IA,0.836,1120.667,2022-10-25
2022-06-04,IA,0.909,1036,2022-10-25
2022-06-11,IA,1.289,892.333,2022-10-25
2022-06-18,IA,1.49,846.667,2022-10-25
2022-06-25,IA,1.394,807,2022-10-25
2022-07-02,IA,1.988,820.667,2022-10-25
2022-07-09,IA,2.209,735,2022-10-25
2022-07-16,IA,2.091,772.333,2022-10-25
2022-07-23,IA,1.756,781,2022-10-25
2022-07-30,IA,1.999,838.667,2022-10-25
2022-08-06,IA,2.564,817.667,2022-10-25
2022-08-13,IA,2.531,830,2022-10-25
2022-08-20,IA,2.168,845.333,2022-10-25
2022-08-27,IA,1.901,903,2022-10-25
2022-09-03,IA,2.131,1015.667,2022-10-25
2022-09-10,IA,2.398,1088.667,2022-10-25
2022-09-17,IA,3.59,1096.667,2022-10-25
2022-09-24,IA,4.872,994,2022-10-25
2022-10-01,IA,7.001,1007.667,2022-10-25
2022-10-08,IA,11.887,890,2022-10-25
2022-10-15,IA,14.521,912,2022-10-25
2022-10-22,IA,20.122,1214.667,2022-11-14
2022-10-29,IA,24.849,1412.667,2022-11-14
2022-11-05,IA,26.99,1518.5,2022-11-14
2022-11-12,IA,28.778,2008,2022-11-19
2022-11-19,IA,29.139,2051,2022-11-26
2022-11-26,IA,25.939,2704,2022-12-03
2022-12-03,IA,19.721,2776,2022-12-10
2022-12-10,IA,13.754,1939,2022-12-17
2022-12-17,IA,8.444,1494.5,2022-12-24
2022-12-24,IA,5.713,2256.5,2022-12-31
2022-12-31,IA,8.506,1565.5,2023-01-07
2023-01-07,IA,5.286,2464,2023-01-14
2023-01-14,IA,3.998,2094,2023-01-21
2023-01-21,IA,3.273,1756.5,2023-01-28
2023-01-28,IA,3.007,1250,2023-02-04
2023-02-04,IA,2.837,1605.5,2023-02-11
2023-02-11,IA,1.86,1332.5,2023-02-18
2023-02-18,IA,1.372,713,2023-02-25
2023-02-25,IA,1.399,258.5,2023-03-04
2023-03-04,IA,2.428,390,2023-03-11
2023-03-11,IA,1.968,853,2023-03-18
2023-03-18,IA,1.892,756.5,2023-03-25
2023-03-25,IA,0.981,1140.5,2023-04-01
2023-04-01,IA,1.926,490,2023-04-08
2023-04-08,IA,1.134,859,2023-04-15
2023-04-15,IA,0.835,897,2023-04-22
2023-04-22,IA,0.845,446,2023-04-29
2023-04-29,IA,0.206,829.667,2023-05-20
2023-05-06,IA,0.135,588,2023-05-20
2023-05-13,IA,0.144,455.5,2023-05-20
2023-05-20,IA,0.347,422.5,2023-05-27
2023-05-27,IA,0.075,419.5,2023-06-03
2023-06-03,IA,0,496,2023-06-10
2023-06-10,IA,0.135,448,2023-06-17
2023-06-17,IA,1.154,278,2023-06-24
2023-06-24,IA,0.405,370,2023-07-01
2023-07-01,IA,0.109,412.5,2023-07-08
2023-07-08,IA,0,352.667,2023-07-20
2023-07-15,IA,0,327,2023-07-20
2023-07-22,IA,0,340,2023-07-29
2023-07-29,IA,0.127,252.333,2023-08-18
2023-08-05,IA,1.702,191.667,2023-08-18
2023-08-12,IA,2.362,156,2023-08-18
2023-08-19,IA,0.91,364,2023-08-26
2023-08-26,IA,1.124,237.5,2023-09-02
2023-09-02,IA,1.469,294.5,2023-09-09
2023-09-09,IA,0.729,691.5,2023-09-16
2023-09-16,IA,0.241,606,2023-09-23
2023-09-23,IA,0.092,1088,2023-09-30
2023-09-30,IA,0.515,900,2023-10-07
2023-10-07,IA,0.693,810,2023-10-24
2023-10-14,IA,0.575,837.5,2023-10-24
2023-10-21,IA,0.734,1686.5,2023-10-28
2023-10-28,IA,1.802,1660.667,2023-11-11
2023-11-04,IA,2.383,1555.5,2023-11-11
2023-11-11,IA,3.353,1374.5,2023-11-18
2023-11-18,IA,4.168,1860,2023-11-25
2023-11-25,IA,5.192,2150.667,2023-12-11
2023-12-02,IA,5.73,2242,2023-12-11
2023-12-09,IA,7.514,3200,2023-12-16
2023-12-16,IA,9.488,3819,2023-12-23
2023-12-23,IA,12.341,3570.333,2024-01-06
2023-12-30,IA,13.097,3139,2024-01-06
2024-01-06,IA,13.571,2933,2024-01-13
2024-01-13,IA,15.934,2134.5,2024-01-20
2024-01-20,IA,15.388,1630.5,2024-01-27
2024-01-27,IA,11.599,2368.5,2024-02-03
2024-02-03,IA,10.35,2640,2024-02-10
2024-02-10,IA,9.319,3077.5,2024-02-17
2024-02-17,IA,8.299,3234.5,2024-02-24
2024-02-24,IA,7.228,3277,2024-03-02
2024-03-02,IA,6.182,3076,2024-03-09
2024-03-09,IA,5.675,2882,2024-03-23
2024-03-16,IA,5.837,2500.5,2024-03-23
2024-03-23,IA,4.089,1795.5,2024-03-30
2020-10-24,ID,0,24.667,2022-10-25
2020-10-31,ID,0,38,2022-10-25
2020-11-07,ID,0,48.333,2022-10-25
2020-11-14,ID,0,61.333,2022-10-25
2020-11-21,ID,0,70.667,2022-10-25
2020-11-28,ID,0,85.333,2022-10-25
2020-12-05,ID,0,94,2022-10-25
2020-12-12,ID,0,93.667,2022-10-25
2020-12-19,ID,0,90.667,2022-10-25
2020-12-26,ID,0,84.667,2022-10-25
2021-01-02,ID,0,87,2022-10-25
2021-01-09,ID,0,86,2022-10-25
2021-01-16,ID,0,80,2022-10-25
2021-01-23,ID,0,72.333,2022-10-25
2021-01-30,ID,0,66.667,2022-10-25
2021-02-06,ID,0,71.333,2022-10-25
2021-02-13,ID,0,70.667,2022-10-25
2021-02-20,ID,0,73.333,2022-10-25
2021-02-27,ID,0,70.333,2022-10-25
2021-03-06,ID,0,64.667,2022-10-25
2021-03-13,ID,0,61.333,2022-10-25
2021-03-20,ID,0,64.667,2022-10-25
2021-03-27,ID,0,76.667,2022-10-25
2021-04-03,ID,0,71.333,2022-10-25
2021-04-10,ID,0,66.333,2022-10-25
2021-04-17,ID,0,65.667,2022-10-25
2021-04-24,ID,0,78.667,2022-10-25
2021-05-01,ID,0,86.667,2022-10-25
2021-05-08,ID,0,77.667,2022-10-25
2021-05-15,ID,0,74.667,2022-10-25
2021-05-22,ID,0,73,2022-10-25
2021-05-29,ID,0,52.667,2022-10-25
2021-06-05,ID,0,26,2022-10-25
2021-06-12,ID,0,0.333,2022-10-25
2021-06-19,ID,0,0.333,2022-10-25
2021-06-26,ID,0,0.333,2022-10-25
2021-07-03,ID,0,0,2022-10-25
2021-07-10,ID,0,0,2022-10-25
2021-07-17,ID,0,1.667,2022-10-25
2021-07-24,ID,0,3.333,2022-10-25
2021-07-31,ID,0,3.333,2022-10-25
2021-08-07,ID,0,1.667,2022-10-25
2021-08-14,ID,0,0.333,2022-10-25
2021-08-21,ID,0,1,2022-10-25
2021-08-28,ID,16.667,1.333,2022-10-25
2021-09-04,ID,16.667,1.667,2022-10-25
2021-09-11,ID,0,1,2022-10-25
2021-09-18,ID,0,2.333,2022-10-25
2021-09-25,ID,0,3.667,2022-10-25
2021-10-02,ID,17.778,7,2022-10-25
2021-10-09,ID,25.069,16,2022-10-25
2021-10-16,ID,17.88,36.667,2022-10-25
2021-10-23,ID,13.174,44.667,2022-10-25
2021-10-30,ID,13.545,63,2022-10-25
2021-11-06,ID,16.23,77.333,2022-10-25
2021-11-13,ID,24.686,108.667,2022-10-25
2021-11-20,ID,25.766,140.667,2022-10-25
2021-11-27,ID,26.091,171,2022-10-25
2021-12-04,ID,22.457,185.667,2022-10-25
2021-12-11,ID,19.206,183.333,2022-10-25
2021-12-18,ID,18.136,176.667,2022-10-25
2021-12-25,ID,14.844,183,2022-10-25
2022-01-01,ID,12.537,222,2022-10-25
2022-01-08,ID,8.174,250.333,2022-10-25
2022-01-15,ID,4.93,277,2022-10-25
2022-01-22,ID,2.389,231,2022-10-25
2022-01-29,ID,1.235,206.667,2022-10-25
2022-02-05,ID,1.162,180.333,2022-10-25
2022-02-12,ID,1.07,189,2022-10-25
2022-02-19,ID,0.726,175,2022-10-25
2022-02-26,ID,0.552,174,2022-10-25
2022-03-05,ID,0,163.333,2022-10-25
2022-03-12,ID,2.564,117,2022-10-25
2022-03-19,ID,2.564,111,2022-10-25
2022-03-26,ID,2.564,95,2022-10-25
2022-04-02,ID,0,129,2022-10-25
2022-04-09,ID,0,103,2022-10-25
2022-04-16,ID,0,96,2022-10-25
2022-04-23,ID,0,93.333,2022-10-25
2022-04-30,ID,0.273,103,2022-10-25
2022-05-07,ID,0.273,114,2022-10-25
2022-05-14,ID,0.273,116.667,2022-10-25
2022-05-21,ID,0.265,118,2022-10-25
2022-05-28,ID,0.265,124,2022-10-25
2022-06-04,ID,0.265,538.333,2022-10-25
2022-06-11,ID,0,538.333,2022-10-25
2022-06-18,ID,0,494.667,2022-10-25
2022-06-25,ID,0,42.333,2022-10-25
2022-07-02,ID,0,0.333,2022-10-25
2022-07-09,ID,0,0.667,2022-10-25
2022-07-16,ID,0,0.333,2022-10-25
2022-07-23,ID,0,0.333,2022-10-25
2022-07-30,ID,0,0,2022-10-25
2022-08-06,ID,0,0,2022-10-25
2022-08-13,ID,0,0,2022-10-25
2022-08-20,ID,0,0,2022-10-25
2022-08-27,ID,0,0.333,2022-10-25
2022-09-03,ID,0,0.333,2022-10-25
2022-09-10,ID,0,0.333,2022-10-25
2022-09-17,ID,0,0,2022-10-25
2022-09-24,ID,0,0,2022-10-25
2022-10-01,ID,0,0,2022-10-25
2022-10-08,ID,0,0,2022-10-25
2022-10-15,ID,0,0,2022-10-25
2022-10-22,ID,0,109.333,2022-11-14
2022-10-29,ID,4.542,157.333,2022-11-14
2022-11-05,ID,6.813,159,2022-11-14
2022-11-12,ID,11.166,188.5,2022-11-19
2022-11-19,ID,15.368,280,2022-11-26
2022-11-26,ID,17.585,389,2022-12-03
2022-12-03,ID,15.671,435,2022-12-10
2022-12-10,ID,24.11,222.5,2022-12-17
2022-12-17,ID,13.753,498.5,2022-12-24
2022-12-24,ID,12.459,444.5,2022-12-31
2022-12-31,ID,11.854,447,2023-01-07
2023-01-07,ID,8.625,485,2023-01-14
2023-01-14,ID,5.855,416,2023-01-21
