week,state,percent_positive,total_pcr_tests,update_dts
2021-05-29,AZ,0.575,241,2023-03-04-193853
2021-06-05,AZ,0.575,227,2023-03-04-193853
2021-06-12,AZ,1.049,217.667,2023-03-04-193853
2021-06-19,AZ,1.329,205.333,2023-03-04-193853
2021-06-26,AZ,2.21,211,2023-03-04-193853
2021-07-03,AZ,3.283,219.667,2023-03-04-193853
2021-07-10,AZ,5.116,237.333,2023-03-04-193853
2021-07-17,AZ,11.46,229.333,2023-03-04-193853
2021-07-24,AZ,14.999,272.667,2023-03-04-193853
2021-07-31,AZ,19.472,320.333,2023-03-04-193853
2021-08-07,AZ,19.928,393,2023-03-04-193853
2021-08-14,AZ,22.446,446,2023-03-04-193853
2021-08-21,AZ,23.791,492,2023-03-04-193853
2021-08-28,AZ,23.286,500.333,2023-03-04-193853
2021-09-04,AZ,24.975,469.667,2023-03-04-193853
2021-09-11,AZ,26.194,435,2023-03-04-193853
2021-09-18,AZ,27.631,436,2023-03-04-193853
2021-09-25,AZ,24.765,440,2023-03-04-193853
2021-10-02,AZ,21.223,454.667,2023-03-04-193853
2021-10-09,AZ,17.829,447.667,2023-03-04-193853
2021-10-16,AZ,14.884,433,2023-03-04-193853
2021-10-23,AZ,12.681,433,2023-03-04-193853
2021-10-30,AZ,11.505,436,2023-03-04-193853
2021-11-06,AZ,12.21,437.333,2023-03-04-193853
2021-11-13,AZ,11.128,434.333,2023-03-04-193853
2021-11-20,AZ,10.459,456.667,2023-03-04-193853
2021-11-27,AZ,9.049,489.333,2023-03-04-193853
2021-12-04,AZ,8.875,507.333,2023-03-04-193853
2021-12-11,AZ,8.52,516,2023-03-04-193853
2021-12-18,AZ,9.514,513,2023-03-04-193853
2021-12-25,AZ,11.275,525,2023-03-04-193853
2022-01-01,AZ,11.993,571.333,2023-03-04-193853
2022-01-08,AZ,9.644,601.667,2023-03-04-193853
2022-01-15,AZ,7.14,609,2023-03-04-193853
2022-01-22,AZ,5.299,526.667,2023-03-04-193853
2022-01-29,AZ,5.564,469.667,2023-03-04-193853
2022-02-05,AZ,5.292,396,2023-03-04-193853
2022-02-12,AZ,4.75,362,2023-03-04-193853
2022-02-19,AZ,4.159,345.333,2023-03-04-193853
2022-02-26,AZ,3.37,337,2023-03-04-193853
2022-03-05,AZ,3.397,343,2023-03-04-193853
2022-03-12,AZ,3.106,318,2023-03-04-193853
2022-03-19,AZ,2.835,329,2023-03-04-193853
2022-03-26,AZ,2.843,320.333,2023-03-04-193853
2022-04-02,AZ,3.154,323.333,2023-03-04-193853
2022-04-09,AZ,3.05,305.333,2023-03-04-193853
2022-04-16,AZ,1.865,310.667,2023-03-04-193853
2022-04-23,AZ,1.566,306.333,2023-03-04-193853
2022-04-30,AZ,1.283,331,2023-03-04-193853
2022-05-07,AZ,2.105,330,2023-03-04-193853
2022-05-14,AZ,1.646,359.333,2023-03-04-193853
2022-05-21,AZ,1.967,347,2023-03-04-193853
2022-05-28,AZ,2.125,360.667,2023-03-04-193853
2022-06-04,AZ,2.15,352.667,2023-03-04-193853
2022-06-11,AZ,2.245,336.667,2023-03-04-193853
2022-06-18,AZ,1.544,306.667,2023-03-04-193853
2022-06-25,AZ,2.013,242.333,2023-03-04-193853
2022-07-02,AZ,1.703,234.333,2023-03-04-193853
2022-07-09,AZ,1.708,233.333,2023-03-04-193853
2022-07-16,AZ,1.142,259.333,2023-03-04-193853
2022-07-23,AZ,1.175,252,2023-03-04-193853
2022-07-30,AZ,0.811,250.333,2023-03-04-193853
2022-08-06,AZ,1.315,299,2023-03-04-193853
2022-08-13,AZ,1.067,359.333,2023-03-04-193853
2022-08-20,AZ,1.874,377.333,2023-03-04-193853
2022-08-27,AZ,2.627,373,2023-03-04-193853
2022-09-03,AZ,3.467,341.667,2023-03-04-193853
2022-09-10,AZ,4.132,338.667,2023-03-04-193853
2022-09-17,AZ,4.991,308.667,2023-03-04-193853
2022-09-24,AZ,8.834,300.333,2023-03-04-193853
2022-10-01,AZ,13.68,325.333,2023-03-04-193853
2022-10-08,AZ,20.504,364,2023-03-04-193853
2022-10-15,AZ,24.79,348.333,2023-03-04-193853
2022-10-22,AZ,26.488,348.667,2023-03-04-193853
2022-10-29,AZ,28.428,361.667,2023-03-04-193853
2022-11-05,AZ,29.21,464.667,2023-03-04-193853
2022-11-12,AZ,30.617,534,2023-03-04-193853
2022-11-19,AZ,27.221,595.667,2023-03-04-193853
2022-11-26,AZ,23.711,618.667,2023-03-04-193853
2022-12-03,AZ,20.403,617.333,2023-03-04-193853
2022-12-10,AZ,18.102,598.333,2023-03-04-193853
2022-12-17,AZ,16.592,550.667,2023-03-04-193853
2022-12-24,AZ,14.665,515.333,2023-03-04-193853
2022-12-31,AZ,13.838,484,2023-03-04-193853
2023-01-07,AZ,12.434,429.667,2023-03-04-193853
2023-01-14,AZ,12.15,347.333,2023-03-04-193853
2023-01-21,AZ,10.414,279.667,2023-03-04-193853
2023-01-28,AZ,8.875,242.333,2023-03-04-193853
2023-02-04,AZ,6.157,255.667,2023-03-04-193853
2023-02-11,AZ,5.234,263,2023-03-04-193853
2023-02-18,AZ,5.252,290.667,2023-03-04-193853
2023-02-25,AZ,5.913,296,2023-03-04-193853
2021-03-06,AR,0,0,2023-03-04-193853
2021-03-13,AR,0,0,2023-03-04-193853
2021-03-20,AR,0,0,2023-03-04-193853
2021-03-27,AR,0,0,2023-03-04-193853
2021-04-03,AR,0,0,2023-03-04-193853
2021-04-10,AR,0,0,2023-03-04-193853
2021-04-17,AR,0.447,0,2023-03-04-193853
2021-04-24,AR,0.447,0,2023-03-04-193853
2021-05-01,AR,1.119,0,2023-03-04-193853
2021-05-08,AR,1.526,0,2023-03-04-193853
2021-05-15,AR,3.156,0,2023-03-04-193853
2021-05-22,AR,5.391,0,2023-03-04-193853
2021-05-29,AR,10.186,0,2023-03-04-193853
2021-06-05,AR,15.032,0,2023-03-04-193853
2021-06-12,AR,24.553,0,2023-03-04-193853
2021-06-19,AR,36.3,0,2023-03-04-193853
2021-06-26,AR,46.984,0,2023-03-04-193853
2021-07-03,AR,52.794,0,2023-03-04-193853
2021-07-10,AR,53.757,0,2023-03-04-193853
2021-07-17,AR,52.073,0,2023-03-04-193853
2021-07-24,AR,49.716,0,2023-03-04-193853
2021-07-31,AR,41.75,0,2023-03-04-193853
2021-08-07,AR,35.926,0,2023-03-04-193853
2021-08-14,AR,24.86,0,2023-03-04-193853
2021-08-21,AR,19.869,0,2023-03-04-193853
2021-08-28,AR,14.605,0,2023-03-04-193853
2021-09-04,AR,13.873,0,2023-03-04-193853
2021-09-11,AR,12.449,0,2023-03-04-193853
2021-09-18,AR,11.828,0,2023-03-04-193853
2021-09-25,AR,11.318,0,2023-03-04-193853
2021-10-02,AR,9.927,0,2023-03-04-193853
2021-10-09,AR,8.326,0,2023-03-04-193853
2021-10-16,AR,7.838,0,2023-03-04-193853
2021-10-23,AR,7.491,0,2023-03-04-193853
2021-10-30,AR,7.259,0,2023-03-04-193853
2021-11-06,AR,5.261,0,2023-03-04-193853
2021-11-13,AR,4.845,0,2023-03-04-193853
2021-11-20,AR,4.334,0,2023-03-04-193853
2021-11-27,AR,4.442,0,2023-03-04-193853
2021-12-04,AR,5.014,0,2023-03-04-193853
2021-12-11,AR,5.501,0,2023-03-04-193853
2021-12-18,AR,6.907,0,2023-03-04-193853
2021-12-25,AR,6.665,0,2023-03-04-193853
2022-01-01,AR,6.365,0,2023-03-04-193853
2022-01-08,AR,4.86,0,2023-03-04-193853
2022-01-15,AR,3.425,0,2023-03-04-193853
2022-01-22,AR,2.59,0,2023-03-04-193853
2022-01-29,AR,2.069,0,2023-03-04-193853
2022-02-05,AR,2.474,0,2023-03-04-193853
2022-02-12,AR,2.299,0,2023-03-04-193853
2022-02-19,AR,1.838,0,2023-03-04-193853
2022-02-26,AR,0.938,0,2023-03-04-193853
2022-03-05,AR,0.755,0,2023-03-04-193853
2022-03-12,AR,0.885,0,2023-03-04-193853
2022-03-19,AR,0.926,0,2023-03-04-193853
2022-03-26,AR,0.79,0,2023-03-04-193853
2022-04-02,AR,0.72,0,2023-03-04-193853
2022-04-09,AR,0.702,0,2023-03-04-193853
2022-04-16,AR,0.864,0,2023-03-04-193853
2022-04-23,AR,0.944,0,2023-03-04-193853
2022-04-30,AR,1.853,0,2023-03-04-193853
2022-05-07,AR,2.565,0,2023-03-04-193853
2022-05-14,AR,3.395,0,2023-03-04-193853
2022-05-21,AR,3.874,0,2023-03-04-193853
2022-05-28,AR,4.68,0,2023-03-04-193853
2022-06-04,AR,5.971,0,2023-03-04-193853
2022-06-11,AR,6.45,0,2023-03-04-193853
2022-06-18,AR,7.425,0,2023-03-04-193853
2022-06-25,AR,7.615,0,2023-03-04-193853
2022-07-02,AR,9.396,0,2023-03-04-193853
2022-07-09,AR,9.938,0,2023-03-04-193853
2022-07-16,AR,10.87,0,2023-03-04-193853
2022-07-23,AR,11.671,0,2023-03-04-193853
2022-07-30,AR,0,0,2023-03-04-193853
2022-08-06,AR,0,0,2023-03-04-193853
2022-08-13,AR,0,0,2023-03-04-193853
2022-08-20,AR,0,0,2023-03-04-193853
2022-08-27,AR,0,0,2023-03-04-193853
2022-09-03,AR,0,0,2023-03-04-193853
2022-09-10,AR,0,0,2023-03-04-193853
2022-09-17,AR,0,0,2023-03-04-193853
2022-09-24,AR,0,0,2023-03-04-193853
2022-10-01,AR,0,0,2023-03-04-193853
2022-10-08,AR,0,0,2023-03-04-193853
2022-10-15,AR,0,0,2023-03-04-193853
2022-10-22,AR,0,0,2023-03-04-193853
2022-10-29,AR,0,0,2023-03-04-193853
2022-11-05,AR,0,0,2023-03-04-193853
2022-11-12,AR,0,0,2023-03-04-193853
2022-11-19,AR,0,0,2023-03-04-193853
2022-11-26,AR,0,0,2023-03-04-193853
2022-12-03,AR,0,0,2023-03-04-193853
2022-12-10,AR,0,0,2023-03-04-193853
2022-12-17,AR,0,0,2023-03-04-193853
2022-12-24,AR,0,0,2023-03-04-193853
2022-12-31,AR,0,0,2023-03-04-193853
2023-01-07,AR,0,0,2023-03-04-193853
2023-01-14,AR,0,0,2023-03-04-193853
2023-01-21,AR,0,0,2023-03-04-193853
2023-01-28,AR,0,0,2023-03-04-193853
2023-02-04,AR,0,0,2023-03-04-193853
2023-02-11,AR,0,0,2023-03-04-193853
2023-02-18,AR,0,0,2023-03-04-193853
2023-02-25,AR,0,0,2023-03-04-193853
2021-03-06,CA,0.059,1683.667,2023-03-04-193853
2021-03-13,CA,0.039,1704,2023-03-04-193853
2021-03-20,CA,0.04,1686.333,2023-03-04-193853
2021-03-27,CA,0.02,1530.333,2023-03-04-193853
2021-04-03,CA,0.02,1222.667,2023-03-04-193853
2021-04-10,CA,0,898.333,2023-03-04-193853
2021-04-17,CA,0.052,691,2023-03-04-193853
2021-04-24,CA,0.204,653.667,2023-03-04-193853
2021-05-01,CA,0.204,631.333,2023-03-04-193853
2021-05-08,CA,0.152,516,2023-03-04-193853
2021-05-15,CA,0.114,394.333,2023-03-04-193853
2021-05-22,CA,0.477,288.667,2023-03-04-193853
2021-05-29,CA,0.92,289.667,2023-03-04-193853
2021-06-05,CA,1.052,282.667,2023-03-04-193853
2021-06-12,CA,1.105,297.667,2023-03-04-193853
2021-06-19,CA,1.073,305.333,2023-03-04-193853
2021-06-26,CA,1.443,305,2023-03-04-193853
2021-07-03,CA,2.043,307.667,2023-03-04-193853
2021-07-10,CA,2.119,336.333,2023-03-04-193853
2021-07-17,CA,2.631,384,2023-03-04-193853
2021-07-24,CA,3.153,426.333,2023-03-04-193853
2021-07-31,CA,5.062,442.667,2023-03-04-193853
2021-08-07,CA,6.632,453,2023-03-04-193853
2021-08-14,CA,7.882,464.667,2023-03-04-193853
2021-08-21,CA,7.941,483.667,2023-03-04-193853
2021-08-28,CA,8.824,515.333,2023-03-04-193853
2021-09-04,CA,10.126,553,2023-03-04-193853
2021-09-11,CA,11.322,569.667,2023-03-04-193853
2021-09-18,CA,11.94,609.333,2023-03-04-193853
2021-09-25,CA,11.765,729,2023-03-04-193853
2021-10-02,CA,11.696,977.667,2023-03-04-193853
2021-10-09,CA,10.203,1333,2023-03-04-193853
2021-10-16,CA,9.313,1596.333,2023-03-04-193853
2021-10-23,CA,7.773,2840,2023-03-04-193853
2021-10-30,CA,7.546,4031.333,2023-03-04-193853
2021-11-06,CA,7.464,5248,2023-03-04-193853
2021-11-13,CA,8.868,5153.333,2023-03-04-193853
2021-11-20,CA,10.457,5159.667,2023-03-04-193853
2021-11-27,CA,11.935,5498,2023-03-04-193853
2021-12-04,CA,13.427,6132.333,2023-03-04-193853
2021-12-11,CA,14.317,6580.667,2023-03-04-193853
2021-12-18,CA,14.477,6651.333,2023-03-04-193853
2021-12-25,CA,13.127,5471,2023-03-04-193853
2022-01-01,CA,11.142,6370.667,2023-03-04-193853
2022-01-08,CA,8.707,6745,2023-03-04-193853
2022-01-15,CA,7.067,7746.333,2023-03-04-193853
2022-01-22,CA,5.607,6101.333,2023-03-04-193853
2022-01-29,CA,4.767,4769,2023-03-04-193853
2022-02-05,CA,4.047,3740,2023-03-04-193853
2022-02-12,CA,3.482,3225,2023-03-04-193853
2022-02-19,CA,3.105,2920,2023-03-04-193853
2022-02-26,CA,2.599,2906,2023-03-04-193853
2022-03-05,CA,2.252,2960.333,2023-03-04-193853
2022-03-12,CA,1.763,3105.667,2023-03-04-193853
2022-03-19,CA,1.626,3225,2023-03-04-193853
2022-03-26,CA,1.55,3328.667,2023-03-04-193853
2022-04-02,CA,1.575,3438.667,2023-03-04-193853
2022-04-09,CA,1.342,3485.333,2023-03-04-193853
2022-04-16,CA,1.29,3654,2023-03-04-193853
2022-04-23,CA,1.192,3916.667,2023-03-04-193853
2022-04-30,CA,1.225,4334,2023-03-04-193853
2022-05-07,CA,1.128,4990,2023-03-04-193853
2022-05-14,CA,1.162,5758,2023-03-04-193853
2022-05-21,CA,1.031,6699.333,2023-03-04-193853
2022-05-28,CA,0.854,7199.667,2023-03-04-193853
2022-06-04,CA,0.801,7282.333,2023-03-04-193853
2022-06-11,CA,0.957,6597.667,2023-03-04-193853
2022-06-18,CA,1.015,5786.333,2023-03-04-193853
2022-06-25,CA,0.971,5130.667,2023-03-04-193853
2022-07-02,CA,0.814,5083,2023-03-04-193853
2022-07-09,CA,0.885,5135.667,2023-03-04-193853
2022-07-16,CA,0.983,5009.667,2023-03-04-193853
2022-07-23,CA,1.121,4691,2023-03-04-193853
2022-07-30,CA,1.186,4383.667,2023-03-04-193853
2022-08-06,CA,1.198,4176,2023-03-04-193853
2022-08-13,CA,1.283,4124.333,2023-03-04-193853
2022-08-20,CA,1.575,4395.667,2023-03-04-193853
2022-08-27,CA,1.841,4761,2023-03-04-193853
2022-09-03,CA,2.166,4989.333,2023-03-04-193853
2022-09-10,CA,2.533,5069,2023-03-04-193853
2022-09-17,CA,3.269,5383.333,2023-03-04-193853
2022-09-24,CA,4.568,6029.333,2023-03-04-193853
2022-10-01,CA,6.456,6710,2023-03-04-193853
2022-10-08,CA,8.183,7475.667,2023-03-04-193853
2022-10-15,CA,10.569,8407,2023-03-04-193853
2022-10-22,CA,12.434,10370.333,2023-03-04-193853
2022-10-29,CA,14.486,12462.333,2023-03-04-193853
2022-11-05,CA,15.47,15673,2023-03-04-193853
2022-11-12,CA,15.571,18408,2023-03-04-193853
2022-11-19,CA,14.453,19893.667,2023-03-04-193853
2022-11-26,CA,12.195,21142.667,2023-03-04-193853
2022-12-03,CA,9.852,21418.333,2023-03-04-193853
2022-12-10,CA,8.078,21634,2023-03-04-193853
2022-12-17,CA,6.943,19893,2023-03-04-193853
2022-12-24,CA,6.261,17581.667,2023-03-04-193853
2022-12-31,CA,6.153,14851.333,2023-03-04-193853
2023-01-07,CA,5.851,12358.333,2023-03-04-193853
2023-01-14,CA,5.546,10256.667,2023-03-04-193853
2023-01-21,CA,4.488,9513.667,2023-03-04-193853
2023-01-28,CA,3.703,9174,2023-03-04-193853
2023-02-04,CA,2.992,9392.667,2023-03-04-193853
2023-02-11,CA,2.618,9367,2023-03-04-193853
2023-02-18,CA,1.625,6255.333,2023-03-04-193853
2023-02-25,CA,1.136,4599.5,2023-03-04-193853
2021-03-06,CO,0,1069.333,2023-03-04-193853
2021-03-13,CO,0,1085,2023-03-04-193853
2021-03-20,CO,0.053,1174.667,2023-03-04-193853
2021-03-27,CO,0.141,1178,2023-03-04-193853
2021-04-03,CO,0.197,1194,2023-03-04-193853
2021-04-10,CO,0.171,1188.667,2023-03-04-193853
2021-04-17,CO,0.134,1249.333,2023-03-04-193853
2021-04-24,CO,0.173,1316.333,2023-03-04-193853
2021-05-01,CO,0.23,1302,2023-03-04-193853
2021-05-08,CO,0.204,1303,2023-03-04-193853
2021-05-15,CO,0.326,1249,2023-03-04-193853
2021-05-22,CO,0.301,1227,2023-03-04-193853
2021-05-29,CO,0.367,1153.333,2023-03-04-193853
2021-06-05,CO,0.429,983,2023-03-04-193853
2021-06-12,CO,0.692,742.333,2023-03-04-193853
2021-06-19,CO,1.102,532.333,2023-03-04-193853
2021-06-26,CO,1.908,436.667,2023-03-04-193853
2021-07-03,CO,2.707,447.333,2023-03-04-193853
2021-07-10,CO,3.59,484.667,2023-03-04-193853
2021-07-17,CO,4.548,531.667,2023-03-04-193853
2021-07-24,CO,6.316,575.333,2023-03-04-193853
2021-07-31,CO,7.933,590,2023-03-04-193853
2021-08-07,CO,9.374,642,2023-03-04-193853
2021-08-14,CO,10.294,732.667,2023-03-04-193853
2021-08-21,CO,10.633,864.667,2023-03-04-193853
2021-08-28,CO,10.033,969,2023-03-04-193853
2021-09-04,CO,9.735,974,2023-03-04-193853
2021-09-11,CO,9.767,924.667,2023-03-04-193853
2021-09-18,CO,10.845,864,2023-03-04-193853
2021-09-25,CO,12.3,887,2023-03-04-193853
2021-10-02,CO,13.084,966,2023-03-04-193853
2021-10-09,CO,10.795,992,2023-03-04-193853
2021-10-16,CO,9.088,1230,2023-03-04-193853
2021-10-23,CO,7.583,1422.667,2023-03-04-193853
2021-10-30,CO,7.907,1694.667,2023-03-04-193853
2021-11-06,CO,8.14,1919,2023-03-04-193853
2021-11-13,CO,8.597,2151,2023-03-04-193853
2021-11-20,CO,9.948,2300.333,2023-03-04-193853
2021-11-27,CO,9.432,2371,2023-03-04-193853
2021-12-04,CO,9.089,2393,2023-03-04-193853
2021-12-11,CO,8.58,2434.333,2023-03-04-193853
2021-12-18,CO,8.045,2460,2023-03-04-193853
2021-12-25,CO,6.901,2700,2023-03-04-193853
2022-01-01,CO,5.178,2920,2023-03-04-193853
2022-01-08,CO,3.637,2767,2023-03-04-193853
2022-01-15,CO,2.669,2358.667,2023-03-04-193853
2022-01-22,CO,2.175,1970,2023-03-04-193853
2022-01-29,CO,1.875,1828,2023-03-04-193853
2022-02-05,CO,1.432,2190.667,2023-03-04-193853
2022-02-12,CO,1.131,2136,2023-03-04-193853
2022-02-19,CO,1.108,2062,2023-03-04-193853
2022-02-26,CO,1.622,1421,2023-03-04-193853
2022-03-05,CO,1.952,1363.667,2023-03-04-193853
2022-03-12,CO,1.803,1304.333,2023-03-04-193853
2022-03-19,CO,1.471,1390,2023-03-04-193853
2022-03-26,CO,1.112,1351.333,2023-03-04-193853
2022-04-02,CO,1.154,1335.333,2023-03-04-193853
2022-04-09,CO,0.971,1360.667,2023-03-04-193853
2022-04-16,CO,0.862,1389.333,2023-03-04-193853
2022-04-23,CO,0.798,1566.667,2023-03-04-193853
2022-04-30,CO,0.832,1681.667,2023-03-04-193853
2022-05-07,CO,0.873,1742.333,2023-03-04-193853
2022-05-14,CO,0.809,1953.333,2023-03-04-193853
2022-05-21,CO,0.696,2294.667,2023-03-04-193853
2022-05-28,CO,0.783,2358,2023-03-04-193853
2022-06-04,CO,0.732,2116.667,2023-03-04-193853
2022-06-11,CO,0.91,1686,2023-03-04-193853
2022-06-18,CO,1.12,1590,2023-03-04-193853
2022-06-25,CO,1.037,1497.667,2023-03-04-193853
2022-07-02,CO,1.006,1353,2023-03-04-193853
2022-07-09,CO,0.69,1276.333,2023-03-04-193853
2022-07-16,CO,0.852,1275.333,2023-03-04-193853
2022-07-23,CO,0.946,1333.667,2023-03-04-193853
2022-07-30,CO,1.118,1312.667,2023-03-04-193853
2022-08-06,CO,1.132,1237,2023-03-04-193853
2022-08-13,CO,1.033,1227,2023-03-04-193853
2022-08-20,CO,0.904,1308.667,2023-03-04-193853
2022-08-27,CO,0.82,1383,2023-03-04-193853
2022-09-03,CO,0.901,1447,2023-03-04-193853
2022-09-10,CO,1.025,1401.333,2023-03-04-193853
2022-09-17,CO,1.516,1469.333,2023-03-04-193853
2022-09-24,CO,2.765,1454,2023-03-04-193853
2022-10-01,CO,4.721,1476.667,2023-03-04-193853
2022-10-08,CO,7.193,1380,2023-03-04-193853
2022-10-15,CO,9.914,1343.667,2023-03-04-193853
2022-10-22,CO,9.693,1393.333,2023-03-04-193853
2022-10-29,CO,11.061,1606,2023-03-04-193853
2022-11-05,CO,14.848,1939.333,2023-03-04-193853
2022-11-12,CO,20.452,2407,2023-03-04-193853
2022-11-19,CO,22.909,2748,2023-03-04-193853
2022-11-26,CO,19.951,3000.333,2023-03-04-193853
2022-12-03,CO,16.619,3000.333,2023-03-04-193853
2022-12-10,CO,13.249,3018.667,2023-03-04-193853
2022-12-17,CO,11.428,2722,2023-03-04-193853
