week,state,percent_positive,total_pcr_tests,update_dts
2022-05-21,IN,0.787,355.333,2023-03-04-193853
2022-05-28,IN,0.504,330.333,2023-03-04-193853
2022-06-04,IN,1.229,315.667,2023-03-04-193853
2022-06-11,IN,1.342,312.667,2023-03-04-193853
2022-06-18,IN,2.182,294.667,2023-03-04-193853
2022-06-25,IN,1.775,280,2023-03-04-193853
2022-07-02,IN,1.719,260,2023-03-04-193853
2022-07-09,IN,1.726,248.667,2023-03-04-193853
2022-07-16,IN,2.287,248.667,2023-03-04-193853
2022-07-23,IN,2.82,234.333,2023-03-04-193853
2022-07-30,IN,3.117,223.667,2023-03-04-193853
2022-08-06,IN,2.735,218.667,2023-03-04-193853
2022-08-13,IN,2.243,221.667,2023-03-04-193853
2022-08-20,IN,1.935,244,2023-03-04-193853
2022-08-27,IN,3.436,259.667,2023-03-04-193853
2022-09-03,IN,5.802,266,2023-03-04-193853
2022-09-10,IN,7.397,266.333,2023-03-04-193853
2022-09-17,IN,9.054,294.667,2023-03-04-193853
2022-09-24,IN,10.535,320,2023-03-04-193853
2022-10-01,IN,13.595,365.333,2023-03-04-193853
2022-10-08,IN,14.819,385.333,2023-03-04-193853
2022-10-15,IN,15.687,433.667,2023-03-04-193853
2022-10-22,IN,13.296,459.667,2023-03-04-193853
2022-10-29,IN,14.642,504,2023-03-04-193853
2022-11-05,IN,13.632,531.333,2023-03-04-193853
2022-11-12,IN,13.437,570.667,2023-03-04-193853
2022-11-19,IN,9.12,631.333,2023-03-04-193853
2022-11-26,IN,6.926,744.667,2023-03-04-193853
2022-12-03,IN,4.921,790.667,2023-03-04-193853
2022-12-10,IN,3.77,767.333,2023-03-04-193853
2022-12-17,IN,3.428,677.333,2023-03-04-193853
2022-12-24,IN,3.19,618,2023-03-04-193853
2022-12-31,IN,3.481,581.667,2023-03-04-193853
2023-01-07,IN,3.913,524,2023-03-04-193853
2023-01-14,IN,3.66,476.667,2023-03-04-193853
2023-01-21,IN,2.59,432,2023-03-04-193853
2023-01-28,IN,1.938,428,2023-03-04-193853
2023-02-04,IN,1.902,437.333,2023-03-04-193853
2023-02-11,IN,2.16,430,2023-03-04-193853
2023-02-18,IN,1.566,406,2023-03-04-193853
2023-02-25,IN,1.498,374,2023-03-04-193853
2021-03-06,IA,0,594.333,2023-03-04-193853
2021-03-13,IA,0,596.333,2023-03-04-193853
2021-03-20,IA,0.16,589.667,2023-03-04-193853
2021-03-27,IA,0.27,607.667,2023-03-04-193853
2021-04-03,IA,0.473,629.333,2023-03-04-193853
2021-04-10,IA,0.833,634.333,2023-03-04-193853
2021-04-17,IA,1.328,653.333,2023-03-04-193853
2021-04-24,IA,1.876,656,2023-03-04-193853
2021-05-01,IA,1.949,648.333,2023-03-04-193853
2021-05-08,IA,2.067,597,2023-03-04-193853
2021-05-15,IA,2.778,534.667,2023-03-04-193853
2021-05-22,IA,3.684,484.333,2023-03-04-193853
2021-05-29,IA,4.843,457,2023-03-04-193853
2021-06-05,IA,5.499,460,2023-03-04-193853
2021-06-12,IA,6.51,463.667,2023-03-04-193853
2021-06-19,IA,8.435,465,2023-03-04-193853
2021-06-26,IA,10.04,436.667,2023-03-04-193853
2021-07-03,IA,12.658,429,2023-03-04-193853
2021-07-10,IA,13.043,392,2023-03-04-193853
2021-07-17,IA,17.283,444.667,2023-03-04-193853
2021-07-24,IA,19.345,526.333,2023-03-04-193853
2021-07-31,IA,22.501,733.333,2023-03-04-193853
2021-08-07,IA,23.182,887,2023-03-04-193853
2021-08-14,IA,25.032,1034.667,2023-03-04-193853
2021-08-21,IA,25.783,1160.667,2023-03-04-193853
2021-08-28,IA,25.049,1331.333,2023-03-04-193853
2021-09-04,IA,21.53,1590.333,2023-03-04-193853
2021-09-11,IA,17.97,1971.333,2023-03-04-193853
2021-09-18,IA,15.39,1918.667,2023-03-04-193853
2021-09-25,IA,14.453,1780.333,2023-03-04-193853
2021-10-02,IA,13.454,1654,2023-03-04-193853
2021-10-09,IA,11.618,1729.667,2023-03-04-193853
2021-10-16,IA,9.965,1910.333,2023-03-04-193853
2021-10-23,IA,9.014,1894.667,2023-03-04-193853
2021-10-30,IA,7.373,2170,2023-03-04-193853
2021-11-06,IA,6.169,2279,2023-03-04-193853
2021-11-13,IA,5.775,2218.333,2023-03-04-193853
2021-11-20,IA,5.44,2243.333,2023-03-04-193853
2021-11-27,IA,5.311,2481.333,2023-03-04-193853
2021-12-04,IA,4.052,2978.333,2023-03-04-193853
2021-12-11,IA,3.647,3252.667,2023-03-04-193853
2021-12-18,IA,3.001,3203.667,2023-03-04-193853
2021-12-25,IA,3.017,3232.333,2023-03-04-193853
2022-01-01,IA,2.739,3216,2023-03-04-193853
2022-01-08,IA,2.303,3463,2023-03-04-193853
2022-01-15,IA,1.893,3240.333,2023-03-04-193853
2022-01-22,IA,1.543,2630.333,2023-03-04-193853
2022-01-29,IA,1.369,1922,2023-03-04-193853
2022-02-05,IA,1.253,1496,2023-03-04-193853
2022-02-12,IA,1.068,1460.333,2023-03-04-193853
2022-02-19,IA,1.146,1284.333,2023-03-04-193853
2022-02-26,IA,1.083,1156.333,2023-03-04-193853
2022-03-05,IA,1.221,1040.333,2023-03-04-193853
2022-03-12,IA,1.361,994.667,2023-03-04-193853
2022-03-19,IA,1.183,867.333,2023-03-04-193853
2022-03-26,IA,0.992,807.667,2023-03-04-193853
2022-04-02,IA,0.653,811,2023-03-04-193853
2022-04-09,IA,0.718,882,2023-03-04-193853
2022-04-16,IA,0.583,913,2023-03-04-193853
2022-04-23,IA,0.524,952.667,2023-03-04-193853
2022-04-30,IA,0.366,1002,2023-03-04-193853
2022-05-07,IA,0.499,1065.667,2023-03-04-193853
2022-05-14,IA,0.731,1118.333,2023-03-04-193853
2022-05-21,IA,0.726,1140,2023-03-04-193853
2022-05-28,IA,0.836,1120.667,2023-03-04-193853
2022-06-04,IA,0.909,1036,2023-03-04-193853
2022-06-11,IA,1.289,892.333,2023-03-04-193853
2022-06-18,IA,1.49,846.667,2023-03-04-193853
2022-06-25,IA,1.394,807,2023-03-04-193853
2022-07-02,IA,1.988,820.667,2023-03-04-193853
2022-07-09,IA,2.209,735,2023-03-04-193853
2022-07-16,IA,2.091,772.333,2023-03-04-193853
2022-07-23,IA,1.756,781,2023-03-04-193853
2022-07-30,IA,1.999,838.667,2023-03-04-193853
2022-08-06,IA,2.564,817.667,2023-03-04-193853
2022-08-13,IA,2.531,830,2023-03-04-193853
2022-08-20,IA,2.168,845.333,2023-03-04-193853
2022-08-27,IA,1.901,903,2023-03-04-193853
2022-09-03,IA,2.131,1015.667,2023-03-04-193853
2022-09-10,IA,2.398,1088.667,2023-03-04-193853
2022-09-17,IA,3.59,1096.667,2023-03-04-193853
2022-09-24,IA,5.337,1069.667,2023-03-04-193853
2022-10-01,IA,7.486,1095.333,2023-03-04-193853
2022-10-08,IA,10.391,1160.667,2023-03-04-193853
2022-10-15,IA,14.575,1203.333,2023-03-04-193853
2022-10-22,IA,20.091,1240.667,2023-03-04-193853
2022-10-29,IA,24.895,1547.667,2023-03-04-193853
2022-11-05,IA,28.062,1950,2023-03-04-193853
2022-11-12,IA,28.934,2432.333,2023-03-04-193853
2022-11-19,IA,26.86,2836,2023-03-04-193853
2022-11-26,IA,22.802,3404.333,2023-03-04-193853
2022-12-03,IA,17.167,3967.333,2023-03-04-193853
2022-12-10,IA,12.373,4480,2023-03-04-193853
2022-12-17,IA,8.522,4228.667,2023-03-04-193853
2022-12-24,IA,6.567,3709.333,2023-03-04-193853
2022-12-31,IA,5.593,2836.667,2023-03-04-193853
2023-01-07,IA,4.582,2412.333,2023-03-04-193853
2023-01-14,IA,3.741,2044.667,2023-03-04-193853
2023-01-21,IA,3.227,1846.333,2023-03-04-193853
2023-01-28,IA,2.885,1691.667,2023-03-04-193853
2023-02-04,IA,2.335,1456.667,2023-03-04-193853
2023-02-11,IA,1.675,1016,2023-03-04-193853
2023-02-18,IA,1.412,520,2023-03-04-193853
2023-02-25,IA,1.399,258.5,2023-03-04-193853
2021-03-06,KS,0.463,82.667,2023-03-04-193853
2021-03-13,KS,0.463,82.667,2023-03-04-193853
2021-03-20,KS,0.463,78.333,2023-03-04-193853
2021-03-27,KS,0,76.667,2023-03-04-193853
2021-04-03,KS,0,82.333,2023-03-04-193853
2021-04-10,KS,0,80.333,2023-03-04-193853
2021-04-17,KS,0,85.667,2023-03-04-193853
2021-04-24,KS,0,86,2023-03-04-193853
2021-05-01,KS,0,85.667,2023-03-04-193853
2021-05-08,KS,0,84.667,2023-03-04-193853
2021-05-15,KS,0,81.667,2023-03-04-193853
2021-05-22,KS,0,83,2023-03-04-193853
2021-05-29,KS,0,85.667,2023-03-04-193853
2021-06-05,KS,0,87.333,2023-03-04-193853
2021-06-12,KS,0.889,82.333,2023-03-04-193853
2021-06-19,KS,3.026,79,2023-03-04-193853
2021-06-26,KS,3.442,77.667,2023-03-04-193853
2021-07-03,KS,3.207,86.667,2023-03-04-193853
2021-07-10,KS,3.065,99.667,2023-03-04-193853
2021-07-17,KS,4.287,113.667,2023-03-04-193853
2021-07-24,KS,5.265,127.333,2023-03-04-193853
2021-07-31,KS,4.831,145.333,2023-03-04-193853
2021-08-07,KS,5.848,150.667,2023-03-04-193853
2021-08-14,KS,8.661,153,2023-03-04-193853
2021-08-21,KS,14.534,145.333,2023-03-04-193853
2021-08-28,KS,18.675,150,2023-03-04-193853
2021-09-04,KS,19.703,144.667,2023-03-04-193853
2021-09-11,KS,20.938,145.333,2023-03-04-193853
2021-09-18,KS,21.329,145.667,2023-03-04-193853
2021-09-25,KS,21.517,154,2023-03-04-193853
2021-10-02,KS,19.072,154,2023-03-04-193853
2021-10-09,KS,16.327,148,2023-03-04-193853
2021-10-16,KS,14.657,142.333,2023-03-04-193853
2021-10-23,KS,12.792,143.333,2023-03-04-193853
2021-10-30,KS,12.118,154.333,2023-03-04-193853
2021-11-06,KS,11.52,162.667,2023-03-04-193853
2021-11-13,KS,9.189,172,2023-03-04-193853
2021-11-20,KS,7.143,174,2023-03-04-193853
2021-11-27,KS,5.265,184.333,2023-03-04-193853
2021-12-04,KS,5.172,193,2023-03-04-193853
2021-12-11,KS,4.489,199,2023-03-04-193853
2021-12-18,KS,3.703,194,2023-03-04-193853
2021-12-25,KS,2.301,208.667,2023-03-04-193853
2022-01-01,KS,2.355,215.667,2023-03-04-193853
2022-01-08,KS,2.023,210.667,2023-03-04-193853
2022-01-15,KS,2.054,186.333,2023-03-04-193853
2022-01-22,KS,1.386,167.333,2023-03-04-193853
2022-01-29,KS,2.398,158.667,2023-03-04-193853
2022-02-05,KS,2.009,163.333,2023-03-04-193853
2022-02-12,KS,1.582,169,2023-03-04-193853
2022-02-19,KS,0.357,182.333,2023-03-04-193853
2022-02-26,KS,0.183,173.667,2023-03-04-193853
2022-03-05,KS,0.587,171,2023-03-04-193853
2022-03-12,KS,0.404,153.333,2023-03-04-193853
2022-03-19,KS,0.404,152,2023-03-04-193853
2022-03-26,KS,0.227,146,2023-03-04-193853
2022-04-02,KS,0.227,151,2023-03-04-193853
2022-04-09,KS,0.47,142.667,2023-03-04-193853
2022-04-16,KS,0.243,147.333,2023-03-04-193853
2022-04-23,KS,0.96,130.333,2023-03-04-193853
2022-04-30,KS,0.936,135.333,2023-03-04-193853
2022-05-07,KS,0.936,127.667,2023-03-04-193853
2022-05-14,KS,0.454,144,2023-03-04-193853
2022-05-21,KS,0.235,137.667,2023-03-04-193853
2022-05-28,KS,0.454,142.333,2023-03-04-193853
2022-06-04,KS,0.219,140,2023-03-04-193853
2022-06-11,KS,0.219,140.667,2023-03-04-193853
2022-06-18,KS,0.295,127.667,2023-03-04-193853
2022-06-25,KS,0.609,118,2023-03-04-193853
2022-07-02,KS,0.849,119.333,2023-03-04-193853
2022-07-09,KS,1.279,127.667,2023-03-04-193853
2022-07-16,KS,1.201,139.333,2023-03-04-193853
2022-07-23,KS,2.011,135.333,2023-03-04-193853
2022-07-30,KS,2.281,134,2023-03-04-193853
2022-08-06,KS,2.514,134.333,2023-03-04-193853
2022-08-13,KS,1.951,137.667,2023-03-04-193853
2022-08-20,KS,1.566,147.667,2023-03-04-193853
2022-08-27,KS,2.34,145,2023-03-04-193853
2022-09-03,KS,2.578,145.333,2023-03-04-193853
2022-09-10,KS,2.698,136.333,2023-03-04-193853
2022-09-17,KS,5.232,141.667,2023-03-04-193853
2022-09-24,KS,9.477,149.333,2023-03-04-193853
2022-10-01,KS,12.64,149.333,2023-03-04-193853
2022-10-08,KS,16.46,144.667,2023-03-04-193853
2022-10-15,KS,17.42,160.333,2023-03-04-193853
2022-10-22,KS,18.246,187.667,2023-03-04-193853
2022-10-29,KS,13.927,223.667,2023-03-04-193853
2022-11-05,KS,14.151,241,2023-03-04-193853
2022-11-12,KS,12.826,279.333,2023-03-04-193853
2022-11-19,KS,12.983,327.333,2023-03-04-193853
2022-11-26,KS,9.579,370,2023-03-04-193853
2022-12-03,KS,8.114,379.667,2023-03-04-193853
2022-12-10,KS,6.821,354,2023-03-04-193853
2022-12-17,KS,6.186,314,2023-03-04-193853
2022-12-24,KS,5.535,280,2023-03-04-193853
2022-12-31,KS,5.058,256.333,2023-03-04-193853
2023-01-07,KS,3.384,242.667,2023-03-04-193853
2023-01-14,KS,3.14,231,2023-03-04-193853
2023-01-21,KS,1.902,228.667,2023-03-04-193853
2023-01-28,KS,1.782,222.333,2023-03-04-193853
2023-02-04,KS,1.571,214.667,2023-03-04-193853
2023-02-11,KS,1.345,191.667,2023-03-04-193853
2023-02-18,KS,1.536,183.5,2023-03-04-193853
2023-02-25,KS,0,0,2023-03-04-193853
2021-03-06,KY,0.051,677.333,2023-03-04-193853
2021-03-13,KY,0.051,659.333,2023-03-04-193853
2021-03-20,KY,0,652.667,2023-03-04-193853
2021-03-27,KY,0.165,631,2023-03-04-193853
2021-04-03,KY,0.331,612.667,2023-03-04-193853
2021-04-10,KY,0.43,628,2023-03-04-193853
2021-04-17,KY,0.361,657,2023-03-04-193853
2021-04-24,KY,0.437,686.333,2023-03-04-193853
2021-05-01,KY,0.835,707,2023-03-04-193853
2021-05-08,KY,1.439,713.667,2023-03-04-193853
2021-05-15,KY,1.552,703,2023-03-04-193853
2021-05-22,KY,2.141,661.667,2023-03-04-193853
2021-05-29,KY,2.509,631.667,2023-03-04-193853
2021-06-05,KY,2.797,602.667,2023-03-04-193853
2021-06-12,KY,3.301,614.667,2023-03-04-193853
2021-06-19,KY,3.611,624.333,2023-03-04-193853
2021-06-26,KY,4.762,595.333,2023-03-04-193853
2021-07-03,KY,8.135,497.333,2023-03-04-193853
2021-07-10,KY,13.002,411.333,2023-03-04-193853
2021-07-17,KY,18.138,385,2023-03-04-193853
2021-07-24,KY,22.627,442.667,2023-03-04-193853
2021-07-31,KY,24.688,510.333,2023-03-04-193853
2021-08-07,KY,26.65,584.333,2023-03-04-193853
2021-08-14,KY,27.502,678.667,2023-03-04-193853
2021-08-21,KY,26.287,694,2023-03-04-193853
2021-08-28,KY,23.555,687.333,2023-03-04-193853
2021-09-04,KY,14.725,1254,2023-03-04-193853
2021-09-11,KY,9.944,1467.333,2023-03-04-193853
2021-09-18,KY,5.998,1737,2023-03-04-193853
2021-09-25,KY,6.711,1352,2023-03-04-193853
2021-10-02,KY,6.948,1329.667,2023-03-04-193853
2021-10-09,KY,6.856,1250.667,2023-03-04-193853
2021-10-16,KY,6.547,1177,2023-03-04-193853
2021-10-23,KY,5.677,1155.667,2023-03-04-193853
2021-10-30,KY,4.728,1179.667,2023-03-04-193853
2021-11-06,KY,4.003,1254,2023-03-04-193853
2021-11-13,KY,3.548,1333.333,2023-03-04-193853
2021-11-20,KY,3.449,1382.333,2023-03-04-193853
2021-11-27,KY,3.313,1574,2023-03-04-193853
2021-12-04,KY,2.743,1774.667,2023-03-04-193853
2021-12-11,KY,2.415,2024,2023-03-04-193853
2021-12-18,KY,2.182,2045.667,2023-03-04-193853
2021-12-25,KY,2.269,2252.667,2023-03-04-193853
2022-01-01,KY,2.063,2155,2023-03-04-193853
2022-01-08,KY,1.805,1932.667,2023-03-04-193853
2022-01-15,KY,1.576,1409.667,2023-03-04-193853
2022-01-22,KY,1.297,1175.333,2023-03-04-193853
2022-01-29,KY,1.081,1054,2023-03-04-193853
2022-02-05,KY,0.912,1031.667,2023-03-04-193853
2022-02-12,KY,0.976,922.333,2023-03-04-193853
2022-02-19,KY,0.746,875,2023-03-04-193853
2022-02-26,KY,0.518,844.333,2023-03-04-193853
2022-03-05,KY,0.332,892.333,2023-03-04-193853
2022-03-12,KY,0.469,923.333,2023-03-04-193853
2022-03-19,KY,0.421,967,2023-03-04-193853
2022-03-26,KY,0.587,974.667,2023-03-04-193853
2022-04-02,KY,0.686,984,2023-03-04-193853
2022-04-09,KY,0.948,984.667,2023-03-04-193853
2022-04-16,KY,1.121,1028,2023-03-04-193853
2022-04-23,KY,1.659,1141.333,2023-03-04-193853
2022-04-30,KY,1.949,1251.333,2023-03-04-193853
2022-05-07,KY,1.812,1337,2023-03-04-193853
2022-05-14,KY,1.575,1393.667,2023-03-04-193853
2022-05-21,KY,1.558,1425,2023-03-04-193853
2022-05-28,KY,2.098,1421.333,2023-03-04-193853
2022-06-04,KY,2.583,1399,2023-03-04-193853
2022-06-11,KY,3.105,1373.667,2023-03-04-193853
2022-06-18,KY,3.221,1376.333,2023-03-04-193853
2022-06-25,KY,2.908,1334.667,2023-03-04-193853
2022-07-02,KY,2.559,1368,2023-03-04-193853
2022-07-09,KY,2.428,1424.667,2023-03-04-193853
2022-07-16,KY,2.848,1517,2023-03-04-193853
2022-07-23,KY,3.068,1598.667,2023-03-04-193853
2022-07-30,KY,3.216,1600.333,2023-03-04-193853
2022-08-06,KY,2.881,1594,2023-03-04-193853
2022-08-13,KY,3.233,1610,2023-03-04-193853
2022-08-20,KY,3.403,1798.667,2023-03-04-193853
2022-08-27,KY,3.935,1946.333,2023-03-04-193853
2022-09-03,KY,4.623,2048.333,2023-03-04-193853
2022-09-10,KY,6.19,2010.667,2023-03-04-193853
2022-09-17,KY,8.303,2040.333,2023-03-04-193853
2022-09-24,KY,9.939,1600,2023-03-04-193853
2022-10-01,KY,11.35,1184.333,2023-03-04-193853
2022-10-08,KY,13.417,791.667,2023-03-04-193853
2022-10-15,KY,14.607,870.333,2023-03-04-193853
2022-10-22,KY,16.549,1001.667,2023-03-04-193853
2022-10-29,KY,16.077,1213.333,2023-03-04-193853
2022-11-05,KY,14.865,1346.333,2023-03-04-193853
2022-11-12,KY,12.292,1370,2023-03-04-193853
2022-11-19,KY,9.664,1304,2023-03-04-193853
2022-11-26,KY,8.198,1297.333,2023-03-04-193853
2022-12-03,KY,6.326,1280,2023-03-04-193853
2022-12-10,KY,5.349,1188,2023-03-04-193853
2022-12-17,KY,4.353,1053.333,2023-03-04-193853
2022-12-24,KY,4.146,963.333,2023-03-04-193853
2022-12-31,KY,3.502,925.333,2023-03-04-193853
2023-01-07,KY,2.751,888,2023-03-04-193853
2023-01-14,KY,1.809,873,2023-03-04-193853
2023-01-21,KY,1.218,849,2023-03-04-193853
2023-01-28,KY,1.236,862,2023-03-04-193853
2023-02-04,KY,1.097,908.667,2023-03-04-193853
2023-02-11,KY,1.234,937,2023-03-04-193853
2023-02-18,KY,0,0,2023-03-04-193853
2023-02-25,KY,0,0,2023-03-04-193853
2021-03-06,LA,0,105,2023-03-04-193853
2021-03-13,LA,0,107,2023-03-04-193853
2021-03-20,LA,0.379,98.667,2023-03-04-193853
2021-03-27,LA,0.379,92.333,2023-03-04-193853
2021-04-03,LA,1.844,91,2023-03-04-193853
2021-04-10,LA,1.75,100.667,2023-03-04-193853
2021-04-17,LA,2.834,110.333,2023-03-04-193853
2021-04-24,LA,3.123,118,2023-03-04-193853
2021-05-01,LA,6.76,130,2023-03-04-193853
2021-05-08,LA,9.498,141.333,2023-03-04-193853
2021-05-15,LA,9.694,166,2023-03-04-193853
2021-05-22,LA,10.137,171,2023-03-04-193853
2021-05-29,LA,18.768,176.667,2023-03-04-193853
2021-06-05,LA,26.679,170.333,2023-03-04-193853
2021-06-12,LA,33.022,178.667,2023-03-04-193853
2021-06-19,LA,34.296,183,2023-03-04-193853
2021-06-26,LA,37.499,193,2023-03-04-193853
2021-07-03,LA,40.124,188.667,2023-03-04-193853
2021-07-10,LA,39.488,190,2023-03-04-193853
2021-07-17,LA,37.838,196.667,2023-03-04-193853
2021-07-24,LA,33.884,213.667,2023-03-04-193853
2021-07-31,LA,26.058,213.333,2023-03-04-193853
2021-08-07,LA,24.074,208.667,2023-03-04-193853
2021-08-14,LA,20.878,205.333,2023-03-04-193853
2021-08-21,LA,20.176,205.333,2023-03-04-193853
2021-08-28,LA,13.018,151.667,2023-03-04-193853
2021-09-04,LA,7.898,109.333,2023-03-04-193853
2021-09-11,LA,5.767,78,2023-03-04-193853
2021-09-18,LA,5.204,102.333,2023-03-04-193853
2021-09-25,LA,5.233,111.667,2023-03-04-193853
2021-10-02,LA,4.701,132.333,2023-03-04-193853
2021-10-09,LA,3.354,154.667,2023-03-04-193853
2021-10-16,LA,2.799,176,2023-03-04-193853
2021-10-23,LA,2.004,173.667,2023-03-04-193853
2021-10-30,LA,2.194,172.667,2023-03-04-193853
2021-11-06,LA,2.982,169.333,2023-03-04-193853
2021-11-13,LA,3.069,184.333,2023-03-04-193853
2021-11-20,LA,4.294,174,2023-03-04-193853
2021-11-27,LA,4.214,186.667,2023-03-04-193853
2021-12-04,LA,4.254,211.667,2023-03-04-193853
2021-12-11,LA,3.743,275.667,2023-03-04-193853
2021-12-18,LA,3.55,299.333,2023-03-04-193853
2021-12-25,LA,2.894,286.333,2023-03-04-193853
2022-01-01,LA,3.188,250.667,2023-03-04-193853
2022-01-08,LA,2.296,224.667,2023-03-04-193853
2022-01-15,LA,2.339,219.333,2023-03-04-193853
2022-01-22,LA,1.374,197,2023-03-04-193853
2022-01-29,LA,1.213,172,2023-03-04-193853
2022-02-05,LA,1.023,152,2023-03-04-193853
2022-02-12,LA,1.868,150,2023-03-04-193853
2022-02-19,LA,2.079,158.667,2023-03-04-193853
2022-02-26,LA,1.927,147,2023-03-04-193853
2022-03-05,LA,0.723,140,2023-03-04-193853
2022-03-12,LA,1.669,135.333,2023-03-04-193853
2022-03-19,LA,1.615,145.333,2023-03-04-193853
2022-03-26,LA,2.359,143.667,2023-03-04-193853
2022-04-02,LA,2.014,150.333,2023-03-04-193853
2022-04-09,LA,2.51,162,2023-03-04-193853
2022-04-16,LA,3.725,172.333,2023-03-04-193853
2022-04-23,LA,4.667,181,2023-03-04-193853
2022-04-30,LA,5.099,186.667,2023-03-04-193853
2022-05-07,LA,5.802,200,2023-03-04-193853
2022-05-14,LA,6.635,209.667,2023-03-04-193853
2022-05-21,LA,8.873,204.333,2023-03-04-193853
2022-05-28,LA,10.119,199.667,2023-03-04-193853
2022-06-04,LA,11.65,183.333,2023-03-04-193853
2022-06-11,LA,13.495,178.333,2023-03-04-193853
2022-06-18,LA,12.947,160.333,2023-03-04-193853
2022-06-25,LA,13.719,153.667,2023-03-04-193853
2022-07-02,LA,12.296,143,2023-03-04-193853
2022-07-09,LA,14.149,149.667,2023-03-04-193853
2022-07-16,LA,13.149,139.667,2023-03-04-193853
2022-07-23,LA,14.178,134.333,2023-03-04-193853
2022-07-30,LA,12.83,124.667,2023-03-04-193853
2022-08-06,LA,11.742,124.333,2023-03-04-193853
2022-08-13,LA,9.562,137.333,2023-03-04-193853
2022-08-20,LA,8.595,161.333,2023-03-04-193853
2022-08-27,LA,9.078,189.333,2023-03-04-193853
2022-09-03,LA,11.032,209.667,2023-03-04-193853
2022-09-10,LA,12.841,221,2023-03-04-193853
2022-09-17,LA,14.395,215.333,2023-03-04-193853
2022-09-24,LA,14.398,205.667,2023-03-04-193853
2022-10-01,LA,16.901,189.667,2023-03-04-193853
2022-10-08,LA,18.333,195,2023-03-04-193853
2022-10-15,LA,19.197,203,2023-03-04-193853
2022-10-22,LA,14.825,209,2023-03-04-193853
2022-10-29,LA,11.691,226.667,2023-03-04-193853
2022-11-05,LA,9.72,229.667,2023-03-04-193853
2022-11-12,LA,9.495,239,2023-03-04-193853
2022-11-19,LA,9.851,230.333,2023-03-04-193853
2022-11-26,LA,7.899,240,2023-03-04-193853
2022-12-03,LA,7.056,234,2023-03-04-193853
2022-12-10,LA,5.672,236.667,2023-03-04-193853
2022-12-17,LA,4.774,201.667,2023-03-04-193853
2022-12-24,LA,4.88,177,2023-03-04-193853
2022-12-31,LA,3.684,146.667,2023-03-04-193853
2023-01-07,LA,3.531,140,2023-03-04-193853
2023-01-14,LA,2.193,135.667,2023-03-04-193853
2023-01-21,LA,1.961,136,2023-03-04-193853
2023-01-28,LA,2.16,139.333,2023-03-04-193853
2023-02-04,LA,2.542,144.333,2023-03-04-193853
2023-02-11,LA,2.185,129.667,2023-03-04-193853
2023-02-18,LA,1.481,82.667,2023-03-04-193853
2023-02-25,LA,0.485,52,2023-03-04-193853
2021-03-06,ME,0,42.667,2023-03-04-193853
2021-03-13,ME,0,32.333,2023-03-04-193853
2021-03-20,ME,0.709,37,2023-03-04-193853
2021-03-27,ME,0.709,38,2023-03-04-193853
2021-04-03,ME,0.709,37.667,2023-03-04-193853
2021-04-10,ME,0,33.333,2023-03-04-193853
2021-04-17,ME,0,33,2023-03-04-193853
2021-04-24,ME,1.111,34.333,2023-03-04-193853
2021-05-01,ME,1.111,30,2023-03-04-193853
2021-05-08,ME,1.111,25.333,2023-03-04-193853
2021-05-15,ME,0,24.333,2023-03-04-193853
2021-05-22,ME,0,26.667,2023-03-04-193853
2021-05-29,ME,1.667,25,2023-03-04-193853
2021-06-05,ME,1.667,23,2023-03-04-193853
2021-06-12,ME,1.667,20.333,2023-03-04-193853
2021-06-19,ME,1.626,27.333,2023-03-04-193853
2021-06-26,ME,3.075,28,2023-03-04-193853
2021-07-03,ME,3.888,35,2023-03-04-193853
2021-07-10,ME,3.453,30.667,2023-03-04-193853
2021-07-17,ME,2.003,37,2023-03-04-193853
2021-07-24,ME,7.024,36.667,2023-03-04-193853
2021-07-31,ME,13.041,39.667,2023-03-04-193853
2021-08-07,ME,18.446,38,2023-03-04-193853
2021-08-14,ME,20.852,54.333,2023-03-04-193853
2021-08-21,ME,27.482,77.333,2023-03-04-193853
2021-08-28,ME,30.316,94.667,2023-03-04-193853
2021-09-04,ME,32.853,109.333,2023-03-04-193853
2021-09-11,ME,26.575,131.333,2023-03-04-193853
2021-09-18,ME,26.314,164.333,2023-03-04-193853
2021-09-25,ME,20.523,198,2023-03-04-193853
2021-10-02,ME,17.766,221.667,2023-03-04-193853
2021-10-09,ME,17.117,239.333,2023-03-04-193853
2021-10-16,ME,16.853,239,2023-03-04-193853
2021-10-23,ME,15.141,226.333,2023-03-04-193853
2021-10-30,ME,11.793,221.333,2023-03-04-193853
2021-11-06,ME,9.129,224.667,2023-03-04-193853
2021-11-13,ME,9.362,256.667,2023-03-04-193853
2021-11-20,ME,10.652,246.667,2023-03-04-193853
2021-11-27,ME,10.561,284.333,2023-03-04-193853
2021-12-04,ME,10.016,308,2023-03-04-193853
2021-12-11,ME,8.525,354.333,2023-03-04-193853
2021-12-18,ME,9.123,309.333,2023-03-04-193853
2021-12-25,ME,8.348,279.667,2023-03-04-193853
2022-01-01,ME,6.024,282.333,2023-03-04-193853
2022-01-08,ME,4.007,310.333,2023-03-04-193853
2022-01-15,ME,3.146,313.333,2023-03-04-193853
2022-01-22,ME,2.562,288,2023-03-04-193853
2022-01-29,ME,2.508,254,2023-03-04-193853
2022-02-05,ME,2.12,215.667,2023-03-04-193853
2022-02-12,ME,1.775,168.667,2023-03-04-193853
2022-02-19,ME,1.583,138,2023-03-04-193853
