week,state,percent_positive,total_antigen_detection_tests,update_dts
2023-11-04,MT,0,0,2023-12-23-193441886768
2023-11-11,MT,0,0,2023-12-23-193441886768
2023-11-18,MT,0,0,2023-12-23-193441886768
2023-11-25,MT,0,0,2023-12-23-193441886768
2023-12-02,MT,0,0,2023-12-23-193441886768
2023-12-09,MT,0,0,2023-12-23-193441886768
2023-12-16,MT,0,0,2023-12-23-193441886768
2021-12-25,NE,4.707,65,2023-12-23-193441886768
2022-01-01,NE,4.172,89.667,2023-12-23-193441886768
2022-01-08,NE,2.508,91,2023-12-23-193441886768
2022-01-15,NE,2.287,48.333,2023-12-23-193441886768
2022-01-22,NE,8.642,19.667,2023-12-23-193441886768
2022-01-29,NE,11.111,16.667,2023-12-23-193441886768
2022-02-05,NE,11.111,14.333,2023-12-23-193441886768
2022-02-12,NE,6.268,15.667,2023-12-23-193441886768
2022-02-19,NE,5.128,18.333,2023-12-23-193441886768
2022-02-26,NE,5.128,15,2023-12-23-193441886768
2022-03-05,NE,2.564,14.667,2023-12-23-193441886768
2022-03-12,NE,0,9.667,2023-12-23-193441886768
2022-03-19,NE,0,12.667,2023-12-23-193441886768
2022-03-26,NE,0,11,2023-12-23-193441886768
2022-04-02,NE,4.167,10,2023-12-23-193441886768
2022-04-09,NE,8.333,7.667,2023-12-23-193441886768
2022-04-16,NE,8.333,7,2023-12-23-193441886768
2022-04-23,NE,13.056,9.333,2023-12-23-193441886768
2022-04-30,NE,11.27,11.333,2023-12-23-193441886768
2022-05-07,NE,11.27,14,2023-12-23-193441886768
2022-05-14,NE,4.603,14,2023-12-23-193441886768
2022-05-21,NE,2.222,16,2023-12-23-193441886768
2022-05-28,NE,5.926,14.667,2023-12-23-193441886768
2022-06-04,NE,3.704,13,2023-12-23-193441886768
2022-06-11,NE,8.466,8.667,2023-12-23-193441886768
2022-06-18,NE,14.762,9,2023-12-23-193441886768
2022-06-25,NE,20.317,9.667,2023-12-23-193441886768
2022-07-02,NE,0,7.333,2023-12-23-193441886768
2022-07-09,NE,0,5.667,2023-12-23-193441886768
2022-07-16,NE,0,5.667,2023-12-23-193441886768
2022-07-23,NE,7.54,8,2023-12-23-193441886768
2022-07-30,NE,7.54,9,2023-12-23-193441886768
2022-08-06,NE,4.762,7.667,2023-12-23-193441886768
2022-08-13,NE,7.407,11.333,2023-12-23-193441886768
2022-08-20,NE,7.407,14,2023-12-23-193441886768
2022-08-27,NE,13.818,20,2023-12-23-193441886768
2022-09-03,NE,10.577,19.333,2023-12-23-193441886768
2022-09-10,NE,14.925,21.667,2023-12-23-193441886768
2022-09-17,NE,17.774,25,2023-12-23-193441886768
2022-09-24,NE,27.893,36,2023-12-23-193441886768
2022-10-01,NE,34.656,46.333,2023-12-23-193441886768
2022-10-08,NE,38.591,66.333,2023-12-23-193441886768
2022-10-15,NE,41.831,82.333,2023-12-23-193441886768
2022-10-22,NE,45.663,112.667,2023-12-23-193441886768
2022-10-29,NE,47.952,132.333,2023-12-23-193441886768
2022-11-05,NE,43.706,141,2023-12-23-193441886768
2022-11-12,NE,41.784,135.333,2023-12-23-193441886768
2022-11-19,NE,32.733,121.667,2023-12-23-193441886768
2022-11-26,NE,26.861,125.667,2023-12-23-193441886768
2022-12-03,NE,16.98,129,2023-12-23-193441886768
2022-12-10,NE,13.748,132.667,2023-12-23-193441886768
2022-12-17,NE,12.941,121.333,2023-12-23-193441886768
2022-12-24,NE,14.026,99,2023-12-23-193441886768
2022-12-31,NE,14.636,69,2023-12-23-193441886768
2023-01-07,NE,11.368,48.667,2023-12-23-193441886768
2023-01-14,NE,8.995,37,2023-12-23-193441886768
2023-01-21,NE,6.987,37.667,2023-12-23-193441886768
2023-01-28,NE,4.531,37,2023-12-23-193441886768
2023-02-04,NE,5.516,40.667,2023-12-23-193441886768
2023-02-11,NE,4.394,44.667,2023-12-23-193441886768
2023-02-18,NE,4.878,48.333,2023-12-23-193441886768
2023-02-25,NE,2.041,49.333,2023-12-23-193441886768
2023-03-04,NE,1.361,46.333,2023-12-23-193441886768
2023-03-11,NE,0,37.667,2023-12-23-193441886768
2023-03-18,NE,0,32.667,2023-12-23-193441886768
2023-03-25,NE,0,30.667,2023-12-23-193441886768
2023-04-01,NE,1.515,30.333,2023-12-23-193441886768
2023-04-08,NE,1.515,26.667,2023-12-23-193441886768
2023-04-15,NE,1.515,22,2023-12-23-193441886768
2023-04-22,NE,2.083,20,2023-12-23-193441886768
2023-04-29,NE,2.083,16.333,2023-12-23-193441886768
2023-05-06,NE,2.083,14.333,2023-12-23-193441886768
2023-05-13,NE,0,12.667,2023-12-23-193441886768
2023-05-20,NE,0,12,2023-12-23-193441886768
2023-05-27,NE,0,10.667,2023-12-23-193441886768
2023-06-03,NE,0,8.667,2023-12-23-193441886768
2023-06-10,NE,5.128,9.333,2023-12-23-193441886768
2023-06-17,NE,5.128,10.667,2023-12-23-193441886768
2023-06-24,NE,5.128,10,2023-12-23-193441886768
2023-07-01,NE,0,8,2023-12-23-193441886768
2023-07-08,NE,0,7.333,2023-12-23-193441886768
2023-07-15,NE,0,10.333,2023-12-23-193441886768
2023-07-22,NE,0,9.667,2023-12-23-193441886768
2023-07-29,NE,0,11.333,2023-12-23-193441886768
2023-08-05,NE,1.961,13,2023-12-23-193441886768
2023-08-12,NE,3.922,17,2023-12-23-193441886768
2023-08-19,NE,8.683,20.667,2023-12-23-193441886768
2023-08-26,NE,10.171,24.667,2023-12-23-193441886768
2023-09-02,NE,10.171,30.333,2023-12-23-193441886768
2023-09-09,NE,7.682,35.667,2023-12-23-193441886768
2023-09-16,NE,4.234,39.333,2023-12-23-193441886768
2023-09-23,NE,4.234,39.333,2023-12-23-193441886768
2023-09-30,NE,5.294,34.667,2023-12-23-193441886768
2023-10-07,NE,8.419,32,2023-12-23-193441886768
2023-10-14,NE,9.86,37,2023-12-23-193441886768
2023-10-21,NE,9.731,44.333,2023-12-23-193441886768
2023-10-28,NE,17.064,50.667,2023-12-23-193441886768
2023-11-04,NE,23.026,64,2023-12-23-193441886768
2023-11-11,NE,26.731,74,2023-12-23-193441886768
2023-11-18,NE,23.554,86,2023-12-23-193441886768
2023-11-25,NE,23.857,89.667,2023-12-23-193441886768
2023-12-02,NE,27.344,98.667,2023-12-23-193441886768
2023-12-09,NE,30.841,114,2023-12-23-193441886768
2023-12-16,NE,31.762,121,2023-12-23-193441886768
2021-12-25,NV,0,0,2023-12-23-193441886768
2022-01-01,NV,0,0,2023-12-23-193441886768
2022-01-08,NV,0,0,2023-12-23-193441886768
2022-01-15,NV,0,0,2023-12-23-193441886768
2022-01-22,NV,0,0,2023-12-23-193441886768
2022-01-29,NV,0,0,2023-12-23-193441886768
2022-02-05,NV,0,0,2023-12-23-193441886768
2022-02-12,NV,0,0,2023-12-23-193441886768
2022-02-19,NV,0,0,2023-12-23-193441886768
2022-02-26,NV,0,0,2023-12-23-193441886768
2022-03-05,NV,0,0,2023-12-23-193441886768
2022-03-12,NV,0,0,2023-12-23-193441886768
2022-03-19,NV,0,0,2023-12-23-193441886768
2022-03-26,NV,0,0,2023-12-23-193441886768
2022-04-02,NV,0,0,2023-12-23-193441886768
2022-04-09,NV,0,0,2023-12-23-193441886768
2022-04-16,NV,0,0,2023-12-23-193441886768
2022-04-23,NV,0,0,2023-12-23-193441886768
2022-04-30,NV,0,0,2023-12-23-193441886768
2022-05-07,NV,0,0,2023-12-23-193441886768
2022-05-14,NV,0,0,2023-12-23-193441886768
2022-05-21,NV,0,0,2023-12-23-193441886768
2022-05-28,NV,0,0,2023-12-23-193441886768
2022-06-04,NV,0,0,2023-12-23-193441886768
2022-06-11,NV,0,0,2023-12-23-193441886768
2022-06-18,NV,0,0,2023-12-23-193441886768
2022-06-25,NV,0,0,2023-12-23-193441886768
2022-07-02,NV,0,0,2023-12-23-193441886768
2022-07-09,NV,0,0,2023-12-23-193441886768
2022-07-16,NV,0,0,2023-12-23-193441886768
2022-07-23,NV,0,0,2023-12-23-193441886768
2022-07-30,NV,0,0,2023-12-23-193441886768
2022-08-06,NV,0,0,2023-12-23-193441886768
2022-08-13,NV,0,0,2023-12-23-193441886768
2022-08-20,NV,0,0,2023-12-23-193441886768
2022-08-27,NV,0,0,2023-12-23-193441886768
2022-09-03,NV,0,0,2023-12-23-193441886768
2022-09-10,NV,0,0,2023-12-23-193441886768
2022-09-17,NV,0,0,2023-12-23-193441886768
2022-09-24,NV,0,0,2023-12-23-193441886768
2022-10-01,NV,0,0,2023-12-23-193441886768
2022-10-08,NV,0,0,2023-12-23-193441886768
2022-10-15,NV,0,0,2023-12-23-193441886768
2022-10-22,NV,0,0,2023-12-23-193441886768
2022-10-29,NV,0,0,2023-12-23-193441886768
2022-11-05,NV,0,0,2023-12-23-193441886768
2022-11-12,NV,0,0,2023-12-23-193441886768
2022-11-19,NV,0,0,2023-12-23-193441886768
2022-11-26,NV,0,0,2023-12-23-193441886768
2022-12-03,NV,0,0,2023-12-23-193441886768
2022-12-10,NV,0,0,2023-12-23-193441886768
2022-12-17,NV,0,0,2023-12-23-193441886768
2022-12-24,NV,0,0,2023-12-23-193441886768
2022-12-31,NV,0,0,2023-12-23-193441886768
2023-01-07,NV,0,0,2023-12-23-193441886768
2023-01-14,NV,0,0,2023-12-23-193441886768
2023-01-21,NV,0,0,2023-12-23-193441886768
2023-01-28,NV,0,0,2023-12-23-193441886768
2023-02-04,NV,0,0,2023-12-23-193441886768
2023-02-11,NV,0,0,2023-12-23-193441886768
2023-02-18,NV,0,0,2023-12-23-193441886768
2023-02-25,NV,0,0,2023-12-23-193441886768
2023-03-04,NV,0,0,2023-12-23-193441886768
2023-03-11,NV,0,0,2023-12-23-193441886768
2023-03-18,NV,0,0,2023-12-23-193441886768
2023-03-25,NV,0,0,2023-12-23-193441886768
2023-04-01,NV,0,0,2023-12-23-193441886768
2023-04-08,NV,0,0,2023-12-23-193441886768
2023-04-15,NV,0,0,2023-12-23-193441886768
2023-04-22,NV,0,0,2023-12-23-193441886768
2023-04-29,NV,0,0,2023-12-23-193441886768
2023-05-06,NV,0,0,2023-12-23-193441886768
2023-05-13,NV,0,0,2023-12-23-193441886768
2023-05-20,NV,0,0,2023-12-23-193441886768
2023-05-27,NV,0,0,2023-12-23-193441886768
2023-06-03,NV,0,0,2023-12-23-193441886768
2023-06-10,NV,0,0,2023-12-23-193441886768
2023-06-17,NV,0,0,2023-12-23-193441886768
2023-06-24,NV,0,0,2023-12-23-193441886768
2023-07-01,NV,0,0,2023-12-23-193441886768
2023-07-08,NV,0,0,2023-12-23-193441886768
2023-07-15,NV,0,0,2023-12-23-193441886768
2023-07-22,NV,0,0,2023-12-23-193441886768
2023-07-29,NV,0,0,2023-12-23-193441886768
2023-08-05,NV,0,0,2023-12-23-193441886768
2023-08-12,NV,0,0,2023-12-23-193441886768
2023-08-19,NV,0,0,2023-12-23-193441886768
2023-08-26,NV,0,0,2023-12-23-193441886768
2023-09-02,NV,0,0,2023-12-23-193441886768
2023-09-09,NV,0,0,2023-12-23-193441886768
2023-09-16,NV,0,0,2023-12-23-193441886768
2023-09-23,NV,0,0,2023-12-23-193441886768
2023-09-30,NV,0,0,2023-12-23-193441886768
2023-10-07,NV,0,0,2023-12-23-193441886768
2023-10-14,NV,0,0,2023-12-23-193441886768
2023-10-21,NV,0,0,2023-12-23-193441886768
2023-10-28,NV,0,0,2023-12-23-193441886768
2023-11-04,NV,0,0,2023-12-23-193441886768
2023-11-11,NV,0,0,2023-12-23-193441886768
2023-11-18,NV,0,0,2023-12-23-193441886768
2023-11-25,NV,0,0,2023-12-23-193441886768
2023-12-02,NV,0,0,2023-12-23-193441886768
2023-12-09,NV,0,0,2023-12-23-193441886768
2023-12-16,NV,0,0,2023-12-23-193441886768
2021-12-25,NH,0,0,2023-12-23-193441886768
2022-01-01,NH,0,0,2023-12-23-193441886768
2022-01-08,NH,0,0,2023-12-23-193441886768
2022-01-15,NH,0,0,2023-12-23-193441886768
2022-01-22,NH,0,0,2023-12-23-193441886768
2022-01-29,NH,0,0,2023-12-23-193441886768
2022-02-05,NH,0,0,2023-12-23-193441886768
2022-02-12,NH,0,0,2023-12-23-193441886768
2022-02-19,NH,0,0,2023-12-23-193441886768
2022-02-26,NH,0,0,2023-12-23-193441886768
2022-03-05,NH,0,0,2023-12-23-193441886768
2022-03-12,NH,0,0,2023-12-23-193441886768
2022-03-19,NH,0,0,2023-12-23-193441886768
2022-03-26,NH,0,0,2023-12-23-193441886768
2022-04-02,NH,0,0,2023-12-23-193441886768
2022-04-09,NH,0,0,2023-12-23-193441886768
2022-04-16,NH,0,0,2023-12-23-193441886768
2022-04-23,NH,0,0,2023-12-23-193441886768
2022-04-30,NH,0,0,2023-12-23-193441886768
2022-05-07,NH,0,0,2023-12-23-193441886768
2022-05-14,NH,0,0,2023-12-23-193441886768
2022-05-21,NH,0,0,2023-12-23-193441886768
2022-05-28,NH,0,0,2023-12-23-193441886768
2022-06-04,NH,0,0,2023-12-23-193441886768
2022-06-11,NH,0,0,2023-12-23-193441886768
2022-06-18,NH,0,0,2023-12-23-193441886768
2022-06-25,NH,0,0,2023-12-23-193441886768
2022-07-02,NH,0,0,2023-12-23-193441886768
2022-07-09,NH,0,0,2023-12-23-193441886768
2022-07-16,NH,0,0,2023-12-23-193441886768
2022-07-23,NH,0,0,2023-12-23-193441886768
2022-07-30,NH,0,0,2023-12-23-193441886768
2022-08-06,NH,0,0,2023-12-23-193441886768
2022-08-13,NH,0,0,2023-12-23-193441886768
2022-08-20,NH,0,0,2023-12-23-193441886768
2022-08-27,NH,0,0,2023-12-23-193441886768
2022-09-03,NH,0,0,2023-12-23-193441886768
2022-09-10,NH,0,0,2023-12-23-193441886768
2022-09-17,NH,0,0,2023-12-23-193441886768
2022-09-24,NH,0,0,2023-12-23-193441886768
2022-10-01,NH,0,0,2023-12-23-193441886768
2022-10-08,NH,0,0,2023-12-23-193441886768
2022-10-15,NH,0,0,2023-12-23-193441886768
2022-10-22,NH,0,0,2023-12-23-193441886768
2022-10-29,NH,0,0,2023-12-23-193441886768
2022-11-05,NH,0,0,2023-12-23-193441886768
2022-11-12,NH,0,0,2023-12-23-193441886768
2022-11-19,NH,0,0,2023-12-23-193441886768
2022-11-26,NH,0,0,2023-12-23-193441886768
2022-12-03,NH,0,0,2023-12-23-193441886768
2022-12-10,NH,0,0,2023-12-23-193441886768
2022-12-17,NH,0,0,2023-12-23-193441886768
2022-12-24,NH,0,0,2023-12-23-193441886768
2022-12-31,NH,0,0,2023-12-23-193441886768
2023-01-07,NH,0,0,2023-12-23-193441886768
2023-01-14,NH,0,0,2023-12-23-193441886768
2023-01-21,NH,0,0,2023-12-23-193441886768
2023-01-28,NH,0,0,2023-12-23-193441886768
2023-02-04,NH,0,0,2023-12-23-193441886768
2023-02-11,NH,0,0,2023-12-23-193441886768
2023-02-18,NH,0,0,2023-12-23-193441886768
2023-02-25,NH,0,0,2023-12-23-193441886768
2023-03-04,NH,0,0,2023-12-23-193441886768
2023-03-11,NH,0,0,2023-12-23-193441886768
2023-03-18,NH,0,0,2023-12-23-193441886768
2023-03-25,NH,0,0,2023-12-23-193441886768
2023-04-01,NH,0,0,2023-12-23-193441886768
2023-04-08,NH,0,0,2023-12-23-193441886768
2023-04-15,NH,0,0,2023-12-23-193441886768
2023-04-22,NH,0,0,2023-12-23-193441886768
2023-04-29,NH,0,0,2023-12-23-193441886768
2023-05-06,NH,0,0,2023-12-23-193441886768
2023-05-13,NH,0,0,2023-12-23-193441886768
2023-05-20,NH,0,0,2023-12-23-193441886768
2023-05-27,NH,0,0,2023-12-23-193441886768
2023-06-03,NH,0,0,2023-12-23-193441886768
2023-06-10,NH,0,0,2023-12-23-193441886768
2023-06-17,NH,0,0,2023-12-23-193441886768
2023-06-24,NH,0,0,2023-12-23-193441886768
2023-07-01,NH,0,0,2023-12-23-193441886768
2023-07-08,NH,0,0,2023-12-23-193441886768
2023-07-15,NH,0,0,2023-12-23-193441886768
2023-07-22,NH,0,0,2023-12-23-193441886768
2023-07-29,NH,0,0,2023-12-23-193441886768
2023-08-05,NH,0,0,2023-12-23-193441886768
2023-08-12,NH,0,0,2023-12-23-193441886768
2023-08-19,NH,0,0,2023-12-23-193441886768
2023-08-26,NH,0,0,2023-12-23-193441886768
2023-09-02,NH,0,0,2023-12-23-193441886768
2023-09-09,NH,0,0,2023-12-23-193441886768
2023-09-16,NH,0,0,2023-12-23-193441886768
2023-09-23,NH,0,0,2023-12-23-193441886768
2023-09-30,NH,0,0,2023-12-23-193441886768
2023-10-07,NH,0,0,2023-12-23-193441886768
2023-10-14,NH,0,0,2023-12-23-193441886768
2023-10-21,NH,0,0,2023-12-23-193441886768
2023-10-28,NH,0,0,2023-12-23-193441886768
2023-11-04,NH,0,0,2023-12-23-193441886768
2023-11-11,NH,0,0,2023-12-23-193441886768
2023-11-18,NH,0,0,2023-12-23-193441886768
2023-11-25,NH,0,0,2023-12-23-193441886768
2023-12-02,NH,0,0,2023-12-23-193441886768
2023-12-09,NH,0,0,2023-12-23-193441886768
2023-12-16,NH,0,0,2023-12-23-193441886768
2021-12-25,NJ,0,2.333,2023-12-23-193441886768
2022-01-01,NJ,0,2.333,2023-12-23-193441886768
2022-01-08,NJ,0,1.667,2023-12-23-193441886768
2022-01-15,NJ,0,0.333,2023-12-23-193441886768
2022-01-22,NJ,0,0.667,2023-12-23-193441886768
2022-01-29,NJ,0,0.667,2023-12-23-193441886768
2022-02-05,NJ,0,1.333,2023-12-23-193441886768
2022-02-12,NJ,0,0.667,2023-12-23-193441886768
2022-02-19,NJ,0,0.667,2023-12-23-193441886768
2022-02-26,NJ,0,1,2023-12-23-193441886768
2022-03-05,NJ,0,2,2023-12-23-193441886768
2022-03-12,NJ,0,2,2023-12-23-193441886768
2022-03-19,NJ,0,1,2023-12-23-193441886768
2022-03-26,NJ,0,0.333,2023-12-23-193441886768
2022-04-02,NJ,0,0.333,2023-12-23-193441886768
2022-04-09,NJ,0,0.667,2023-12-23-193441886768
2022-04-16,NJ,0,0.333,2023-12-23-193441886768
2022-04-23,NJ,0,0.333,2023-12-23-193441886768
2022-04-30,NJ,0,0,2023-12-23-193441886768
2022-05-07,NJ,0,0,2023-12-23-193441886768
2022-05-14,NJ,0,0,2023-12-23-193441886768
2022-05-21,NJ,0,0,2023-12-23-193441886768
2022-05-28,NJ,0,0,2023-12-23-193441886768
2022-06-04,NJ,0,0.667,2023-12-23-193441886768
2022-06-11,NJ,0,1,2023-12-23-193441886768
2022-06-18,NJ,0,1,2023-12-23-193441886768
2022-06-25,NJ,0,0.333,2023-12-23-193441886768
2022-07-02,NJ,0,0,2023-12-23-193441886768
2022-07-09,NJ,0,0,2023-12-23-193441886768
2022-07-16,NJ,0,0,2023-12-23-193441886768
2022-07-23,NJ,0,0,2023-12-23-193441886768
2022-07-30,NJ,0,0,2023-12-23-193441886768
2022-08-06,NJ,0,0,2023-12-23-193441886768
2022-08-13,NJ,0,0,2023-12-23-193441886768
2022-08-20,NJ,0,0,2023-12-23-193441886768
2022-08-27,NJ,0,0,2023-12-23-193441886768
2022-09-03,NJ,0,0,2023-12-23-193441886768
2022-09-10,NJ,0,0.667,2023-12-23-193441886768
2022-09-17,NJ,0,1,2023-12-23-193441886768
2022-09-24,NJ,0,1.333,2023-12-23-193441886768
2022-10-01,NJ,0,1,2023-12-23-193441886768
2022-10-08,NJ,0,0.667,2023-12-23-193441886768
2022-10-15,NJ,0,0.667,2023-12-23-193441886768
2022-10-22,NJ,0,1.333,2023-12-23-193441886768
2022-10-29,NJ,17.778,4.667,2023-12-23-193441886768
2022-11-05,NJ,22.54,9,2023-12-23-193441886768
2022-11-12,NJ,16.557,12.333,2023-12-23-193441886768
2022-11-19,NJ,14.164,22,2023-12-23-193441886768
2022-11-26,NJ,12.432,28.333,2023-12-23-193441886768
2022-12-03,NJ,11.008,30,2023-12-23-193441886768
2022-12-10,NJ,6.734,21,2023-12-23-193441886768
2022-12-17,NJ,3.704,12.333,2023-12-23-193441886768
2022-12-24,NJ,0,12.333,2023-12-23-193441886768
2022-12-31,NJ,2.381,13,2023-12-23-193441886768
2023-01-07,NJ,2.381,14,2023-12-23-193441886768
2023-01-14,NJ,2.381,8.667,2023-12-23-193441886768
2023-01-21,NJ,0,4.333,2023-12-23-193441886768
2023-01-28,NJ,0,1.667,2023-12-23-193441886768
2023-02-04,NJ,0,1.333,2023-12-23-193441886768
2023-02-11,NJ,0,1,2023-12-23-193441886768
2023-02-18,NJ,0,0.333,2023-12-23-193441886768
2023-02-25,NJ,0,0,2023-12-23-193441886768
2023-03-04,NJ,0,0,2023-12-23-193441886768
2023-03-11,NJ,0,0.333,2023-12-23-193441886768
2023-03-18,NJ,0,0.333,2023-12-23-193441886768
2023-03-25,NJ,0,0.333,2023-12-23-193441886768
2023-04-01,NJ,0,0,2023-12-23-193441886768
2023-04-08,NJ,0,0,2023-12-23-193441886768
2023-04-15,NJ,0,0,2023-12-23-193441886768
2023-04-22,NJ,0,0,2023-12-23-193441886768
2023-04-29,NJ,0,0,2023-12-23-193441886768
2023-05-06,NJ,0,0,2023-12-23-193441886768
2023-05-13,NJ,0,0,2023-12-23-193441886768
2023-05-20,NJ,0,0.333,2023-12-23-193441886768
2023-05-27,NJ,0,0.333,2023-12-23-193441886768
2023-06-03,NJ,0,0.333,2023-12-23-193441886768
2023-06-10,NJ,0,0,2023-12-23-193441886768
2023-06-17,NJ,0,0,2023-12-23-193441886768
2023-06-24,NJ,0,0,2023-12-23-193441886768
2023-07-01,NJ,0,0,2023-12-23-193441886768
2023-07-08,NJ,0,0,2023-12-23-193441886768
2023-07-15,NJ,0,0,2023-12-23-193441886768
2023-07-22,NJ,0,0,2023-12-23-193441886768
2023-07-29,NJ,0,0,2023-12-23-193441886768
2023-08-05,NJ,0,0,2023-12-23-193441886768
2023-08-12,NJ,0,0,2023-12-23-193441886768
2023-08-19,NJ,0,0,2023-12-23-193441886768
2023-08-26,NJ,0,0,2023-12-23-193441886768
2023-09-02,NJ,0,0,2023-12-23-193441886768
2023-09-09,NJ,0,0.333,2023-12-23-193441886768
2023-09-16,NJ,0,0.333,2023-12-23-193441886768
2023-09-23,NJ,0,0.333,2023-12-23-193441886768
2023-09-30,NJ,0,0,2023-12-23-193441886768
2023-10-07,NJ,0,0,2023-12-23-193441886768
2023-10-14,NJ,0,0,2023-12-23-193441886768
2023-10-21,NJ,0,0,2023-12-23-193441886768
2023-10-28,NJ,0,0,2023-12-23-193441886768
2023-11-04,NJ,0,0,2023-12-23-193441886768
2023-11-11,NJ,0,0,2023-12-23-193441886768
2023-11-18,NJ,0,0,2023-12-23-193441886768
2023-11-25,NJ,0,0,2023-12-23-193441886768
2023-12-02,NJ,0,0,2023-12-23-193441886768
2023-12-09,NJ,0,0,2023-12-23-193441886768
2023-12-16,NJ,0,0,2023-12-23-193441886768
2021-12-25,NM,0,0,2023-12-23-193441886768
2022-01-01,NM,0,0,2023-12-23-193441886768
2022-01-08,NM,0,0,2023-12-23-193441886768
2022-01-15,NM,0,0,2023-12-23-193441886768
2022-01-22,NM,0,0,2023-12-23-193441886768
2022-01-29,NM,0,0,2023-12-23-193441886768
2022-02-05,NM,0,0,2023-12-23-193441886768
2022-02-12,NM,0,0,2023-12-23-193441886768
2022-02-19,NM,0,0,2023-12-23-193441886768
2022-02-26,NM,0,0,2023-12-23-193441886768
2022-03-05,NM,0,0,2023-12-23-193441886768
2022-03-12,NM,0,0,2023-12-23-193441886768
2022-03-19,NM,0,0,2023-12-23-193441886768
2022-03-26,NM,0,0,2023-12-23-193441886768
2022-04-02,NM,0,0,2023-12-23-193441886768
2022-04-09,NM,0,0,2023-12-23-193441886768
2022-04-16,NM,0,0,2023-12-23-193441886768
2022-04-23,NM,0,0,2023-12-23-193441886768
2022-04-30,NM,0,0,2023-12-23-193441886768
2022-05-07,NM,0,0,2023-12-23-193441886768
2022-05-14,NM,0,0,2023-12-23-193441886768
2022-05-21,NM,0,0,2023-12-23-193441886768
2022-05-28,NM,0,0,2023-12-23-193441886768
2022-06-04,NM,0,0,2023-12-23-193441886768
2022-06-11,NM,0,0,2023-12-23-193441886768
2022-06-18,NM,0,0,2023-12-23-193441886768
2022-06-25,NM,0,0,2023-12-23-193441886768
2022-07-02,NM,0,0,2023-12-23-193441886768
2022-07-09,NM,0,0,2023-12-23-193441886768
2022-07-16,NM,0,0,2023-12-23-193441886768
2022-07-23,NM,0,0,2023-12-23-193441886768
2022-07-30,NM,0,0,2023-12-23-193441886768
2022-08-06,NM,0,0,2023-12-23-193441886768
2022-08-13,NM,0,0,2023-12-23-193441886768
2022-08-20,NM,0,0,2023-12-23-193441886768
2022-08-27,NM,0,0,2023-12-23-193441886768
2022-09-03,NM,0,0,2023-12-23-193441886768
2022-09-10,NM,0,0,2023-12-23-193441886768
2022-09-17,NM,0,0,2023-12-23-193441886768
2022-09-24,NM,0,0,2023-12-23-193441886768
2022-10-01,NM,0,0,2023-12-23-193441886768
2022-10-08,NM,0,0,2023-12-23-193441886768
2022-10-15,NM,0,0,2023-12-23-193441886768
2022-10-22,NM,0,0,2023-12-23-193441886768
2022-10-29,NM,0,0,2023-12-23-193441886768
2022-11-05,NM,0,0,2023-12-23-193441886768
2022-11-12,NM,0,0,2023-12-23-193441886768
2022-11-19,NM,0,0,2023-12-23-193441886768
2022-11-26,NM,0,0,2023-12-23-193441886768
2022-12-03,NM,0,0,2023-12-23-193441886768
2022-12-10,NM,0,0,2023-12-23-193441886768
2022-12-17,NM,0,0,2023-12-23-193441886768
2022-12-24,NM,0,0,2023-12-23-193441886768
2022-12-31,NM,0,0,2023-12-23-193441886768
2023-01-07,NM,0,0,2023-12-23-193441886768
2023-01-14,NM,0,0,2023-12-23-193441886768
2023-01-21,NM,0,0,2023-12-23-193441886768
2023-01-28,NM,0,0,2023-12-23-193441886768
2023-02-04,NM,0,0,2023-12-23-193441886768
2023-02-11,NM,0,0,2023-12-23-193441886768
2023-02-18,NM,0,0,2023-12-23-193441886768
2023-02-25,NM,0,0,2023-12-23-193441886768
2023-03-04,NM,0,0,2023-12-23-193441886768
2023-03-11,NM,0,0,2023-12-23-193441886768
2023-03-18,NM,0,0,2023-12-23-193441886768
2023-03-25,NM,0,0,2023-12-23-193441886768
2023-04-01,NM,0,0,2023-12-23-193441886768
2023-04-08,NM,0,0,2023-12-23-193441886768
2023-04-15,NM,0,0,2023-12-23-193441886768
2023-04-22,NM,0,0,2023-12-23-193441886768
2023-04-29,NM,0,0,2023-12-23-193441886768
2023-05-06,NM,0,0,2023-12-23-193441886768
2023-05-13,NM,0,0,2023-12-23-193441886768
2023-05-20,NM,0,0,2023-12-23-193441886768
2023-05-27,NM,0,0,2023-12-23-193441886768
2023-06-03,NM,0,0,2023-12-23-193441886768
2023-06-10,NM,0,0,2023-12-23-193441886768
2023-06-17,NM,0,0,2023-12-23-193441886768
2023-06-24,NM,0,0,2023-12-23-193441886768
2023-07-01,NM,0,0,2023-12-23-193441886768
2023-07-08,NM,0,0,2023-12-23-193441886768
2023-07-15,NM,0,0,2023-12-23-193441886768
2023-07-22,NM,0,0,2023-12-23-193441886768
2023-07-29,NM,0,0,2023-12-23-193441886768
2023-08-05,NM,0,0,2023-12-23-193441886768
2023-08-12,NM,0,0,2023-12-23-193441886768
2023-08-19,NM,0,0,2023-12-23-193441886768
2023-08-26,NM,0,0,2023-12-23-193441886768
2023-09-02,NM,0,0,2023-12-23-193441886768
2023-09-09,NM,0,0,2023-12-23-193441886768
2023-09-16,NM,0,0,2023-12-23-193441886768
2023-09-23,NM,0,0,2023-12-23-193441886768
2023-09-30,NM,0,0,2023-12-23-193441886768
2023-10-07,NM,0,0,2023-12-23-193441886768
