week,state,percent_positive,total_pcr_tests,update_dts
2020-12-19,AL,0,92,2022-12-19-121529
2020-12-26,AL,0,83,2022-12-19-121529
2021-01-02,AL,0,85.333,2022-12-19-121529
2021-01-09,AL,0,84.667,2022-12-19-121529
2021-01-16,AL,0.383,89,2022-12-19-121529
2021-01-23,AL,0.73,85.667,2022-12-19-121529
2021-01-30,AL,0.73,87,2022-12-19-121529
2021-02-06,AL,0.347,88,2022-12-19-121529
2021-02-13,AL,0,79,2022-12-19-121529
2021-02-20,AL,0,77.667,2022-12-19-121529
2021-02-27,AL,0.37,77.667,2022-12-19-121529
2021-03-06,AL,0.37,82.667,2022-12-19-121529
2021-03-13,AL,2.275,81.333,2022-12-19-121529
2021-03-20,AL,2.338,77,2022-12-19-121529
2021-03-27,AL,3.787,72,2022-12-19-121529
2021-04-03,AL,2.304,75,2022-12-19-121529
2021-04-10,AL,2.238,79.667,2022-12-19-121529
2021-04-17,AL,2.615,81,2022-12-19-121529
2021-04-24,AL,4.729,85.333,2022-12-19-121529
2021-05-01,AL,6.832,91,2022-12-19-121529
2021-05-08,AL,8.13,98.667,2022-12-19-121529
2021-05-15,AL,9.271,113.333,2022-12-19-121529
2021-05-22,AL,11.094,121.333,2022-12-19-121529
2021-05-29,AL,14.052,135,2022-12-19-121529
2021-06-05,AL,17.605,145,2022-12-19-121529
2021-06-12,AL,20.065,152,2022-12-19-121529
2021-06-19,AL,19.155,145,2022-12-19-121529
2021-06-26,AL,17.189,121.333,2022-12-19-121529
2021-07-03,AL,12.586,111.667,2022-12-19-121529
2021-07-10,AL,7.655,119,2022-12-19-121529
2021-07-17,AL,3.382,121,2022-12-19-121529
2021-07-24,AL,1.956,141,2022-12-19-121529
2021-07-31,AL,3.069,201.667,2022-12-19-121529
2021-08-07,AL,4.223,225,2022-12-19-121529
2021-08-14,AL,3.857,194.667,2022-12-19-121529
2021-08-21,AL,3.221,196.333,2022-12-19-121529
2021-08-28,AL,1.786,170.667,2022-12-19-121529
2021-09-04,AL,2.056,157.333,2022-12-19-121529
2021-09-11,AL,2.328,82.667,2022-12-19-121529
2021-09-18,AL,2.452,64.667,2022-12-19-121529
2021-09-25,AL,2.587,90.667,2022-12-19-121529
2021-10-02,AL,1.955,88,2022-12-19-121529
2021-10-09,AL,1.492,104.667,2022-12-19-121529
2021-10-16,AL,1.14,88,2022-12-19-121529
2021-10-23,AL,1.156,86.667,2022-12-19-121529
2021-10-30,AL,0.786,85,2022-12-19-121529
2021-11-06,AL,1.016,75.333,2022-12-19-121529
2021-11-13,AL,2.123,60.667,2022-12-19-121529
2021-11-20,AL,2.123,47,2022-12-19-121529
2021-11-27,AL,2.507,51.333,2022-12-19-121529
2021-12-04,AL,2.386,52.667,2022-12-19-121529
2021-12-11,AL,3.053,54.667,2022-12-19-121529
2021-12-18,AL,3.138,43,2022-12-19-121529
2021-12-25,AL,1.95,91,2022-12-19-121529
2022-01-01,AL,1.439,217.333,2022-12-19-121529
2022-01-08,AL,0.328,307,2022-12-19-121529
2022-01-15,AL,0.155,256,2022-12-19-121529
2022-01-22,AL,1.042,123.667,2022-12-19-121529
2022-01-29,AL,3.002,29.667,2022-12-19-121529
2022-02-05,AL,3.002,30.333,2022-12-19-121529
2022-02-12,AL,2.199,66.333,2022-12-19-121529
2022-02-19,AL,2.246,88.333,2022-12-19-121529
2022-02-26,AL,2.926,107,2022-12-19-121529
2022-03-05,AL,4.138,106.333,2022-12-19-121529
2022-03-12,AL,2.484,110,2022-12-19-121529
2022-03-19,AL,2.162,108.333,2022-12-19-121529
2022-03-26,AL,0.713,83.667,2022-12-19-121529
2022-04-02,AL,0.358,70.667,2022-12-19-121529
2022-04-09,AL,0,54,2022-12-19-121529
2022-04-16,AL,0,48.667,2022-12-19-121529
2022-04-23,AL,0.617,48.333,2022-12-19-121529
2022-04-30,AL,0.617,55.333,2022-12-19-121529
2022-05-07,AL,1.258,56.667,2022-12-19-121529
2022-05-14,AL,3.362,55,2022-12-19-121529
2022-05-21,AL,5.445,49.667,2022-12-19-121529
2022-05-28,AL,4.804,45.333,2022-12-19-121529
2022-06-04,AL,2.824,44,2022-12-19-121529
2022-06-11,AL,2.291,42.333,2022-12-19-121529
2022-06-18,AL,4.76,38.333,2022-12-19-121529
2022-06-25,AL,4.02,34.667,2022-12-19-121529
2022-07-02,AL,4.62,30.667,2022-12-19-121529
2022-07-09,AL,4.111,38.667,2022-12-19-121529
2022-07-16,AL,4.111,36.333,2022-12-19-121529
2022-07-23,AL,4.739,38,2022-12-19-121529
2022-07-30,AL,2.778,30.333,2022-12-19-121529
2022-08-06,AL,4.63,33.333,2022-12-19-121529
2022-08-13,AL,4.416,30,2022-12-19-121529
2022-08-20,AL,8.583,31.333,2022-12-19-121529
2022-08-27,AL,8.533,31.667,2022-12-19-121529
2022-09-03,AL,12.379,31.667,2022-12-19-121529
2022-09-10,AL,10.064,33,2022-12-19-121529
2022-09-17,AL,11.161,28.333,2022-12-19-121529
2022-09-24,AL,6.711,31,2022-12-19-121529
2022-10-01,AL,4.859,29.667,2022-12-19-121529
2022-10-08,AL,3.243,30.667,2022-12-19-121529
2022-10-15,AL,3.084,31.667,2022-12-19-121529
2022-10-22,AL,3.659,40.333,2022-12-19-121529
2022-10-29,AL,2.923,52,2022-12-19-121529
2022-11-05,AL,1.75,57.333,2022-12-19-121529
2022-11-12,AL,2.009,51.333,2022-12-19-121529
2022-11-19,AL,4.493,38.333,2022-12-19-121529
2022-11-26,AL,8.626,32.333,2022-12-19-121529
2022-12-03,AL,9.697,30.667,2022-12-19-121529
2022-12-10,AL,10,35,2022-12-19-121529
2020-12-19,AZ,0,162.667,2022-12-19-121529
2020-12-26,AZ,0,155,2022-12-19-121529
2021-01-02,AZ,0,163.667,2022-12-19-121529
2021-01-09,AZ,0.215,163.667,2022-12-19-121529
2021-01-16,AZ,0.215,149.333,2022-12-19-121529
2021-01-23,AZ,0.215,145,2022-12-19-121529
2021-01-30,AZ,0,145.667,2022-12-19-121529
2021-02-06,AZ,0,175.667,2022-12-19-121529
2021-02-13,AZ,0,183.667,2022-12-19-121529
2021-02-20,AZ,0.175,194.667,2022-12-19-121529
2021-02-27,AZ,0.175,196,2022-12-19-121529
2021-03-06,AZ,0.175,180.667,2022-12-19-121529
2021-03-13,AZ,0,175.333,2022-12-19-121529
2021-03-20,AZ,0,178.333,2022-12-19-121529
2021-03-27,AZ,0,199,2022-12-19-121529
2021-04-03,AZ,0,217.333,2022-12-19-121529
2021-04-10,AZ,0.154,216.667,2022-12-19-121529
2021-04-17,AZ,0.154,217,2022-12-19-121529
2021-04-24,AZ,0.305,214.333,2022-12-19-121529
2021-05-01,AZ,0.151,222.333,2022-12-19-121529
2021-05-08,AZ,0.278,241.333,2022-12-19-121529
2021-05-15,AZ,0.127,251.667,2022-12-19-121529
2021-05-22,AZ,0.127,251.333,2022-12-19-121529
2021-05-29,AZ,0.575,241,2022-12-19-121529
2021-06-05,AZ,0.575,227,2022-12-19-121529
2021-06-12,AZ,1.049,217.667,2022-12-19-121529
2021-06-19,AZ,1.329,205.333,2022-12-19-121529
2021-06-26,AZ,2.21,211,2022-12-19-121529
2021-07-03,AZ,3.283,219.667,2022-12-19-121529
2021-07-10,AZ,5.116,237.333,2022-12-19-121529
2021-07-17,AZ,11.46,229.333,2022-12-19-121529
2021-07-24,AZ,14.999,272.667,2022-12-19-121529
2021-07-31,AZ,19.472,320.333,2022-12-19-121529
2021-08-07,AZ,19.928,393,2022-12-19-121529
2021-08-14,AZ,22.446,446,2022-12-19-121529
2021-08-21,AZ,23.791,492,2022-12-19-121529
2021-08-28,AZ,23.286,500.333,2022-12-19-121529
2021-09-04,AZ,24.975,469.667,2022-12-19-121529
2021-09-11,AZ,26.194,435,2022-12-19-121529
2021-09-18,AZ,27.631,436,2022-12-19-121529
2021-09-25,AZ,24.765,440,2022-12-19-121529
2021-10-02,AZ,21.223,454.667,2022-12-19-121529
2021-10-09,AZ,17.829,447.667,2022-12-19-121529
2021-10-16,AZ,14.884,433,2022-12-19-121529
2021-10-23,AZ,12.681,433,2022-12-19-121529
2021-10-30,AZ,11.505,436,2022-12-19-121529
2021-11-06,AZ,12.21,437.333,2022-12-19-121529
2021-11-13,AZ,11.128,434.333,2022-12-19-121529
2021-11-20,AZ,10.459,456.667,2022-12-19-121529
2021-11-27,AZ,9.049,489.333,2022-12-19-121529
2021-12-04,AZ,8.875,507.333,2022-12-19-121529
2021-12-11,AZ,8.52,516,2022-12-19-121529
2021-12-18,AZ,9.514,513,2022-12-19-121529
2021-12-25,AZ,11.275,525,2022-12-19-121529
2022-01-01,AZ,11.993,571.333,2022-12-19-121529
2022-01-08,AZ,9.644,601.667,2022-12-19-121529
2022-01-15,AZ,7.14,609,2022-12-19-121529
2022-01-22,AZ,5.299,526.667,2022-12-19-121529
2022-01-29,AZ,5.564,469.667,2022-12-19-121529
2022-02-05,AZ,5.292,396,2022-12-19-121529
2022-02-12,AZ,4.75,362,2022-12-19-121529
2022-02-19,AZ,4.159,345.333,2022-12-19-121529
2022-02-26,AZ,3.37,337,2022-12-19-121529
2022-03-05,AZ,3.397,343,2022-12-19-121529
2022-03-12,AZ,3.106,318,2022-12-19-121529
2022-03-19,AZ,2.835,329,2022-12-19-121529
2022-03-26,AZ,2.843,320.333,2022-12-19-121529
2022-04-02,AZ,3.154,323.333,2022-12-19-121529
2022-04-09,AZ,3.05,305.333,2022-12-19-121529
2022-04-16,AZ,1.865,310.667,2022-12-19-121529
2022-04-23,AZ,1.566,306.333,2022-12-19-121529
2022-04-30,AZ,1.283,331,2022-12-19-121529
2022-05-07,AZ,2.105,330,2022-12-19-121529
2022-05-14,AZ,1.646,359.333,2022-12-19-121529
2022-05-21,AZ,1.967,347,2022-12-19-121529
2022-05-28,AZ,2.125,360.667,2022-12-19-121529
2022-06-04,AZ,2.15,352.667,2022-12-19-121529
2022-06-11,AZ,2.245,336.667,2022-12-19-121529
2022-06-18,AZ,1.544,306.667,2022-12-19-121529
2022-06-25,AZ,2.013,242.333,2022-12-19-121529
2022-07-02,AZ,1.703,234.333,2022-12-19-121529
2022-07-09,AZ,1.708,233.333,2022-12-19-121529
2022-07-16,AZ,1.142,259.333,2022-12-19-121529
2022-07-23,AZ,1.175,252,2022-12-19-121529
2022-07-30,AZ,0.811,250.333,2022-12-19-121529
2022-08-06,AZ,1.315,299,2022-12-19-121529
2022-08-13,AZ,1.067,359.333,2022-12-19-121529
2022-08-20,AZ,1.874,377.333,2022-12-19-121529
2022-08-27,AZ,2.627,373,2022-12-19-121529
2022-09-03,AZ,3.467,341.667,2022-12-19-121529
2022-09-10,AZ,4.132,338.667,2022-12-19-121529
2022-09-17,AZ,4.991,308.667,2022-12-19-121529
2022-09-24,AZ,8.834,300.333,2022-12-19-121529
2022-10-01,AZ,13.68,325.333,2022-12-19-121529
2022-10-08,AZ,20.504,364,2022-12-19-121529
2022-10-15,AZ,24.79,348.333,2022-12-19-121529
2022-10-22,AZ,26.488,348.667,2022-12-19-121529
2022-10-29,AZ,28.428,361.667,2022-12-19-121529
2022-11-05,AZ,29.21,464.667,2022-12-19-121529
2022-11-12,AZ,30.617,534,2022-12-19-121529
2022-11-19,AZ,27.221,595.667,2022-12-19-121529
2022-11-26,AZ,24.051,532,2022-12-19-121529
2022-12-03,AZ,14.504,333.667,2022-12-19-121529
2022-12-10,AZ,10.105,191.5,2022-12-19-121529
2020-12-19,AR,0,0,2022-12-19-121529
2020-12-26,AR,0,0,2022-12-19-121529
2021-01-02,AR,0,0,2022-12-19-121529
2021-01-09,AR,0,0,2022-12-19-121529
2021-01-16,AR,0,0,2022-12-19-121529
2021-01-23,AR,0.351,0,2022-12-19-121529
2021-01-30,AR,0.351,0,2022-12-19-121529
2021-02-06,AR,0.351,0,2022-12-19-121529
2021-02-13,AR,0,0,2022-12-19-121529
2021-02-20,AR,0,0,2022-12-19-121529
2021-02-27,AR,0,0,2022-12-19-121529
2021-03-06,AR,0,0,2022-12-19-121529
2021-03-13,AR,0,0,2022-12-19-121529
2021-03-20,AR,0,0,2022-12-19-121529
2021-03-27,AR,0,0,2022-12-19-121529
2021-04-03,AR,0,0,2022-12-19-121529
2021-04-10,AR,0,0,2022-12-19-121529
2021-04-17,AR,0.447,0,2022-12-19-121529
2021-04-24,AR,0.447,0,2022-12-19-121529
2021-05-01,AR,1.119,0,2022-12-19-121529
2021-05-08,AR,1.526,0,2022-12-19-121529
2021-05-15,AR,3.156,0,2022-12-19-121529
2021-05-22,AR,5.391,0,2022-12-19-121529
2021-05-29,AR,10.186,0,2022-12-19-121529
2021-06-05,AR,15.032,0,2022-12-19-121529
2021-06-12,AR,24.553,0,2022-12-19-121529
2021-06-19,AR,36.3,0,2022-12-19-121529
2021-06-26,AR,46.984,0,2022-12-19-121529
2021-07-03,AR,52.794,0,2022-12-19-121529
2021-07-10,AR,53.757,0,2022-12-19-121529
2021-07-17,AR,52.073,0,2022-12-19-121529
2021-07-24,AR,49.716,0,2022-12-19-121529
2021-07-31,AR,41.75,0,2022-12-19-121529
2021-08-07,AR,35.926,0,2022-12-19-121529
2021-08-14,AR,24.86,0,2022-12-19-121529
2021-08-21,AR,19.869,0,2022-12-19-121529
2021-08-28,AR,14.605,0,2022-12-19-121529
2021-09-04,AR,13.873,0,2022-12-19-121529
2021-09-11,AR,12.449,0,2022-12-19-121529
2021-09-18,AR,11.828,0,2022-12-19-121529
2021-09-25,AR,11.318,0,2022-12-19-121529
2021-10-02,AR,9.927,0,2022-12-19-121529
2021-10-09,AR,8.326,0,2022-12-19-121529
2021-10-16,AR,7.838,0,2022-12-19-121529
2021-10-23,AR,7.491,0,2022-12-19-121529
2021-10-30,AR,7.259,0,2022-12-19-121529
2021-11-06,AR,5.261,0,2022-12-19-121529
2021-11-13,AR,4.845,0,2022-12-19-121529
2021-11-20,AR,4.334,0,2022-12-19-121529
2021-11-27,AR,4.442,0,2022-12-19-121529
2021-12-04,AR,5.014,0,2022-12-19-121529
2021-12-11,AR,5.501,0,2022-12-19-121529
2021-12-18,AR,6.907,0,2022-12-19-121529
2021-12-25,AR,6.665,0,2022-12-19-121529
2022-01-01,AR,6.365,0,2022-12-19-121529
2022-01-08,AR,4.86,0,2022-12-19-121529
2022-01-15,AR,3.425,0,2022-12-19-121529
2022-01-22,AR,2.59,0,2022-12-19-121529
2022-01-29,AR,2.069,0,2022-12-19-121529
2022-02-05,AR,2.474,0,2022-12-19-121529
2022-02-12,AR,2.299,0,2022-12-19-121529
2022-02-19,AR,1.838,0,2022-12-19-121529
2022-02-26,AR,0.938,0,2022-12-19-121529
2022-03-05,AR,0.755,0,2022-12-19-121529
2022-03-12,AR,0.885,0,2022-12-19-121529
2022-03-19,AR,0.926,0,2022-12-19-121529
2022-03-26,AR,0.79,0,2022-12-19-121529
2022-04-02,AR,0.72,0,2022-12-19-121529
2022-04-09,AR,0.702,0,2022-12-19-121529
2022-04-16,AR,0.864,0,2022-12-19-121529
2022-04-23,AR,0.944,0,2022-12-19-121529
2022-04-30,AR,1.853,0,2022-12-19-121529
2022-05-07,AR,2.565,0,2022-12-19-121529
2022-05-14,AR,3.395,0,2022-12-19-121529
2022-05-21,AR,3.874,0,2022-12-19-121529
2022-05-28,AR,4.68,0,2022-12-19-121529
2022-06-04,AR,5.971,0,2022-12-19-121529
2022-06-11,AR,6.45,0,2022-12-19-121529
2022-06-18,AR,7.425,0,2022-12-19-121529
2022-06-25,AR,7.615,0,2022-12-19-121529
2022-07-02,AR,9.396,0,2022-12-19-121529
2022-07-09,AR,9.938,0,2022-12-19-121529
2022-07-16,AR,10.87,0,2022-12-19-121529
2022-07-23,AR,11.671,0,2022-12-19-121529
2022-07-30,AR,0,0,2022-12-19-121529
2022-08-06,AR,0,0,2022-12-19-121529
2022-08-13,AR,0,0,2022-12-19-121529
2022-08-20,AR,0,0,2022-12-19-121529
2022-08-27,AR,0,0,2022-12-19-121529
2022-09-03,AR,0,0,2022-12-19-121529
2022-09-10,AR,0,0,2022-12-19-121529
2022-09-17,AR,0,0,2022-12-19-121529
2022-09-24,AR,0,0,2022-12-19-121529
2022-10-01,AR,0,0,2022-12-19-121529
2022-10-08,AR,0,0,2022-12-19-121529
2022-10-15,AR,0,0,2022-12-19-121529
2022-10-22,AR,0,0,2022-12-19-121529
2022-10-29,AR,0,0,2022-12-19-121529
2022-11-05,AR,0,0,2022-12-19-121529
2022-11-12,AR,0,0,2022-12-19-121529
2022-11-19,AR,0,0,2022-12-19-121529
2022-11-26,AR,0,0,2022-12-19-121529
2022-12-03,AR,0,0,2022-12-19-121529
2022-12-10,AR,0,0,2022-12-19-121529
2020-12-19,CA,0,1778,2022-12-19-121529
2020-12-26,CA,0,1718.333,2022-12-19-121529
2021-01-02,CA,0.019,1628.667,2022-12-19-121529
2021-01-09,CA,0.019,1605.667,2022-12-19-121529
2021-01-16,CA,0.043,1573,2022-12-19-121529
2021-01-23,CA,0.023,1468.667,2022-12-19-121529
2021-01-30,CA,0.023,1456,2022-12-19-121529
2021-02-06,CA,0,1516.667,2022-12-19-121529
2021-02-13,CA,0,1580.333,2022-12-19-121529
2021-02-20,CA,0.02,1612,2022-12-19-121529
2021-02-27,CA,0.04,1639,2022-12-19-121529
2021-03-06,CA,0.059,1683.667,2022-12-19-121529
2021-03-13,CA,0.039,1704,2022-12-19-121529
2021-03-20,CA,0.04,1686.333,2022-12-19-121529
2021-03-27,CA,0.02,1530.333,2022-12-19-121529
2021-04-03,CA,0.02,1222.667,2022-12-19-121529
2021-04-10,CA,0,898.333,2022-12-19-121529
2021-04-17,CA,0.052,691,2022-12-19-121529
2021-04-24,CA,0.204,653.667,2022-12-19-121529
2021-05-01,CA,0.204,631.333,2022-12-19-121529
2021-05-08,CA,0.152,516,2022-12-19-121529
2021-05-15,CA,0.114,394.333,2022-12-19-121529
2021-05-22,CA,0.477,288.667,2022-12-19-121529
2021-05-29,CA,0.92,289.667,2022-12-19-121529
2021-06-05,CA,1.052,282.667,2022-12-19-121529
2021-06-12,CA,1.105,297.667,2022-12-19-121529
2021-06-19,CA,1.073,305.333,2022-12-19-121529
2021-06-26,CA,1.443,305,2022-12-19-121529
2021-07-03,CA,2.043,307.667,2022-12-19-121529
2021-07-10,CA,2.119,336.333,2022-12-19-121529
2021-07-17,CA,2.631,384,2022-12-19-121529
2021-07-24,CA,3.153,426.333,2022-12-19-121529
2021-07-31,CA,5.062,442.667,2022-12-19-121529
2021-08-07,CA,6.632,453,2022-12-19-121529
2021-08-14,CA,7.882,464.667,2022-12-19-121529
2021-08-21,CA,7.941,483.667,2022-12-19-121529
2021-08-28,CA,8.824,515.333,2022-12-19-121529
2021-09-04,CA,10.126,553,2022-12-19-121529
2021-09-11,CA,11.322,569.667,2022-12-19-121529
2021-09-18,CA,11.94,609.333,2022-12-19-121529
2021-09-25,CA,11.765,729,2022-12-19-121529
2021-10-02,CA,11.696,977.667,2022-12-19-121529
2021-10-09,CA,10.203,1333,2022-12-19-121529
2021-10-16,CA,9.313,1596.333,2022-12-19-121529
2021-10-23,CA,7.773,2840,2022-12-19-121529
2021-10-30,CA,7.546,4031.333,2022-12-19-121529
2021-11-06,CA,7.464,5248,2022-12-19-121529
2021-11-13,CA,8.868,5153.333,2022-12-19-121529
2021-11-20,CA,10.457,5159.667,2022-12-19-121529
2021-11-27,CA,11.935,5498,2022-12-19-121529
2021-12-04,CA,13.427,6132.333,2022-12-19-121529
2021-12-11,CA,14.317,6580.667,2022-12-19-121529
2021-12-18,CA,14.477,6651.333,2022-12-19-121529
2021-12-25,CA,13.127,5471,2022-12-19-121529
2022-01-01,CA,11.142,6370.667,2022-12-19-121529
2022-01-08,CA,8.707,6745,2022-12-19-121529
2022-01-15,CA,7.067,7746.333,2022-12-19-121529
2022-01-22,CA,5.607,6101.333,2022-12-19-121529
2022-01-29,CA,4.767,4769,2022-12-19-121529
2022-02-05,CA,4.047,3740,2022-12-19-121529
2022-02-12,CA,3.482,3225,2022-12-19-121529
2022-02-19,CA,3.105,2920,2022-12-19-121529
2022-02-26,CA,2.599,2906,2022-12-19-121529
2022-03-05,CA,2.252,2960.333,2022-12-19-121529
2022-03-12,CA,1.763,3105.667,2022-12-19-121529
2022-03-19,CA,1.626,3225,2022-12-19-121529
2022-03-26,CA,1.55,3328.667,2022-12-19-121529
2022-04-02,CA,1.575,3438.667,2022-12-19-121529
2022-04-09,CA,1.342,3485.333,2022-12-19-121529
2022-04-16,CA,1.29,3654,2022-12-19-121529
2022-04-23,CA,1.192,3916.667,2022-12-19-121529
2022-04-30,CA,1.225,4334,2022-12-19-121529
2022-05-07,CA,1.128,4990,2022-12-19-121529
2022-05-14,CA,1.162,5758,2022-12-19-121529
2022-05-21,CA,1.031,6699.333,2022-12-19-121529
2022-05-28,CA,0.854,7199.667,2022-12-19-121529
2022-06-04,CA,0.801,7282.333,2022-12-19-121529
2022-06-11,CA,0.957,6597.667,2022-12-19-121529
2022-06-18,CA,1.015,5786.333,2022-12-19-121529
2022-06-25,CA,0.971,5130.667,2022-12-19-121529
2022-07-02,CA,0.814,5083,2022-12-19-121529
2022-07-09,CA,0.885,5135.667,2022-12-19-121529
2022-07-16,CA,0.983,5009.667,2022-12-19-121529
2022-07-23,CA,1.121,4691,2022-12-19-121529
2022-07-30,CA,1.186,4383.667,2022-12-19-121529
2022-08-06,CA,1.198,4176,2022-12-19-121529
2022-08-13,CA,1.283,4124.333,2022-12-19-121529
2022-08-20,CA,1.575,4395.667,2022-12-19-121529
2022-08-27,CA,1.841,4761,2022-12-19-121529
2022-09-03,CA,2.166,4989.333,2022-12-19-121529
2022-09-10,CA,2.533,5069,2022-12-19-121529
2022-09-17,CA,3.269,5383.333,2022-12-19-121529
2022-09-24,CA,4.568,6029.333,2022-12-19-121529
2022-10-01,CA,6.456,6710,2022-12-19-121529
2022-10-08,CA,8.183,7475.667,2022-12-19-121529
2022-10-15,CA,10.569,8407,2022-12-19-121529
2022-10-22,CA,12.434,10370.333,2022-12-19-121529
2022-10-29,CA,14.486,12462.333,2022-12-19-121529
2022-11-05,CA,15.47,15673,2022-12-19-121529
2022-11-12,CA,15.571,18408,2022-12-19-121529
2022-11-19,CA,14.453,19893.667,2022-12-19-121529
2022-11-26,CA,12.219,20711,2022-12-19-121529
2022-12-03,CA,12.644,13611.667,2022-12-19-121529
2022-12-10,CA,12.857,10894,2022-12-19-121529
2020-12-19,CO,0.035,1703.667,2022-12-19-121529
2020-12-26,CO,0,1563.333,2022-12-19-121529
2021-01-02,CO,0,1490.333,2022-12-19-121529
2021-01-09,CO,0,1452,2022-12-19-121529
2021-01-16,CO,0,1386.333,2022-12-19-121529
2021-01-23,CO,0,1310.333,2022-12-19-121529
2021-01-30,CO,0.028,1260.333,2022-12-19-121529
2021-02-06,CO,0.028,1217.333,2022-12-19-121529
2021-02-13,CO,0.028,1229.667,2022-12-19-121529
2021-02-20,CO,0,1197.667,2022-12-19-121529
2021-02-27,CO,0,1134.667,2022-12-19-121529
2021-03-06,CO,0,1069.333,2022-12-19-121529
2021-03-13,CO,0,1085,2022-12-19-121529
2021-03-20,CO,0.053,1174.667,2022-12-19-121529
2021-03-27,CO,0.141,1178,2022-12-19-121529
2021-04-03,CO,0.197,1194,2022-12-19-121529
2021-04-10,CO,0.171,1188.667,2022-12-19-121529
2021-04-17,CO,0.134,1249.333,2022-12-19-121529
2021-04-24,CO,0.173,1316.333,2022-12-19-121529
2021-05-01,CO,0.23,1302,2022-12-19-121529
2021-05-08,CO,0.204,1303,2022-12-19-121529
2021-05-15,CO,0.326,1249,2022-12-19-121529
2021-05-22,CO,0.301,1227,2022-12-19-121529
2021-05-29,CO,0.367,1153.333,2022-12-19-121529
2021-06-05,CO,0.429,983,2022-12-19-121529
2021-06-12,CO,0.692,742.333,2022-12-19-121529
2021-06-19,CO,1.102,532.333,2022-12-19-121529
2021-06-26,CO,1.908,436.667,2022-12-19-121529
2021-07-03,CO,2.707,447.333,2022-12-19-121529
2021-07-10,CO,3.59,484.667,2022-12-19-121529
2021-07-17,CO,4.548,531.667,2022-12-19-121529
2021-07-24,CO,6.316,575.333,2022-12-19-121529
2021-07-31,CO,7.933,590,2022-12-19-121529
2021-08-07,CO,9.374,642,2022-12-19-121529
2021-08-14,CO,10.294,732.667,2022-12-19-121529
2021-08-21,CO,10.633,864.667,2022-12-19-121529
2021-08-28,CO,10.033,969,2022-12-19-121529
2021-09-04,CO,9.735,974,2022-12-19-121529
2021-09-11,CO,9.767,924.667,2022-12-19-121529
2021-09-18,CO,10.845,864,2022-12-19-121529
2021-09-25,CO,12.3,887,2022-12-19-121529
2021-10-02,CO,13.084,966,2022-12-19-121529
2021-10-09,CO,10.795,992,2022-12-19-121529
2021-10-16,CO,9.088,1230,2022-12-19-121529
2021-10-23,CO,7.583,1422.667,2022-12-19-121529
2021-10-30,CO,7.907,1694.667,2022-12-19-121529
2021-11-06,CO,8.14,1919,2022-12-19-121529
2021-11-13,CO,8.597,2151,2022-12-19-121529
2021-11-20,CO,9.948,2300.333,2022-12-19-121529
2021-11-27,CO,9.432,2371,2022-12-19-121529
2021-12-04,CO,9.089,2393,2022-12-19-121529
2021-12-11,CO,8.58,2434.333,2022-12-19-121529
2021-12-18,CO,8.045,2460,2022-12-19-121529
2021-12-25,CO,6.901,2700,2022-12-19-121529
2022-01-01,CO,5.178,2920,2022-12-19-121529
2022-01-08,CO,3.637,2767,2022-12-19-121529
2022-01-15,CO,2.669,2358.667,2022-12-19-121529
2022-01-22,CO,2.175,1970,2022-12-19-121529
2022-01-29,CO,1.875,1828,2022-12-19-121529
2022-02-05,CO,1.432,2190.667,2022-12-19-121529
2022-02-12,CO,1.131,2136,2022-12-19-121529
2022-02-19,CO,1.108,2062,2022-12-19-121529
2022-02-26,CO,1.622,1421,2022-12-19-121529
2022-03-05,CO,1.952,1363.667,2022-12-19-121529
2022-03-12,CO,1.803,1304.333,2022-12-19-121529
2022-03-19,CO,1.471,1390,2022-12-19-121529
2022-03-26,CO,1.112,1351.333,2022-12-19-121529
2022-04-02,CO,1.154,1335.333,2022-12-19-121529
2022-04-09,CO,0.971,1360.667,2022-12-19-121529
2022-04-16,CO,0.862,1389.333,2022-12-19-121529
2022-04-23,CO,0.798,1566.667,2022-12-19-121529
2022-04-30,CO,0.832,1681.667,2022-12-19-121529
2022-05-07,CO,0.873,1742.333,2022-12-19-121529
2022-05-14,CO,0.809,1953.333,2022-12-19-121529
2022-05-21,CO,0.696,2294.667,2022-12-19-121529
2022-05-28,CO,0.783,2358,2022-12-19-121529
2022-06-04,CO,0.732,2116.667,2022-12-19-121529
2022-06-11,CO,0.91,1686,2022-12-19-121529
2022-06-18,CO,1.12,1590,2022-12-19-121529
2022-06-25,CO,1.037,1497.667,2022-12-19-121529
2022-07-02,CO,1.006,1353,2022-12-19-121529
2022-07-09,CO,0.69,1276.333,2022-12-19-121529
2022-07-16,CO,0.852,1275.333,2022-12-19-121529
2022-07-23,CO,0.946,1333.667,2022-12-19-121529
2022-07-30,CO,1.118,1312.667,2022-12-19-121529
2022-08-06,CO,1.132,1237,2022-12-19-121529
2022-08-13,CO,1.033,1227,2022-12-19-121529
2022-08-20,CO,0.904,1308.667,2022-12-19-121529
2022-08-27,CO,0.82,1383,2022-12-19-121529
2022-09-03,CO,0.901,1447,2022-12-19-121529
2022-09-10,CO,1.025,1401.333,2022-12-19-121529
2022-09-17,CO,1.516,1469.333,2022-12-19-121529
2022-09-24,CO,2.765,1454,2022-12-19-121529
2022-10-01,CO,4.721,1476.667,2022-12-19-121529
2022-10-08,CO,7.193,1380,2022-12-19-121529
2022-10-15,CO,9.914,1343.667,2022-12-19-121529
2022-10-22,CO,9.693,1393.333,2022-12-19-121529
