week,state,percent_positive,total_antigen_detection_tests,update_dts
2021-10-30,NE,0,0,2022-12-10-193826
2021-11-06,NE,0,0,2022-12-10-193826
2021-11-13,NE,0,23.667,2022-12-10-193826
2021-11-20,NE,0,45.667,2022-12-10-193826
2021-11-27,NE,3.547,67,2022-12-10-193826
2021-12-04,NE,5.098,54.333,2022-12-10-193826
2021-12-11,NE,5.17,39.333,2022-12-10-193826
2021-12-18,NE,6.506,25.667,2022-12-10-193826
2021-12-25,NE,4.707,65,2022-12-10-193826
2022-01-01,NE,4.172,89.667,2022-12-10-193826
2022-01-08,NE,2.508,91,2022-12-10-193826
2022-01-15,NE,2.287,48.333,2022-12-10-193826
2022-01-22,NE,8.642,19.667,2022-12-10-193826
2022-01-29,NE,11.111,16.667,2022-12-10-193826
2022-02-05,NE,11.111,14.333,2022-12-10-193826
2022-02-12,NE,6.268,15.667,2022-12-10-193826
2022-02-19,NE,5.128,18.333,2022-12-10-193826
2022-02-26,NE,5.128,15,2022-12-10-193826
2022-03-05,NE,2.564,14.667,2022-12-10-193826
2022-03-12,NE,0,9.667,2022-12-10-193826
2022-03-19,NE,0,12.667,2022-12-10-193826
2022-03-26,NE,0,11,2022-12-10-193826
2022-04-02,NE,4.167,10,2022-12-10-193826
2022-04-09,NE,8.333,7.667,2022-12-10-193826
2022-04-16,NE,8.333,7,2022-12-10-193826
2022-04-23,NE,13.056,9.333,2022-12-10-193826
2022-04-30,NE,11.27,11.333,2022-12-10-193826
2022-05-07,NE,11.27,14,2022-12-10-193826
2022-05-14,NE,4.603,14,2022-12-10-193826
2022-05-21,NE,2.222,16,2022-12-10-193826
2022-05-28,NE,5.926,14.667,2022-12-10-193826
2022-06-04,NE,3.704,13,2022-12-10-193826
2022-06-11,NE,8.466,8.667,2022-12-10-193826
2022-06-18,NE,14.762,9,2022-12-10-193826
2022-06-25,NE,20.317,9.667,2022-12-10-193826
2022-07-02,NE,0,7.333,2022-12-10-193826
2022-07-09,NE,0,5.667,2022-12-10-193826
2022-07-16,NE,0,5.667,2022-12-10-193826
2022-07-23,NE,7.54,8,2022-12-10-193826
2022-07-30,NE,7.54,9,2022-12-10-193826
2022-08-06,NE,4.762,7.667,2022-12-10-193826
2022-08-13,NE,7.407,11.333,2022-12-10-193826
2022-08-20,NE,7.407,14,2022-12-10-193826
2022-08-27,NE,13.818,20,2022-12-10-193826
2022-09-03,NE,10.577,19.333,2022-12-10-193826
2022-09-10,NE,14.925,21.667,2022-12-10-193826
2022-09-17,NE,17.774,25,2022-12-10-193826
2022-09-24,NE,27.893,36,2022-12-10-193826
2022-10-01,NE,34.656,46.333,2022-12-10-193826
2022-10-08,NE,38.591,66.333,2022-12-10-193826
2022-10-15,NE,41.831,82.333,2022-12-10-193826
2022-10-22,NE,45.663,112.667,2022-12-10-193826
2022-10-29,NE,47.952,132.333,2022-12-10-193826
2022-11-05,NE,43.706,141,2022-12-10-193826
2022-11-12,NE,41.784,135.333,2022-12-10-193826
2022-11-19,NE,32.733,121.667,2022-12-10-193826
2022-11-26,NE,26.861,125.667,2022-12-10-193826
2022-12-03,NE,20.76,124.5,2022-12-10-193826
2020-12-12,NV,0,0,2022-12-10-193826
2020-12-19,NV,0,0,2022-12-10-193826
2020-12-26,NV,0,0,2022-12-10-193826
2021-01-02,NV,0,0,2022-12-10-193826
2021-01-09,NV,0,0,2022-12-10-193826
2021-01-16,NV,0,0,2022-12-10-193826
2021-01-23,NV,0,0,2022-12-10-193826
2021-01-30,NV,0,0,2022-12-10-193826
2021-02-06,NV,0,0,2022-12-10-193826
2021-02-13,NV,0,0,2022-12-10-193826
2021-02-20,NV,0,0,2022-12-10-193826
2021-02-27,NV,0,0,2022-12-10-193826
2021-03-06,NV,0,0,2022-12-10-193826
2021-03-13,NV,0,0,2022-12-10-193826
2021-03-20,NV,0,0,2022-12-10-193826
2021-03-27,NV,0,0,2022-12-10-193826
2021-04-03,NV,0,0,2022-12-10-193826
2021-04-10,NV,0,0,2022-12-10-193826
2021-04-17,NV,0,0,2022-12-10-193826
2021-04-24,NV,0,0,2022-12-10-193826
2021-05-01,NV,0,0,2022-12-10-193826
2021-05-08,NV,0,0,2022-12-10-193826
2021-05-15,NV,0,0,2022-12-10-193826
2021-05-22,NV,0,0,2022-12-10-193826
2021-05-29,NV,0,0,2022-12-10-193826
2021-06-05,NV,0,0,2022-12-10-193826
2021-06-12,NV,0,0,2022-12-10-193826
2021-06-19,NV,0,0,2022-12-10-193826
2021-06-26,NV,0,0,2022-12-10-193826
2021-07-03,NV,0,0,2022-12-10-193826
2021-07-10,NV,0,0,2022-12-10-193826
2021-07-17,NV,0,0,2022-12-10-193826
2021-07-24,NV,0,0,2022-12-10-193826
2021-07-31,NV,0,0,2022-12-10-193826
2021-08-07,NV,0,0,2022-12-10-193826
2021-08-14,NV,0,0,2022-12-10-193826
2021-08-21,NV,0,0,2022-12-10-193826
2021-08-28,NV,0,0,2022-12-10-193826
2021-09-04,NV,0,0,2022-12-10-193826
2021-09-11,NV,0,0,2022-12-10-193826
2021-09-18,NV,0,0,2022-12-10-193826
2021-09-25,NV,0,0,2022-12-10-193826
2021-10-02,NV,0,0,2022-12-10-193826
2021-10-09,NV,0,0,2022-12-10-193826
2021-10-16,NV,0,0,2022-12-10-193826
2021-10-23,NV,0,0,2022-12-10-193826
2021-10-30,NV,0,0,2022-12-10-193826
2021-11-06,NV,0,0,2022-12-10-193826
2021-11-13,NV,0,0,2022-12-10-193826
2021-11-20,NV,0,0,2022-12-10-193826
2021-11-27,NV,0,0,2022-12-10-193826
2021-12-04,NV,0,0,2022-12-10-193826
2021-12-11,NV,0,0,2022-12-10-193826
2021-12-18,NV,0,0,2022-12-10-193826
2021-12-25,NV,0,0,2022-12-10-193826
2022-01-01,NV,0,0,2022-12-10-193826
2022-01-08,NV,0,0,2022-12-10-193826
2022-01-15,NV,0,0,2022-12-10-193826
2022-01-22,NV,0,0,2022-12-10-193826
2022-01-29,NV,0,0,2022-12-10-193826
2022-02-05,NV,0,0,2022-12-10-193826
2022-02-12,NV,0,0,2022-12-10-193826
2022-02-19,NV,0,0,2022-12-10-193826
2022-02-26,NV,0,0,2022-12-10-193826
2022-03-05,NV,0,0,2022-12-10-193826
2022-03-12,NV,0,0,2022-12-10-193826
2022-03-19,NV,0,0,2022-12-10-193826
2022-03-26,NV,0,0,2022-12-10-193826
2022-04-02,NV,0,0,2022-12-10-193826
2022-04-09,NV,0,0,2022-12-10-193826
2022-04-16,NV,0,0,2022-12-10-193826
2022-04-23,NV,0,0,2022-12-10-193826
2022-04-30,NV,0,0,2022-12-10-193826
2022-05-07,NV,0,0,2022-12-10-193826
2022-05-14,NV,0,0,2022-12-10-193826
2022-05-21,NV,0,0,2022-12-10-193826
2022-05-28,NV,0,0,2022-12-10-193826
2022-06-04,NV,0,0,2022-12-10-193826
2022-06-11,NV,0,0,2022-12-10-193826
2022-06-18,NV,0,0,2022-12-10-193826
2022-06-25,NV,0,0,2022-12-10-193826
2022-07-02,NV,0,0,2022-12-10-193826
2022-07-09,NV,0,0,2022-12-10-193826
2022-07-16,NV,0,0,2022-12-10-193826
2022-07-23,NV,0,0,2022-12-10-193826
2022-07-30,NV,0,0,2022-12-10-193826
2022-08-06,NV,0,0,2022-12-10-193826
2022-08-13,NV,0,0,2022-12-10-193826
2022-08-20,NV,0,0,2022-12-10-193826
2022-08-27,NV,0,0,2022-12-10-193826
2022-09-03,NV,0,0,2022-12-10-193826
2022-09-10,NV,0,0,2022-12-10-193826
2022-09-17,NV,0,0,2022-12-10-193826
2022-09-24,NV,0,0,2022-12-10-193826
2022-10-01,NV,0,0,2022-12-10-193826
2022-10-08,NV,0,0,2022-12-10-193826
2022-10-15,NV,0,0,2022-12-10-193826
2022-10-22,NV,0,0,2022-12-10-193826
2022-10-29,NV,0,0,2022-12-10-193826
2022-11-05,NV,0,0,2022-12-10-193826
2022-11-12,NV,0,0,2022-12-10-193826
2022-11-19,NV,0,0,2022-12-10-193826
2022-11-26,NV,0,0,2022-12-10-193826
2022-12-03,NV,0,0,2022-12-10-193826
2020-12-12,NH,0,0,2022-12-10-193826
2020-12-19,NH,0,0,2022-12-10-193826
2020-12-26,NH,0,0,2022-12-10-193826
2021-01-02,NH,0,0,2022-12-10-193826
2021-01-09,NH,0,0,2022-12-10-193826
2021-01-16,NH,0,0,2022-12-10-193826
2021-01-23,NH,0,0,2022-12-10-193826
2021-01-30,NH,0,0,2022-12-10-193826
2021-02-06,NH,0,0,2022-12-10-193826
2021-02-13,NH,0,0,2022-12-10-193826
2021-02-20,NH,0,0,2022-12-10-193826
2021-02-27,NH,0,0,2022-12-10-193826
2021-03-06,NH,0,0,2022-12-10-193826
2021-03-13,NH,0,0,2022-12-10-193826
2021-03-20,NH,0,0,2022-12-10-193826
2021-03-27,NH,0,0,2022-12-10-193826
2021-04-03,NH,0,0,2022-12-10-193826
2021-04-10,NH,0,0,2022-12-10-193826
2021-04-17,NH,0,0,2022-12-10-193826
2021-04-24,NH,0,0,2022-12-10-193826
2021-05-01,NH,0,0,2022-12-10-193826
2021-05-08,NH,0,0,2022-12-10-193826
2021-05-15,NH,0,0,2022-12-10-193826
2021-05-22,NH,0,0,2022-12-10-193826
2021-05-29,NH,0,0,2022-12-10-193826
2021-06-05,NH,0,0,2022-12-10-193826
2021-06-12,NH,0,0,2022-12-10-193826
2021-06-19,NH,0,0,2022-12-10-193826
2021-06-26,NH,0,0,2022-12-10-193826
2021-07-03,NH,0,0,2022-12-10-193826
2021-07-10,NH,0,0,2022-12-10-193826
2021-07-17,NH,0,0,2022-12-10-193826
2021-07-24,NH,0,0,2022-12-10-193826
2021-07-31,NH,0,0,2022-12-10-193826
2021-08-07,NH,0,0,2022-12-10-193826
2021-08-14,NH,0,0,2022-12-10-193826
2021-08-21,NH,0,0,2022-12-10-193826
2021-08-28,NH,0,0,2022-12-10-193826
2021-09-04,NH,0,0,2022-12-10-193826
2021-09-11,NH,0,0,2022-12-10-193826
2021-09-18,NH,0,0,2022-12-10-193826
2021-09-25,NH,0,0,2022-12-10-193826
2021-10-02,NH,0,0,2022-12-10-193826
2021-10-09,NH,0,0,2022-12-10-193826
2021-10-16,NH,0,0,2022-12-10-193826
2021-10-23,NH,0,0,2022-12-10-193826
2021-10-30,NH,0,0,2022-12-10-193826
2021-11-06,NH,0,0,2022-12-10-193826
2021-11-13,NH,0,0,2022-12-10-193826
2021-11-20,NH,0,0,2022-12-10-193826
2021-11-27,NH,0,0,2022-12-10-193826
2021-12-04,NH,0,0,2022-12-10-193826
2021-12-11,NH,0,0,2022-12-10-193826
2021-12-18,NH,0,0,2022-12-10-193826
2021-12-25,NH,0,0,2022-12-10-193826
2022-01-01,NH,0,0,2022-12-10-193826
2022-01-08,NH,0,0,2022-12-10-193826
2022-01-15,NH,0,0,2022-12-10-193826
2022-01-22,NH,0,0,2022-12-10-193826
2022-01-29,NH,0,0,2022-12-10-193826
2022-02-05,NH,0,0,2022-12-10-193826
2022-02-12,NH,0,0,2022-12-10-193826
2022-02-19,NH,0,0,2022-12-10-193826
2022-02-26,NH,0,0,2022-12-10-193826
2022-03-05,NH,0,0,2022-12-10-193826
2022-03-12,NH,0,0,2022-12-10-193826
2022-03-19,NH,0,0,2022-12-10-193826
2022-03-26,NH,0,0,2022-12-10-193826
2022-04-02,NH,0,0,2022-12-10-193826
2022-04-09,NH,0,0,2022-12-10-193826
2022-04-16,NH,0,0,2022-12-10-193826
2022-04-23,NH,0,0,2022-12-10-193826
2022-04-30,NH,0,0,2022-12-10-193826
2022-05-07,NH,0,0,2022-12-10-193826
2022-05-14,NH,0,0,2022-12-10-193826
2022-05-21,NH,0,0,2022-12-10-193826
2022-05-28,NH,0,0,2022-12-10-193826
2022-06-04,NH,0,0,2022-12-10-193826
2022-06-11,NH,0,0,2022-12-10-193826
2022-06-18,NH,0,0,2022-12-10-193826
2022-06-25,NH,0,0,2022-12-10-193826
2022-07-02,NH,0,0,2022-12-10-193826
2022-07-09,NH,0,0,2022-12-10-193826
2022-07-16,NH,0,0,2022-12-10-193826
2022-07-23,NH,0,0,2022-12-10-193826
2022-07-30,NH,0,0,2022-12-10-193826
2022-08-06,NH,0,0,2022-12-10-193826
2022-08-13,NH,0,0,2022-12-10-193826
2022-08-20,NH,0,0,2022-12-10-193826
2022-08-27,NH,0,0,2022-12-10-193826
2022-09-03,NH,0,0,2022-12-10-193826
2022-09-10,NH,0,0,2022-12-10-193826
2022-09-17,NH,0,0,2022-12-10-193826
2022-09-24,NH,0,0,2022-12-10-193826
2022-10-01,NH,0,0,2022-12-10-193826
2022-10-08,NH,0,0,2022-12-10-193826
2022-10-15,NH,0,0,2022-12-10-193826
2022-10-22,NH,0,0,2022-12-10-193826
2022-10-29,NH,0,0,2022-12-10-193826
2022-11-05,NH,0,0,2022-12-10-193826
2022-11-12,NH,0,0,2022-12-10-193826
2022-11-19,NH,0,0,2022-12-10-193826
2022-11-26,NH,0,0,2022-12-10-193826
2022-12-03,NH,0,0,2022-12-10-193826
2020-12-12,NJ,0,15.667,2022-12-10-193826
2020-12-19,NJ,0,16.333,2022-12-10-193826
2020-12-26,NJ,0,12.667,2022-12-10-193826
2021-01-02,NJ,0,5,2022-12-10-193826
2021-01-09,NJ,0,2.667,2022-12-10-193826
2021-01-16,NJ,0,4.333,2022-12-10-193826
2021-01-23,NJ,0,6,2022-12-10-193826
2021-01-30,NJ,0,5.667,2022-12-10-193826
2021-02-06,NJ,0,3.667,2022-12-10-193826
2021-02-13,NJ,4.762,4,2022-12-10-193826
2021-02-20,NJ,4.762,4.333,2022-12-10-193826
2021-02-27,NJ,0,4,2022-12-10-193826
2021-03-06,NJ,0,2.333,2022-12-10-193826
2021-03-13,NJ,0,1.667,2022-12-10-193826
2021-03-20,NJ,0,5,2022-12-10-193826
2021-03-27,NJ,0,6,2022-12-10-193826
2021-04-03,NJ,0,6,2022-12-10-193826
2021-04-10,NJ,0,4.667,2022-12-10-193826
2021-04-17,NJ,5.556,5,2022-12-10-193826
2021-04-24,NJ,5.556,5.667,2022-12-10-193826
2021-05-01,NJ,5.556,6,2022-12-10-193826
2021-05-08,NJ,0,6,2022-12-10-193826
2021-05-15,NJ,3.333,7.667,2022-12-10-193826
2021-05-22,NJ,3.333,8.667,2022-12-10-193826
2021-05-29,NJ,3.333,8.667,2022-12-10-193826
2021-06-05,NJ,0,7.667,2022-12-10-193826
2021-06-12,NJ,4.762,6.667,2022-12-10-193826
2021-06-19,NJ,10.317,6.667,2022-12-10-193826
2021-06-26,NJ,18.651,5.667,2022-12-10-193826
2021-07-03,NJ,13.889,6.667,2022-12-10-193826
2021-07-10,NJ,18.333,8,2022-12-10-193826
2021-07-17,NJ,13.03,10.333,2022-12-10-193826
2021-07-24,NJ,25.53,9.667,2022-12-10-193826
2021-07-31,NJ,26.641,9.333,2022-12-10-193826
2021-08-07,NJ,31.019,8.667,2022-12-10-193826
2021-08-14,NJ,37.566,10.667,2022-12-10-193826
2021-08-21,NJ,38.955,15.667,2022-12-10-193826
2021-08-28,NJ,48.214,13.333,2022-12-10-193826
2021-09-04,NJ,33.333,11.333,2022-12-10-193826
2021-09-11,NJ,31.944,4.333,2022-12-10-193826
2021-09-18,NJ,40.278,5,2022-12-10-193826
2021-09-25,NJ,52.778,4.333,2022-12-10-193826
2021-10-02,NJ,0,3.333,2022-12-10-193826
2021-10-09,NJ,0,3.333,2022-12-10-193826
2021-10-16,NJ,0,2,2022-12-10-193826
2021-10-23,NJ,16.667,2.667,2022-12-10-193826
2021-10-30,NJ,0,2.333,2022-12-10-193826
2021-11-06,NJ,0,2.667,2022-12-10-193826
2021-11-13,NJ,0,2,2022-12-10-193826
2021-11-20,NJ,0,1.667,2022-12-10-193826
2021-11-27,NJ,0,2,2022-12-10-193826
2021-12-04,NJ,25,2.333,2022-12-10-193826
2021-12-11,NJ,8.333,2,2022-12-10-193826
2021-12-18,NJ,0,1.333,2022-12-10-193826
2021-12-25,NJ,0,2.333,2022-12-10-193826
2022-01-01,NJ,0,2.333,2022-12-10-193826
2022-01-08,NJ,0,1.667,2022-12-10-193826
2022-01-15,NJ,0,0.333,2022-12-10-193826
2022-01-22,NJ,0,0.667,2022-12-10-193826
2022-01-29,NJ,0,0.667,2022-12-10-193826
2022-02-05,NJ,0,1.333,2022-12-10-193826
2022-02-12,NJ,0,0.667,2022-12-10-193826
2022-02-19,NJ,0,0.667,2022-12-10-193826
2022-02-26,NJ,0,1,2022-12-10-193826
2022-03-05,NJ,0,2,2022-12-10-193826
2022-03-12,NJ,0,2,2022-12-10-193826
2022-03-19,NJ,0,1,2022-12-10-193826
2022-03-26,NJ,0,0.333,2022-12-10-193826
2022-04-02,NJ,0,0.333,2022-12-10-193826
2022-04-09,NJ,0,0.667,2022-12-10-193826
2022-04-16,NJ,0,0.333,2022-12-10-193826
2022-04-23,NJ,0,0.333,2022-12-10-193826
2022-04-30,NJ,0,0,2022-12-10-193826
2022-05-07,NJ,0,0,2022-12-10-193826
2022-05-14,NJ,0,0,2022-12-10-193826
2022-05-21,NJ,0,0,2022-12-10-193826
2022-05-28,NJ,0,0,2022-12-10-193826
2022-06-04,NJ,0,0.667,2022-12-10-193826
2022-06-11,NJ,0,1,2022-12-10-193826
2022-06-18,NJ,0,1,2022-12-10-193826
2022-06-25,NJ,0,0.333,2022-12-10-193826
2022-07-02,NJ,0,0,2022-12-10-193826
2022-07-09,NJ,0,0,2022-12-10-193826
2022-07-16,NJ,0,0,2022-12-10-193826
2022-07-23,NJ,0,0,2022-12-10-193826
2022-07-30,NJ,0,0,2022-12-10-193826
2022-08-06,NJ,0,0,2022-12-10-193826
2022-08-13,NJ,0,0,2022-12-10-193826
2022-08-20,NJ,0,0,2022-12-10-193826
2022-08-27,NJ,0,0,2022-12-10-193826
2022-09-03,NJ,0,0,2022-12-10-193826
2022-09-10,NJ,0,0.667,2022-12-10-193826
2022-09-17,NJ,0,1,2022-12-10-193826
2022-09-24,NJ,0,1.333,2022-12-10-193826
2022-10-01,NJ,0,1,2022-12-10-193826
2022-10-08,NJ,0,0.667,2022-12-10-193826
2022-10-15,NJ,0,0.667,2022-12-10-193826
2022-10-22,NJ,0,1.333,2022-12-10-193826
2022-10-29,NJ,17.778,4.667,2022-12-10-193826
2022-11-05,NJ,22.54,9,2022-12-10-193826
2022-11-12,NJ,16.557,12.333,2022-12-10-193826
2022-11-19,NJ,14.164,22,2022-12-10-193826
2022-11-26,NJ,0,17.333,2022-12-10-193826
2022-12-03,NJ,0,19.5,2022-12-10-193826
2020-12-12,NM,0,0,2022-12-10-193826
2020-12-19,NM,0,0,2022-12-10-193826
2020-12-26,NM,0,0,2022-12-10-193826
2021-01-02,NM,0,0,2022-12-10-193826
2021-01-09,NM,0,0,2022-12-10-193826
2021-01-16,NM,0,0,2022-12-10-193826
2021-01-23,NM,0,0,2022-12-10-193826
2021-01-30,NM,0,0,2022-12-10-193826
2021-02-06,NM,0,0,2022-12-10-193826
2021-02-13,NM,0,0,2022-12-10-193826
2021-02-20,NM,0,0,2022-12-10-193826
2021-02-27,NM,0,0,2022-12-10-193826
2021-03-06,NM,0,0,2022-12-10-193826
2021-03-13,NM,0,0,2022-12-10-193826
2021-03-20,NM,0,0,2022-12-10-193826
2021-03-27,NM,0,0,2022-12-10-193826
2021-04-03,NM,0,0,2022-12-10-193826
2021-04-10,NM,0,0,2022-12-10-193826
2021-04-17,NM,0,0,2022-12-10-193826
2021-04-24,NM,0,0,2022-12-10-193826
2021-05-01,NM,0,0,2022-12-10-193826
2021-05-08,NM,0,0,2022-12-10-193826
2021-05-15,NM,0,0,2022-12-10-193826
2021-05-22,NM,0,0,2022-12-10-193826
2021-05-29,NM,0,0,2022-12-10-193826
2021-06-05,NM,0,0,2022-12-10-193826
2021-06-12,NM,0,0,2022-12-10-193826
2021-06-19,NM,0,0,2022-12-10-193826
2021-06-26,NM,0,0,2022-12-10-193826
2021-07-03,NM,0,0,2022-12-10-193826
2021-07-10,NM,0,0,2022-12-10-193826
2021-07-17,NM,0,0,2022-12-10-193826
2021-07-24,NM,0,0,2022-12-10-193826
2021-07-31,NM,0,0,2022-12-10-193826
2021-08-07,NM,0,0,2022-12-10-193826
2021-08-14,NM,0,0,2022-12-10-193826
2021-08-21,NM,0,0,2022-12-10-193826
2021-08-28,NM,0,0,2022-12-10-193826
2021-09-04,NM,0,0,2022-12-10-193826
2021-09-11,NM,0,0,2022-12-10-193826
2021-09-18,NM,0,0,2022-12-10-193826
2021-09-25,NM,0,0,2022-12-10-193826
2021-10-02,NM,0,0,2022-12-10-193826
2021-10-09,NM,0,0,2022-12-10-193826
2021-10-16,NM,0,0,2022-12-10-193826
2021-10-23,NM,0,0,2022-12-10-193826
2021-10-30,NM,0,0,2022-12-10-193826
2021-11-06,NM,0,0,2022-12-10-193826
2021-11-13,NM,0,0,2022-12-10-193826
2021-11-20,NM,0,0,2022-12-10-193826
2021-11-27,NM,0,0,2022-12-10-193826
2021-12-04,NM,0,0,2022-12-10-193826
2021-12-11,NM,0,0,2022-12-10-193826
2021-12-18,NM,0,0,2022-12-10-193826
2021-12-25,NM,0,0,2022-12-10-193826
2022-01-01,NM,0,0,2022-12-10-193826
2022-01-08,NM,0,0,2022-12-10-193826
2022-01-15,NM,0,0,2022-12-10-193826
2022-01-22,NM,0,0,2022-12-10-193826
2022-01-29,NM,0,0,2022-12-10-193826
2022-02-05,NM,0,0,2022-12-10-193826
2022-02-12,NM,0,0,2022-12-10-193826
2022-02-19,NM,0,0,2022-12-10-193826
2022-02-26,NM,0,0,2022-12-10-193826
2022-03-05,NM,0,0,2022-12-10-193826
2022-03-12,NM,0,0,2022-12-10-193826
2022-03-19,NM,0,0,2022-12-10-193826
2022-03-26,NM,0,0,2022-12-10-193826
2022-04-02,NM,0,0,2022-12-10-193826
2022-04-09,NM,0,0,2022-12-10-193826
2022-04-16,NM,0,0,2022-12-10-193826
2022-04-23,NM,0,0,2022-12-10-193826
2022-04-30,NM,0,0,2022-12-10-193826
2022-05-07,NM,0,0,2022-12-10-193826
2022-05-14,NM,0,0,2022-12-10-193826
2022-05-21,NM,0,0,2022-12-10-193826
2022-05-28,NM,0,0,2022-12-10-193826
2022-06-04,NM,0,0,2022-12-10-193826
2022-06-11,NM,0,0,2022-12-10-193826
2022-06-18,NM,0,0,2022-12-10-193826
2022-06-25,NM,0,0,2022-12-10-193826
2022-07-02,NM,0,0,2022-12-10-193826
2022-07-09,NM,0,0,2022-12-10-193826
2022-07-16,NM,0,0,2022-12-10-193826
2022-07-23,NM,0,0,2022-12-10-193826
2022-07-30,NM,0,0,2022-12-10-193826
2022-08-06,NM,0,0,2022-12-10-193826
2022-08-13,NM,0,0,2022-12-10-193826
2022-08-20,NM,0,0,2022-12-10-193826
2022-08-27,NM,0,0,2022-12-10-193826
2022-09-03,NM,0,0,2022-12-10-193826
2022-09-10,NM,0,0,2022-12-10-193826
2022-09-17,NM,0,0,2022-12-10-193826
2022-09-24,NM,0,0,2022-12-10-193826
2022-10-01,NM,0,0,2022-12-10-193826
2022-10-08,NM,0,0,2022-12-10-193826
2022-10-15,NM,0,0,2022-12-10-193826
2022-10-22,NM,0,0,2022-12-10-193826
2022-10-29,NM,0,0,2022-12-10-193826
2022-11-05,NM,0,0,2022-12-10-193826
2022-11-12,NM,0,0,2022-12-10-193826
2022-11-19,NM,0,0,2022-12-10-193826
2022-11-26,NM,0,0,2022-12-10-193826
2022-12-03,NM,0,0,2022-12-10-193826
2020-12-12,NY,0,0,2022-12-10-193826
2020-12-19,NY,0,0,2022-12-10-193826
2020-12-26,NY,0,0,2022-12-10-193826
2021-01-02,NY,0,0,2022-12-10-193826
2021-01-09,NY,0,0,2022-12-10-193826
2021-01-16,NY,0,0,2022-12-10-193826
2021-01-23,NY,0,0,2022-12-10-193826
2021-01-30,NY,0,0,2022-12-10-193826
2021-02-06,NY,0,0,2022-12-10-193826
2021-02-13,NY,0,0,2022-12-10-193826
2021-02-20,NY,0,0,2022-12-10-193826
2021-02-27,NY,0,0,2022-12-10-193826
2021-03-06,NY,0,0,2022-12-10-193826
2021-03-13,NY,0,0,2022-12-10-193826
2021-03-20,NY,0,0,2022-12-10-193826
2021-03-27,NY,0,0,2022-12-10-193826
2021-04-03,NY,0,0,2022-12-10-193826
2021-04-10,NY,0,0,2022-12-10-193826
2021-04-17,NY,0,0,2022-12-10-193826
2021-04-24,NY,0,0,2022-12-10-193826
2021-05-01,NY,0,0,2022-12-10-193826
2021-05-08,NY,0,0,2022-12-10-193826
2021-05-15,NY,0,0,2022-12-10-193826
2021-05-22,NY,0,0,2022-12-10-193826
2021-05-29,NY,0,0,2022-12-10-193826
2021-06-05,NY,0,0,2022-12-10-193826
2021-06-12,NY,0,0,2022-12-10-193826
2021-06-19,NY,0,0,2022-12-10-193826
2021-06-26,NY,0,0,2022-12-10-193826
2021-07-03,NY,0,0,2022-12-10-193826
2021-07-10,NY,0,0,2022-12-10-193826
2021-07-17,NY,0,0,2022-12-10-193826
2021-07-24,NY,0,0,2022-12-10-193826
2021-07-31,NY,0,0,2022-12-10-193826
2021-08-07,NY,0,0,2022-12-10-193826
2021-08-14,NY,0,0,2022-12-10-193826
2021-08-21,NY,0,0,2022-12-10-193826
2021-08-28,NY,0,0,2022-12-10-193826
2021-09-04,NY,0,0,2022-12-10-193826
2021-09-11,NY,0,0,2022-12-10-193826
2021-09-18,NY,0,0,2022-12-10-193826
2021-09-25,NY,0,0,2022-12-10-193826
2021-10-02,NY,0,0,2022-12-10-193826
2021-10-09,NY,0,0,2022-12-10-193826
2021-10-16,NY,0,0,2022-12-10-193826
2021-10-23,NY,0,0,2022-12-10-193826
2021-10-30,NY,0,0,2022-12-10-193826
2021-11-06,NY,0,0,2022-12-10-193826
2021-11-13,NY,0,0,2022-12-10-193826
2021-11-20,NY,0,0,2022-12-10-193826
2021-11-27,NY,0,0,2022-12-10-193826
2021-12-04,NY,0,0,2022-12-10-193826
2021-12-11,NY,0,0,2022-12-10-193826
2021-12-18,NY,0,0,2022-12-10-193826
2021-12-25,NY,0,0,2022-12-10-193826
2022-01-01,NY,0,0,2022-12-10-193826
2022-01-08,NY,0,0,2022-12-10-193826
2022-01-15,NY,0,0,2022-12-10-193826
2022-01-22,NY,0,0,2022-12-10-193826
2022-01-29,NY,0,0,2022-12-10-193826
2022-02-05,NY,0,0,2022-12-10-193826
2022-02-12,NY,0,0,2022-12-10-193826
2022-02-19,NY,0,0,2022-12-10-193826
2022-02-26,NY,0,0,2022-12-10-193826
2022-03-05,NY,0,0,2022-12-10-193826
2022-03-12,NY,0,0,2022-12-10-193826
2022-03-19,NY,0,0,2022-12-10-193826
2022-03-26,NY,0,0,2022-12-10-193826
2022-04-02,NY,0,0,2022-12-10-193826
2022-04-09,NY,0,0,2022-12-10-193826
2022-04-16,NY,0,0,2022-12-10-193826
2022-04-23,NY,0,0,2022-12-10-193826
2022-04-30,NY,0,0,2022-12-10-193826
2022-05-07,NY,0,0,2022-12-10-193826
2022-05-14,NY,0,0,2022-12-10-193826
2022-05-21,NY,0,0,2022-12-10-193826
2022-05-28,NY,0,0,2022-12-10-193826
2022-06-04,NY,0,0,2022-12-10-193826
2022-06-11,NY,0,0,2022-12-10-193826
2022-06-18,NY,0,0,2022-12-10-193826
2022-06-25,NY,0,0,2022-12-10-193826
2022-07-02,NY,0,0,2022-12-10-193826
2022-07-09,NY,0,0,2022-12-10-193826
2022-07-16,NY,0,0,2022-12-10-193826
2022-07-23,NY,0,0,2022-12-10-193826
2022-07-30,NY,0,0,2022-12-10-193826
2022-08-06,NY,0,0,2022-12-10-193826
2022-08-13,NY,0,0,2022-12-10-193826
2022-08-20,NY,0,0,2022-12-10-193826
