week,state,percent_positive,total_antigen_detection_tests,update_dts
2021-01-23,IA,0,59.333,2022-12-10-193826
2021-01-30,IA,0,59.333,2022-12-10-193826
2021-02-06,IA,0,59,2022-12-10-193826
2021-02-13,IA,0,0.667,2022-12-10-193826
2021-02-20,IA,0,0.333,2022-12-10-193826
2021-02-27,IA,0,0,2022-12-10-193826
2021-03-06,IA,0,0,2022-12-10-193826
2021-03-13,IA,0,0,2022-12-10-193826
2021-03-20,IA,0,0,2022-12-10-193826
2021-03-27,IA,0,0.333,2022-12-10-193826
2021-04-03,IA,0,0.333,2022-12-10-193826
2021-04-10,IA,0,1,2022-12-10-193826
2021-04-17,IA,0,1,2022-12-10-193826
2021-04-24,IA,0,1,2022-12-10-193826
2021-05-01,IA,0,0.667,2022-12-10-193826
2021-05-08,IA,0,0.333,2022-12-10-193826
2021-05-15,IA,0,0.667,2022-12-10-193826
2021-05-22,IA,0,0.333,2022-12-10-193826
2021-05-29,IA,0,0.333,2022-12-10-193826
2021-06-05,IA,0,0.333,2022-12-10-193826
2021-06-12,IA,0,0.333,2022-12-10-193826
2021-06-19,IA,0,0.333,2022-12-10-193826
2021-06-26,IA,0,0,2022-12-10-193826
2021-07-03,IA,0,1,2022-12-10-193826
2021-07-10,IA,0,2.667,2022-12-10-193826
2021-07-17,IA,24.314,8.333,2022-12-10-193826
2021-07-24,IA,55.083,11.667,2022-12-10-193826
2021-07-31,IA,60.762,19,2022-12-10-193826
2021-08-07,IA,61.425,37,2022-12-10-193826
2021-08-14,IA,41.996,65,2022-12-10-193826
2021-08-21,IA,40.683,103.333,2022-12-10-193826
2021-08-28,IA,35.298,96,2022-12-10-193826
2021-09-04,IA,40.625,84.333,2022-12-10-193826
2021-09-11,IA,46.259,60.333,2022-12-10-193826
2021-09-18,IA,46.667,65.667,2022-12-10-193826
2021-09-25,IA,45.741,57,2022-12-10-193826
2021-10-02,IA,42.524,52.667,2022-12-10-193826
2021-10-09,IA,38.358,44.333,2022-12-10-193826
2021-10-16,IA,32.141,44,2022-12-10-193826
2021-10-23,IA,29.405,34.333,2022-12-10-193826
2021-10-30,IA,25.985,30.667,2022-12-10-193826
2021-11-06,IA,16.461,23.667,2022-12-10-193826
2021-11-13,IA,8.973,24.667,2022-12-10-193826
2021-11-20,IA,6.4,22,2022-12-10-193826
2021-11-27,IA,7.916,24.667,2022-12-10-193826
2021-12-04,IA,6.989,24,2022-12-10-193826
2021-12-11,IA,3.814,21.667,2022-12-10-193826
2021-12-18,IA,3.489,23.667,2022-12-10-193826
2021-12-25,IA,2.706,21.333,2022-12-10-193826
2022-01-01,IA,3.94,25.667,2022-12-10-193826
2022-01-08,IA,4.602,22.333,2022-12-10-193826
2022-01-15,IA,3.086,21,2022-12-10-193826
2022-01-22,IA,1.852,16,2022-12-10-193826
2022-01-29,IA,0,15,2022-12-10-193826
2022-02-05,IA,5.556,13,2022-12-10-193826
2022-02-12,IA,9.259,15,2022-12-10-193826
2022-02-19,IA,10.45,19.333,2022-12-10-193826
2022-02-26,IA,4.894,17.667,2022-12-10-193826
2022-03-05,IA,4.699,18,2022-12-10-193826
2022-03-12,IA,3.509,12.667,2022-12-10-193826
2022-03-19,IA,7.212,13.333,2022-12-10-193826
2022-03-26,IA,5.664,12.667,2022-12-10-193826
2022-04-02,IA,5.664,11.667,2022-12-10-193826
2022-04-09,IA,1.961,10.667,2022-12-10-193826
2022-04-16,IA,0,7.333,2022-12-10-193826
2022-04-23,IA,0,5.333,2022-12-10-193826
2022-04-30,IA,0,5.333,2022-12-10-193826
2022-05-07,IA,0,4.333,2022-12-10-193826
2022-05-14,IA,5.556,5.333,2022-12-10-193826
2022-05-21,IA,5.556,5.333,2022-12-10-193826
2022-05-28,IA,5.556,6.667,2022-12-10-193826
2022-06-04,IA,0,6,2022-12-10-193826
2022-06-11,IA,0,4.667,2022-12-10-193826
2022-06-18,IA,0,2,2022-12-10-193826
2022-06-25,IA,0,2.333,2022-12-10-193826
2022-07-02,IA,0,3,2022-12-10-193826
2022-07-09,IA,0,3,2022-12-10-193826
2022-07-16,IA,0,3.333,2022-12-10-193826
2022-07-23,IA,0,3.667,2022-12-10-193826
2022-07-30,IA,22.54,6,2022-12-10-193826
2022-08-06,IA,22.54,5,2022-12-10-193826
2022-08-13,IA,32.54,4,2022-12-10-193826
2022-08-20,IA,27.778,2.333,2022-12-10-193826
2022-08-27,IA,16.667,3,2022-12-10-193826
2022-09-03,IA,0,3,2022-12-10-193826
2022-09-10,IA,0,5.333,2022-12-10-193826
2022-09-17,IA,0,5,2022-12-10-193826
2022-09-24,IA,0,7,2022-12-10-193826
2022-10-01,IA,0,6,2022-12-10-193826
2022-10-08,IA,0,6.667,2022-12-10-193826
2022-10-15,IA,5.556,20,2022-12-10-193826
2022-10-22,IA,14.751,27.667,2022-12-10-193826
2022-10-29,IA,25.208,59.667,2022-12-10-193826
2022-11-05,IA,32.847,59.667,2022-12-10-193826
2022-11-12,IA,30.145,75.667,2022-12-10-193826
2022-11-19,IA,27.808,67.667,2022-12-10-193826
2022-11-26,IA,27.113,62.333,2022-12-10-193826
2022-12-03,IA,30.929,55,2022-12-10-193826
2020-12-12,KS,0,0,2022-12-10-193826
2020-12-19,KS,0,0,2022-12-10-193826
2020-12-26,KS,0,0,2022-12-10-193826
2021-01-02,KS,0,0,2022-12-10-193826
2021-01-09,KS,0,0,2022-12-10-193826
2021-01-16,KS,0,0,2022-12-10-193826
2021-01-23,KS,0,0,2022-12-10-193826
2021-01-30,KS,0,0,2022-12-10-193826
2021-02-06,KS,0,0,2022-12-10-193826
2021-02-13,KS,0,0,2022-12-10-193826
2021-02-20,KS,0,0,2022-12-10-193826
2021-02-27,KS,0,0,2022-12-10-193826
2021-03-06,KS,0,0,2022-12-10-193826
2021-03-13,KS,0,0,2022-12-10-193826
2021-03-20,KS,3.333,0,2022-12-10-193826
2021-03-27,KS,3.333,0,2022-12-10-193826
2021-04-03,KS,0,0,2022-12-10-193826
2021-04-10,KS,0,0,2022-12-10-193826
2021-04-17,KS,0,0,2022-12-10-193826
2021-04-24,KS,0,0,2022-12-10-193826
2021-05-01,KS,0,0,2022-12-10-193826
2021-05-08,KS,0,0,2022-12-10-193826
2021-05-15,KS,0,0,2022-12-10-193826
2021-05-22,KS,0,0,2022-12-10-193826
2021-05-29,KS,0,0,2022-12-10-193826
2021-06-05,KS,0,0,2022-12-10-193826
2021-06-12,KS,0,0,2022-12-10-193826
2021-06-19,KS,0,0,2022-12-10-193826
2021-06-26,KS,0,0,2022-12-10-193826
2021-07-03,KS,0,0,2022-12-10-193826
2021-07-10,KS,0,0,2022-12-10-193826
2021-07-17,KS,0,0,2022-12-10-193826
2021-07-24,KS,0,0,2022-12-10-193826
2021-07-31,KS,0,0,2022-12-10-193826
2021-08-07,KS,33.333,0,2022-12-10-193826
2021-08-14,KS,38.889,0,2022-12-10-193826
2021-08-21,KS,35.185,0,2022-12-10-193826
2021-08-28,KS,48.006,0,2022-12-10-193826
2021-09-04,KS,41.595,0,2022-12-10-193826
2021-09-11,KS,42.125,0,2022-12-10-193826
2021-09-18,KS,43.378,0,2022-12-10-193826
2021-09-25,KS,42.799,0,2022-12-10-193826
2021-10-02,KS,37.64,0,2022-12-10-193826
2021-10-09,KS,34.677,0,2022-12-10-193826
2021-10-16,KS,35.256,0,2022-12-10-193826
2021-10-23,KS,25.534,0,2022-12-10-193826
2021-10-30,KS,26.328,0,2022-12-10-193826
2021-11-06,KS,21.071,0,2022-12-10-193826
2021-11-13,KS,20.238,0,2022-12-10-193826
2021-11-20,KS,8.333,0,2022-12-10-193826
2021-11-27,KS,7.778,0,2022-12-10-193826
2021-12-04,KS,12.778,0,2022-12-10-193826
2021-12-11,KS,12.778,0,2022-12-10-193826
2021-12-18,KS,16.667,0,2022-12-10-193826
2021-12-25,KS,8.333,0,2022-12-10-193826
2022-01-01,KS,8.333,0,2022-12-10-193826
2022-01-08,KS,0,0,2022-12-10-193826
2022-01-15,KS,2.222,0,2022-12-10-193826
2022-01-22,KS,2.222,0,2022-12-10-193826
2022-01-29,KS,2.222,0,2022-12-10-193826
2022-02-05,KS,4.167,0,2022-12-10-193826
2022-02-12,KS,4.167,0,2022-12-10-193826
2022-02-19,KS,4.167,0,2022-12-10-193826
2022-02-26,KS,0,0,2022-12-10-193826
2022-03-05,KS,0,0,2022-12-10-193826
2022-03-12,KS,0,0,2022-12-10-193826
2022-03-19,KS,0,0,2022-12-10-193826
2022-03-26,KS,0,0,2022-12-10-193826
2022-04-02,KS,0,0,2022-12-10-193826
2022-04-09,KS,0,0,2022-12-10-193826
2022-04-16,KS,0,0,2022-12-10-193826
2022-04-23,KS,0,0,2022-12-10-193826
2022-04-30,KS,0,0,2022-12-10-193826
2022-05-07,KS,11.111,0,2022-12-10-193826
2022-05-14,KS,0,0,2022-12-10-193826
2022-05-21,KS,0,0,2022-12-10-193826
2022-05-28,KS,0,0,2022-12-10-193826
2022-06-04,KS,0,0,2022-12-10-193826
2022-06-11,KS,0,0,2022-12-10-193826
2022-06-18,KS,0,0,2022-12-10-193826
2022-06-25,KS,0,0,2022-12-10-193826
2022-07-02,KS,0,0,2022-12-10-193826
2022-07-09,KS,0,0,2022-12-10-193826
2022-07-16,KS,0,0,2022-12-10-193826
2022-07-23,KS,0,0,2022-12-10-193826
2022-07-30,KS,0,0,2022-12-10-193826
2022-08-06,KS,0,0,2022-12-10-193826
2022-08-13,KS,0,0,2022-12-10-193826
2022-08-20,KS,0,0,2022-12-10-193826
2022-08-27,KS,0,0,2022-12-10-193826
2022-09-03,KS,0,0,2022-12-10-193826
2022-09-10,KS,0,0,2022-12-10-193826
2022-09-17,KS,0,0,2022-12-10-193826
2022-09-24,KS,0,0,2022-12-10-193826
2022-10-01,KS,0,0,2022-12-10-193826
2022-10-08,KS,0,0,2022-12-10-193826
2022-10-15,KS,0,0,2022-12-10-193826
2022-10-22,KS,0,0,2022-12-10-193826
2022-10-29,KS,0,0,2022-12-10-193826
2022-11-05,KS,0,0,2022-12-10-193826
2022-11-12,KS,77.778,0,2022-12-10-193826
2022-11-19,KS,61.111,0,2022-12-10-193826
2022-11-26,KS,66.667,0,2022-12-10-193826
2022-12-03,KS,50,0,2022-12-10-193826
2020-12-12,KY,0,0,2022-12-10-193826
2020-12-19,KY,0,0,2022-12-10-193826
2020-12-26,KY,0,0,2022-12-10-193826
2021-01-02,KY,0,0,2022-12-10-193826
2021-01-09,KY,0,0,2022-12-10-193826
2021-01-16,KY,0,0,2022-12-10-193826
2021-01-23,KY,0,0,2022-12-10-193826
2021-01-30,KY,0,0,2022-12-10-193826
2021-02-06,KY,0,0,2022-12-10-193826
2021-02-13,KY,0,0,2022-12-10-193826
2021-02-20,KY,0,0,2022-12-10-193826
2021-02-27,KY,0,0,2022-12-10-193826
2021-03-06,KY,0,0,2022-12-10-193826
2021-03-13,KY,0,0,2022-12-10-193826
2021-03-20,KY,0,0,2022-12-10-193826
2021-03-27,KY,0,0,2022-12-10-193826
2021-04-03,KY,0,0,2022-12-10-193826
2021-04-10,KY,0,0,2022-12-10-193826
2021-04-17,KY,0,0,2022-12-10-193826
2021-04-24,KY,0,0,2022-12-10-193826
2021-05-01,KY,0,0,2022-12-10-193826
2021-05-08,KY,0,0,2022-12-10-193826
2021-05-15,KY,0,0,2022-12-10-193826
2021-05-22,KY,0,0,2022-12-10-193826
2021-05-29,KY,0,0,2022-12-10-193826
2021-06-05,KY,0,0,2022-12-10-193826
2021-06-12,KY,0,0,2022-12-10-193826
2021-06-19,KY,0,0,2022-12-10-193826
2021-06-26,KY,0,0,2022-12-10-193826
2021-07-03,KY,0,0,2022-12-10-193826
2021-07-10,KY,0,0,2022-12-10-193826
2021-07-17,KY,0,0,2022-12-10-193826
2021-07-24,KY,0,0,2022-12-10-193826
2021-07-31,KY,0,0,2022-12-10-193826
2021-08-07,KY,0,0,2022-12-10-193826
2021-08-14,KY,0,0,2022-12-10-193826
2021-08-21,KY,0,0,2022-12-10-193826
2021-08-28,KY,0,0,2022-12-10-193826
2021-09-04,KY,0,0,2022-12-10-193826
2021-09-11,KY,0,0,2022-12-10-193826
2021-09-18,KY,0,0,2022-12-10-193826
2021-09-25,KY,0,0,2022-12-10-193826
2021-10-02,KY,0,0,2022-12-10-193826
2021-10-09,KY,0,0,2022-12-10-193826
2021-10-16,KY,0,0,2022-12-10-193826
2021-10-23,KY,0,0,2022-12-10-193826
2021-10-30,KY,0,0,2022-12-10-193826
2021-11-06,KY,0,0,2022-12-10-193826
2021-11-13,KY,0,0,2022-12-10-193826
2021-11-20,KY,0,0,2022-12-10-193826
2021-11-27,KY,0,0,2022-12-10-193826
2021-12-04,KY,0,0,2022-12-10-193826
2021-12-11,KY,0,0,2022-12-10-193826
2021-12-18,KY,0,0,2022-12-10-193826
2021-12-25,KY,0,0,2022-12-10-193826
2022-01-01,KY,0,0,2022-12-10-193826
2022-01-08,KY,0,0,2022-12-10-193826
2022-01-15,KY,0,0,2022-12-10-193826
2022-01-22,KY,0,0,2022-12-10-193826
2022-01-29,KY,0,0,2022-12-10-193826
2022-02-05,KY,0,0,2022-12-10-193826
2022-02-12,KY,0,0,2022-12-10-193826
2022-02-19,KY,0,0,2022-12-10-193826
2022-02-26,KY,0,0,2022-12-10-193826
2022-03-05,KY,0,0,2022-12-10-193826
2022-03-12,KY,0,0,2022-12-10-193826
2022-03-19,KY,0,0,2022-12-10-193826
2022-03-26,KY,0,0,2022-12-10-193826
2022-04-02,KY,0,0,2022-12-10-193826
2022-04-09,KY,0,0,2022-12-10-193826
2022-04-16,KY,0,0,2022-12-10-193826
2022-04-23,KY,0,0,2022-12-10-193826
2022-04-30,KY,0,0,2022-12-10-193826
2022-05-07,KY,0,0,2022-12-10-193826
2022-05-14,KY,0,0,2022-12-10-193826
2022-05-21,KY,0,0,2022-12-10-193826
2022-05-28,KY,0,0,2022-12-10-193826
2022-06-04,KY,0,0,2022-12-10-193826
2022-06-11,KY,0,0,2022-12-10-193826
2022-06-18,KY,0,0,2022-12-10-193826
2022-06-25,KY,0,0,2022-12-10-193826
2022-07-02,KY,0,0,2022-12-10-193826
2022-07-09,KY,0,0,2022-12-10-193826
2022-07-16,KY,0,0,2022-12-10-193826
2022-07-23,KY,0,0,2022-12-10-193826
2022-07-30,KY,0,0,2022-12-10-193826
2022-08-06,KY,0,0,2022-12-10-193826
2022-08-13,KY,0,0,2022-12-10-193826
2022-08-20,KY,0,0,2022-12-10-193826
2022-08-27,KY,0,0,2022-12-10-193826
2022-09-03,KY,0,0,2022-12-10-193826
2022-09-10,KY,0,0,2022-12-10-193826
2022-09-17,KY,0,0,2022-12-10-193826
2022-09-24,KY,0,0,2022-12-10-193826
2022-10-01,KY,0,0,2022-12-10-193826
2022-10-08,KY,0,0,2022-12-10-193826
2022-10-15,KY,0,0,2022-12-10-193826
2022-10-22,KY,0,0,2022-12-10-193826
2022-10-29,KY,0,0,2022-12-10-193826
2022-11-05,KY,0,0,2022-12-10-193826
2022-11-12,KY,0,0,2022-12-10-193826
2022-11-19,KY,0,0,2022-12-10-193826
2022-11-26,KY,0,0,2022-12-10-193826
2022-12-03,KY,0,0,2022-12-10-193826
2020-12-12,LA,0,12.667,2022-12-10-193826
2020-12-19,LA,2.778,11,2022-12-10-193826
2020-12-26,LA,2.778,13.667,2022-12-10-193826
2021-01-02,LA,2.778,14.333,2022-12-10-193826
2021-01-09,LA,0,13.667,2022-12-10-193826
2021-01-16,LA,0,11,2022-12-10-193826
2021-01-23,LA,0,9.667,2022-12-10-193826
2021-01-30,LA,0,11.333,2022-12-10-193826
2021-02-06,LA,0,16,2022-12-10-193826
2021-02-13,LA,0,16,2022-12-10-193826
2021-02-20,LA,0,16.333,2022-12-10-193826
2021-02-27,LA,0,12.333,2022-12-10-193826
2021-03-06,LA,0,12.667,2022-12-10-193826
2021-03-13,LA,0,11.333,2022-12-10-193826
2021-03-20,LA,0,12.667,2022-12-10-193826
2021-03-27,LA,0,15,2022-12-10-193826
2021-04-03,LA,1.587,18,2022-12-10-193826
2021-04-10,LA,7.998,22,2022-12-10-193826
2021-04-17,LA,15.524,26,2022-12-10-193826
2021-04-24,LA,13.937,28.667,2022-12-10-193826
2021-05-01,LA,13.201,35.667,2022-12-10-193826
2021-05-08,LA,8.942,42.333,2022-12-10-193826
2021-05-15,LA,17.831,47.667,2022-12-10-193826
2021-05-22,LA,17.712,52,2022-12-10-193826
2021-05-29,LA,21.323,56,2022-12-10-193826
2021-06-05,LA,24.146,65.667,2022-12-10-193826
2021-06-12,LA,33.111,79.333,2022-12-10-193826
2021-06-19,LA,37.23,90.667,2022-12-10-193826
2021-06-26,LA,41.333,111.667,2022-12-10-193826
2021-07-03,LA,41.416,142.667,2022-12-10-193826
2021-07-10,LA,44.864,170.333,2022-12-10-193826
2021-07-17,LA,39.188,204.667,2022-12-10-193826
2021-07-24,LA,33.879,223.667,2022-12-10-193826
2021-07-31,LA,26.926,223,2022-12-10-193826
2021-08-07,LA,21.517,192.333,2022-12-10-193826
2021-08-14,LA,17.484,134,2022-12-10-193826
2021-08-21,LA,13.189,99,2022-12-10-193826
2021-08-28,LA,11.237,53.667,2022-12-10-193826
2021-09-04,LA,11.277,43,2022-12-10-193826
2021-09-11,LA,11.414,32,2022-12-10-193826
2021-09-18,LA,10.224,42,2022-12-10-193826
2021-09-25,LA,5.63,43,2022-12-10-193826
2021-10-02,LA,6.816,49.333,2022-12-10-193826
2021-10-09,LA,5.229,53.333,2022-12-10-193826
2021-10-16,LA,6.274,50.333,2022-12-10-193826
2021-10-23,LA,3.088,39,2022-12-10-193826
2021-10-30,LA,5.865,29,2022-12-10-193826
2021-11-06,LA,6.131,27.333,2022-12-10-193826
2021-11-13,LA,9.146,26.667,2022-12-10-193826
2021-11-20,LA,8.273,30.333,2022-12-10-193826
2021-11-27,LA,8.336,35.333,2022-12-10-193826
2021-12-04,LA,6.369,37,2022-12-10-193826
2021-12-11,LA,5.205,40.333,2022-12-10-193826
2021-12-18,LA,4.571,39.667,2022-12-10-193826
2021-12-25,LA,2.19,43,2022-12-10-193826
2022-01-01,LA,4.624,35,2022-12-10-193826
2022-01-08,LA,6.878,22.667,2022-12-10-193826
2022-01-15,LA,6.878,13.667,2022-12-10-193826
2022-01-22,LA,3.704,8.667,2022-12-10-193826
2022-01-29,LA,2.083,11,2022-12-10-193826
2022-02-05,LA,2.083,12,2022-12-10-193826
2022-02-12,LA,2.083,12.667,2022-12-10-193826
2022-02-19,LA,0,13.667,2022-12-10-193826
2022-02-26,LA,0,16.333,2022-12-10-193826
2022-03-05,LA,0,19.667,2022-12-10-193826
2022-03-12,LA,0,17.333,2022-12-10-193826
2022-03-19,LA,0,14.667,2022-12-10-193826
2022-03-26,LA,8.333,11.333,2022-12-10-193826
2022-04-02,LA,8.333,13,2022-12-10-193826
2022-04-09,LA,10.556,13.333,2022-12-10-193826
2022-04-16,LA,6.984,15.333,2022-12-10-193826
2022-04-23,LA,6.984,14.667,2022-12-10-193826
2022-04-30,LA,7.326,14,2022-12-10-193826
2022-05-07,LA,5.342,13.333,2022-12-10-193826
2022-05-14,LA,10.897,14.333,2022-12-10-193826
2022-05-21,LA,12.634,20.333,2022-12-10-193826
2022-05-28,LA,15.233,26.667,2022-12-10-193826
2022-06-04,LA,13.096,33.667,2022-12-10-193826
2022-06-11,LA,14.351,37.333,2022-12-10-193826
2022-06-18,LA,15.777,43.333,2022-12-10-193826
2022-06-25,LA,18.272,51,2022-12-10-193826
2022-07-02,LA,19.963,52.333,2022-12-10-193826
2022-07-09,LA,19.708,54.667,2022-12-10-193826
2022-07-16,LA,20.886,49.667,2022-12-10-193826
2022-07-23,LA,21.748,46.667,2022-12-10-193826
2022-07-30,LA,22.343,37.333,2022-12-10-193826
2022-08-06,LA,22.827,29,2022-12-10-193826
2022-08-13,LA,19.657,25.667,2022-12-10-193826
2022-08-20,LA,13.327,30,2022-12-10-193826
2022-08-27,LA,8.576,42.333,2022-12-10-193826
2022-09-03,LA,5.225,47.333,2022-12-10-193826
2022-09-10,LA,8.995,60.333,2022-12-10-193826
2022-09-17,LA,9.679,72.333,2022-12-10-193826
2022-09-24,LA,11.217,79.667,2022-12-10-193826
2022-10-01,LA,10.367,94.667,2022-12-10-193826
2022-10-08,LA,9.131,92.333,2022-12-10-193826
2022-10-15,LA,10.371,99,2022-12-10-193826
2022-10-22,LA,8.911,86.667,2022-12-10-193826
2022-10-29,LA,7.774,86.667,2022-12-10-193826
2022-11-05,LA,5.648,103.333,2022-12-10-193826
2022-11-12,LA,6.468,106.333,2022-12-10-193826
2022-11-19,LA,7.756,113.667,2022-12-10-193826
2022-11-26,LA,7.089,104.333,2022-12-10-193826
2022-12-03,LA,5.995,108,2022-12-10-193826
2020-12-12,ME,0,0,2022-12-10-193826
2020-12-19,ME,0,0,2022-12-10-193826
2020-12-26,ME,0,0,2022-12-10-193826
2021-01-02,ME,0,0,2022-12-10-193826
2021-01-09,ME,0,0,2022-12-10-193826
2021-01-16,ME,0,0,2022-12-10-193826
2021-01-23,ME,0,0,2022-12-10-193826
2021-01-30,ME,0,0,2022-12-10-193826
2021-02-06,ME,0,0,2022-12-10-193826
2021-02-13,ME,0,0,2022-12-10-193826
2021-02-20,ME,0,0,2022-12-10-193826
2021-02-27,ME,0,0,2022-12-10-193826
2021-03-06,ME,0,0,2022-12-10-193826
2021-03-13,ME,0,0,2022-12-10-193826
2021-03-20,ME,0,0,2022-12-10-193826
2021-03-27,ME,0,0,2022-12-10-193826
2021-04-03,ME,0,0,2022-12-10-193826
2021-04-10,ME,0,0,2022-12-10-193826
2021-04-17,ME,0,0,2022-12-10-193826
2021-04-24,ME,0,0,2022-12-10-193826
2021-05-01,ME,0,0,2022-12-10-193826
2021-05-08,ME,0,0,2022-12-10-193826
2021-05-15,ME,0,0,2022-12-10-193826
2021-05-22,ME,0,0,2022-12-10-193826
2021-05-29,ME,0,0,2022-12-10-193826
2021-06-05,ME,0,0,2022-12-10-193826
2021-06-12,ME,0,0,2022-12-10-193826
2021-06-19,ME,0,0,2022-12-10-193826
2021-06-26,ME,0,0,2022-12-10-193826
2021-07-03,ME,0,0,2022-12-10-193826
2021-07-10,ME,0,0,2022-12-10-193826
2021-07-17,ME,0,0,2022-12-10-193826
2021-07-24,ME,0,0,2022-12-10-193826
2021-07-31,ME,0,0,2022-12-10-193826
2021-08-07,ME,0,0,2022-12-10-193826
2021-08-14,ME,0,0,2022-12-10-193826
2021-08-21,ME,0,0,2022-12-10-193826
2021-08-28,ME,0,0,2022-12-10-193826
2021-09-04,ME,0,0,2022-12-10-193826
2021-09-11,ME,0,0,2022-12-10-193826
2021-09-18,ME,0,0,2022-12-10-193826
2021-09-25,ME,0,0,2022-12-10-193826
2021-10-02,ME,0,0,2022-12-10-193826
2021-10-09,ME,0,0,2022-12-10-193826
2021-10-16,ME,0,0,2022-12-10-193826
2021-10-23,ME,0,0,2022-12-10-193826
2021-10-30,ME,0,0,2022-12-10-193826
2021-11-06,ME,0,0,2022-12-10-193826
2021-11-13,ME,0,0,2022-12-10-193826
2021-11-20,ME,0,0,2022-12-10-193826
2021-11-27,ME,0,0,2022-12-10-193826
2021-12-04,ME,0,0,2022-12-10-193826
2021-12-11,ME,0,0,2022-12-10-193826
2021-12-18,ME,0,0,2022-12-10-193826
2021-12-25,ME,0,0,2022-12-10-193826
2022-01-01,ME,0,0,2022-12-10-193826
2022-01-08,ME,0,0,2022-12-10-193826
2022-01-15,ME,0,0,2022-12-10-193826
2022-01-22,ME,0,0,2022-12-10-193826
2022-01-29,ME,0,0,2022-12-10-193826
2022-02-05,ME,0,0,2022-12-10-193826
2022-02-12,ME,0,0,2022-12-10-193826
2022-02-19,ME,0,0,2022-12-10-193826
2022-02-26,ME,0,0,2022-12-10-193826
2022-03-05,ME,0,0,2022-12-10-193826
2022-03-12,ME,0,0,2022-12-10-193826
2022-03-19,ME,0,0,2022-12-10-193826
2022-03-26,ME,0,0,2022-12-10-193826
2022-04-02,ME,0,0,2022-12-10-193826
2022-04-09,ME,0,0,2022-12-10-193826
2022-04-16,ME,0,0,2022-12-10-193826
2022-04-23,ME,0,0,2022-12-10-193826
2022-04-30,ME,0,0,2022-12-10-193826
2022-05-07,ME,0,0,2022-12-10-193826
2022-05-14,ME,0,0,2022-12-10-193826
2022-05-21,ME,0,0,2022-12-10-193826
2022-05-28,ME,0,0,2022-12-10-193826
2022-06-04,ME,0,0,2022-12-10-193826
2022-06-11,ME,0,0,2022-12-10-193826
2022-06-18,ME,0,0,2022-12-10-193826
2022-06-25,ME,0,0,2022-12-10-193826
2022-07-02,ME,0,0,2022-12-10-193826
2022-07-09,ME,0,0,2022-12-10-193826
2022-07-16,ME,0,0,2022-12-10-193826
2022-07-23,ME,0,0,2022-12-10-193826
2022-07-30,ME,0,0,2022-12-10-193826
2022-08-06,ME,0,0,2022-12-10-193826
2022-08-13,ME,0,0,2022-12-10-193826
2022-08-20,ME,0,0,2022-12-10-193826
2022-08-27,ME,0,0,2022-12-10-193826
2022-09-03,ME,0,0,2022-12-10-193826
2022-09-10,ME,0,0,2022-12-10-193826
2022-09-17,ME,0,0,2022-12-10-193826
2022-09-24,ME,0,0,2022-12-10-193826
2022-10-01,ME,0,0,2022-12-10-193826
2022-10-08,ME,0,0,2022-12-10-193826
2022-10-15,ME,0,0,2022-12-10-193826
2022-10-22,ME,0,0,2022-12-10-193826
2022-10-29,ME,0,0,2022-12-10-193826
2022-11-05,ME,0,0,2022-12-10-193826
2022-11-12,ME,0,0,2022-12-10-193826
2022-11-19,ME,0,0,2022-12-10-193826
2022-11-26,ME,0,0,2022-12-10-193826
2022-12-03,ME,0,0,2022-12-10-193826
2020-12-12,MD,0,0,2022-12-10-193826
2020-12-19,MD,0,0,2022-12-10-193826
2020-12-26,MD,0,0,2022-12-10-193826
2021-01-02,MD,0,0,2022-12-10-193826
2021-01-09,MD,0,0,2022-12-10-193826
2021-01-16,MD,0,0,2022-12-10-193826
2021-01-23,MD,0,0,2022-12-10-193826
2021-01-30,MD,0,0,2022-12-10-193826
2021-02-06,MD,0,0,2022-12-10-193826
2021-02-13,MD,0,0,2022-12-10-193826
2021-02-20,MD,0,0,2022-12-10-193826
2021-02-27,MD,0,0,2022-12-10-193826
2021-03-06,MD,0,0,2022-12-10-193826
2021-03-13,MD,0,0,2022-12-10-193826
2021-03-20,MD,0,0,2022-12-10-193826
2021-03-27,MD,0,0,2022-12-10-193826
2021-04-03,MD,0,0,2022-12-10-193826
2021-04-10,MD,0,0,2022-12-10-193826
2021-04-17,MD,0,0,2022-12-10-193826
2021-04-24,MD,0,0,2022-12-10-193826
2021-05-01,MD,0,0,2022-12-10-193826
2021-05-08,MD,0,0,2022-12-10-193826
2021-05-15,MD,0,0,2022-12-10-193826
2021-05-22,MD,0,0,2022-12-10-193826
2021-05-29,MD,0,0,2022-12-10-193826
2021-06-05,MD,0,0,2022-12-10-193826
2021-06-12,MD,0,0,2022-12-10-193826
2021-06-19,MD,0,0,2022-12-10-193826
2021-06-26,MD,33.333,0,2022-12-10-193826
2021-07-03,MD,33.333,0,2022-12-10-193826
2021-07-10,MD,0,0,2022-12-10-193826
2021-07-17,MD,0,0,2022-12-10-193826
2021-07-24,MD,0,0,2022-12-10-193826
2021-07-31,MD,0,0,2022-12-10-193826
2021-08-07,MD,0,0,2022-12-10-193826
2021-08-14,MD,21.667,0,2022-12-10-193826
2021-08-21,MD,13.333,0,2022-12-10-193826
2021-08-28,MD,26.667,0,2022-12-10-193826
2021-09-04,MD,43.333,0,2022-12-10-193826
2021-09-11,MD,0,0,2022-12-10-193826
2021-09-18,MD,0,0,2022-12-10-193826
2021-09-25,MD,0,0,2022-12-10-193826
