week,state,percent_positive,total_pcr_tests,update_dts
2023-08-12,AL,0,21.667,2024-04-06-193455928352
2023-08-19,AL,0,20,2024-04-06-193455928352
2023-08-26,AL,1.449,20.333,2024-04-06-193455928352
2023-09-02,AL,1.449,18.333,2024-04-06-193455928352
2023-09-09,AL,1.449,20.667,2024-04-06-193455928352
2023-09-16,AL,0,19,2024-04-06-193455928352
2023-09-23,AL,1.667,20.333,2024-04-06-193455928352
2023-09-30,AL,5,19.333,2024-04-06-193455928352
2023-10-07,AL,9.167,18.667,2024-04-06-193455928352
2023-10-14,AL,11.009,18.333,2024-04-06-193455928352
2023-10-21,AL,7.675,19.333,2024-04-06-193455928352
2023-10-28,AL,8.842,22.333,2024-04-06-193455928352
2023-11-04,AL,9.037,22,2024-04-06-193455928352
2023-11-11,AL,15.704,21,2024-04-06-193455928352
2023-11-18,AL,17.513,17.333,2024-04-06-193455928352
2023-11-25,AL,13.81,15.333,2024-04-06-193455928352
2023-12-02,AL,10.847,14.667,2024-04-06-193455928352
2023-12-09,AL,11.64,17,2024-04-06-193455928352
2023-12-16,AL,15.149,19.333,2024-04-06-193455928352
2023-12-23,AL,13.297,19.333,2024-04-06-193455928352
2023-12-30,AL,6.948,19.333,2024-04-06-193455928352
2024-01-06,AL,5.026,20,2024-04-06-193455928352
2024-01-13,AL,3.175,17,2024-04-06-193455928352
2024-01-20,AL,1.587,15,2024-04-06-193455928352
2024-01-27,AL,0,12.667,2024-04-06-193455928352
2024-02-03,AL,0,15.667,2024-04-06-193455928352
2024-02-10,AL,2.381,15.333,2024-04-06-193455928352
2024-02-17,AL,2.381,14.333,2024-04-06-193455928352
2024-02-24,AL,3.896,15.667,2024-04-06-193455928352
2024-03-02,AL,1.515,14,2024-04-06-193455928352
2024-03-09,AL,1.515,17.667,2024-04-06-193455928352
2024-03-16,AL,0,14.333,2024-04-06-193455928352
2024-03-23,AL,0,18.333,2024-04-06-193455928352
2024-03-30,AL,0,16.5,2024-04-06-193455928352
2022-04-09,AZ,3.05,305.333,2024-04-06-193455928352
2022-04-16,AZ,1.865,310.667,2024-04-06-193455928352
2022-04-23,AZ,1.566,306.333,2024-04-06-193455928352
2022-04-30,AZ,1.283,331,2024-04-06-193455928352
2022-05-07,AZ,2.105,330,2024-04-06-193455928352
2022-05-14,AZ,1.646,359.333,2024-04-06-193455928352
2022-05-21,AZ,1.967,347,2024-04-06-193455928352
2022-05-28,AZ,2.125,360.667,2024-04-06-193455928352
2022-06-04,AZ,2.15,352.667,2024-04-06-193455928352
2022-06-11,AZ,2.245,336.667,2024-04-06-193455928352
2022-06-18,AZ,1.544,306.667,2024-04-06-193455928352
2022-06-25,AZ,2.013,242.333,2024-04-06-193455928352
2022-07-02,AZ,1.703,234.333,2024-04-06-193455928352
2022-07-09,AZ,1.708,233.333,2024-04-06-193455928352
2022-07-16,AZ,1.142,259.333,2024-04-06-193455928352
2022-07-23,AZ,1.175,252,2024-04-06-193455928352
2022-07-30,AZ,0.811,250.333,2024-04-06-193455928352
2022-08-06,AZ,1.315,299,2024-04-06-193455928352
2022-08-13,AZ,1.067,359.333,2024-04-06-193455928352
2022-08-20,AZ,1.874,377.333,2024-04-06-193455928352
2022-08-27,AZ,2.627,373,2024-04-06-193455928352
2022-09-03,AZ,3.467,341.667,2024-04-06-193455928352
2022-09-10,AZ,4.132,338.667,2024-04-06-193455928352
2022-09-17,AZ,4.991,308.667,2024-04-06-193455928352
2022-09-24,AZ,8.834,300.333,2024-04-06-193455928352
2022-10-01,AZ,13.68,325.333,2024-04-06-193455928352
2022-10-08,AZ,20.504,364,2024-04-06-193455928352
2022-10-15,AZ,24.79,348.333,2024-04-06-193455928352
2022-10-22,AZ,26.488,348.667,2024-04-06-193455928352
2022-10-29,AZ,28.428,361.667,2024-04-06-193455928352
2022-11-05,AZ,29.21,464.667,2024-04-06-193455928352
2022-11-12,AZ,30.617,534,2024-04-06-193455928352
2022-11-19,AZ,27.221,595.667,2024-04-06-193455928352
2022-11-26,AZ,23.711,618.667,2024-04-06-193455928352
2022-12-03,AZ,20.403,617.333,2024-04-06-193455928352
2022-12-10,AZ,18.102,598.333,2024-04-06-193455928352
2022-12-17,AZ,16.592,550.667,2024-04-06-193455928352
2022-12-24,AZ,14.665,515.333,2024-04-06-193455928352
2022-12-31,AZ,13.838,484,2024-04-06-193455928352
2023-01-07,AZ,12.434,429.667,2024-04-06-193455928352
2023-01-14,AZ,12.15,347.333,2024-04-06-193455928352
2023-01-21,AZ,10.414,279.667,2024-04-06-193455928352
2023-01-28,AZ,8.875,242.333,2024-04-06-193455928352
2023-02-04,AZ,6.157,255.667,2024-04-06-193455928352
2023-02-11,AZ,5.234,263,2024-04-06-193455928352
2023-02-18,AZ,5.226,292,2024-04-06-193455928352
2023-02-25,AZ,4.534,288.667,2024-04-06-193455928352
2023-03-04,AZ,3.377,287.667,2024-04-06-193455928352
2023-03-11,AZ,1.855,292,2024-04-06-193455928352
2023-03-18,AZ,2.092,280,2024-04-06-193455928352
2023-03-25,AZ,1.746,255.333,2024-04-06-193455928352
2023-04-01,AZ,2.14,230.333,2024-04-06-193455928352
2023-04-08,AZ,1.448,220.667,2024-04-06-193455928352
2023-04-15,AZ,1.112,229,2024-04-06-193455928352
2023-04-22,AZ,1.011,209.333,2024-04-06-193455928352
2023-04-29,AZ,1.134,218.667,2024-04-06-193455928352
2023-05-06,AZ,1.297,213.333,2024-04-06-193455928352
2023-05-13,AZ,0.738,226.333,2024-04-06-193455928352
2023-05-20,AZ,0.746,224.333,2024-04-06-193455928352
2023-05-27,AZ,0.597,222.333,2024-04-06-193455928352
2023-06-03,AZ,0.649,202.333,2024-04-06-193455928352
2023-06-10,AZ,0.356,181.667,2024-04-06-193455928352
2023-06-17,AZ,0.198,171,2024-04-06-193455928352
2023-06-24,AZ,0.243,160.667,2024-04-06-193455928352
2023-07-01,AZ,0.804,145.333,2024-04-06-193455928352
2023-07-08,AZ,1.07,127,2024-04-06-193455928352
2023-07-15,AZ,1.728,118.333,2024-04-06-193455928352
2023-07-22,AZ,1.168,119.333,2024-04-06-193455928352
2023-07-29,AZ,1.176,118,2024-04-06-193455928352
2023-08-05,AZ,0.524,125.667,2024-04-06-193455928352
2023-08-12,AZ,0.524,142.667,2024-04-06-193455928352
2023-08-19,AZ,1.131,165.333,2024-04-06-193455928352
2023-08-26,AZ,1.055,185,2024-04-06-193455928352
2023-09-02,AZ,1.487,178.667,2024-04-06-193455928352
2023-09-09,AZ,1.219,170,2024-04-06-193455928352
2023-09-16,AZ,1.425,164.333,2024-04-06-193455928352
2023-09-23,AZ,1.229,160,2024-04-06-193455928352
2023-09-30,AZ,1.87,167.667,2024-04-06-193455928352
2023-10-07,AZ,2.294,164.333,2024-04-06-193455928352
2023-10-14,AZ,4.018,174,2024-04-06-193455928352
2023-10-21,AZ,4.473,164,2024-04-06-193455928352
2023-10-28,AZ,5.754,172.667,2024-04-06-193455928352
2023-11-04,AZ,5.744,184.333,2024-04-06-193455928352
2023-11-11,AZ,6.892,202.333,2024-04-06-193455928352
2023-11-18,AZ,8.427,196.667,2024-04-06-193455928352
2023-11-25,AZ,10.772,193,2024-04-06-193455928352
2023-12-02,AZ,13.424,203.667,2024-04-06-193455928352
2023-12-09,AZ,17.276,222.667,2024-04-06-193455928352
2023-12-16,AZ,20.945,255.667,2024-04-06-193455928352
2023-12-23,AZ,23.388,270,2024-04-06-193455928352
2023-12-30,AZ,23.669,278.667,2024-04-06-193455928352
2024-01-06,AZ,22.096,358.333,2024-04-06-193455928352
2024-01-13,AZ,20.307,488.667,2024-04-06-193455928352
2024-01-20,AZ,18.584,664.333,2024-04-06-193455928352
2024-01-27,AZ,19.076,755,2024-04-06-193455928352
2024-02-03,AZ,18.501,754.333,2024-04-06-193455928352
2024-02-10,AZ,15.888,717,2024-04-06-193455928352
2024-02-17,AZ,12.955,665.667,2024-04-06-193455928352
2024-02-24,AZ,10.114,659.333,2024-04-06-193455928352
2024-03-02,AZ,9.177,627.667,2024-04-06-193455928352
2024-03-09,AZ,5.708,596,2024-04-06-193455928352
2024-03-16,AZ,19.627,378.333,2024-04-06-193455928352
2024-03-23,AZ,0,185.667,2024-04-06-193455928352
2024-03-30,AZ,0,1,2024-04-06-193455928352
2022-04-09,AR,0.702,0,2024-04-06-193455928352
2022-04-16,AR,0.864,0,2024-04-06-193455928352
2022-04-23,AR,0.944,0,2024-04-06-193455928352
2022-04-30,AR,1.853,0,2024-04-06-193455928352
2022-05-07,AR,2.565,0,2024-04-06-193455928352
2022-05-14,AR,3.395,0,2024-04-06-193455928352
2022-05-21,AR,3.874,0,2024-04-06-193455928352
2022-05-28,AR,4.68,0,2024-04-06-193455928352
2022-06-04,AR,5.971,0,2024-04-06-193455928352
2022-06-11,AR,6.45,0,2024-04-06-193455928352
2022-06-18,AR,7.425,0,2024-04-06-193455928352
2022-06-25,AR,7.615,0,2024-04-06-193455928352
2022-07-02,AR,9.358,0,2024-04-06-193455928352
2022-07-09,AR,9.865,0,2024-04-06-193455928352
2022-07-16,AR,10.789,0,2024-04-06-193455928352
2022-07-23,AR,11.607,0,2024-04-06-193455928352
2022-07-30,AR,8.164,0,2024-04-06-193455928352
2022-08-06,AR,4.676,0,2024-04-06-193455928352
2022-08-13,AR,0,0,2024-04-06-193455928352
2022-08-20,AR,0,0,2024-04-06-193455928352
2022-08-27,AR,0,0,2024-04-06-193455928352
2022-09-03,AR,0,0,2024-04-06-193455928352
2022-09-10,AR,0,0,2024-04-06-193455928352
2022-09-17,AR,0,0,2024-04-06-193455928352
2022-09-24,AR,0,0,2024-04-06-193455928352
2022-10-01,AR,0,0,2024-04-06-193455928352
2022-10-08,AR,0,0,2024-04-06-193455928352
2022-10-15,AR,6.667,0,2024-04-06-193455928352
2022-10-22,AR,26.667,0,2024-04-06-193455928352
2022-10-29,AR,26.667,0,2024-04-06-193455928352
2022-11-05,AR,20,0,2024-04-06-193455928352
2022-11-12,AR,4.762,0,2024-04-06-193455928352
2022-11-19,AR,4.762,0,2024-04-06-193455928352
2022-11-26,AR,4.762,0,2024-04-06-193455928352
2022-12-03,AR,2.667,0,2024-04-06-193455928352
2022-12-10,AR,2.667,0,2024-04-06-193455928352
2022-12-17,AR,5.048,0,2024-04-06-193455928352
2022-12-24,AR,2.381,0,2024-04-06-193455928352
2022-12-31,AR,2.381,0,2024-04-06-193455928352
2023-01-07,AR,6.667,0,2024-04-06-193455928352
2023-01-14,AR,6.667,0,2024-04-06-193455928352
2023-01-21,AR,6.667,0,2024-04-06-193455928352
2023-01-28,AR,0,0,2024-04-06-193455928352
2023-02-04,AR,3.704,0,2024-04-06-193455928352
2023-02-11,AR,10.37,0,2024-04-06-193455928352
2023-02-18,AR,10.37,0,2024-04-06-193455928352
2023-02-25,AR,6.667,0,2024-04-06-193455928352
2023-03-04,AR,0,0,2024-04-06-193455928352
2023-03-11,AR,0,0,2024-04-06-193455928352
2023-03-18,AR,0,0,2024-04-06-193455928352
2023-03-25,AR,0,0,2024-04-06-193455928352
2023-04-01,AR,0,0,2024-04-06-193455928352
2023-04-08,AR,0,0,2024-04-06-193455928352
2023-04-15,AR,0,0,2024-04-06-193455928352
2023-04-22,AR,0,0,2024-04-06-193455928352
2023-04-29,AR,0,0,2024-04-06-193455928352
2023-05-06,AR,0,0,2024-04-06-193455928352
2023-05-13,AR,0,0,2024-04-06-193455928352
2023-05-20,AR,0,0,2024-04-06-193455928352
2023-05-27,AR,0,0,2024-04-06-193455928352
2023-06-03,AR,0,0,2024-04-06-193455928352
2023-06-10,AR,0,0,2024-04-06-193455928352
2023-06-17,AR,0,0,2024-04-06-193455928352
2023-06-24,AR,0,0,2024-04-06-193455928352
2023-07-01,AR,0,0,2024-04-06-193455928352
2023-07-08,AR,0,0,2024-04-06-193455928352
2023-07-15,AR,0,0,2024-04-06-193455928352
2023-07-22,AR,0,0,2024-04-06-193455928352
2023-07-29,AR,0,0,2024-04-06-193455928352
2023-08-05,AR,0,0,2024-04-06-193455928352
2023-08-12,AR,0,0,2024-04-06-193455928352
2023-08-19,AR,0,0,2024-04-06-193455928352
2023-08-26,AR,0,0,2024-04-06-193455928352
2023-09-02,AR,0,0,2024-04-06-193455928352
2023-09-09,AR,0,0,2024-04-06-193455928352
2023-09-16,AR,0,0,2024-04-06-193455928352
2023-09-23,AR,0,0,2024-04-06-193455928352
2023-09-30,AR,0,0,2024-04-06-193455928352
2023-10-07,AR,0,0,2024-04-06-193455928352
2023-10-14,AR,0,0,2024-04-06-193455928352
2023-10-21,AR,0,0,2024-04-06-193455928352
2023-10-28,AR,2.564,0,2024-04-06-193455928352
2023-11-04,AR,3.755,0,2024-04-06-193455928352
2023-11-11,AR,4.53,0,2024-04-06-193455928352
2023-11-18,AR,5.474,0,2024-04-06-193455928352
2023-11-25,AR,8.16,0,2024-04-06-193455928352
2023-12-02,AR,10.106,0,2024-04-06-193455928352
2023-12-09,AR,10.016,0,2024-04-06-193455928352
2023-12-16,AR,10.542,0,2024-04-06-193455928352
2023-12-23,AR,11.697,0,2024-04-06-193455928352
2023-12-30,AR,14.945,0,2024-04-06-193455928352
2024-01-06,AR,12.652,0,2024-04-06-193455928352
2024-01-13,AR,9.654,0,2024-04-06-193455928352
2024-01-20,AR,3.604,0,2024-04-06-193455928352
2024-01-27,AR,2.447,0,2024-04-06-193455928352
2024-02-03,AR,2.336,0,2024-04-06-193455928352
2024-02-10,AR,2.428,0,2024-04-06-193455928352
2024-02-17,AR,1.476,0,2024-04-06-193455928352
2024-02-24,AR,1.327,0,2024-04-06-193455928352
2024-03-02,AR,1.627,0,2024-04-06-193455928352
2024-03-09,AR,2.482,0,2024-04-06-193455928352
2024-03-16,AR,1.865,0,2024-04-06-193455928352
2024-03-23,AR,0.855,0,2024-04-06-193455928352
2024-03-30,AR,0,0,2024-04-06-193455928352
2022-04-09,CA,1.342,3485.333,2024-04-06-193455928352
2022-04-16,CA,1.29,3654,2024-04-06-193455928352
2022-04-23,CA,1.192,3916.667,2024-04-06-193455928352
2022-04-30,CA,1.225,4334,2024-04-06-193455928352
2022-05-07,CA,1.128,4990,2024-04-06-193455928352
2022-05-14,CA,1.162,5758,2024-04-06-193455928352
2022-05-21,CA,1.031,6699.333,2024-04-06-193455928352
2022-05-28,CA,0.854,7199.667,2024-04-06-193455928352
2022-06-04,CA,0.801,7282.333,2024-04-06-193455928352
2022-06-11,CA,0.957,6597.667,2024-04-06-193455928352
2022-06-18,CA,1.015,5786.333,2024-04-06-193455928352
2022-06-25,CA,0.971,5130.667,2024-04-06-193455928352
2022-07-02,CA,0.814,5083,2024-04-06-193455928352
2022-07-09,CA,0.885,5135.667,2024-04-06-193455928352
2022-07-16,CA,0.983,5009.667,2024-04-06-193455928352
2022-07-23,CA,1.121,4691,2024-04-06-193455928352
2022-07-30,CA,1.186,4383.667,2024-04-06-193455928352
2022-08-06,CA,1.198,4176,2024-04-06-193455928352
2022-08-13,CA,1.283,4124.333,2024-04-06-193455928352
2022-08-20,CA,1.575,4395.667,2024-04-06-193455928352
2022-08-27,CA,1.841,4761,2024-04-06-193455928352
2022-09-03,CA,2.166,4989.333,2024-04-06-193455928352
2022-09-10,CA,2.533,5069,2024-04-06-193455928352
2022-09-17,CA,3.269,5383.333,2024-04-06-193455928352
2022-09-24,CA,4.568,6029.333,2024-04-06-193455928352
2022-10-01,CA,6.456,6710,2024-04-06-193455928352
2022-10-08,CA,8.183,7475.667,2024-04-06-193455928352
2022-10-15,CA,10.569,8407,2024-04-06-193455928352
2022-10-22,CA,12.434,10370.333,2024-04-06-193455928352
2022-10-29,CA,14.486,12462.333,2024-04-06-193455928352
2022-11-05,CA,15.47,15673,2024-04-06-193455928352
2022-11-12,CA,15.571,18408,2024-04-06-193455928352
2022-11-19,CA,14.453,19893.667,2024-04-06-193455928352
2022-11-26,CA,12.195,21142.667,2024-04-06-193455928352
2022-12-03,CA,9.852,21418.333,2024-04-06-193455928352
2022-12-10,CA,8.078,21634,2024-04-06-193455928352
2022-12-17,CA,6.943,19893,2024-04-06-193455928352
2022-12-24,CA,6.261,17581.667,2024-04-06-193455928352
2022-12-31,CA,6.153,14851.333,2024-04-06-193455928352
2023-01-07,CA,5.851,12358.333,2024-04-06-193455928352
2023-01-14,CA,5.546,10256.667,2024-04-06-193455928352
2023-01-21,CA,4.488,9513.667,2024-04-06-193455928352
2023-01-28,CA,3.703,9174,2024-04-06-193455928352
2023-02-04,CA,2.992,9392.667,2024-04-06-193455928352
2023-02-11,CA,2.616,9418.667,2024-04-06-193455928352
2023-02-18,CA,2.22,9361,2024-04-06-193455928352
2023-02-25,CA,1.927,9148.667,2024-04-06-193455928352
2023-03-04,CA,1.559,8639.333,2024-04-06-193455928352
2023-03-11,CA,1.4,8429.333,2024-04-06-193455928352
2023-03-18,CA,1.183,8156.333,2024-04-06-193455928352
2023-03-25,CA,1.048,8181.667,2024-04-06-193455928352
2023-04-01,CA,0.862,7947.667,2024-04-06-193455928352
2023-04-08,CA,0.876,5722.667,2024-04-06-193455928352
2023-04-15,CA,0.922,3571.333,2024-04-06-193455928352
2023-04-22,CA,0.964,1415.333,2024-04-06-193455928352
2023-04-29,CA,0.846,1376.333,2024-04-06-193455928352
2023-05-06,CA,0.785,1358.333,2024-04-06-193455928352
2023-05-13,CA,0.661,1364.667,2024-04-06-193455928352
2023-05-20,CA,0.457,1380.333,2024-04-06-193455928352
2023-05-27,CA,0.543,1360.333,2024-04-06-193455928352
2023-06-03,CA,0.636,1366,2024-04-06-193455928352
2023-06-10,CA,0.69,1341.667,2024-04-06-193455928352
2023-06-17,CA,0.591,1291.667,2024-04-06-193455928352
2023-06-24,CA,0.687,1197,2024-04-06-193455928352
2023-07-01,CA,0.827,1177,2024-04-06-193455928352
2023-07-08,CA,0.774,1170.667,2024-04-06-193455928352
2023-07-15,CA,0.665,1154.667,2024-04-06-193455928352
2023-07-22,CA,0.546,1101,2024-04-06-193455928352
2023-07-29,CA,0.711,1109,2024-04-06-193455928352
2023-08-05,CA,0.972,1144.333,2024-04-06-193455928352
2023-08-12,CA,1.154,1223.333,2024-04-06-193455928352
2023-08-19,CA,1.064,1276.333,2024-04-06-193455928352
2023-08-26,CA,1.012,1418,2024-04-06-193455928352
2023-09-02,CA,1.258,1525.667,2024-04-06-193455928352
2023-09-09,CA,1.757,1642.667,2024-04-06-193455928352
2023-09-16,CA,2.081,1677.333,2024-04-06-193455928352
2023-09-23,CA,2.904,1747.667,2024-04-06-193455928352
2023-09-30,CA,3.897,1725,2024-04-06-193455928352
2023-10-07,CA,4.971,1809.333,2024-04-06-193455928352
2023-10-14,CA,6.109,1889.333,2024-04-06-193455928352
2023-10-21,CA,7.277,2110.667,2024-04-06-193455928352
2023-10-28,CA,8.534,4016.667,2024-04-06-193455928352
2023-11-04,CA,9.562,7867,2024-04-06-193455928352
2023-11-11,CA,10.223,12377.667,2024-04-06-193455928352
2023-11-18,CA,10.73,14682,2024-04-06-193455928352
2023-11-25,CA,10.468,16558.333,2024-04-06-193455928352
2023-12-02,CA,10.106,18085.667,2024-04-06-193455928352
2023-12-09,CA,9.596,21041.667,2024-04-06-193455928352
2023-12-16,CA,9.052,23787.333,2024-04-06-193455928352
2023-12-23,CA,8.411,25300.667,2024-04-06-193455928352
2023-12-30,CA,7.984,25534,2024-04-06-193455928352
2024-01-06,CA,7.582,23706.667,2024-04-06-193455928352
2024-01-13,CA,6.912,22029,2024-04-06-193455928352
2024-01-20,CA,6.058,20467.333,2024-04-06-193455928352
2024-01-27,CA,5.301,19191.333,2024-04-06-193455928352
2024-02-03,CA,5.015,17724.333,2024-04-06-193455928352
2024-02-10,CA,4.382,17018,2024-04-06-193455928352
2024-02-17,CA,3.805,16350.333,2024-04-06-193455928352
2024-02-24,CA,3.045,15992.667,2024-04-06-193455928352
2024-03-02,CA,2.409,15183.667,2024-04-06-193455928352
2024-03-09,CA,1.91,14659.667,2024-04-06-193455928352
2024-03-16,CA,1.455,14483.333,2024-04-06-193455928352
2024-03-23,CA,1.186,13480.667,2024-04-06-193455928352
2024-03-30,CA,1.034,12913.5,2024-04-06-193455928352
2022-04-09,CO,0.971,1360.667,2024-04-06-193455928352
2022-04-16,CO,0.862,1389.333,2024-04-06-193455928352
2022-04-23,CO,0.798,1566.667,2024-04-06-193455928352
2022-04-30,CO,0.832,1681.667,2024-04-06-193455928352
2022-05-07,CO,0.873,1742.333,2024-04-06-193455928352
2022-05-14,CO,0.809,1953.333,2024-04-06-193455928352
2022-05-21,CO,0.696,2294.667,2024-04-06-193455928352
2022-05-28,CO,0.783,2358,2024-04-06-193455928352
2022-06-04,CO,0.732,2116.667,2024-04-06-193455928352
2022-06-11,CO,0.91,1686,2024-04-06-193455928352
2022-06-18,CO,1.12,1590,2024-04-06-193455928352
2022-06-25,CO,1.037,1497.667,2024-04-06-193455928352
2022-07-02,CO,1.006,1353,2024-04-06-193455928352
2022-07-09,CO,0.69,1276.333,2024-04-06-193455928352
2022-07-16,CO,0.852,1275.333,2024-04-06-193455928352
2022-07-23,CO,0.946,1333.667,2024-04-06-193455928352
2022-07-30,CO,1.118,1312.667,2024-04-06-193455928352
2022-08-06,CO,1.132,1237,2024-04-06-193455928352
2022-08-13,CO,1.033,1227,2024-04-06-193455928352
2022-08-20,CO,0.904,1308.667,2024-04-06-193455928352
2022-08-27,CO,0.82,1383,2024-04-06-193455928352
2022-09-03,CO,0.901,1447,2024-04-06-193455928352
2022-09-10,CO,1.025,1401.333,2024-04-06-193455928352
2022-09-17,CO,1.516,1469.333,2024-04-06-193455928352
2022-09-24,CO,2.765,1454,2024-04-06-193455928352
2022-10-01,CO,4.721,1476.667,2024-04-06-193455928352
2022-10-08,CO,7.193,1380,2024-04-06-193455928352
2022-10-15,CO,9.914,1343.667,2024-04-06-193455928352
2022-10-22,CO,9.693,1393.333,2024-04-06-193455928352
2022-10-29,CO,11.061,1606,2024-04-06-193455928352
2022-11-05,CO,14.848,1939.333,2024-04-06-193455928352
2022-11-12,CO,20.452,2407,2024-04-06-193455928352
2022-11-19,CO,22.909,2748,2024-04-06-193455928352
2022-11-26,CO,19.951,3000.333,2024-04-06-193455928352
2022-12-03,CO,16.619,3000.333,2024-04-06-193455928352
2022-12-10,CO,13.249,3018.667,2024-04-06-193455928352
2022-12-17,CO,11.428,2722,2024-04-06-193455928352
2022-12-24,CO,9.911,2563.333,2024-04-06-193455928352
2022-12-31,CO,8.946,2211.333,2024-04-06-193455928352
2023-01-07,CO,7.61,2069,2024-04-06-193455928352
2023-01-14,CO,6.45,1767,2024-04-06-193455928352
2023-01-21,CO,5.149,1601.667,2024-04-06-193455928352
2023-01-28,CO,4.443,1542.333,2024-04-06-193455928352
2023-02-04,CO,3.681,1546.333,2024-04-06-193455928352
2023-02-11,CO,3.122,1575,2024-04-06-193455928352
2023-02-18,CO,2.561,1601,2024-04-06-193455928352
2023-02-25,CO,1.99,1584.667,2024-04-06-193455928352
2023-03-04,CO,1.658,1543,2024-04-06-193455928352
2023-03-11,CO,1.281,1484,2024-04-06-193455928352
2023-03-18,CO,1.146,1450.667,2024-04-06-193455928352
2023-03-25,CO,0.751,1348.333,2024-04-06-193455928352
2023-04-01,CO,0.72,1290,2024-04-06-193455928352
2023-04-08,CO,0.784,1223.333,2024-04-06-193455928352
2023-04-15,CO,0.847,1214,2024-04-06-193455928352
2023-04-22,CO,0.615,1176.333,2024-04-06-193455928352
2023-04-29,CO,0.461,1079.333,2024-04-06-193455928352
2023-05-06,CO,0.226,993.333,2024-04-06-193455928352
2023-05-13,CO,0.252,906.667,2024-04-06-193455928352
2023-05-20,CO,0.192,868.667,2024-04-06-193455928352
