week,state,percent_positive,total_pcr_tests,update_dts
2022-07-23,IA,1.141,1569.333,2024-04-06-193455928352
2022-07-30,IA,1.08,2007,2024-04-06-193455928352
2022-08-06,IA,1.276,2144.333,2024-04-06-193455928352
2022-08-13,IA,1.176,2223.333,2024-04-06-193455928352
2022-08-20,IA,1.13,1973.333,2024-04-06-193455928352
2022-08-27,IA,1.075,2040.667,2024-04-06-193455928352
2022-09-03,IA,1.366,2161,2024-04-06-193455928352
2022-09-10,IA,1.671,2304,2024-04-06-193455928352
2022-09-17,IA,2.394,2339.333,2024-04-06-193455928352
2022-09-24,IA,3.546,2310,2024-04-06-193455928352
2022-10-01,IA,5.195,2307.667,2024-04-06-193455928352
2022-10-08,IA,7.007,2481.667,2024-04-06-193455928352
2022-10-15,IA,9.807,2547.333,2024-04-06-193455928352
2022-10-22,IA,12.845,2795.333,2024-04-06-193455928352
2022-10-29,IA,17.22,3142.667,2024-04-06-193455928352
2022-11-05,IA,20.809,3746.667,2024-04-06-193455928352
2022-11-12,IA,23.305,4308.667,2024-04-06-193455928352
2022-11-19,IA,22.714,4859.333,2024-04-06-193455928352
2022-11-26,IA,20.044,5636,2024-04-06-193455928352
2022-12-03,IA,15.881,6506.667,2024-04-06-193455928352
2022-12-10,IA,11.601,7385,2024-04-06-193455928352
2022-12-17,IA,8.137,7077,2024-04-06-193455928352
2022-12-24,IA,6.117,6171.667,2024-04-06-193455928352
2022-12-31,IA,5.119,4803.667,2024-04-06-193455928352
2023-01-07,IA,4.171,4114.333,2024-04-06-193455928352
2023-01-14,IA,3.483,3671,2024-04-06-193455928352
2023-01-21,IA,2.989,3368.667,2024-04-06-193455928352
2023-01-28,IA,2.638,3060.333,2024-04-06-193455928352
2023-02-04,IA,2.229,2764.667,2024-04-06-193455928352
2023-02-11,IA,1.765,2415.667,2024-04-06-193455928352
2023-02-18,IA,1.587,2238.667,2024-04-06-193455928352
2023-02-25,IA,1.644,2131,2024-04-06-193455928352
2023-03-04,IA,1.51,2018,2024-04-06-193455928352
2023-03-11,IA,1.4,1996.333,2024-04-06-193455928352
2023-03-18,IA,1.013,1876,2024-04-06-193455928352
2023-03-25,IA,1.105,1799,2024-04-06-193455928352
2023-04-01,IA,0.895,1709.333,2024-04-06-193455928352
2023-04-08,IA,0.809,1673.333,2024-04-06-193455928352
2023-04-15,IA,0.468,1674.333,2024-04-06-193455928352
2023-04-22,IA,0.342,1543.333,2024-04-06-193455928352
2023-04-29,IA,0.296,1473,2024-04-06-193455928352
2023-05-06,IA,0.262,1385,2024-04-06-193455928352
2023-05-13,IA,0.328,1324,2024-04-06-193455928352
2023-05-20,IA,0.239,1237,2024-04-06-193455928352
2023-05-27,IA,0.221,1146.667,2024-04-06-193455928352
2023-06-03,IA,0.168,1041.333,2024-04-06-193455928352
2023-06-10,IA,0.248,961.333,2024-04-06-193455928352
2023-06-17,IA,0.257,888,2024-04-06-193455928352
2023-06-24,IA,0.195,828.333,2024-04-06-193455928352
2023-07-01,IA,0.085,1633,2024-04-06-193455928352
2023-07-08,IA,0.087,1622.333,2024-04-06-193455928352
2023-07-15,IA,0.043,1606.333,2024-04-06-193455928352
2023-07-22,IA,0.221,746.667,2024-04-06-193455928352
2023-07-29,IA,0.178,781.667,2024-04-06-193455928352
2023-08-05,IA,0.396,850.667,2024-04-06-193455928352
2023-08-12,IA,0.31,963.333,2024-04-06-193455928352
2023-08-19,IA,0.566,1057.667,2024-04-06-193455928352
2023-08-26,IA,0.578,1236.333,2024-04-06-193455928352
2023-09-02,IA,0.582,1450,2024-04-06-193455928352
2023-09-09,IA,0.394,1712.667,2024-04-06-193455928352
2023-09-16,IA,0.202,1827,2024-04-06-193455928352
2023-09-23,IA,0.278,1831.333,2024-04-06-193455928352
2023-09-30,IA,0.486,1782.333,2024-04-06-193455928352
2023-10-07,IA,0.705,1833.667,2024-04-06-193455928352
2023-10-14,IA,0.734,1914.333,2024-04-06-193455928352
2023-10-21,IA,1.124,1961.333,2024-04-06-193455928352
2023-10-28,IA,1.645,1854.333,2024-04-06-193455928352
2023-11-04,IA,2.77,1880.333,2024-04-06-193455928352
2023-11-11,IA,3.476,1886,2024-04-06-193455928352
2023-11-18,IA,4.493,2085.667,2024-04-06-193455928352
2023-11-25,IA,5.019,2388.333,2024-04-06-193455928352
2023-12-02,IA,6.572,3081,2024-04-06-193455928352
2023-12-09,IA,8.388,3815.333,2024-04-06-193455928352
2023-12-16,IA,10.293,4425.333,2024-04-06-193455928352
2023-12-23,IA,11.377,4407.333,2024-04-06-193455928352
2023-12-30,IA,12.192,4190.333,2024-04-06-193455928352
2024-01-06,IA,13.037,3730.333,2024-04-06-193455928352
2024-01-13,IA,13.469,3500.667,2024-04-06-193455928352
2024-01-20,IA,12.749,3131,2024-04-06-193455928352
2024-01-27,IA,11.413,3005,2024-04-06-193455928352
2024-02-03,IA,9.945,3066.333,2024-04-06-193455928352
2024-02-10,IA,8.82,3343.333,2024-04-06-193455928352
2024-02-17,IA,7.751,3583,2024-04-06-193455928352
2024-02-24,IA,6.561,3635.667,2024-04-06-193455928352
2024-03-02,IA,6.294,3482,2024-04-06-193455928352
2024-03-09,IA,5.708,3186.667,2024-04-06-193455928352
2024-03-16,IA,5.169,2784,2024-04-06-193455928352
2024-03-23,IA,4.129,2338,2024-04-06-193455928352
2024-03-30,IA,3.773,2071,2024-04-06-193455928352
2022-04-09,KS,0.47,142.667,2024-04-06-193455928352
2022-04-16,KS,0.243,147.333,2024-04-06-193455928352
2022-04-23,KS,0.96,130.333,2024-04-06-193455928352
2022-04-30,KS,0.936,135.333,2024-04-06-193455928352
2022-05-07,KS,0.936,127.667,2024-04-06-193455928352
2022-05-14,KS,0.454,144,2024-04-06-193455928352
2022-05-21,KS,0.235,137.667,2024-04-06-193455928352
2022-05-28,KS,0.454,142.333,2024-04-06-193455928352
2022-06-04,KS,0.219,140,2024-04-06-193455928352
2022-06-11,KS,0.219,140.667,2024-04-06-193455928352
2022-06-18,KS,0.295,127.667,2024-04-06-193455928352
2022-06-25,KS,0.609,118,2024-04-06-193455928352
2022-07-02,KS,0.849,119.333,2024-04-06-193455928352
2022-07-09,KS,1.279,127.667,2024-04-06-193455928352
2022-07-16,KS,1.201,139.333,2024-04-06-193455928352
2022-07-23,KS,2.011,135.333,2024-04-06-193455928352
2022-07-30,KS,2.281,134,2024-04-06-193455928352
2022-08-06,KS,2.514,134.333,2024-04-06-193455928352
2022-08-13,KS,1.951,137.667,2024-04-06-193455928352
2022-08-20,KS,1.566,147.667,2024-04-06-193455928352
2022-08-27,KS,2.34,145,2024-04-06-193455928352
2022-09-03,KS,2.578,145.333,2024-04-06-193455928352
2022-09-10,KS,2.698,136.333,2024-04-06-193455928352
2022-09-17,KS,5.232,141.667,2024-04-06-193455928352
2022-09-24,KS,9.477,149.333,2024-04-06-193455928352
2022-10-01,KS,12.64,149.333,2024-04-06-193455928352
2022-10-08,KS,16.46,144.667,2024-04-06-193455928352
2022-10-15,KS,17.42,160.333,2024-04-06-193455928352
2022-10-22,KS,18.246,187.667,2024-04-06-193455928352
2022-10-29,KS,13.927,223.667,2024-04-06-193455928352
2022-11-05,KS,14.151,241,2024-04-06-193455928352
2022-11-12,KS,12.826,279.333,2024-04-06-193455928352
2022-11-19,KS,12.983,327.333,2024-04-06-193455928352
2022-11-26,KS,9.579,370,2024-04-06-193455928352
2022-12-03,KS,8.114,379.667,2024-04-06-193455928352
2022-12-10,KS,6.821,354,2024-04-06-193455928352
2022-12-17,KS,6.186,314,2024-04-06-193455928352
2022-12-24,KS,5.535,280,2024-04-06-193455928352
2022-12-31,KS,5.058,256.333,2024-04-06-193455928352
2023-01-07,KS,3.384,242.667,2024-04-06-193455928352
2023-01-14,KS,3.14,231,2024-04-06-193455928352
2023-01-21,KS,1.902,228.667,2024-04-06-193455928352
2023-01-28,KS,1.782,222.333,2024-04-06-193455928352
2023-02-04,KS,1.571,214.667,2024-04-06-193455928352
2023-02-11,KS,1.345,191.667,2024-04-06-193455928352
2023-02-18,KS,1.599,199.667,2024-04-06-193455928352
2023-02-25,KS,0.905,219.333,2024-04-06-193455928352
2023-03-04,KS,0.988,242.333,2024-04-06-193455928352
2023-03-11,KS,0.413,232,2024-04-06-193455928352
2023-03-18,KS,0.47,205,2024-04-06-193455928352
2023-03-25,KS,0.184,170.667,2024-04-06-193455928352
2023-04-01,KS,0.409,153,2024-04-06-193455928352
2023-04-08,KS,0.225,158,2024-04-06-193455928352
2023-04-15,KS,0.225,166.333,2024-04-06-193455928352
2023-04-22,KS,0.225,166.333,2024-04-06-193455928352
2023-04-29,KS,0.225,148.667,2024-04-06-193455928352
2023-05-06,KS,0.826,134,2024-04-06-193455928352
2023-05-13,KS,0.601,133.333,2024-04-06-193455928352
2023-05-20,KS,0.851,130,2024-04-06-193455928352
2023-05-27,KS,0.251,147.333,2024-04-06-193455928352
2023-06-03,KS,0.251,151.667,2024-04-06-193455928352
2023-06-10,KS,0.23,155.667,2024-04-06-193455928352
2023-06-17,KS,0.23,138.333,2024-04-06-193455928352
2023-06-24,KS,0.574,117.667,2024-04-06-193455928352
2023-07-01,KS,0.344,104.333,2024-04-06-193455928352
2023-07-08,KS,0.344,111.333,2024-04-06-193455928352
2023-07-15,KS,0,123.667,2024-04-06-193455928352
2023-07-22,KS,0,138.333,2024-04-06-193455928352
2023-07-29,KS,0,141.667,2024-04-06-193455928352
2023-08-05,KS,0,144.333,2024-04-06-193455928352
2023-08-12,KS,0,150,2024-04-06-193455928352
2023-08-19,KS,0.153,175.333,2024-04-06-193455928352
2023-08-26,KS,0.153,210.333,2024-04-06-193455928352
2023-09-02,KS,0.153,235,2024-04-06-193455928352
2023-09-09,KS,0,243.333,2024-04-06-193455928352
2023-09-16,KS,0.273,242.333,2024-04-06-193455928352
2023-09-23,KS,0.273,243.667,2024-04-06-193455928352
2023-09-30,KS,0.273,235.667,2024-04-06-193455928352
2023-10-07,KS,0.147,229.667,2024-04-06-193455928352
2023-10-14,KS,0.27,239.333,2024-04-06-193455928352
2023-10-21,KS,0.522,254.333,2024-04-06-193455928352
2023-10-28,KS,0.912,282.333,2024-04-06-193455928352
2023-11-04,KS,1.136,287.667,2024-04-06-193455928352
2023-11-11,KS,2.01,318,2024-04-06-193455928352
2023-11-18,KS,3.275,325.667,2024-04-06-193455928352
2023-11-25,KS,4.588,376.667,2024-04-06-193455928352
2023-12-02,KS,7.431,392.667,2024-04-06-193455928352
2023-12-09,KS,10.612,440,2024-04-06-193455928352
2023-12-16,KS,15.532,470,2024-04-06-193455928352
2023-12-23,KS,17.651,474.333,2024-04-06-193455928352
2023-12-30,KS,18.047,462.667,2024-04-06-193455928352
2024-01-06,KS,15.816,431,2024-04-06-193455928352
2024-01-13,KS,13.536,432.333,2024-04-06-193455928352
2024-01-20,KS,11.964,417,2024-04-06-193455928352
2024-01-27,KS,10.008,420,2024-04-06-193455928352
2024-02-03,KS,7.96,450.333,2024-04-06-193455928352
2024-02-10,KS,5.681,479,2024-04-06-193455928352
2024-02-17,KS,5.161,514.333,2024-04-06-193455928352
2024-02-24,KS,0,344,2024-04-06-193455928352
2024-03-02,KS,0,184,2024-04-06-193455928352
2024-03-09,KS,0,0,2024-04-06-193455928352
2024-03-16,KS,0,0,2024-04-06-193455928352
2024-03-23,KS,0,0,2024-04-06-193455928352
2024-03-30,KS,0,0,2024-04-06-193455928352
2022-04-09,KY,0.948,984.667,2024-04-06-193455928352
2022-04-16,KY,1.121,1028,2024-04-06-193455928352
2022-04-23,KY,1.659,1141.333,2024-04-06-193455928352
2022-04-30,KY,1.949,1251.333,2024-04-06-193455928352
2022-05-07,KY,1.812,1337,2024-04-06-193455928352
2022-05-14,KY,1.575,1393.667,2024-04-06-193455928352
2022-05-21,KY,1.558,1425,2024-04-06-193455928352
2022-05-28,KY,2.098,1421.333,2024-04-06-193455928352
2022-06-04,KY,2.583,1399,2024-04-06-193455928352
2022-06-11,KY,3.105,1373.667,2024-04-06-193455928352
2022-06-18,KY,3.221,1376.333,2024-04-06-193455928352
2022-06-25,KY,2.908,1334.667,2024-04-06-193455928352
2022-07-02,KY,2.559,1368,2024-04-06-193455928352
2022-07-09,KY,2.428,1424.667,2024-04-06-193455928352
2022-07-16,KY,2.848,1517,2024-04-06-193455928352
2022-07-23,KY,3.068,1598.667,2024-04-06-193455928352
2022-07-30,KY,3.216,1600.333,2024-04-06-193455928352
2022-08-06,KY,2.881,1594,2024-04-06-193455928352
2022-08-13,KY,3.233,1610,2024-04-06-193455928352
2022-08-20,KY,3.403,1798.667,2024-04-06-193455928352
2022-08-27,KY,3.935,1946.333,2024-04-06-193455928352
2022-09-03,KY,4.623,2048.333,2024-04-06-193455928352
2022-09-10,KY,6.19,2010.667,2024-04-06-193455928352
2022-09-17,KY,8.303,2040.333,2024-04-06-193455928352
2022-09-24,KY,9.939,1600,2024-04-06-193455928352
2022-10-01,KY,11.35,1184.333,2024-04-06-193455928352
2022-10-08,KY,13.417,791.667,2024-04-06-193455928352
2022-10-15,KY,14.607,870.333,2024-04-06-193455928352
2022-10-22,KY,16.549,1001.667,2024-04-06-193455928352
2022-10-29,KY,16.077,1213.333,2024-04-06-193455928352
2022-11-05,KY,14.865,1346.333,2024-04-06-193455928352
2022-11-12,KY,12.292,1370,2024-04-06-193455928352
2022-11-19,KY,9.664,1304,2024-04-06-193455928352
2022-11-26,KY,8.198,1297.333,2024-04-06-193455928352
2022-12-03,KY,6.326,1280,2024-04-06-193455928352
2022-12-10,KY,5.349,1188,2024-04-06-193455928352
2022-12-17,KY,4.353,1053.333,2024-04-06-193455928352
2022-12-24,KY,4.146,963.333,2024-04-06-193455928352
2022-12-31,KY,3.502,925.333,2024-04-06-193455928352
2023-01-07,KY,2.751,888,2024-04-06-193455928352
2023-01-14,KY,1.809,873,2024-04-06-193455928352
2023-01-21,KY,1.218,849,2024-04-06-193455928352
2023-01-28,KY,1.236,862,2024-04-06-193455928352
2023-02-04,KY,1.097,908.667,2024-04-06-193455928352
2023-02-11,KY,1.027,897.333,2024-04-06-193455928352
2023-02-18,KY,0.762,898.667,2024-04-06-193455928352
2023-02-25,KY,0.59,848.667,2024-04-06-193455928352
2023-03-04,KY,0.478,816.667,2024-04-06-193455928352
2023-03-11,KY,0.441,743,2024-04-06-193455928352
2023-03-18,KY,0.384,697.667,2024-04-06-193455928352
2023-03-25,KY,0.494,622,2024-04-06-193455928352
2023-04-01,KY,0.344,544.333,2024-04-06-193455928352
2023-04-08,KY,0.533,443.667,2024-04-06-193455928352
2023-04-15,KY,0.331,395,2024-04-06-193455928352
2023-04-22,KY,0.331,387,2024-04-06-193455928352
2023-04-29,KY,0.226,400.333,2024-04-06-193455928352
2023-05-06,KY,0.562,416,2024-04-06-193455928352
2023-05-13,KY,0.843,398.333,2024-04-06-193455928352
2023-05-20,KY,0.618,373,2024-04-06-193455928352
2023-05-27,KY,0.281,341.333,2024-04-06-193455928352
2023-06-03,KY,0,318.333,2024-04-06-193455928352
2023-06-10,KY,0.133,279.667,2024-04-06-193455928352
2023-06-17,KY,0.282,254,2024-04-06-193455928352
2023-06-24,KY,1.44,244.667,2024-04-06-193455928352
2023-07-01,KY,1.443,242.667,2024-04-06-193455928352
2023-07-08,KY,1.55,255,2024-04-06-193455928352
2023-07-15,KY,0.535,246,2024-04-06-193455928352
2023-07-22,KY,0.517,258.667,2024-04-06-193455928352
2023-07-29,KY,0.373,271.667,2024-04-06-193455928352
2023-08-05,KY,0.426,307.333,2024-04-06-193455928352
2023-08-12,KY,0.393,343,2024-04-06-193455928352
2023-08-19,KY,0.602,416.667,2024-04-06-193455928352
2023-08-26,KY,0.549,535.667,2024-04-06-193455928352
2023-09-02,KY,0.896,637,2024-04-06-193455928352
2023-09-09,KY,1.33,699,2024-04-06-193455928352
2023-09-16,KY,2.063,695.333,2024-04-06-193455928352
2023-09-23,KY,2.487,645.667,2024-04-06-193455928352
2023-09-30,KY,2.679,586,2024-04-06-193455928352
2023-10-07,KY,2.937,534,2024-04-06-193455928352
2023-10-14,KY,3.825,524.333,2024-04-06-193455928352
2023-10-21,KY,4.727,546.667,2024-04-06-193455928352
2023-10-28,KY,6.006,591.333,2024-04-06-193455928352
2023-11-04,KY,7.385,636.333,2024-04-06-193455928352
2023-11-11,KY,9.388,671.667,2024-04-06-193455928352
2023-11-18,KY,11.484,670,2024-04-06-193455928352
2023-11-25,KY,12.182,767,2024-04-06-193455928352
2023-12-02,KY,13.181,835.667,2024-04-06-193455928352
2023-12-09,KY,13.057,948.333,2024-04-06-193455928352
2023-12-16,KY,13.311,909.667,2024-04-06-193455928352
2023-12-23,KY,12.323,886.333,2024-04-06-193455928352
2023-12-30,KY,11,844.667,2024-04-06-193455928352
2024-01-06,KY,8.994,859.333,2024-04-06-193455928352
2024-01-13,KY,6.844,794.333,2024-04-06-193455928352
2024-01-20,KY,4.545,737,2024-04-06-193455928352
2024-01-27,KY,3.584,667.667,2024-04-06-193455928352
2024-02-03,KY,2.905,690,2024-04-06-193455928352
2024-02-10,KY,2.848,677.333,2024-04-06-193455928352
2024-02-17,KY,2.138,680,2024-04-06-193455928352
2024-02-24,KY,1.648,668.333,2024-04-06-193455928352
2024-03-02,KY,1.318,625.333,2024-04-06-193455928352
2024-03-09,KY,1.118,570,2024-04-06-193455928352
2024-03-16,KY,0.993,531.333,2024-04-06-193455928352
2024-03-23,KY,0,354,2024-04-06-193455928352
2024-03-30,KY,0,279,2024-04-06-193455928352
2022-04-09,LA,2.51,162,2024-04-06-193455928352
2022-04-16,LA,3.725,172.333,2024-04-06-193455928352
2022-04-23,LA,4.667,181,2024-04-06-193455928352
2022-04-30,LA,5.099,186.667,2024-04-06-193455928352
2022-05-07,LA,5.802,200,2024-04-06-193455928352
2022-05-14,LA,6.635,209.667,2024-04-06-193455928352
2022-05-21,LA,8.873,204.333,2024-04-06-193455928352
2022-05-28,LA,10.119,199.667,2024-04-06-193455928352
2022-06-04,LA,11.65,183.333,2024-04-06-193455928352
2022-06-11,LA,13.495,178.333,2024-04-06-193455928352
2022-06-18,LA,12.947,160.333,2024-04-06-193455928352
2022-06-25,LA,13.719,153.667,2024-04-06-193455928352
2022-07-02,LA,12.296,143,2024-04-06-193455928352
2022-07-09,LA,14.149,149.667,2024-04-06-193455928352
2022-07-16,LA,13.149,139.667,2024-04-06-193455928352
2022-07-23,LA,14.178,134.333,2024-04-06-193455928352
2022-07-30,LA,12.83,124.667,2024-04-06-193455928352
2022-08-06,LA,11.742,124.333,2024-04-06-193455928352
2022-08-13,LA,9.562,137.333,2024-04-06-193455928352
2022-08-20,LA,8.595,161.333,2024-04-06-193455928352
2022-08-27,LA,9.078,189.333,2024-04-06-193455928352
2022-09-03,LA,11.032,209.667,2024-04-06-193455928352
2022-09-10,LA,12.841,221,2024-04-06-193455928352
2022-09-17,LA,14.395,215.333,2024-04-06-193455928352
2022-09-24,LA,14.398,205.667,2024-04-06-193455928352
2022-10-01,LA,16.901,189.667,2024-04-06-193455928352
2022-10-08,LA,18.333,195,2024-04-06-193455928352
2022-10-15,LA,19.197,203,2024-04-06-193455928352
2022-10-22,LA,14.825,209,2024-04-06-193455928352
2022-10-29,LA,11.691,226.667,2024-04-06-193455928352
2022-11-05,LA,9.72,229.667,2024-04-06-193455928352
2022-11-12,LA,9.495,239,2024-04-06-193455928352
2022-11-19,LA,9.851,230.333,2024-04-06-193455928352
2022-11-26,LA,7.899,240,2024-04-06-193455928352
2022-12-03,LA,7.056,234,2024-04-06-193455928352
2022-12-10,LA,5.672,236.667,2024-04-06-193455928352
2022-12-17,LA,4.774,201.667,2024-04-06-193455928352
2022-12-24,LA,4.88,177,2024-04-06-193455928352
2022-12-31,LA,3.684,146.667,2024-04-06-193455928352
2023-01-07,LA,3.531,140,2024-04-06-193455928352
2023-01-14,LA,2.193,135.667,2024-04-06-193455928352
2023-01-21,LA,1.961,136,2024-04-06-193455928352
2023-01-28,LA,2.16,139.333,2024-04-06-193455928352
2023-02-04,LA,2.542,144.333,2024-04-06-193455928352
2023-02-11,LA,2.122,138,2024-04-06-193455928352
2023-02-18,LA,2.199,133.333,2024-04-06-193455928352
2023-02-25,LA,1.518,132,2024-04-06-193455928352
2023-03-04,LA,2.045,131.667,2024-04-06-193455928352
2023-03-11,LA,1.467,143.667,2024-04-06-193455928352
2023-03-18,LA,1.19,152.667,2024-04-06-193455928352
2023-03-25,LA,0.619,161.667,2024-04-06-193455928352
2023-04-01,LA,1.179,150.667,2024-04-06-193455928352
2023-04-08,LA,0.98,96,2024-04-06-193455928352
2023-04-15,LA,0.763,51.667,2024-04-06-193455928352
2023-04-22,LA,0,10,2024-04-06-193455928352
2023-04-29,LA,0,11,2024-04-06-193455928352
2023-05-06,LA,0,6.667,2024-04-06-193455928352
2023-05-13,LA,0,6.667,2024-04-06-193455928352
2023-05-20,LA,0,5.667,2024-04-06-193455928352
2023-05-27,LA,0,4.667,2024-04-06-193455928352
2023-06-03,LA,6.667,4.333,2024-04-06-193455928352
2023-06-10,LA,8.75,8.667,2024-04-06-193455928352
2023-06-17,LA,10.417,13.667,2024-04-06-193455928352
2023-06-24,LA,3.75,31.667,2024-04-06-193455928352
2023-07-01,LA,1.667,34.667,2024-04-06-193455928352
2023-07-08,LA,0,41,2024-04-06-193455928352
2023-07-15,LA,0,31.333,2024-04-06-193455928352
2023-07-22,LA,0,40.333,2024-04-06-193455928352
2023-07-29,LA,0,43.333,2024-04-06-193455928352
2023-08-05,LA,0,42.667,2024-04-06-193455928352
2023-08-12,LA,0.546,45.667,2024-04-06-193455928352
2023-08-19,LA,0.546,37.333,2024-04-06-193455928352
2023-08-26,LA,1.557,39,2024-04-06-193455928352
2023-09-02,LA,1.01,22,2024-04-06-193455928352
2023-09-09,LA,4.289,34.667,2024-04-06-193455928352
2023-09-16,LA,4.728,46.667,2024-04-06-193455928352
2023-09-23,LA,7.506,63.333,2024-04-06-193455928352
2023-09-30,LA,9.227,56.333,2024-04-06-193455928352
2023-10-07,LA,14.568,51.333,2024-04-06-193455928352
2023-10-14,LA,17.901,51.333,2024-04-06-193455928352
2023-10-21,LA,21.79,48,2024-04-06-193455928352
2023-10-28,LA,21.667,40,2024-04-06-193455928352
2023-11-04,LA,26.162,34.667,2024-04-06-193455928352
2023-11-11,LA,21.818,46.667,2024-04-06-193455928352
2023-11-18,LA,23.152,53.333,2024-04-06-193455928352
2023-11-25,LA,20.297,53,2024-04-06-193455928352
2023-12-02,LA,18.589,46.667,2024-04-06-193455928352
2023-12-09,LA,14.755,43.333,2024-04-06-193455928352
2023-12-16,LA,18.115,31,2024-04-06-193455928352
2023-12-23,LA,17.944,23.667,2024-04-06-193455928352
2023-12-30,LA,14.968,19.667,2024-04-06-193455928352
2024-01-06,LA,8.857,24.333,2024-04-06-193455928352
2024-01-13,LA,12.857,19.333,2024-04-06-193455928352
2024-01-20,LA,14.231,14.333,2024-04-06-193455928352
2024-01-27,LA,13.397,10.333,2024-04-06-193455928352
2024-02-03,LA,6.731,11,2024-04-06-193455928352
2024-02-10,LA,7.197,10.333,2024-04-06-193455928352
2024-02-17,LA,3.03,11.333,2024-04-06-193455928352
2024-02-24,LA,3.03,10.667,2024-04-06-193455928352
2024-03-02,LA,3.704,13,2024-04-06-193455928352
2024-03-09,LA,3.704,12.333,2024-04-06-193455928352
2024-03-16,LA,3.704,14.333,2024-04-06-193455928352
2024-03-23,LA,0,11,2024-04-06-193455928352
2024-03-30,LA,0,12,2024-04-06-193455928352
2022-04-09,ME,2.13,201.667,2024-04-06-193455928352
2022-04-16,ME,2.009,231.333,2024-04-06-193455928352
2022-04-23,ME,1.715,262,2024-04-06-193455928352
2022-04-30,ME,1.672,296.667,2024-04-06-193455928352
2022-05-07,ME,1.67,342.667,2024-04-06-193455928352
2022-05-14,ME,1.029,363.333,2024-04-06-193455928352
2022-05-21,ME,0.872,342.667,2024-04-06-193455928352
2022-05-28,ME,1.129,273,2024-04-06-193455928352
2022-06-04,ME,1.842,225.333,2024-04-06-193455928352
2022-06-11,ME,1.773,198,2024-04-06-193455928352
2022-06-18,ME,0,131.667,2024-04-06-193455928352
2022-06-25,ME,0,60,2024-04-06-193455928352
2022-07-02,ME,0,1,2024-04-06-193455928352
2022-07-09,ME,0,1,2024-04-06-193455928352
2022-07-16,ME,0,1.667,2024-04-06-193455928352
2022-07-23,ME,0,1,2024-04-06-193455928352
2022-07-30,ME,0,1,2024-04-06-193455928352
2022-08-06,ME,0,0.333,2024-04-06-193455928352
2022-08-13,ME,0,1,2024-04-06-193455928352
2022-08-20,ME,0,1.333,2024-04-06-193455928352
2022-08-27,ME,0,2.667,2024-04-06-193455928352
2022-09-03,ME,0,2.667,2024-04-06-193455928352
2022-09-10,ME,8.333,3.667,2024-04-06-193455928352
2022-09-17,ME,8.333,2.667,2024-04-06-193455928352
2022-09-24,ME,27.381,4,2024-04-06-193455928352
2022-10-01,ME,29.048,6,2024-04-06-193455928352
2022-10-08,ME,49.56,10,2024-04-06-193455928352
2022-10-15,ME,52.735,14.667,2024-04-06-193455928352
2022-10-22,ME,59.789,25.667,2024-04-06-193455928352
2022-10-29,ME,56.737,35.333,2024-04-06-193455928352
2022-11-05,ME,55.653,42,2024-04-06-193455928352
2022-11-12,ME,54.154,37.667,2024-04-06-193455928352
2022-11-19,ME,42.646,33,2024-04-06-193455928352
2022-11-26,ME,29.841,27.333,2024-04-06-193455928352
2022-12-03,ME,21.303,36.333,2024-04-06-193455928352
2022-12-10,ME,17.838,49.333,2024-04-06-193455928352
2022-12-17,ME,13.031,76,2024-04-06-193455928352
2022-12-24,ME,9.292,77.333,2024-04-06-193455928352
2022-12-31,ME,8.367,76.333,2024-04-06-193455928352
2023-01-07,ME,7.167,56,2024-04-06-193455928352
2023-01-14,ME,8.939,46.667,2024-04-06-193455928352
2023-01-21,ME,10.008,38,2024-04-06-193455928352
2023-01-28,ME,7.682,28.333,2024-04-06-193455928352
2023-02-04,ME,6.14,23.667,2024-04-06-193455928352
2023-02-11,ME,10.916,14,2024-04-06-193455928352
2023-02-18,ME,13.138,14.333,2024-04-06-193455928352
2023-02-25,ME,9.63,12,2024-04-06-193455928352
2023-03-04,ME,2.222,11.667,2024-04-06-193455928352
2023-03-11,ME,0,9.333,2024-04-06-193455928352
2023-03-18,ME,0,9.333,2024-04-06-193455928352
2023-03-25,ME,0,11.333,2024-04-06-193455928352
2023-04-01,ME,0,11.333,2024-04-06-193455928352
2023-04-08,ME,0,10.667,2024-04-06-193455928352
2023-04-15,ME,0,7.667,2024-04-06-193455928352
2023-04-22,ME,0,8,2024-04-06-193455928352
2023-04-29,ME,0,6,2024-04-06-193455928352
2023-05-06,ME,0,5.667,2024-04-06-193455928352
2023-05-13,ME,0,6,2024-04-06-193455928352
2023-05-20,ME,0,5.333,2024-04-06-193455928352
2023-05-27,ME,0,4.667,2024-04-06-193455928352
2023-06-03,ME,0,3.333,2024-04-06-193455928352
2023-06-10,ME,0,4.333,2024-04-06-193455928352
2023-06-17,ME,0,4,2024-04-06-193455928352
2023-06-24,ME,0,2,2024-04-06-193455928352
2023-07-01,ME,0,2,2024-04-06-193455928352
2023-07-08,ME,0,2.667,2024-04-06-193455928352
2023-07-15,ME,0,3.667,2024-04-06-193455928352
2023-07-22,ME,0,12.333,2024-04-06-193455928352
2023-07-29,ME,0,26,2024-04-06-193455928352
2023-08-05,ME,0,42,2024-04-06-193455928352
2023-08-12,ME,0,51.333,2024-04-06-193455928352
2023-08-19,ME,1.01,47.667,2024-04-06-193455928352
2023-08-26,ME,1.539,51.667,2024-04-06-193455928352
2023-09-02,ME,2.297,46.667,2024-04-06-193455928352
2023-09-09,ME,1.808,57,2024-04-06-193455928352
