week,state,antigen_detections,pcr_detections,update_dts
2023-04-22,MT,0,2.6,2023-09-30-193925
2023-04-29,MT,0,1.8,2023-09-30-193925
2023-05-06,MT,0,1,2023-09-30-193925
2023-05-13,MT,0,0.8,2023-09-30-193925
2023-05-20,MT,0,0.4,2023-09-30-193925
2023-05-27,MT,0,0.2,2023-09-30-193925
2023-06-03,MT,0,0.2,2023-09-30-193925
2023-06-10,MT,0,0.2,2023-09-30-193925
2023-06-17,MT,0,0.2,2023-09-30-193925
2023-06-24,MT,0,0.2,2023-09-30-193925
2023-07-01,MT,0,0.2,2023-09-30-193925
2023-07-08,MT,0,0,2023-09-30-193925
2023-07-15,MT,0,0,2023-09-30-193925
2023-07-22,MT,0,0.4,2023-09-30-193925
2023-07-29,MT,0,0.4,2023-09-30-193925
2023-08-05,MT,0,0.4,2023-09-30-193925
2023-08-12,MT,0,0.4,2023-09-30-193925
2023-08-19,MT,0,0.4,2023-09-30-193925
2023-08-26,MT,0,0.2,2023-09-30-193925
2023-09-02,MT,0,0.2,2023-09-30-193925
2023-09-09,MT,0,0.2,2023-09-30-193925
2023-09-16,MT,0,0.25,2023-09-30-193925
2023-09-23,MT,0,0.333,2023-09-30-193925
2021-10-02,NE,0.6,71.4,2023-09-30-193925
2021-10-09,NE,0.6,74.2,2023-09-30-193925
2021-10-16,NE,0.2,71.2,2023-09-30-193925
2021-10-23,NE,0.2,67.2,2023-09-30-193925
2021-10-30,NE,0,48,2023-09-30-193925
2021-11-06,NE,0.2,47.2,2023-09-30-193925
2021-11-13,NE,0.8,48.8,2023-09-30-193925
2021-11-20,NE,1.4,51.2,2023-09-30-193925
2021-11-27,NE,1.8,56.4,2023-09-30-193925
2021-12-04,NE,2,69.6,2023-09-30-193925
2021-12-11,NE,2.2,71.4,2023-09-30-193925
2021-12-18,NE,1.8,74.8,2023-09-30-193925
2021-12-25,NE,1.8,73.8,2023-09-30-193925
2022-01-01,NE,1.6,63.2,2023-09-30-193925
2022-01-08,NE,1.4,55,2023-09-30-193925
2022-01-15,NE,1.4,45,2023-09-30-193925
2022-01-22,NE,1.6,31.6,2023-09-30-193925
2022-01-29,NE,1,21.6,2023-09-30-193925
2022-02-05,NE,1,19.8,2023-09-30-193925
2022-02-12,NE,1.4,16.6,2023-09-30-193925
2022-02-19,NE,1,15.8,2023-09-30-193925
2022-02-26,NE,0.6,12,2023-09-30-193925
2022-03-05,NE,0.6,9.8,2023-09-30-193925
2022-03-12,NE,0.4,8.6,2023-09-30-193925
2022-03-19,NE,0,7.6,2023-09-30-193925
2022-03-26,NE,0.2,7.6,2023-09-30-193925
2022-04-02,NE,0.4,10,2023-09-30-193925
2022-04-09,NE,0.4,12.2,2023-09-30-193925
2022-04-16,NE,1.2,13.4,2023-09-30-193925
2022-04-23,NE,1.4,14.4,2023-09-30-193925
2022-04-30,NE,1.2,15.6,2023-09-30-193925
2022-05-07,NE,1.2,18.6,2023-09-30-193925
2022-05-14,NE,1.2,19,2023-09-30-193925
2022-05-21,NE,0.6,21.2,2023-09-30-193925
2022-05-28,NE,0.4,23.6,2023-09-30-193925
2022-06-04,NE,0.6,22.4,2023-09-30-193925
2022-06-11,NE,1,22,2023-09-30-193925
2022-06-18,NE,1.4,25.4,2023-09-30-193925
2022-06-25,NE,1.2,23.4,2023-09-30-193925
2022-07-02,NE,1.2,26,2023-09-30-193925
2022-07-09,NE,1.2,31.2,2023-09-30-193925
2022-07-16,NE,0.8,32.2,2023-09-30-193925
2022-07-23,NE,0.4,33.8,2023-09-30-193925
2022-07-30,NE,0.4,41.6,2023-09-30-193925
2022-08-06,NE,1.2,47.8,2023-09-30-193925
2022-08-13,NE,1,50.2,2023-09-30-193925
2022-08-20,NE,1.8,58.6,2023-09-30-193925
2022-08-27,NE,2.2,65,2023-09-30-193925
2022-09-03,NE,2.8,76,2023-09-30-193925
2022-09-10,NE,4,98,2023-09-30-193925
2022-09-17,NE,8.2,132.8,2023-09-30-193925
2022-09-24,NE,10.8,170.2,2023-09-30-193925
2022-10-01,NE,18,211.8,2023-09-30-193925
2022-10-08,NE,27.6,257.8,2023-09-30-193925
2022-10-15,NE,38.6,292.8,2023-09-30-193925
2022-10-22,NE,48.8,337,2023-09-30-193925
2022-10-29,NE,55,367.4,2023-09-30-193925
2022-11-05,NE,57.4,399,2023-09-30-193925
2022-11-12,NE,51.6,395.8,2023-09-30-193925
2022-11-19,NE,44.6,384,2023-09-30-193925
2022-11-26,NE,32.8,351,2023-09-30-193925
2022-12-03,NE,25.4,311,2023-09-30-193925
2022-12-10,NE,19.4,256.4,2023-09-30-193925
2022-12-17,NE,16.8,224.4,2023-09-30-193925
2022-12-24,NE,11.6,190,2023-09-30-193925
2022-12-31,NE,9.8,152.4,2023-09-30-193925
2023-01-07,NE,7.8,123.2,2023-09-30-193925
2023-01-14,NE,4.2,99.6,2023-09-30-193925
2023-01-21,NE,2.6,75.8,2023-09-30-193925
2023-01-28,NE,2.6,59,2023-09-30-193925
2023-02-04,NE,2,47.8,2023-09-30-193925
2023-02-11,NE,2,39.8,2023-09-30-193925
2023-02-18,NE,1.6,32.4,2023-09-30-193925
2023-02-25,NE,1.4,28.4,2023-09-30-193925
2023-03-04,NE,0.6,24.4,2023-09-30-193925
2023-03-11,NE,0.4,21,2023-09-30-193925
2023-03-18,NE,0,18,2023-09-30-193925
2023-03-25,NE,0.2,16.2,2023-09-30-193925
2023-04-01,NE,0.2,13,2023-09-30-193925
2023-04-08,NE,0.2,10.4,2023-09-30-193925
2023-04-15,NE,0.4,8,2023-09-30-193925
2023-04-22,NE,0.4,6.2,2023-09-30-193925
2023-04-29,NE,0.2,5.4,2023-09-30-193925
2023-05-06,NE,0.2,3.6,2023-09-30-193925
2023-05-13,NE,0.2,3,2023-09-30-193925
2023-05-20,NE,0,2,2023-09-30-193925
2023-05-27,NE,0,1.6,2023-09-30-193925
2023-06-03,NE,0.4,1.4,2023-09-30-193925
2023-06-10,NE,0.4,1.6,2023-09-30-193925
2023-06-17,NE,0.4,1.6,2023-09-30-193925
2023-06-24,NE,0.4,1.2,2023-09-30-193925
2023-07-01,NE,0.4,1.4,2023-09-30-193925
2023-07-08,NE,0,1.8,2023-09-30-193925
2023-07-15,NE,0,2.2,2023-09-30-193925
2023-07-22,NE,0,2,2023-09-30-193925
2023-07-29,NE,0.2,3.2,2023-09-30-193925
2023-08-05,NE,0.4,4,2023-09-30-193925
2023-08-12,NE,1.2,5.4,2023-09-30-193925
2023-08-19,NE,1.8,7,2023-09-30-193925
2023-08-26,NE,2.2,9,2023-09-30-193925
2023-09-02,NE,2.5,7.8,2023-09-30-193925
2023-09-09,NE,3,6.6,2023-09-30-193925
2023-09-16,NE,0,5.75,2023-09-30-193925
2023-09-23,NE,0,3.667,2023-09-30-193925
2021-10-02,NV,0,20.6,2023-09-30-193925
2021-10-09,NV,0,19.6,2023-09-30-193925
2021-10-16,NV,0,20,2023-09-30-193925
2021-10-23,NV,0,17.2,2023-09-30-193925
2021-10-30,NV,0,15.6,2023-09-30-193925
2021-11-06,NV,0,14.2,2023-09-30-193925
2021-11-13,NV,0,15.2,2023-09-30-193925
2021-11-20,NV,0,17,2023-09-30-193925
2021-11-27,NV,0,20,2023-09-30-193925
2021-12-04,NV,0,22.2,2023-09-30-193925
2021-12-11,NV,0,24.2,2023-09-30-193925
2021-12-18,NV,0,24.6,2023-09-30-193925
2021-12-25,NV,0,23,2023-09-30-193925
2022-01-01,NV,0,19.4,2023-09-30-193925
2022-01-08,NV,0,14.6,2023-09-30-193925
2022-01-15,NV,0,10.6,2023-09-30-193925
2022-01-22,NV,0,7.4,2023-09-30-193925
2022-01-29,NV,0,4.8,2023-09-30-193925
2022-02-05,NV,0,2.6,2023-09-30-193925
2022-02-12,NV,0,1.8,2023-09-30-193925
2022-02-19,NV,0,1.4,2023-09-30-193925
2022-02-26,NV,0,1,2023-09-30-193925
2022-03-05,NV,0,1.2,2023-09-30-193925
2022-03-12,NV,0,1.4,2023-09-30-193925
2022-03-19,NV,0,1.6,2023-09-30-193925
2022-03-26,NV,0,1.6,2023-09-30-193925
2022-04-02,NV,0,1.4,2023-09-30-193925
2022-04-09,NV,0,1,2023-09-30-193925
2022-04-16,NV,0,1.2,2023-09-30-193925
2022-04-23,NV,0,1,2023-09-30-193925
2022-04-30,NV,0,1,2023-09-30-193925
2022-05-07,NV,0,0.8,2023-09-30-193925
2022-05-14,NV,0,0.6,2023-09-30-193925
2022-05-21,NV,0,0.6,2023-09-30-193925
2022-05-28,NV,0,0.8,2023-09-30-193925
2022-06-04,NV,0,1,2023-09-30-193925
2022-06-11,NV,0,0.8,2023-09-30-193925
2022-06-18,NV,0,1,2023-09-30-193925
2022-06-25,NV,0,0.6,2023-09-30-193925
2022-07-02,NV,0,0.6,2023-09-30-193925
2022-07-09,NV,0,0.8,2023-09-30-193925
2022-07-16,NV,0,1,2023-09-30-193925
2022-07-23,NV,0,1.2,2023-09-30-193925
2022-07-30,NV,0,1.4,2023-09-30-193925
2022-08-06,NV,0,1.2,2023-09-30-193925
2022-08-13,NV,0,1,2023-09-30-193925
2022-08-20,NV,0,1,2023-09-30-193925
2022-08-27,NV,0,1.4,2023-09-30-193925
2022-09-03,NV,0,1.2,2023-09-30-193925
2022-09-10,NV,0,1.6,2023-09-30-193925
2022-09-17,NV,0,2.2,2023-09-30-193925
2022-09-24,NV,0,4,2023-09-30-193925
2022-10-01,NV,0,7,2023-09-30-193925
2022-10-08,NV,0,12.8,2023-09-30-193925
2022-10-15,NV,0,22.6,2023-09-30-193925
2022-10-22,NV,0,30.2,2023-09-30-193925
2022-10-29,NV,0,34.6,2023-09-30-193925
2022-11-05,NV,0,34,2023-09-30-193925
2022-11-12,NV,0,29.8,2023-09-30-193925
2022-11-19,NV,0,21.4,2023-09-30-193925
2022-11-26,NV,0,15.4,2023-09-30-193925
2022-12-03,NV,0,9.6,2023-09-30-193925
2022-12-10,NV,0,6.4,2023-09-30-193925
2022-12-17,NV,0,4.8,2023-09-30-193925
2022-12-24,NV,0,3.2,2023-09-30-193925
2022-12-31,NV,0,1,2023-09-30-193925
2023-01-07,NV,0,0.8,2023-09-30-193925
2023-01-14,NV,0,1,2023-09-30-193925
2023-01-21,NV,0,1.2,2023-09-30-193925
2023-01-28,NV,0,1.2,2023-09-30-193925
2023-02-04,NV,0,1,2023-09-30-193925
2023-02-11,NV,0,0.6,2023-09-30-193925
2023-02-18,NV,0,0.6,2023-09-30-193925
2023-02-25,NV,0,0.4,2023-09-30-193925
2023-03-04,NV,0,0.4,2023-09-30-193925
2023-03-11,NV,0,1,2023-09-30-193925
2023-03-18,NV,0,1.4,2023-09-30-193925
2023-03-25,NV,0,1.2,2023-09-30-193925
2023-04-01,NV,0,1.2,2023-09-30-193925
2023-04-08,NV,0,1,2023-09-30-193925
2023-04-15,NV,0,0.4,2023-09-30-193925
2023-04-22,NV,0,0,2023-09-30-193925
2023-04-29,NV,0,0.2,2023-09-30-193925
2023-05-06,NV,0,0.2,2023-09-30-193925
2023-05-13,NV,0,0.2,2023-09-30-193925
2023-05-20,NV,0,0.2,2023-09-30-193925
2023-05-27,NV,0,0.2,2023-09-30-193925
2023-06-03,NV,0,0,2023-09-30-193925
2023-06-10,NV,0,0,2023-09-30-193925
2023-06-17,NV,0,0,2023-09-30-193925
2023-06-24,NV,0,0.2,2023-09-30-193925
2023-07-01,NV,0,0.4,2023-09-30-193925
2023-07-08,NV,0,0.4,2023-09-30-193925
2023-07-15,NV,0,0.4,2023-09-30-193925
2023-07-22,NV,0,0.6,2023-09-30-193925
2023-07-29,NV,0,0.6,2023-09-30-193925
2023-08-05,NV,0,0.6,2023-09-30-193925
2023-08-12,NV,0,0.6,2023-09-30-193925
2023-08-19,NV,0,0.6,2023-09-30-193925
2023-08-26,NV,0,0.6,2023-09-30-193925
2023-09-02,NV,0,0.4,2023-09-30-193925
2023-09-09,NV,0,0.2,2023-09-30-193925
2023-09-16,NV,0,0.25,2023-09-30-193925
2023-09-23,NV,0,0.333,2023-09-30-193925
2021-10-02,NH,0,0,2023-09-30-193925
2021-10-09,NH,0,0,2023-09-30-193925
2021-10-16,NH,0,0,2023-09-30-193925
2021-10-23,NH,0,0,2023-09-30-193925
2021-10-30,NH,0,0,2023-09-30-193925
2021-11-06,NH,0,0,2023-09-30-193925
2021-11-13,NH,0,0,2023-09-30-193925
2021-11-20,NH,0,0,2023-09-30-193925
2021-11-27,NH,0,0,2023-09-30-193925
2021-12-04,NH,0,0,2023-09-30-193925
2021-12-11,NH,0,0,2023-09-30-193925
2021-12-18,NH,0,0,2023-09-30-193925
2021-12-25,NH,0,0,2023-09-30-193925
2022-01-01,NH,0,0,2023-09-30-193925
2022-01-08,NH,0,0,2023-09-30-193925
2022-01-15,NH,0,0,2023-09-30-193925
2022-01-22,NH,0,0,2023-09-30-193925
2022-01-29,NH,0,0,2023-09-30-193925
2022-02-05,NH,0,0,2023-09-30-193925
2022-02-12,NH,0,0,2023-09-30-193925
2022-02-19,NH,0,0,2023-09-30-193925
2022-02-26,NH,0,0,2023-09-30-193925
2022-03-05,NH,0,0,2023-09-30-193925
2022-03-12,NH,0,0,2023-09-30-193925
2022-03-19,NH,0,0,2023-09-30-193925
2022-03-26,NH,0,0,2023-09-30-193925
2022-04-02,NH,0,0,2023-09-30-193925
2022-04-09,NH,0,0,2023-09-30-193925
2022-04-16,NH,0,0,2023-09-30-193925
2022-04-23,NH,0,0,2023-09-30-193925
2022-04-30,NH,0,0,2023-09-30-193925
2022-05-07,NH,0,0,2023-09-30-193925
2022-05-14,NH,0,0,2023-09-30-193925
2022-05-21,NH,0,0,2023-09-30-193925
2022-05-28,NH,0,0,2023-09-30-193925
2022-06-04,NH,0,0,2023-09-30-193925
2022-06-11,NH,0,0,2023-09-30-193925
2022-06-18,NH,0,0,2023-09-30-193925
2022-06-25,NH,0,0,2023-09-30-193925
2022-07-02,NH,0,0,2023-09-30-193925
2022-07-09,NH,0,0,2023-09-30-193925
2022-07-16,NH,0,0,2023-09-30-193925
2022-07-23,NH,0,0,2023-09-30-193925
2022-07-30,NH,0,0,2023-09-30-193925
2022-08-06,NH,0,0,2023-09-30-193925
2022-08-13,NH,0,0,2023-09-30-193925
2022-08-20,NH,0,0,2023-09-30-193925
2022-08-27,NH,0,0,2023-09-30-193925
2022-09-03,NH,0,0,2023-09-30-193925
2022-09-10,NH,0,0,2023-09-30-193925
2022-09-17,NH,0,0,2023-09-30-193925
2022-09-24,NH,0,0,2023-09-30-193925
2022-10-01,NH,0,0,2023-09-30-193925
2022-10-08,NH,0,11,2023-09-30-193925
2022-10-15,NH,0,34.6,2023-09-30-193925
2022-10-22,NH,0,59.6,2023-09-30-193925
2022-10-29,NH,0,94.2,2023-09-30-193925
2022-11-05,NH,0,112.6,2023-09-30-193925
2022-11-12,NH,0,122.8,2023-09-30-193925
2022-11-19,NH,0,116.2,2023-09-30-193925
2022-11-26,NH,0,102.8,2023-09-30-193925
2022-12-03,NH,0,79.4,2023-09-30-193925
2022-12-10,NH,0,68.2,2023-09-30-193925
2022-12-17,NH,0,54.2,2023-09-30-193925
2022-12-24,NH,0,42,2023-09-30-193925
2022-12-31,NH,0,33.2,2023-09-30-193925
2023-01-07,NH,0,25.2,2023-09-30-193925
2023-01-14,NH,0,23.6,2023-09-30-193925
2023-01-21,NH,0,18.2,2023-09-30-193925
2023-01-28,NH,0,15,2023-09-30-193925
2023-02-04,NH,0,13.2,2023-09-30-193925
2023-02-11,NH,0,10.8,2023-09-30-193925
2023-02-18,NH,0,5.6,2023-09-30-193925
2023-02-25,NH,0,4.4,2023-09-30-193925
2023-03-04,NH,0,3,2023-09-30-193925
2023-03-11,NH,0,2.6,2023-09-30-193925
2023-03-18,NH,0,3,2023-09-30-193925
2023-03-25,NH,0,2.8,2023-09-30-193925
2023-04-01,NH,0,2.4,2023-09-30-193925
2023-04-08,NH,0,3.8,2023-09-30-193925
2023-04-15,NH,0,3.6,2023-09-30-193925
2023-04-22,NH,0,2.6,2023-09-30-193925
2023-04-29,NH,0,2.6,2023-09-30-193925
2023-05-06,NH,0,2.4,2023-09-30-193925
2023-05-13,NH,0,1,2023-09-30-193925
2023-05-20,NH,0,0.6,2023-09-30-193925
2023-05-27,NH,0,0.4,2023-09-30-193925
2023-06-03,NH,0,0.4,2023-09-30-193925
2023-06-10,NH,0,0.4,2023-09-30-193925
2023-06-17,NH,0,0.2,2023-09-30-193925
2023-06-24,NH,0,0.6,2023-09-30-193925
2023-07-01,NH,0,1.4,2023-09-30-193925
2023-07-08,NH,0,1.6,2023-09-30-193925
2023-07-15,NH,0,1.6,2023-09-30-193925
2023-07-22,NH,0,2.2,2023-09-30-193925
2023-07-29,NH,0,2,2023-09-30-193925
2023-08-05,NH,0,1.4,2023-09-30-193925
2023-08-12,NH,0,1.6,2023-09-30-193925
2023-08-19,NH,0,1.6,2023-09-30-193925
2023-08-26,NH,0,1.6,2023-09-30-193925
2023-09-02,NH,0,1.6,2023-09-30-193925
2023-09-09,NH,0,1.8,2023-09-30-193925
2023-09-16,NH,0,1.5,2023-09-30-193925
2023-09-23,NH,0,2,2023-09-30-193925
2021-10-02,NJ,1.8,61.4,2023-09-30-193925
2021-10-09,NJ,1.6,62.4,2023-09-30-193925
2021-10-16,NJ,1,55.4,2023-09-30-193925
2021-10-23,NJ,0.4,62,2023-09-30-193925
2021-10-30,NJ,0.4,61.2,2023-09-30-193925
2021-11-06,NJ,0,55.8,2023-09-30-193925
2021-11-13,NJ,0.2,51.8,2023-09-30-193925
2021-11-20,NJ,0.4,51,2023-09-30-193925
2021-11-27,NJ,0.4,38.6,2023-09-30-193925
2021-12-04,NJ,0.4,35.6,2023-09-30-193925
2021-12-11,NJ,0.4,35.4,2023-09-30-193925
2021-12-18,NJ,0.2,32.2,2023-09-30-193925
2021-12-25,NJ,0,30.2,2023-09-30-193925
2022-01-01,NJ,0,27.8,2023-09-30-193925
2022-01-08,NJ,0,22.4,2023-09-30-193925
2022-01-15,NJ,0,16,2023-09-30-193925
2022-01-22,NJ,0,11,2023-09-30-193925
2022-01-29,NJ,0,7,2023-09-30-193925
2022-02-05,NJ,0,6.2,2023-09-30-193925
2022-02-12,NJ,0,7,2023-09-30-193925
2022-02-19,NJ,0,8.2,2023-09-30-193925
2022-02-26,NJ,0,7.2,2023-09-30-193925
2022-03-05,NJ,0,8.2,2023-09-30-193925
2022-03-12,NJ,0,8,2023-09-30-193925
2022-03-19,NJ,0,7.8,2023-09-30-193925
2022-03-26,NJ,0,8.6,2023-09-30-193925
2022-04-02,NJ,0,10.2,2023-09-30-193925
2022-04-09,NJ,0,9.8,2023-09-30-193925
2022-04-16,NJ,0,9.6,2023-09-30-193925
2022-04-23,NJ,0,10.4,2023-09-30-193925
2022-04-30,NJ,0,10.4,2023-09-30-193925
2022-05-07,NJ,0,11.2,2023-09-30-193925
2022-05-14,NJ,0,14.8,2023-09-30-193925
2022-05-21,NJ,0,17.2,2023-09-30-193925
2022-05-28,NJ,0,18.2,2023-09-30-193925
2022-06-04,NJ,0,19.6,2023-09-30-193925
2022-06-11,NJ,0,22.6,2023-09-30-193925
2022-06-18,NJ,0,20.6,2023-09-30-193925
2022-06-25,NJ,0,21.8,2023-09-30-193925
2022-07-02,NJ,0,22.2,2023-09-30-193925
2022-07-09,NJ,0,20.6,2023-09-30-193925
2022-07-16,NJ,0,18.6,2023-09-30-193925
2022-07-23,NJ,0,23,2023-09-30-193925
2022-07-30,NJ,0,23,2023-09-30-193925
2022-08-06,NJ,0,24.2,2023-09-30-193925
2022-08-13,NJ,0,27,2023-09-30-193925
2022-08-20,NJ,0,29.6,2023-09-30-193925
2022-08-27,NJ,0,27.4,2023-09-30-193925
2022-09-03,NJ,0,31.2,2023-09-30-193925
2022-09-10,NJ,0,33.2,2023-09-30-193925
2022-09-17,NJ,0,38.6,2023-09-30-193925
2022-09-24,NJ,0,44.8,2023-09-30-193925
2022-10-01,NJ,0,58.4,2023-09-30-193925
2022-10-08,NJ,0,73.8,2023-09-30-193925
2022-10-15,NJ,0.2,100.4,2023-09-30-193925
2022-10-22,NJ,0.6,134.4,2023-09-30-193925
2022-10-29,NJ,1,156,2023-09-30-193925
2022-11-05,NJ,1.4,174,2023-09-30-193925
2022-11-12,NJ,2.4,179.4,2023-09-30-193925
2022-11-19,NJ,2.8,173.4,2023-09-30-193925
2022-11-26,NJ,2.8,147.2,2023-09-30-193925
2022-12-03,NJ,2.4,131.6,2023-09-30-193925
2022-12-10,NJ,2,108.2,2023-09-30-193925
2022-12-17,NJ,1,92.2,2023-09-30-193925
2022-12-24,NJ,0.6,74.2,2023-09-30-193925
2022-12-31,NJ,0.2,62.8,2023-09-30-193925
2023-01-07,NJ,0.2,51.2,2023-09-30-193925
2023-01-14,NJ,0.2,45,2023-09-30-193925
2023-01-21,NJ,0.2,35,2023-09-30-193925
2023-01-28,NJ,0,28,2023-09-30-193925
2023-02-04,NJ,0,25.6,2023-09-30-193925
2023-02-11,NJ,0,21.6,2023-09-30-193925
2023-02-18,NJ,0,17.8,2023-09-30-193925
2023-02-25,NJ,0,17,2023-09-30-193925
2023-03-04,NJ,0,15.8,2023-09-30-193925
2023-03-11,NJ,0,15.4,2023-09-30-193925
2023-03-18,NJ,0,15,2023-09-30-193925
2023-03-25,NJ,0,12.2,2023-09-30-193925
2023-04-01,NJ,0,11,2023-09-30-193925
2023-04-08,NJ,0,9.8,2023-09-30-193925
2023-04-15,NJ,0,6.2,2023-09-30-193925
2023-04-22,NJ,0,4,2023-09-30-193925
2023-04-29,NJ,0,3.6,2023-09-30-193925
2023-05-06,NJ,0,2.8,2023-09-30-193925
2023-05-13,NJ,0,2.2,2023-09-30-193925
2023-05-20,NJ,0,2.8,2023-09-30-193925
2023-05-27,NJ,0,3,2023-09-30-193925
2023-06-03,NJ,0,2.8,2023-09-30-193925
2023-06-10,NJ,0,2.2,2023-09-30-193925
2023-06-17,NJ,0,3,2023-09-30-193925
2023-06-24,NJ,0,2,2023-09-30-193925
2023-07-01,NJ,0,2,2023-09-30-193925
2023-07-08,NJ,0,2.8,2023-09-30-193925
2023-07-15,NJ,0,2.8,2023-09-30-193925
2023-07-22,NJ,0,2,2023-09-30-193925
2023-07-29,NJ,0,2.4,2023-09-30-193925
2023-08-05,NJ,0,2.2,2023-09-30-193925
2023-08-12,NJ,0,1.6,2023-09-30-193925
2023-08-19,NJ,0,1.2,2023-09-30-193925
2023-08-26,NJ,0,2.2,2023-09-30-193925
2023-09-02,NJ,0,3.8,2023-09-30-193925
2023-09-09,NJ,0,6,2023-09-30-193925
2023-09-16,NJ,0,7.25,2023-09-30-193925
2023-09-23,NJ,0,9.333,2023-09-30-193925
2021-10-02,NM,0,57.6,2023-09-30-193925
2021-10-09,NM,0,84.6,2023-09-30-193925
2021-10-16,NM,0,90.4,2023-09-30-193925
2021-10-23,NM,0,115.4,2023-09-30-193925
2021-10-30,NM,0,138,2023-09-30-193925
2021-11-06,NM,0,163,2023-09-30-193925
2021-11-13,NM,0,159.8,2023-09-30-193925
2021-11-20,NM,0,187.2,2023-09-30-193925
2021-11-27,NM,0,196.6,2023-09-30-193925
2021-12-04,NM,0,204.4,2023-09-30-193925
2021-12-11,NM,0,196.4,2023-09-30-193925
2021-12-18,NM,0,198,2023-09-30-193925
2021-12-25,NM,0,186,2023-09-30-193925
2022-01-01,NM,0,160.8,2023-09-30-193925
2022-01-08,NM,0,131.4,2023-09-30-193925
2022-01-15,NM,0,108.2,2023-09-30-193925
2022-01-22,NM,0,76.6,2023-09-30-193925
2022-01-29,NM,0,50.6,2023-09-30-193925
2022-02-05,NM,0,37,2023-09-30-193925
2022-02-12,NM,0,30,2023-09-30-193925
2022-02-19,NM,0,25.8,2023-09-30-193925
2022-02-26,NM,0,25,2023-09-30-193925
2022-03-05,NM,0,24.2,2023-09-30-193925
2022-03-12,NM,0,20.6,2023-09-30-193925
2022-03-19,NM,0,19.4,2023-09-30-193925
2022-03-26,NM,0,19.6,2023-09-30-193925
2022-04-02,NM,0,17.6,2023-09-30-193925
2022-04-09,NM,0,17.6,2023-09-30-193925
2022-04-16,NM,0,19,2023-09-30-193925
2022-04-23,NM,0,16.8,2023-09-30-193925
2022-04-30,NM,0,16.6,2023-09-30-193925
2022-05-07,NM,0,18.4,2023-09-30-193925
2022-05-14,NM,0,17.4,2023-09-30-193925
2022-05-21,NM,0,16.6,2023-09-30-193925
2022-05-28,NM,0,17.4,2023-09-30-193925
2022-06-04,NM,0,15.8,2023-09-30-193925
2022-06-11,NM,0,12.6,2023-09-30-193925
2022-06-18,NM,0,11,2023-09-30-193925
2022-06-25,NM,0,9.8,2023-09-30-193925
2022-07-02,NM,0,8.6,2023-09-30-193925
2022-07-09,NM,0,8.8,2023-09-30-193925
2022-07-16,NM,0,8.6,2023-09-30-193925
2022-07-23,NM,0,9,2023-09-30-193925
2022-07-30,NM,0,9.8,2023-09-30-193925
2022-08-06,NM,0,10.4,2023-09-30-193925
2022-08-13,NM,0,10,2023-09-30-193925
2022-08-20,NM,0,11.2,2023-09-30-193925
2022-08-27,NM,0,12.8,2023-09-30-193925
2022-09-03,NM,0,14.2,2023-09-30-193925
2022-09-10,NM,0,15.6,2023-09-30-193925
2022-09-17,NM,0,23,2023-09-30-193925
2022-09-24,NM,0,33.6,2023-09-30-193925
2022-10-01,NM,0,49,2023-09-30-193925
2022-10-08,NM,0,68.8,2023-09-30-193925
2022-10-15,NM,0,131.4,2023-09-30-193925
2022-10-22,NM,0,240.4,2023-09-30-193925
2022-10-29,NM,0,377.6,2023-09-30-193925
2022-11-05,NM,0,516,2023-09-30-193925
2022-11-12,NM,0,621,2023-09-30-193925
2022-11-19,NM,0,683,2023-09-30-193925
2022-11-26,NM,0,631.4,2023-09-30-193925
2022-12-03,NM,0,528.8,2023-09-30-193925
2022-12-10,NM,0,401.2,2023-09-30-193925
2022-12-17,NM,0,299.2,2023-09-30-193925
2022-12-24,NM,0,198,2023-09-30-193925
2022-12-31,NM,0,145.6,2023-09-30-193925
2023-01-07,NM,0,109.2,2023-09-30-193925
2023-01-14,NM,0,86.4,2023-09-30-193925
2023-01-21,NM,0,65.8,2023-09-30-193925
2023-01-28,NM,0,46.2,2023-09-30-193925
2023-02-04,NM,0,36,2023-09-30-193925
2023-02-11,NM,0,28,2023-09-30-193925
2023-02-18,NM,0,23,2023-09-30-193925
2023-02-25,NM,0,21.2,2023-09-30-193925
2023-03-04,NM,0,14.8,2023-09-30-193925
2023-03-11,NM,0,11,2023-09-30-193925
2023-03-18,NM,0,8.2,2023-09-30-193925
2023-03-25,NM,0,6.6,2023-09-30-193925
2023-04-01,NM,0,3.2,2023-09-30-193925
2023-04-08,NM,0,2.8,2023-09-30-193925
2023-04-15,NM,0,3,2023-09-30-193925
2023-04-22,NM,0,3.2,2023-09-30-193925
2023-04-29,NM,0,3.4,2023-09-30-193925
2023-05-06,NM,0,3.2,2023-09-30-193925
2023-05-13,NM,0,2.6,2023-09-30-193925
2023-05-20,NM,0,2.4,2023-09-30-193925
2023-05-27,NM,0,1.6,2023-09-30-193925
2023-06-03,NM,0,1,2023-09-30-193925
2023-06-10,NM,0,0.6,2023-09-30-193925
2023-06-17,NM,0,0.4,2023-09-30-193925
2023-06-24,NM,0,0.4,2023-09-30-193925
2023-07-01,NM,0,0.6,2023-09-30-193925
2023-07-08,NM,0,0.4,2023-09-30-193925
2023-07-15,NM,0,0.8,2023-09-30-193925
2023-07-22,NM,0,0.8,2023-09-30-193925
2023-07-29,NM,0,0.8,2023-09-30-193925
2023-08-05,NM,0,0.6,2023-09-30-193925
2023-08-12,NM,0,0.6,2023-09-30-193925
2023-08-19,NM,0,0.2,2023-09-30-193925
