week,state,antigen_detections,pcr_detections,update_dts
2021-04-24,IA,0.2,10.4,2023-03-04-193853
2021-05-01,IA,0.2,11.8,2023-03-04-193853
2021-05-08,IA,0.2,14,2023-03-04-193853
2021-05-15,IA,0,15.8,2023-03-04-193853
2021-05-22,IA,0,17.6,2023-03-04-193853
2021-05-29,IA,0,21.6,2023-03-04-193853
2021-06-05,IA,0,26.6,2023-03-04-193853
2021-06-12,IA,0,32.2,2023-03-04-193853
2021-06-19,IA,0,37,2023-03-04-193853
2021-06-26,IA,0,46.2,2023-03-04-193853
2021-07-03,IA,0.2,48,2023-03-04-193853
2021-07-10,IA,2,67.6,2023-03-04-193853
2021-07-17,IA,4.4,88,2023-03-04-193853
2021-07-24,IA,6.4,120.4,2023-03-04-193853
2021-07-31,IA,14.2,159.4,2023-03-04-193853
2021-08-07,IA,20.6,213.4,2023-03-04-193853
2021-08-14,IA,28.2,250.6,2023-03-04-193853
2021-08-21,IA,29.6,293.2,2023-03-04-193853
2021-08-28,IA,33.8,315.4,2023-03-04-193853
2021-09-04,IA,33,329.4,2023-03-04-193853
2021-09-11,IA,31.6,311.4,2023-03-04-193853
2021-09-18,IA,25.6,288.8,2023-03-04-193853
2021-09-25,IA,26.4,260.2,2023-03-04-193853
2021-10-02,IA,22.4,230.2,2023-03-04-193853
2021-10-09,IA,17.4,199.2,2023-03-04-193853
2021-10-16,IA,14,186.8,2023-03-04-193853
2021-10-23,IA,11.6,172.4,2023-03-04-193853
2021-10-30,IA,7,152.8,2023-03-04-193853
2021-11-06,IA,5.4,143.6,2023-03-04-193853
2021-11-13,IA,3.8,130.4,2023-03-04-193853
2021-11-20,IA,2.2,128.4,2023-03-04-193853
2021-11-27,IA,1.6,120.2,2023-03-04-193853
2021-12-04,IA,1.6,117.8,2023-03-04-193853
2021-12-11,IA,1.2,110.2,2023-03-04-193853
2021-12-18,IA,1,107,2023-03-04-193853
2021-12-25,IA,1,93.8,2023-03-04-193853
2022-01-01,IA,0.8,86.4,2023-03-04-193853
2022-01-08,IA,0.8,73.2,2023-03-04-193853
2022-01-15,IA,0.6,60.6,2023-03-04-193853
2022-01-22,IA,0.4,44.2,2023-03-04-193853
2022-01-29,IA,0.6,31.6,2023-03-04-193853
2022-02-05,IA,0.8,22.6,2023-03-04-193853
2022-02-12,IA,1,16.2,2023-03-04-193853
2022-02-19,IA,1,14.4,2023-03-04-193853
2022-02-26,IA,1.4,13.8,2023-03-04-193853
2022-03-05,IA,1,13,2023-03-04-193853
2022-03-12,IA,0.8,11.4,2023-03-04-193853
2022-03-19,IA,0.8,10,2023-03-04-193853
2022-03-26,IA,0.8,8.8,2023-03-04-193853
2022-04-02,IA,0.4,7.6,2023-03-04-193853
2022-04-09,IA,0.4,5.2,2023-03-04-193853
2022-04-16,IA,0.2,5.4,2023-03-04-193853
2022-04-23,IA,0,4.8,2023-03-04-193853
2022-04-30,IA,0,5.2,2023-03-04-193853
2022-05-07,IA,0.2,6.6,2023-03-04-193853
2022-05-14,IA,0.2,6.6,2023-03-04-193853
2022-05-21,IA,0.2,7.8,2023-03-04-193853
2022-05-28,IA,0.2,9.8,2023-03-04-193853
2022-06-04,IA,0.2,10.2,2023-03-04-193853
2022-06-11,IA,0,10.4,2023-03-04-193853
2022-06-18,IA,0,11.6,2023-03-04-193853
2022-06-25,IA,0,14.2,2023-03-04-193853
2022-07-02,IA,0,14.6,2023-03-04-193853
2022-07-09,IA,0.4,14,2023-03-04-193853
2022-07-16,IA,0.6,14.4,2023-03-04-193853
2022-07-23,IA,0.8,17.6,2023-03-04-193853
2022-07-30,IA,1,17,2023-03-04-193853
2022-08-06,IA,1.2,17.4,2023-03-04-193853
2022-08-13,IA,0.8,19.4,2023-03-04-193853
2022-08-20,IA,0.6,19.4,2023-03-04-193853
2022-08-27,IA,0.4,20.8,2023-03-04-193853
2022-09-03,IA,0.2,22.6,2023-03-04-193853
2022-09-10,IA,0,30.2,2023-03-04-193853
2022-09-17,IA,0,44,2023-03-04-193853
2022-09-24,IA,0,62,2023-03-04-193853
2022-10-01,IA,0,90.4,2023-03-04-193853
2022-10-08,IA,1.6,133.8,2023-03-04-193853
2022-10-15,IA,3.2,188.4,2023-03-04-193853
2022-10-22,IA,9.6,294.2,2023-03-04-193853
2022-10-29,IA,13.4,417.6,2023-03-04-193853
2022-11-05,IA,16.4,537.2,2023-03-04-193853
2022-11-12,IA,18.6,637.4,2023-03-04-193853
2022-11-19,IA,21.4,719,2023-03-04-193853
2022-11-26,IA,23.6,697.2,2023-03-04-193853
2022-12-03,IA,22,628.6,2023-03-04-193853
2022-12-10,IA,20.4,516.8,2023-03-04-193853
2022-12-17,IA,18.2,399.2,2023-03-04-193853
2022-12-24,IA,14.8,274.2,2023-03-04-193853
2022-12-31,IA,6.8,186.8,2023-03-04-193853
2023-01-07,IA,4.6,121.4,2023-03-04-193853
2023-01-14,IA,3.4,90,2023-03-04-193853
2023-01-21,IA,1.8,65.4,2023-03-04-193853
2023-01-28,IA,0.8,46.2,2023-03-04-193853
2023-02-04,IA,0.2,33.4,2023-03-04-193853
2023-02-11,IA,0.2,23,2023-03-04-193853
2023-02-18,IA,0,14.75,2023-03-04-193853
2023-02-25,IA,0,7.333,2023-03-04-193853
2021-03-06,KS,0,0.2,2023-03-04-193853
2021-03-13,KS,0,0.2,2023-03-04-193853
2021-03-20,KS,0,0.2,2023-03-04-193853
2021-03-27,KS,0,0.2,2023-03-04-193853
2021-04-03,KS,0,0,2023-03-04-193853
2021-04-10,KS,0,0,2023-03-04-193853
2021-04-17,KS,0,0,2023-03-04-193853
2021-04-24,KS,0,0,2023-03-04-193853
2021-05-01,KS,0,0,2023-03-04-193853
2021-05-08,KS,0,0,2023-03-04-193853
2021-05-15,KS,0,0,2023-03-04-193853
2021-05-22,KS,0,0,2023-03-04-193853
2021-05-29,KS,0,0,2023-03-04-193853
2021-06-05,KS,0,0.4,2023-03-04-193853
2021-06-12,KS,0,1.4,2023-03-04-193853
2021-06-19,KS,0,1.6,2023-03-04-193853
2021-06-26,KS,0,2,2023-03-04-193853
2021-07-03,KS,0,3.4,2023-03-04-193853
2021-07-10,KS,0,4.2,2023-03-04-193853
2021-07-17,KS,0,4.6,2023-03-04-193853
2021-07-24,KS,0,6,2023-03-04-193853
2021-07-31,KS,0,7.8,2023-03-04-193853
2021-08-07,KS,0,10.4,2023-03-04-193853
2021-08-14,KS,0,15.8,2023-03-04-193853
2021-08-21,KS,0,20.6,2023-03-04-193853
2021-08-28,KS,0,23.4,2023-03-04-193853
2021-09-04,KS,0,29,2023-03-04-193853
2021-09-11,KS,0,31.6,2023-03-04-193853
2021-09-18,KS,0,30.4,2023-03-04-193853
2021-09-25,KS,0,29.8,2023-03-04-193853
2021-10-02,KS,0,29,2023-03-04-193853
2021-10-09,KS,0,24.6,2023-03-04-193853
2021-10-16,KS,0,22,2023-03-04-193853
2021-10-23,KS,0,20.4,2023-03-04-193853
2021-10-30,KS,0,18.2,2023-03-04-193853
2021-11-06,KS,0,16.8,2023-03-04-193853
2021-11-13,KS,0,15.2,2023-03-04-193853
2021-11-20,KS,0,13,2023-03-04-193853
2021-11-27,KS,0,11.6,2023-03-04-193853
2021-12-04,KS,0,9.4,2023-03-04-193853
2021-12-11,KS,0,8,2023-03-04-193853
2021-12-18,KS,0,7,2023-03-04-193853
2021-12-25,KS,0,6.6,2023-03-04-193853
2022-01-01,KS,0,4.6,2023-03-04-193853
2022-01-08,KS,0,4,2023-03-04-193853
2022-01-15,KS,0,3.6,2023-03-04-193853
2022-01-22,KS,0,4,2023-03-04-193853
2022-01-29,KS,0,2.8,2023-03-04-193853
2022-02-05,KS,0,2.4,2023-03-04-193853
2022-02-12,KS,0,2,2023-03-04-193853
2022-02-19,KS,0,1.6,2023-03-04-193853
2022-02-26,KS,0,0.8,2023-03-04-193853
2022-03-05,KS,0,0.6,2023-03-04-193853
2022-03-12,KS,0,0.6,2023-03-04-193853
2022-03-19,KS,0,0.6,2023-03-04-193853
2022-03-26,KS,0,0.6,2023-03-04-193853
2022-04-02,KS,0,0.4,2023-03-04-193853
2022-04-09,KS,0,0.4,2023-03-04-193853
2022-04-16,KS,0,0.8,2023-03-04-193853
2022-04-23,KS,0,0.8,2023-03-04-193853
2022-04-30,KS,0,0.8,2023-03-04-193853
2022-05-07,KS,0,0.8,2023-03-04-193853
2022-05-14,KS,0,0.8,2023-03-04-193853
2022-05-21,KS,0,0.6,2023-03-04-193853
2022-05-28,KS,0,0.4,2023-03-04-193853
2022-06-04,KS,0,0.4,2023-03-04-193853
2022-06-11,KS,0,0.4,2023-03-04-193853
2022-06-18,KS,0,0.6,2023-03-04-193853
2022-06-25,KS,0,0.6,2023-03-04-193853
2022-07-02,KS,0,1.2,2023-03-04-193853
2022-07-09,KS,0,1.4,2023-03-04-193853
2022-07-16,KS,0,2,2023-03-04-193853
2022-07-23,KS,0,2.6,2023-03-04-193853
2022-07-30,KS,0,2.8,2023-03-04-193853
2022-08-06,KS,0,2.6,2023-03-04-193853
2022-08-13,KS,0,3,2023-03-04-193853
2022-08-20,KS,0,3.2,2023-03-04-193853
2022-08-27,KS,0,3,2023-03-04-193853
2022-09-03,KS,0,3.2,2023-03-04-193853
2022-09-10,KS,0,6.2,2023-03-04-193853
2022-09-17,KS,0,10.4,2023-03-04-193853
2022-09-24,KS,0,12.6,2023-03-04-193853
2022-10-01,KS,0,18.2,2023-03-04-193853
2022-10-08,KS,0,25,2023-03-04-193853
2022-10-15,KS,0,27.8,2023-03-04-193853
2022-10-22,KS,0,27.8,2023-03-04-193853
2022-10-29,KS,0,34.2,2023-03-04-193853
2022-11-05,KS,0,34.8,2023-03-04-193853
2022-11-12,KS,0,35.4,2023-03-04-193853
2022-11-19,KS,0,35.6,2023-03-04-193853
2022-11-26,KS,0,35,2023-03-04-193853
2022-12-03,KS,0,29.4,2023-03-04-193853
2022-12-10,KS,0,26,2023-03-04-193853
2022-12-17,KS,0,20,2023-03-04-193853
2022-12-24,KS,0,16,2023-03-04-193853
2022-12-31,KS,0,12.4,2023-03-04-193853
2023-01-07,KS,0,9.8,2023-03-04-193853
2023-01-14,KS,0,7,2023-03-04-193853
2023-01-21,KS,0,5.4,2023-03-04-193853
2023-01-28,KS,0,4,2023-03-04-193853
2023-02-04,KS,0,3.6,2023-03-04-193853
2023-02-11,KS,0,2.75,2023-03-04-193853
2023-02-18,KS,0,2.667,2023-03-04-193853
2023-02-25,KS,0,0,2023-03-04-193853
2021-03-06,KY,0,0.2,2023-03-04-193853
2021-03-13,KY,0,0.2,2023-03-04-193853
2021-03-20,KY,0,0.8,2023-03-04-193853
2021-03-27,KY,0,1.2,2023-03-04-193853
2021-04-03,KY,0,1.6,2023-03-04-193853
2021-04-10,KY,0,2,2023-03-04-193853
2021-04-17,KY,0,3,2023-03-04-193853
2021-04-24,KY,0,4.6,2023-03-04-193853
2021-05-01,KY,0,7,2023-03-04-193853
2021-05-08,KY,0,8,2023-03-04-193853
2021-05-15,KY,0,11.6,2023-03-04-193853
2021-05-22,KY,0,14.6,2023-03-04-193853
2021-05-29,KY,0,14.6,2023-03-04-193853
2021-06-05,KY,0,17.8,2023-03-04-193853
2021-06-12,KY,0,21.8,2023-03-04-193853
2021-06-19,KY,0,23,2023-03-04-193853
2021-06-26,KY,0,29.6,2023-03-04-193853
2021-07-03,KY,0,42.2,2023-03-04-193853
2021-07-10,KY,0,52.8,2023-03-04-193853
2021-07-17,KY,0,77.4,2023-03-04-193853
2021-07-24,KY,0,102,2023-03-04-193853
2021-07-31,KY,0,124.8,2023-03-04-193853
2021-08-07,KY,0,160.2,2023-03-04-193853
2021-08-14,KY,0,170.8,2023-03-04-193853
2021-08-21,KY,0,163.2,2023-03-04-193853
2021-08-28,KY,0,155.6,2023-03-04-193853
2021-09-04,KY,0,140,2023-03-04-193853
2021-09-11,KY,0,108.6,2023-03-04-193853
2021-09-18,KY,0,99,2023-03-04-193853
2021-09-25,KY,0,95.2,2023-03-04-193853
2021-10-02,KY,0,88,2023-03-04-193853
2021-10-09,KY,0,83,2023-03-04-193853
2021-10-16,KY,0,75.8,2023-03-04-193853
2021-10-23,KY,0,66.8,2023-03-04-193853
2021-10-30,KY,0,57.6,2023-03-04-193853
2021-11-06,KY,0,52.8,2023-03-04-193853
2021-11-13,KY,0,49,2023-03-04-193853
2021-11-20,KY,0,49.2,2023-03-04-193853
2021-11-27,KY,0,48.2,2023-03-04-193853
2021-12-04,KY,0,48.4,2023-03-04-193853
2021-12-11,KY,0,47.6,2023-03-04-193853
2021-12-18,KY,0,50.2,2023-03-04-193853
2021-12-25,KY,0,44.4,2023-03-04-193853
2022-01-01,KY,0,40.8,2023-03-04-193853
2022-01-08,KY,0,34.4,2023-03-04-193853
2022-01-15,KY,0,26.8,2023-03-04-193853
2022-01-22,KY,0,17,2023-03-04-193853
2022-01-29,KY,0,13,2023-03-04-193853
2022-02-05,KY,0,10.4,2023-03-04-193853
2022-02-12,KY,0,7.6,2023-03-04-193853
2022-02-19,KY,0,6.4,2023-03-04-193853
2022-02-26,KY,0,5.4,2023-03-04-193853
2022-03-05,KY,0,4.6,2023-03-04-193853
2022-03-12,KY,0,3.4,2023-03-04-193853
2022-03-19,KY,0,4.8,2023-03-04-193853
2022-03-26,KY,0,6,2023-03-04-193853
2022-04-02,KY,0,7.2,2023-03-04-193853
2022-04-09,KY,0,9.2,2023-03-04-193853
2022-04-16,KY,0,15.4,2023-03-04-193853
2022-04-23,KY,0,18.6,2023-03-04-193853
2022-04-30,KY,0,19.6,2023-03-04-193853
2022-05-07,KY,0,23,2023-03-04-193853
2022-05-14,KY,0,25,2023-03-04-193853
2022-05-21,KY,0,25.6,2023-03-04-193853
2022-05-28,KY,0,29.8,2023-03-04-193853
2022-06-04,KY,0,36.2,2023-03-04-193853
2022-06-11,KY,0,39,2023-03-04-193853
2022-06-18,KY,0,39.8,2023-03-04-193853
2022-06-25,KY,0,39.4,2023-03-04-193853
2022-07-02,KY,0,38.2,2023-03-04-193853
2022-07-09,KY,0,40.2,2023-03-04-193853
2022-07-16,KY,0,42.2,2023-03-04-193853
2022-07-23,KY,0,45.6,2023-03-04-193853
2022-07-30,KY,0,46.8,2023-03-04-193853
2022-08-06,KY,0,53,2023-03-04-193853
2022-08-13,KY,0,56.8,2023-03-04-193853
2022-08-20,KY,0,63.2,2023-03-04-193853
2022-08-27,KY,0,79,2023-03-04-193853
2022-09-03,KY,0,104,2023-03-04-193853
2022-09-10,KY,0,133.2,2023-03-04-193853
2022-09-17,KY,0,134.6,2023-03-04-193853
2022-09-24,KY,0,136.8,2023-03-04-193853
2022-10-01,KY,0,141,2023-03-04-193853
2022-10-08,KY,0,136.6,2023-03-04-193853
2022-10-15,KY,0,135.2,2023-03-04-193853
2022-10-22,KY,0,165.2,2023-03-04-193853
2022-10-29,KY,0,176.6,2023-03-04-193853
2022-11-05,KY,0,173,2023-03-04-193853
2022-11-12,KY,0,164,2023-03-04-193853
2022-11-19,KY,0,139.8,2023-03-04-193853
2022-11-26,KY,0,105,2023-03-04-193853
2022-12-03,KY,0,84.2,2023-03-04-193853
2022-12-10,KY,0,65.2,2023-03-04-193853
2022-12-17,KY,0,53.4,2023-03-04-193853
2022-12-24,KY,0,40.4,2023-03-04-193853
2022-12-31,KY,0,31,2023-03-04-193853
2023-01-07,KY,0,24.2,2023-03-04-193853
2023-01-14,KY,0,18.8,2023-03-04-193853
2023-01-21,KY,0,13.4,2023-03-04-193853
2023-01-28,KY,0,10.8,2023-03-04-193853
2023-02-04,KY,0,10.75,2023-03-04-193853
2023-02-11,KY,0,10,2023-03-04-193853
2023-02-18,KY,0,0,2023-03-04-193853
2023-02-25,KY,0,0,2023-03-04-193853
2021-03-06,LA,0,0,2023-03-04-193853
2021-03-13,LA,0,0.2,2023-03-04-193853
2021-03-20,LA,0,0.2,2023-03-04-193853
2021-03-27,LA,0.2,1,2023-03-04-193853
2021-04-03,LA,1.2,1.2,2023-03-04-193853
2021-04-10,LA,2.6,2,2023-03-04-193853
2021-04-17,LA,2.6,3,2023-03-04-193853
2021-04-24,LA,4.2,6.6,2023-03-04-193853
2021-05-01,LA,5,9.4,2023-03-04-193853
2021-05-08,LA,6.4,11.4,2023-03-04-193853
2021-05-15,LA,7,15,2023-03-04-193853
2021-05-22,LA,9.6,26.8,2023-03-04-193853
2021-05-29,LA,13.2,33.2,2023-03-04-193853
2021-06-05,LA,21,42,2023-03-04-193853
2021-06-12,LA,25,55.2,2023-03-04-193853
2021-06-19,LA,36,66.4,2023-03-04-193853
2021-06-26,LA,50.4,67.8,2023-03-04-193853
2021-07-03,LA,60.8,72.8,2023-03-04-193853
2021-07-10,LA,66.6,75.4,2023-03-04-193853
2021-07-17,LA,74.2,73,2023-03-04-193853
2021-07-24,LA,69.2,63.4,2023-03-04-193853
2021-07-31,LA,56.4,60.6,2023-03-04-193853
2021-08-07,LA,43.2,53.8,2023-03-04-193853
2021-08-14,LA,30,44,2023-03-04-193853
2021-08-21,LA,16.2,31.6,2023-03-04-193853
2021-08-28,LA,9.6,26.2,2023-03-04-193853
2021-09-04,LA,6.2,16,2023-03-04-193853
2021-09-11,LA,4.2,9,2023-03-04-193853
2021-09-18,LA,3,4.6,2023-03-04-193853
2021-09-25,LA,4.4,5.8,2023-03-04-193853
2021-10-02,LA,3,5.6,2023-03-04-193853
2021-10-09,LA,2.6,4.8,2023-03-04-193853
2021-10-16,LA,2.4,4.6,2023-03-04-193853
2021-10-23,LA,2.6,4.4,2023-03-04-193853
2021-10-30,LA,1.4,4,2023-03-04-193853
2021-11-06,LA,2,5,2023-03-04-193853
2021-11-13,LA,2,6,2023-03-04-193853
2021-11-20,LA,2.4,6.6,2023-03-04-193853
2021-11-27,LA,2.4,8,2023-03-04-193853
2021-12-04,LA,2.2,9.2,2023-03-04-193853
2021-12-11,LA,2,9.6,2023-03-04-193853
2021-12-18,LA,1.6,8.8,2023-03-04-193853
2021-12-25,LA,1.4,9.4,2023-03-04-193853
2022-01-01,LA,1.2,7.6,2023-03-04-193853
2022-01-08,LA,1,5.8,2023-03-04-193853
2022-01-15,LA,0.6,4.6,2023-03-04-193853
2022-01-22,LA,0.8,3.8,2023-03-04-193853
2022-01-29,LA,0.4,2,2023-03-04-193853
2022-02-05,LA,0.2,3.2,2023-03-04-193853
2022-02-12,LA,0.2,2.6,2023-03-04-193853
2022-02-19,LA,0.2,2.2,2023-03-04-193853
2022-02-26,LA,0,2.4,2023-03-04-193853
2022-03-05,LA,0,3,2023-03-04-193853
2022-03-12,LA,0,1.8,2023-03-04-193853
2022-03-19,LA,0.4,2.4,2023-03-04-193853
2022-03-26,LA,0.4,3,2023-03-04-193853
2022-04-02,LA,0.6,3.6,2023-03-04-193853
2022-04-09,LA,1,4.8,2023-03-04-193853
2022-04-16,LA,1,6.6,2023-03-04-193853
2022-04-23,LA,0.8,7.2,2023-03-04-193853
2022-04-30,LA,1,10,2023-03-04-193853
2022-05-07,LA,1.4,12.6,2023-03-04-193853
2022-05-14,LA,1.8,14.2,2023-03-04-193853
2022-05-21,LA,2.8,17,2023-03-04-193853
2022-05-28,LA,3.4,19.8,2023-03-04-193853
2022-06-04,LA,4.6,21.6,2023-03-04-193853
2022-06-11,LA,6,21.2,2023-03-04-193853
2022-06-18,LA,7.4,21.8,2023-03-04-193853
2022-06-25,LA,8.4,20.2,2023-03-04-193853
2022-07-02,LA,9.8,21.2,2023-03-04-193853
2022-07-09,LA,10.4,18.6,2023-03-04-193853
2022-07-16,LA,10.2,19.2,2023-03-04-193853
2022-07-23,LA,9.2,18,2023-03-04-193853
2022-07-30,LA,8.2,16.8,2023-03-04-193853
2022-08-06,LA,6.8,14.2,2023-03-04-193853
2022-08-13,LA,5,15.2,2023-03-04-193853
2022-08-20,LA,4.2,15.6,2023-03-04-193853
2022-08-27,LA,3.4,18.6,2023-03-04-193853
2022-09-03,LA,4.6,23.6,2023-03-04-193853
2022-09-10,LA,5.8,26.4,2023-03-04-193853
2022-09-17,LA,6.8,28,2023-03-04-193853
2022-09-24,LA,8.6,32.4,2023-03-04-193853
2022-10-01,LA,9.4,33.8,2023-03-04-193853
2022-10-08,LA,9.4,34,2023-03-04-193853
2022-10-15,LA,8.6,32.4,2023-03-04-193853
2022-10-22,LA,8,31.8,2023-03-04-193853
2022-10-29,LA,7,28.2,2023-03-04-193853
2022-11-05,LA,7.6,24.6,2023-03-04-193853
2022-11-12,LA,7,22.2,2023-03-04-193853
2022-11-19,LA,6.8,20.8,2023-03-04-193853
2022-11-26,LA,7.4,18.6,2023-03-04-193853
2022-12-03,LA,6.8,16.8,2023-03-04-193853
2022-12-10,LA,5.4,13.4,2023-03-04-193853
2022-12-17,LA,4.6,10.4,2023-03-04-193853
2022-12-24,LA,4.6,8.8,2023-03-04-193853
2022-12-31,LA,3.8,6.6,2023-03-04-193853
2023-01-07,LA,2.6,4.2,2023-03-04-193853
2023-01-14,LA,2.6,4.2,2023-03-04-193853
2023-01-21,LA,2,3,2023-03-04-193853
2023-01-28,LA,1.2,3.2,2023-03-04-193853
2023-02-04,LA,1.2,3,2023-03-04-193853
2023-02-11,LA,1.5,2.4,2023-03-04-193853
2023-02-18,LA,1.333,2.25,2023-03-04-193853
2023-02-25,LA,0,2,2023-03-04-193853
2021-03-06,ME,0,0.2,2023-03-04-193853
2021-03-13,ME,0,0.2,2023-03-04-193853
2021-03-20,ME,0,0.2,2023-03-04-193853
2021-03-27,ME,0,0.2,2023-03-04-193853
2021-04-03,ME,0,0.2,2023-03-04-193853
2021-04-10,ME,0,0.2,2023-03-04-193853
2021-04-17,ME,0,0.2,2023-03-04-193853
2021-04-24,ME,0,0.2,2023-03-04-193853
2021-05-01,ME,0,0.2,2023-03-04-193853
2021-05-08,ME,0,0.2,2023-03-04-193853
2021-05-15,ME,0,0.2,2023-03-04-193853
2021-05-22,ME,0,0.2,2023-03-04-193853
2021-05-29,ME,0,0.2,2023-03-04-193853
2021-06-05,ME,0,0.2,2023-03-04-193853
2021-06-12,ME,0,0.6,2023-03-04-193853
2021-06-19,ME,0,0.8,2023-03-04-193853
2021-06-26,ME,0,0.8,2023-03-04-193853
2021-07-03,ME,0,1,2023-03-04-193853
2021-07-10,ME,0,1,2023-03-04-193853
2021-07-17,ME,0,2,2023-03-04-193853
2021-07-24,ME,0,3.4,2023-03-04-193853
2021-07-31,ME,0,4.4,2023-03-04-193853
2021-08-07,ME,0,8.6,2023-03-04-193853
2021-08-14,ME,0,17.4,2023-03-04-193853
2021-08-21,ME,0,20.4,2023-03-04-193853
2021-08-28,ME,0,27.4,2023-03-04-193853
2021-09-04,ME,0,34,2023-03-04-193853
2021-09-11,ME,0,38.6,2023-03-04-193853
2021-09-18,ME,0,36.8,2023-03-04-193853
2021-09-25,ME,0,39.4,2023-03-04-193853
2021-10-02,ME,0,41.4,2023-03-04-193853
2021-10-09,ME,0,40.2,2023-03-04-193853
2021-10-16,ME,0,35,2023-03-04-193853
2021-10-23,ME,0,33.4,2023-03-04-193853
2021-10-30,ME,0,29.4,2023-03-04-193853
2021-11-06,ME,0,24.8,2023-03-04-193853
2021-11-13,ME,0,24.4,2023-03-04-193853
2021-11-20,ME,0,24.8,2023-03-04-193853
2021-11-27,ME,0,25.6,2023-03-04-193853
2021-12-04,ME,0,30.2,2023-03-04-193853
2021-12-11,ME,0,27.6,2023-03-04-193853
2021-12-18,ME,0,24.8,2023-03-04-193853
2021-12-25,ME,0,23.6,2023-03-04-193853
2022-01-01,ME,0,18.4,2023-03-04-193853
2022-01-08,ME,0,12.8,2023-03-04-193853
2022-01-15,ME,0,10.8,2023-03-04-193853
2022-01-22,ME,0,8,2023-03-04-193853
2022-01-29,ME,0,5.8,2023-03-04-193853
2022-02-05,ME,0,5.2,2023-03-04-193853
2022-02-12,ME,0,3.4,2023-03-04-193853
2022-02-19,ME,0,2,2023-03-04-193853
2022-02-26,ME,0,1.4,2023-03-04-193853
2022-03-05,ME,0,1.2,2023-03-04-193853
2022-03-12,ME,0,1.6,2023-03-04-193853
2022-03-19,ME,0,1.8,2023-03-04-193853
2022-03-26,ME,0,3.4,2023-03-04-193853
2022-04-02,ME,0,4,2023-03-04-193853
2022-04-09,ME,0,3.8,2023-03-04-193853
2022-04-16,ME,0,4.8,2023-03-04-193853
2022-04-23,ME,0,5.2,2023-03-04-193853
2022-04-30,ME,0,4.2,2023-03-04-193853
2022-05-07,ME,0,4.4,2023-03-04-193853
2022-05-14,ME,0,4.4,2023-03-04-193853
2022-05-21,ME,0,3.2,2023-03-04-193853
2022-05-28,ME,0,3.8,2023-03-04-193853
2022-06-04,ME,0,3.4,2023-03-04-193853
2022-06-11,ME,0,2.6,2023-03-04-193853
2022-06-18,ME,0,2.2,2023-03-04-193853
2022-06-25,ME,0,1.6,2023-03-04-193853
2022-07-02,ME,0,0.2,2023-03-04-193853
2022-07-09,ME,0,0.2,2023-03-04-193853
2022-07-16,ME,0,0.4,2023-03-04-193853
2022-07-23,ME,0,0.4,2023-03-04-193853
2022-07-30,ME,0,0.4,2023-03-04-193853
2022-08-06,ME,0,0.4,2023-03-04-193853
2022-08-13,ME,0,0.2,2023-03-04-193853
2022-08-20,ME,0,0,2023-03-04-193853
2022-08-27,ME,0,0,2023-03-04-193853
2022-09-03,ME,0,0.2,2023-03-04-193853
2022-09-10,ME,0,0.2,2023-03-04-193853
2022-09-17,ME,0,1,2023-03-04-193853
2022-09-24,ME,0,1.6,2023-03-04-193853
2022-10-01,ME,0,3.2,2023-03-04-193853
2022-10-08,ME,0,5.8,2023-03-04-193853
2022-10-15,ME,0,10.2,2023-03-04-193853
2022-10-22,ME,0,13.8,2023-03-04-193853
2022-10-29,ME,0,18.4,2023-03-04-193853
2022-11-05,ME,0,19.6,2023-03-04-193853
2022-11-12,ME,0,17.8,2023-03-04-193853
2022-11-19,ME,0,14.6,2023-03-04-193853
2022-11-26,ME,0,12.6,2023-03-04-193853
2022-12-03,ME,0,8.4,2023-03-04-193853
2022-12-10,ME,0,7.8,2023-03-04-193853
2022-12-17,ME,0,8,2023-03-04-193853
2022-12-24,ME,0,7.4,2023-03-04-193853
2022-12-31,ME,0,5.6,2023-03-04-193853
2023-01-07,ME,0,5.6,2023-03-04-193853
2023-01-14,ME,0,4,2023-03-04-193853
2023-01-21,ME,0,2.8,2023-03-04-193853
2023-01-28,ME,0,2.6,2023-03-04-193853
2023-02-04,ME,0,2.4,2023-03-04-193853
2023-02-11,ME,0,1.6,2023-03-04-193853
2023-02-18,ME,0,1.25,2023-03-04-193853
2023-02-25,ME,0,1.667,2023-03-04-193853
2021-03-06,MD,0,0,2023-03-04-193853
2021-03-13,MD,0,0,2023-03-04-193853
2021-03-20,MD,0,0,2023-03-04-193853
2021-03-27,MD,0,0,2023-03-04-193853
2021-04-03,MD,0,0.4,2023-03-04-193853
2021-04-10,MD,0,0.4,2023-03-04-193853
2021-04-17,MD,0,0.8,2023-03-04-193853
2021-04-24,MD,0,0.8,2023-03-04-193853
2021-05-01,MD,0,1.6,2023-03-04-193853
2021-05-08,MD,0,1.4,2023-03-04-193853
2021-05-15,MD,0,1.8,2023-03-04-193853
2021-05-22,MD,0,2.6,2023-03-04-193853
2021-05-29,MD,0,3,2023-03-04-193853
2021-06-05,MD,0,3.4,2023-03-04-193853
2021-06-12,MD,0,4,2023-03-04-193853
2021-06-19,MD,0,5.6,2023-03-04-193853
2021-06-26,MD,0,5.8,2023-03-04-193853
2021-07-03,MD,0,6.6,2023-03-04-193853
2021-07-10,MD,0,8.8,2023-03-04-193853
2021-07-17,MD,0,11.4,2023-03-04-193853
2021-07-24,MD,0,14.2,2023-03-04-193853
2021-07-31,MD,0,20.4,2023-03-04-193853
