week,state,antigen_detections,pcr_detections,update_dts
,KS,0,0.6,2023-07-20-091818
,KS,0,1.2,2023-07-20-091818
,KS,0,1.4,2023-07-20-091818
,KS,0,2,2023-07-20-091818
,KS,0,2.6,2023-07-20-091818
,KS,0,2.8,2023-07-20-091818
,KS,0,2.6,2023-07-20-091818
,KS,0,3,2023-07-20-091818
,KS,0,3.2,2023-07-20-091818
,KS,0,3,2023-07-20-091818
,KS,0,3.2,2023-07-20-091818
,KS,0,6.2,2023-07-20-091818
,KS,0,10.4,2023-07-20-091818
,KS,0,12.6,2023-07-20-091818
,KS,0,18.2,2023-07-20-091818
,KS,0,25,2023-07-20-091818
,KS,0,27.8,2023-07-20-091818
,KS,0,27.8,2023-07-20-091818
,KS,0,34.2,2023-07-20-091818
,KS,0,34.8,2023-07-20-091818
,KS,0,35.4,2023-07-20-091818
,KS,0,35.6,2023-07-20-091818
,KS,0,35,2023-07-20-091818
,KS,0,29.4,2023-07-20-091818
,KS,0,26,2023-07-20-091818
,KS,0,20,2023-07-20-091818
,KS,0,16,2023-07-20-091818
,KS,0,12.4,2023-07-20-091818
,KS,0,9.8,2023-07-20-091818
,KS,0,7,2023-07-20-091818
,KS,0,5.4,2023-07-20-091818
,KS,0,4,2023-07-20-091818
,KS,0,3.6,2023-07-20-091818
,KS,0,3,2023-07-20-091818
,KS,0,2.6,2023-07-20-091818
,KS,0,2.6,2023-07-20-091818
,KS,0,1.6,2023-07-20-091818
,KS,0,1.6,2023-07-20-091818
,KS,0,0.8,2023-07-20-091818
,KS,0,0.8,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.6,2023-07-20-091818
,KS,0,0.6,2023-07-20-091818
,KS,0,0.8,2023-07-20-091818
,KS,0,0.6,2023-07-20-091818
,KS,0,0.6,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.4,2023-07-20-091818
,KS,0,0.5,2023-07-20-091818
,KS,0,0.333,2023-07-20-091818
,KS,0,0,2023-07-20-091818
,KY,0,102,2023-07-20-091818
,KY,0,124.8,2023-07-20-091818
,KY,0,160.2,2023-07-20-091818
,KY,0,170.8,2023-07-20-091818
,KY,0,163.2,2023-07-20-091818
,KY,0,155.6,2023-07-20-091818
,KY,0,140,2023-07-20-091818
,KY,0,108.6,2023-07-20-091818
,KY,0,99,2023-07-20-091818
,KY,0,95.2,2023-07-20-091818
,KY,0,88,2023-07-20-091818
,KY,0,83,2023-07-20-091818
,KY,0,75.8,2023-07-20-091818
,KY,0,66.8,2023-07-20-091818
,KY,0,57.6,2023-07-20-091818
,KY,0,52.8,2023-07-20-091818
,KY,0,49,2023-07-20-091818
,KY,0,49.2,2023-07-20-091818
,KY,0,48.2,2023-07-20-091818
,KY,0,48.4,2023-07-20-091818
,KY,0,47.6,2023-07-20-091818
,KY,0,50.2,2023-07-20-091818
,KY,0,44.4,2023-07-20-091818
,KY,0,40.8,2023-07-20-091818
,KY,0,34.4,2023-07-20-091818
,KY,0,26.8,2023-07-20-091818
,KY,0,17,2023-07-20-091818
,KY,0,13,2023-07-20-091818
,KY,0,10.4,2023-07-20-091818
,KY,0,7.6,2023-07-20-091818
,KY,0,6.4,2023-07-20-091818
,KY,0,5.4,2023-07-20-091818
,KY,0,4.6,2023-07-20-091818
,KY,0,3.4,2023-07-20-091818
,KY,0,4.8,2023-07-20-091818
,KY,0,6,2023-07-20-091818
,KY,0,7.2,2023-07-20-091818
,KY,0,9.2,2023-07-20-091818
,KY,0,15.4,2023-07-20-091818
,KY,0,18.6,2023-07-20-091818
,KY,0,19.6,2023-07-20-091818
,KY,0,23,2023-07-20-091818
,KY,0,25,2023-07-20-091818
,KY,0,25.6,2023-07-20-091818
,KY,0,29.8,2023-07-20-091818
,KY,0,36.2,2023-07-20-091818
,KY,0,39,2023-07-20-091818
,KY,0,39.8,2023-07-20-091818
,KY,0,39.4,2023-07-20-091818
,KY,0,38.2,2023-07-20-091818
,KY,0,40.2,2023-07-20-091818
,KY,0,42.2,2023-07-20-091818
,KY,0,45.6,2023-07-20-091818
,KY,0,46.8,2023-07-20-091818
,KY,0,53,2023-07-20-091818
,KY,0,56.8,2023-07-20-091818
,KY,0,63.2,2023-07-20-091818
,KY,0,79,2023-07-20-091818
,KY,0,104,2023-07-20-091818
,KY,0,133.2,2023-07-20-091818
,KY,0,134.6,2023-07-20-091818
,KY,0,136.8,2023-07-20-091818
,KY,0,141,2023-07-20-091818
,KY,0,136.6,2023-07-20-091818
,KY,0,135.2,2023-07-20-091818
,KY,0,165.2,2023-07-20-091818
,KY,0,176.6,2023-07-20-091818
,KY,0,173,2023-07-20-091818
,KY,0,164,2023-07-20-091818
,KY,0,139.8,2023-07-20-091818
,KY,0,105,2023-07-20-091818
,KY,0,84.2,2023-07-20-091818
,KY,0,65.2,2023-07-20-091818
,KY,0,53.4,2023-07-20-091818
,KY,0,40.4,2023-07-20-091818
,KY,0,31,2023-07-20-091818
,KY,0,24.2,2023-07-20-091818
,KY,0,18.8,2023-07-20-091818
,KY,0,13.4,2023-07-20-091818
,KY,0,10.8,2023-07-20-091818
,KY,0,9.6,2023-07-20-091818
,KY,0,8,2023-07-20-091818
,KY,0,7.6,2023-07-20-091818
,KY,0,5.6,2023-07-20-091818
,KY,0,4,2023-07-20-091818
,KY,0,3.6,2023-07-20-091818
,KY,0,3.2,2023-07-20-091818
,KY,0,2.2,2023-07-20-091818
,KY,0,2.6,2023-07-20-091818
,KY,0,2,2023-07-20-091818
,KY,0,1.4,2023-07-20-091818
,KY,0,1.4,2023-07-20-091818
,KY,0,2.2,2023-07-20-091818
,KY,0,2,2023-07-20-091818
,KY,0,2,2023-07-20-091818
,KY,0,2,2023-07-20-091818
,KY,0,1.4,2023-07-20-091818
,KY,0,0.8,2023-07-20-091818
,KY,0,0.4,2023-07-20-091818
,KY,0,2.2,2023-07-20-091818
,KY,0,2.4,2023-07-20-091818
,KY,0,2.8,2023-07-20-091818
,KY,0,3.25,2023-07-20-091818
,KY,0,4,2023-07-20-091818
,LA,69.2,63.4,2023-07-20-091818
,LA,56.4,60.6,2023-07-20-091818
,LA,43.2,53.8,2023-07-20-091818
,LA,30,44,2023-07-20-091818
,LA,16.2,31.6,2023-07-20-091818
,LA,9.6,26.2,2023-07-20-091818
,LA,6.2,16,2023-07-20-091818
,LA,4.2,9,2023-07-20-091818
,LA,3,4.6,2023-07-20-091818
,LA,4.4,5.8,2023-07-20-091818
,LA,3,5.6,2023-07-20-091818
,LA,2.6,4.8,2023-07-20-091818
,LA,2.4,4.6,2023-07-20-091818
,LA,2.6,4.4,2023-07-20-091818
,LA,1.4,4,2023-07-20-091818
,LA,2,5,2023-07-20-091818
,LA,2,6,2023-07-20-091818
,LA,2.4,6.6,2023-07-20-091818
,LA,2.4,8,2023-07-20-091818
,LA,2.2,9.2,2023-07-20-091818
,LA,2,9.6,2023-07-20-091818
,LA,1.6,8.8,2023-07-20-091818
,LA,1.4,9.4,2023-07-20-091818
,LA,1.2,7.6,2023-07-20-091818
,LA,1,5.8,2023-07-20-091818
,LA,0.6,4.6,2023-07-20-091818
,LA,0.8,3.8,2023-07-20-091818
,LA,0.4,2,2023-07-20-091818
,LA,0.2,3.2,2023-07-20-091818
,LA,0.2,2.6,2023-07-20-091818
,LA,0.2,2.2,2023-07-20-091818
,LA,0,2.4,2023-07-20-091818
,LA,0,3,2023-07-20-091818
,LA,0,1.8,2023-07-20-091818
,LA,0.4,2.4,2023-07-20-091818
,LA,0.4,3,2023-07-20-091818
,LA,0.6,3.6,2023-07-20-091818
,LA,1,4.8,2023-07-20-091818
,LA,1,6.6,2023-07-20-091818
,LA,0.8,7.2,2023-07-20-091818
,LA,1,10,2023-07-20-091818
,LA,1.4,12.6,2023-07-20-091818
,LA,1.8,14.2,2023-07-20-091818
,LA,2.8,17,2023-07-20-091818
,LA,3.4,19.8,2023-07-20-091818
,LA,4.6,21.6,2023-07-20-091818
,LA,6,21.2,2023-07-20-091818
,LA,7.4,21.8,2023-07-20-091818
,LA,8.4,20.2,2023-07-20-091818
,LA,9.8,21.2,2023-07-20-091818
,LA,10.4,18.6,2023-07-20-091818
,LA,10.2,19.2,2023-07-20-091818
,LA,9.2,18,2023-07-20-091818
,LA,8.2,16.8,2023-07-20-091818
,LA,6.8,14.2,2023-07-20-091818
,LA,5,15.2,2023-07-20-091818
,LA,4.2,15.6,2023-07-20-091818
,LA,3.4,18.6,2023-07-20-091818
,LA,4.6,23.6,2023-07-20-091818
,LA,5.8,26.4,2023-07-20-091818
,LA,6.8,28,2023-07-20-091818
,LA,8.6,32.4,2023-07-20-091818
,LA,9.4,33.8,2023-07-20-091818
,LA,9.4,34,2023-07-20-091818
,LA,8.6,32.4,2023-07-20-091818
,LA,8,31.8,2023-07-20-091818
,LA,7,28.2,2023-07-20-091818
,LA,7.6,24.6,2023-07-20-091818
,LA,7,22.2,2023-07-20-091818
,LA,6.8,20.8,2023-07-20-091818
,LA,7.4,18.6,2023-07-20-091818
,LA,6.8,16.8,2023-07-20-091818
,LA,5.4,13.4,2023-07-20-091818
,LA,4.6,10.4,2023-07-20-091818
,LA,4.6,8.8,2023-07-20-091818
,LA,3.8,6.6,2023-07-20-091818
,LA,2.6,4.2,2023-07-20-091818
,LA,2.6,4.2,2023-07-20-091818
,LA,2,3,2023-07-20-091818
,LA,1.2,3.2,2023-07-20-091818
,LA,1.2,3,2023-07-20-091818
,LA,1.6,3,2023-07-20-091818
,LA,1.2,2.8,2023-07-20-091818
,LA,1,2.8,2023-07-20-091818
,LA,1.2,2,2023-07-20-091818
,LA,1.4,2,2023-07-20-091818
,LA,1,1.6,2023-07-20-091818
,LA,1,1.8,2023-07-20-091818
,LA,1,1.2,2023-07-20-091818
,LA,0.6,1,2023-07-20-091818
,LA,0,0.8,2023-07-20-091818
,LA,0,0.6,2023-07-20-091818
,LA,0,0,2023-07-20-091818
,LA,0,0,2023-07-20-091818
,LA,0,0,2023-07-20-091818
,LA,0,0,2023-07-20-091818
,LA,0,0.2,2023-07-20-091818
,LA,0,0.4,2023-07-20-091818
,LA,0,0.6,2023-07-20-091818
,LA,0,0.6,2023-07-20-091818
,LA,0,0.6,2023-07-20-091818
,LA,0,0.4,2023-07-20-091818
,LA,0,0.25,2023-07-20-091818
,LA,0,0,2023-07-20-091818
,ME,0,3.4,2023-07-20-091818
,ME,0,4.4,2023-07-20-091818
,ME,0,8.6,2023-07-20-091818
,ME,0,17.4,2023-07-20-091818
,ME,0,20.4,2023-07-20-091818
,ME,0,27.4,2023-07-20-091818
,ME,0,34,2023-07-20-091818
,ME,0,38.6,2023-07-20-091818
,ME,0,36.8,2023-07-20-091818
,ME,0,39.4,2023-07-20-091818
,ME,0,41.4,2023-07-20-091818
,ME,0,40.2,2023-07-20-091818
,ME,0,35,2023-07-20-091818
,ME,0,33.4,2023-07-20-091818
,ME,0,29.4,2023-07-20-091818
,ME,0,24.8,2023-07-20-091818
,ME,0,24.4,2023-07-20-091818
,ME,0,24.8,2023-07-20-091818
,ME,0,25.6,2023-07-20-091818
,ME,0,30.2,2023-07-20-091818
,ME,0,27.6,2023-07-20-091818
,ME,0,24.8,2023-07-20-091818
,ME,0,23.6,2023-07-20-091818
,ME,0,18.4,2023-07-20-091818
,ME,0,12.8,2023-07-20-091818
,ME,0,10.8,2023-07-20-091818
,ME,0,8,2023-07-20-091818
,ME,0,5.8,2023-07-20-091818
,ME,0,5.2,2023-07-20-091818
,ME,0,3.4,2023-07-20-091818
,ME,0,2,2023-07-20-091818
,ME,0,1.4,2023-07-20-091818
,ME,0,1.2,2023-07-20-091818
,ME,0,1.6,2023-07-20-091818
,ME,0,1.8,2023-07-20-091818
,ME,0,3.4,2023-07-20-091818
,ME,0,4,2023-07-20-091818
,ME,0,3.8,2023-07-20-091818
,ME,0,4.8,2023-07-20-091818
,ME,0,5.2,2023-07-20-091818
,ME,0,4.2,2023-07-20-091818
,ME,0,4.4,2023-07-20-091818
,ME,0,4.4,2023-07-20-091818
,ME,0,3.2,2023-07-20-091818
,ME,0,3.8,2023-07-20-091818
,ME,0,3.4,2023-07-20-091818
,ME,0,2.6,2023-07-20-091818
,ME,0,2.2,2023-07-20-091818
,ME,0,1.6,2023-07-20-091818
,ME,0,0.2,2023-07-20-091818
,ME,0,0.2,2023-07-20-091818
,ME,0,0.4,2023-07-20-091818
,ME,0,0.4,2023-07-20-091818
,ME,0,0.4,2023-07-20-091818
,ME,0,0.4,2023-07-20-091818
,ME,0,0.2,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0.2,2023-07-20-091818
,ME,0,0.2,2023-07-20-091818
,ME,0,1,2023-07-20-091818
,ME,0,1.6,2023-07-20-091818
,ME,0,3.2,2023-07-20-091818
,ME,0,5.8,2023-07-20-091818
,ME,0,10.2,2023-07-20-091818
,ME,0,13.8,2023-07-20-091818
,ME,0,18.4,2023-07-20-091818
,ME,0,19.6,2023-07-20-091818
,ME,0,17.8,2023-07-20-091818
,ME,0,14.6,2023-07-20-091818
,ME,0,12.6,2023-07-20-091818
,ME,0,8.4,2023-07-20-091818
,ME,0,7.8,2023-07-20-091818
,ME,0,8,2023-07-20-091818
,ME,0,7.4,2023-07-20-091818
,ME,0,5.6,2023-07-20-091818
,ME,0,5.6,2023-07-20-091818
,ME,0,4,2023-07-20-091818
,ME,0,2.8,2023-07-20-091818
,ME,0,2.6,2023-07-20-091818
,ME,0,2.4,2023-07-20-091818
,ME,0,1.6,2023-07-20-091818
,ME,0,1,2023-07-20-091818
,ME,0,1,2023-07-20-091818
,ME,0,0.6,2023-07-20-091818
,ME,0,0.2,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,ME,0,0,2023-07-20-091818
,MD,0,14.2,2023-07-20-091818
,MD,0,20.4,2023-07-20-091818
,MD,0,28.4,2023-07-20-091818
,MD,0,32.8,2023-07-20-091818
,MD,0,34.4,2023-07-20-091818
,MD,0,37.4,2023-07-20-091818
,MD,0,41,2023-07-20-091818
,MD,0,43.4,2023-07-20-091818
,MD,0,47,2023-07-20-091818
,MD,0,51.4,2023-07-20-091818
,MD,0,53.2,2023-07-20-091818
,MD,0,49.8,2023-07-20-091818
,MD,0,42.8,2023-07-20-091818
,MD,0,37,2023-07-20-091818
,MD,0,30.6,2023-07-20-091818
,MD,0,24,2023-07-20-091818
,MD,0,19.8,2023-07-20-091818
,MD,0,20.8,2023-07-20-091818
,MD,0,18.8,2023-07-20-091818
,MD,0,18.8,2023-07-20-091818
,MD,0,18.4,2023-07-20-091818
,MD,0,17.8,2023-07-20-091818
,MD,0,14.4,2023-07-20-091818
,MD,0,11.4,2023-07-20-091818
,MD,0,9.6,2023-07-20-091818
,MD,0,7,2023-07-20-091818
,MD,0,4.2,2023-07-20-091818
,MD,0,3,2023-07-20-091818
,MD,0,2.8,2023-07-20-091818
,MD,0,1.6,2023-07-20-091818
,MD,0,2,2023-07-20-091818
,MD,0,2,2023-07-20-091818
,MD,0,1.2,2023-07-20-091818
,MD,0,1.2,2023-07-20-091818
,MD,0,1.4,2023-07-20-091818
,MD,0,1.4,2023-07-20-091818
,MD,0,1.2,2023-07-20-091818
,MD,0,1.4,2023-07-20-091818
,MD,0,1,2023-07-20-091818
,MD,0,1.2,2023-07-20-091818
,MD,0,1.6,2023-07-20-091818
,MD,0,2.2,2023-07-20-091818
,MD,0,3.2,2023-07-20-091818
,MD,0,4.8,2023-07-20-091818
,MD,0,6.4,2023-07-20-091818
,MD,0,7.2,2023-07-20-091818
,MD,0,10,2023-07-20-091818
,MD,0,11.6,2023-07-20-091818
,MD,0,13.6,2023-07-20-091818
,MD,0,16.4,2023-07-20-091818
,MD,0,17.6,2023-07-20-091818
,MD,0,16.4,2023-07-20-091818
,MD,0,16.2,2023-07-20-091818
,MD,0,14.6,2023-07-20-091818
,MD,0,13,2023-07-20-091818
,MD,0,14.8,2023-07-20-091818
,MD,0,16.2,2023-07-20-091818
,MD,0,20.2,2023-07-20-091818
,MD,0,27.6,2023-07-20-091818
,MD,0,36.6,2023-07-20-091818
,MD,0,49.6,2023-07-20-091818
,MD,0,66.2,2023-07-20-091818
,MD,0,80.2,2023-07-20-091818
,MD,0,94.6,2023-07-20-091818
,MD,0,102.4,2023-07-20-091818
,MD,0,109,2023-07-20-091818
,MD,0,106.4,2023-07-20-091818
,MD,0,101.2,2023-07-20-091818
,MD,0,87.6,2023-07-20-091818
,MD,0,75.4,2023-07-20-091818
,MD,0,64.6,2023-07-20-091818
,MD,0,53.8,2023-07-20-091818
,MD,0,42.8,2023-07-20-091818
,MD,0,37.8,2023-07-20-091818
,MD,0,33.4,2023-07-20-091818
,MD,0,23.6,2023-07-20-091818
,MD,0,18.8,2023-07-20-091818
,MD,0,15.6,2023-07-20-091818
,MD,0,11.2,2023-07-20-091818
,MD,0,11.4,2023-07-20-091818
,MD,0,10.6,2023-07-20-091818
,MD,0,10.6,2023-07-20-091818
,MD,0,11.2,2023-07-20-091818
,MD,0,11,2023-07-20-091818
,MD,0,8.6,2023-07-20-091818
,MD,0,7,2023-07-20-091818
,MD,0,6.4,2023-07-20-091818
,MD,0,4.8,2023-07-20-091818
,MD,0,5.2,2023-07-20-091818
,MD,0,5,2023-07-20-091818
,MD,0,4.6,2023-07-20-091818
,MD,0,3.4,2023-07-20-091818
,MD,0,3.2,2023-07-20-091818
,MD,0,2.2,2023-07-20-091818
,MD,0,1.2,2023-07-20-091818
,MD,0,0.4,2023-07-20-091818
,MD,0,0.2,2023-07-20-091818
,MD,0,0,2023-07-20-091818
,MD,0,0,2023-07-20-091818
,MD,0,0,2023-07-20-091818
,MD,0,0,2023-07-20-091818
,MD,0,0,2023-07-20-091818
,MD,0,0,2023-07-20-091818
,MD,0,0,2023-07-20-091818
,MA,0,19.8,2023-07-20-091818
,MA,0,25.4,2023-07-20-091818
,MA,0,35,2023-07-20-091818
,MA,0,44.6,2023-07-20-091818
,MA,0,57.8,2023-07-20-091818
,MA,0,69.8,2023-07-20-091818
,MA,0,85.8,2023-07-20-091818
,MA,0,92.6,2023-07-20-091818
,MA,0,100.4,2023-07-20-091818
,MA,0,100.8,2023-07-20-091818
,MA,0,96,2023-07-20-091818
,MA,0,85.2,2023-07-20-091818
,MA,0,78.8,2023-07-20-091818
,MA,0,70.8,2023-07-20-091818
,MA,0,65,2023-07-20-091818
,MA,0,63.8,2023-07-20-091818
,MA,0,63.4,2023-07-20-091818
,MA,0,66,2023-07-20-091818
,MA,0,64.6,2023-07-20-091818
,MA,0,62.2,2023-07-20-091818
,MA,0,59.4,2023-07-20-091818
,MA,0,57.2,2023-07-20-091818
,MA,0,49.2,2023-07-20-091818
,MA,0,44.8,2023-07-20-091818
,MA,0,37.8,2023-07-20-091818
,MA,0,27.6,2023-07-20-091818
,MA,0,19.2,2023-07-20-091818
,MA,0,13.4,2023-07-20-091818
,MA,0,8.2,2023-07-20-091818
,MA,0,6,2023-07-20-091818
,MA,0,5.4,2023-07-20-091818
,MA,0,5.2,2023-07-20-091818
,MA,0,5.2,2023-07-20-091818
,MA,0,4.8,2023-07-20-091818
,MA,0,4.4,2023-07-20-091818
,MA,0,5.4,2023-07-20-091818
,MA,0,5,2023-07-20-091818
,MA,0,6.4,2023-07-20-091818
,MA,0,8,2023-07-20-091818
,MA,0,8,2023-07-20-091818
,MA,0,8.6,2023-07-20-091818
,MA,0,8.4,2023-07-20-091818
,MA,0,7.4,2023-07-20-091818
,MA,0,7,2023-07-20-091818
,MA,0,8.8,2023-07-20-091818
,MA,0,8.4,2023-07-20-091818
,MA,0,8.8,2023-07-20-091818
,MA,0,9.8,2023-07-20-091818
,MA,0,9.8,2023-07-20-091818
,MA,0,9.6,2023-07-20-091818
,MA,0,10.4,2023-07-20-091818
,MA,0,11,2023-07-20-091818
,MA,0,12.4,2023-07-20-091818
,MA,0,14.2,2023-07-20-091818
,MA,0,16.2,2023-07-20-091818
,MA,0,17.4,2023-07-20-091818
,MA,0,22.8,2023-07-20-091818
,MA,0,25.2,2023-07-20-091818
,MA,0,28.4,2023-07-20-091818
,MA,0,36.6,2023-07-20-091818
,MA,0,50,2023-07-20-091818
,MA,0,67.2,2023-07-20-091818
,MA,0,98.4,2023-07-20-091818
,MA,0,144.8,2023-07-20-091818
,MA,0,205.2,2023-07-20-091818
,MA,0,278,2023-07-20-091818
,MA,0,352.2,2023-07-20-091818
,MA,0,438,2023-07-20-091818
,MA,0,472.6,2023-07-20-091818
,MA,0,475.4,2023-07-20-091818
,MA,0,438,2023-07-20-091818
,MA,0,373,2023-07-20-091818
,MA,0,272.6,2023-07-20-091818
,MA,0,200,2023-07-20-091818
,MA,0,140.4,2023-07-20-091818
,MA,0,97.6,2023-07-20-091818
,MA,0,73.4,2023-07-20-091818
,MA,0,58,2023-07-20-091818
,MA,0,49,2023-07-20-091818
,MA,0,38.2,2023-07-20-091818
,MA,0,33.4,2023-07-20-091818
,MA,0,26.6,2023-07-20-091818
,MA,0,24.4,2023-07-20-091818
,MA,0,20.6,2023-07-20-091818
,MA,0,18,2023-07-20-091818
,MA,0,15.8,2023-07-20-091818
,MA,0,15.8,2023-07-20-091818
,MA,0,12.2,2023-07-20-091818
,MA,0,11.8,2023-07-20-091818
,MA,0,11.2,2023-07-20-091818
,MA,0,9.2,2023-07-20-091818
,MA,0,8.4,2023-07-20-091818
,MA,0,7.4,2023-07-20-091818
,MA,0,6.2,2023-07-20-091818
,MA,0,5.2,2023-07-20-091818
,MA,0,4.8,2023-07-20-091818
,MA,0,3.4,2023-07-20-091818
,MA,0,4.6,2023-07-20-091818
,MA,0,4.6,2023-07-20-091818
,MA,0,3.8,2023-07-20-091818
,MA,0,3.4,2023-07-20-091818
,MA,0,4.4,2023-07-20-091818
,MA,0,3.5,2023-07-20-091818
,MA,0,3.333,2023-07-20-091818
,MI,3,23.4,2023-07-20-091818
,MI,2.8,30.8,2023-07-20-091818
,MI,4.4,38.2,2023-07-20-091818
,MI,5.2,43.8,2023-07-20-091818
,MI,7.8,50.8,2023-07-20-091818
,MI,11,56.8,2023-07-20-091818
,MI,14.8,65.4,2023-07-20-091818
,MI,15.6,73.8,2023-07-20-091818
,MI,17.2,88.2,2023-07-20-091818
,MI,16.8,100.6,2023-07-20-091818
,MI,15,112.6,2023-07-20-091818
,MI,13.8,122,2023-07-20-091818
,MI,13.2,136.6,2023-07-20-091818
,MI,13,141.4,2023-07-20-091818
,MI,11.2,141,2023-07-20-091818
,MI,9.6,146.4,2023-07-20-091818
,MI,7.8,143.2,2023-07-20-091818
,MI,7.2,129.6,2023-07-20-091818
,MI,5,120.2,2023-07-20-091818
,MI,4.2,110,2023-07-20-091818
,MI,4,87.2,2023-07-20-091818
,MI,3.2,77.8,2023-07-20-091818
,MI,1.8,71.4,2023-07-20-091818
,MI,1.2,60.2,2023-07-20-091818
,MI,1,50.6,2023-07-20-091818
,MI,0.4,44.2,2023-07-20-091818
,MI,0.4,33.4,2023-07-20-091818
,MI,0.4,22.8,2023-07-20-091818
,MI,0.4,17.8,2023-07-20-091818
,MI,0.4,13.4,2023-07-20-091818
,MI,0.2,11,2023-07-20-091818
,MI,0.2,9.4,2023-07-20-091818
,MI,0.8,9.4,2023-07-20-091818
,MI,0.8,8.4,2023-07-20-091818
,MI,1,8.2,2023-07-20-091818
,MI,1,9,2023-07-20-091818
,MI,0.8,8.6,2023-07-20-091818
,MI,0.2,7.2,2023-07-20-091818
,MI,0.2,7.8,2023-07-20-091818
,MI,0.2,7.6,2023-07-20-091818
,MI,0.2,8.2,2023-07-20-091818
,MI,0.4,9.6,2023-07-20-091818
,MI,0.4,11.8,2023-07-20-091818
,MI,0.4,12.6,2023-07-20-091818
,MI,0.2,15,2023-07-20-091818
,MI,0.2,14.2,2023-07-20-091818
,MI,0,12,2023-07-20-091818
,MI,0.2,11,2023-07-20-091818
,MI,0.2,11.4,2023-07-20-091818
,MI,0.2,11.4,2023-07-20-091818
,MI,0.4,14.2,2023-07-20-091818
,MI,0.6,17.6,2023-07-20-091818
,MI,0.4,18.8,2023-07-20-091818
,MI,0.4,21.2,2023-07-20-091818
,MI,0.4,23.6,2023-07-20-091818
,MI,0.2,24,2023-07-20-091818
,MI,0.2,28.2,2023-07-20-091818
,MI,0.2,32.4,2023-07-20-091818
,MI,0.4,36.8,2023-07-20-091818
,MI,0.6,47.8,2023-07-20-091818
,MI,1,59,2023-07-20-091818
,MI,1,77,2023-07-20-091818
,MI,1.2,104,2023-07-20-091818
,MI,1.6,141.8,2023-07-20-091818
,MI,2.4,182,2023-07-20-091818
,MI,3.6,240.2,2023-07-20-091818
,MI,6.4,286.6,2023-07-20-091818
,MI,7.6,300.6,2023-07-20-091818
,MI,8.6,293.4,2023-07-20-091818
,MI,8.4,276.6,2023-07-20-091818
,MI,8,230.2,2023-07-20-091818
,MI,5.4,184.4,2023-07-20-091818
,MI,4,151.2,2023-07-20-091818
,MI,2.8,123.6,2023-07-20-091818
,MI,2.2,91.6,2023-07-20-091818
,MI,1,69.8,2023-07-20-091818
,MI,0.6,46.6,2023-07-20-091818
,MI,0.8,34.6,2023-07-20-091818
,MI,0.4,24.4,2023-07-20-091818
,MI,0.2,19.6,2023-07-20-091818
,MI,0.4,16,2023-07-20-091818
,MI,0.4,13.6,2023-07-20-091818
,MI,0.2,11.4,2023-07-20-091818
,MI,0.2,10,2023-07-20-091818
,MI,0.2,9.2,2023-07-20-091818
,MI,0,8.6,2023-07-20-091818
,MI,0,7.6,2023-07-20-091818
,MI,0,7,2023-07-20-091818
,MI,0.2,5,2023-07-20-091818
,MI,0.2,2.6,2023-07-20-091818
,MI,0.2,2,2023-07-20-091818
,MI,0.2,2,2023-07-20-091818
,MI,0.2,1.8,2023-07-20-091818
,MI,0.2,2.6,2023-07-20-091818
,MI,0.2,2.8,2023-07-20-091818
,MI,0.2,2,2023-07-20-091818
,MI,0.2,2.2,2023-07-20-091818
,MI,0.2,2.6,2023-07-20-091818
,MI,0,2,2023-07-20-091818
,MI,0,1.8,2023-07-20-091818
,MI,0,1.6,2023-07-20-091818
,MI,0,1,2023-07-20-091818
,MI,0,0.25,2023-07-20-091818
,MI,0,0,2023-07-20-091818
,MN,0,144,2023-07-20-091818
,MN,0,141,2023-07-20-091818
,MN,0,203,2023-07-20-091818
,MN,0,252,2023-07-20-091818
,MN,0.8,282.8,2023-07-20-091818
,MN,2.4,319,2023-07-20-091818
,MN,3.8,350,2023-07-20-091818
,MN,4.6,320.2,2023-07-20-091818
,MN,5.6,302.6,2023-07-20-091818
,MN,6,281.2,2023-07-20-091818
,MN,5.4,257,2023-07-20-091818
,MN,4.6,244.2,2023-07-20-091818
,MN,4.4,224.8,2023-07-20-091818
,MN,4.4,197.6,2023-07-20-091818
,MN,4.2,190.2,2023-07-20-091818
,MN,4.4,191.8,2023-07-20-091818
,MN,4.8,183.2,2023-07-20-091818
,MN,4.2,178,2023-07-20-091818
,MN,3.6,172.2,2023-07-20-091818
